ticker
JBL
LDOS
FE
HUBB
CHTR
DG
WSM
DOV
LH
SMCI
CFG
TPR
NTRA
ES
TROW
PODD
ZM
SW
NVR
BAM
CHD
DRI
TYL
KHC
WRB
FLEX
DVN
FWONK
RBA
EXE
K
ON
PINS
EIX
FSLR
SBAC
CDW
BIIB
GPN
CMS
CPAY
DKNG
GWRE
QSR
CASY
EL
DGX
GDDY
STLD
ZBH
TRMB
CIEN
NTNX
TTD
DLTR
APTV
CW
IT
PKG
GPC
TOST
HAL
SSNC
AMCR
HEIA.AS
FFIV
TLN
NI
TER
FCNCA
WST
RKLB
PNR
UTHR
CTRA
FTAI
WAT
KEY
PFG
CG
J
INVH
WY
TRU
USFD
LULU
ACM
DECK
SNA
THC
SGI
STZ
ESS
EXPD
TPL
EQH
DOCU
LII
DOW
LVS
BURL
PFGC
MKC
BE
L
COHR
LUV
FTV
SUI
ZBRA
MAA
NVT
ILMN
IFF
CNC
FTI
LNT
RPM
EVRG
GEN
CHRW
BWXT
IONQ
ROL
RS
MAS
ALLE
HOLX
FNF
CLX
EWBC
TWLO
OKTA
JLL
TSN
TXT
ITT
KIM
DKS
XPO
ARE
WPC
OMC
DT
ENTG
NBIX
TOL
BBY
BLDR
Z
CSL
U
GGG
EG
RPRX
TKO
CF
BALL
WWD
COOP
INCY
LYB
DPZ
HEI
MANH
LECO
FN
AVY
WSO
TW
SNDK
UNM
FOXA
KTOS
COO
DOC
APG
BAH
NLY
EVR
BJ
EHC
VIK
REG
OC
GLPI
BLD
RGLD
MTZ
QXO
RGA
ROKU
HST
UDR
NDSN
RL
IEX
BXP
SFM
SWK
BAX
LITE
CRS
SNX
ALLY
POOL
CLH
OHI
RBC
GL
SF
NWSA
VTRS
SWKS
RMBS
CPT
FHN
ELS
OWL
FDS
RNR
SCI
JKHY
HLI
AKAM
MEDP
RIVN
PAYC
CACI
OVV
ATI
CCK
JBHT
HII
AMH
AYI
SOLV
NCLH
LAMR
SJM
MLI
TXRH
EXEL
WBS
AIZ
STRL
JEF
UHS
WYNN
DUOL
IOT
GNRC
DTM
MOS
OKLO
BG
GME
HIMS
RVTY
PNW
HAS
AIT
WMS
SSB
WCC
BMRN
WTRG
CDE
NXT
DAY
REXR
DCI
PEN
MTCH
ONON
DOCS
ARMK
QGEN
LSCC
SATS
TTEK
IPG
DOX
CNM
EXAS
IONS
WAL
CNH
MOH
NYT
AGNC
BWA
HALO
CMA
RRX
MP
ALB
CR
ENSG
SCCO
ORI
AFG
ELAN
KNSL
KMX
AR
BPOP
AES
OSK
SPXC
UMBF
ALGN
FND
CELH
PRI
PR
OGE
GTLS
MRNA
SN
AWI
CUBE
AVAV
LAD
APA
CAG
EGP
QRVO
OLLI
ZION
WTFC
ATR
FYBR
EPAM
AOS
SEIC
AVTR
MKSI
DINO
FIVE
IVZ
PLNT
MOD
FRT
LYFT
BRX
TTC
CVLT
SAIA
BBIO
BSY
PCOR
TECH
INGR
IDCC
RRC
TPG
LKQ
COLB
HQY
AAL
XP
LW
AA
W
TAP
CRL
MTSI
JAZZ
FSS
CHWY
NFG
SSD
EXP
DY
EMN
ADC
ELF
CGNX
VMI
ESTC
LNW
CART
CFR
ALSN
NNN
FLS
MDGL
AXS
R
ACI
RBRK
CBSH
WTS
VOYA
HSIC
CORT
WING
RVMD
VNO
PCTY
OMF
PNFP
KD
MGM
BEN
SNV
HRL
MIDD
GH
CTRE
FLR
TEM
ASTS
CMC
ONB
MUSA
FBIN
JBTM
ALK
STWD
ZWS
AXTA
UGI
VNT
TMHC
JXN
FAF
RGTI
HRB
MHK
FOX
QBTS
RGEN
AMG
GNTX
DBX
CHE
LNC
FR
HL
AGCO
AL
IDA
KBR
MKTX
ETSY
JOBY
G
STAG
MTG
OLED
CHRD
ARW
CRUS
LBRDK
VRNS
KNX
GTLB
PRIM
AHR
ROIV
ESNT
EXLS
CPB
BROS
SITM
GMED
CAVA
NXST
APPF
LOPE
LFUS
SANM
MARA
CHDN
EAT
RITM
H
SITE
BFAM
LAZ
AM
WH
ESAB
PB
THG
VNOM
ONTO
SLM
MASI
AUR
MSA
PIPR
GTES
AEIS
TFX
BBWI
UFPI
HLNE
FOUR
RIOT
ESI
IBP
EPRT
GBCI
GXO
HR
LRN
OZK
REZI
JHG
IRTC
HOMB
GATX
RYTM
FNB
AAON
MTDR
GPK
GPI
SOUN
LEA
COKE
LUMN
UPST
FCN
TREX
MOG-A
MAT
ROAD
MTN
AUB
LPX
CWST
WEX
AN
HWC
ORA
CZR
RLI
RHP
AS
PEGA
MTH
TTMI
CLF
CFLT
TRNO
ATGE
BIO
RDN
MORN
BDC
CADE
BOOT
PRMB
CYTK
HXL
FCFS
PATH
ESE
BMI
ITRI
TXNM
RYAN
BILL
SMTC
GAP
BYD
CCCS
ACIW
VFC
PI
MIR
SAIC
POST
KRC
RDNT
ENPH
VLY
S
THO
CRSP
DAR
NPO
QTWO
UHAL-B
NOV
VVV
QLYS
UBSI
SWX
FTDR
CE
BCO
QS
ACHR
ABG
DVA
TKR
TIGO
SEE
KEX
RAL
SIGI
POR
MMSI
AVT
TGTX
RKT
BRBR
BIPC
M
NEU
UEC
ST
ENS
MC
SMR
BCPC
WFRD
GKOS
PVH
MMS
CUZ
CWAN
OGS
OPCH
AX
SPR
PTCT
ACA
NJR
COMP
ABCB
BC
FFIN
ANF
KRG
STNE
FMC
SON
CORZ
CALM
CNX
ALKS
WHR
GVA
BOX
LLYVK
SR
RNA
BEPC
CROX
PECO
SBRA
MGY
SKYW
CVCO
URBN
PJT
PSN
SLAB
AXSM
BKH
DORM
SLG
KBH
MRP
SXT
SFBS
EPR
LSTR
KNF
TNL
SIRI
KTB
SSRM
SKY
NOVT
STEP
MSM
TCBI
SNEX
ASB
SIG
WTM
CNR
FELE
CSW
CRC
DLB
WSC
NE
MAC
LEU
MHO
OSIS
CBT
PCVX
CNO
HRI
VRRM
ZG
BF-B
APLD
AGO
CLSK
SPSC
ECG
KRYS
PLXS
TMDX
PFSI
NWS
WK
ALGM
TDS
LAUR
ADMA
KFY
IBOC
ATMU
AROC
MWA
UCB
MUR
RYN
INDB
KAI
LTH
SARO
GLNG
MRCY
VSEC
OSCR
GTM
ZETA
AGX
HWKN
RHI
FLG
IRT
COLD
EEFT
PTGX
RNST
GHC
AZZ
ASO
FBP
BRKR
SKT
RH
LNTH
ARWR
CARG
ALE
AEO
TEX
AMBA
WAY
TENB
IESC
TGNA
PAG
SLGN
ITGR
PATK
HOG
EXPO
GNW
VSAT
LOAR
AAP
SHAK
WNS
AKRO
TBBK
CALX
AMTM
FUL
HCC
BXMT
NUVL
MSGS
CACC
CDP
FHB
ENVA
MZTI
NVST
HASI
TPH
NHI
LGND
BCC
REVG
CATY
VC
MATX
OTTR
NSIT
RUSHA
WSFS
EBC
PCH
NWE
TPC
RUN
CBU
NMIH
GFS
PBH
HIW
BGC
SM
ACLX
NCNO
POWL
KMPR
PSMT
BNL
ADT
COMM
CIFR
PLMR
ACAD
FULT
ACLS
CIVI
GFF
PRM
NATL
AMKR
MDU
AVNT
OLN
KRMN
PII
PENN
KAR
DRS
WD
VAL
CHH
CRNX
BL
NMRK
CNK
YETI
YOU
HAYW
MGNI
BANF
APLE
UUUU
LMND
FIBK
ABM
BKU
MGEE
EXTR
MPW
HUT
ICUI
AVA
PRGO
PTON
VIAV
JHX
BFH
RRR
FRHC
MIRM
RNG
WSBC
IAC
BLKB
LIVN
WLK
VIRT
STNG
WDFC
SYNA
SFNC
RELY
MGRC
XENE
VAC
CNXC
WULF
MYRG
PFS
TDW
VCTR
CBZ
SHC
PHIN
RXO
CPK
OGN
DEI
FORM
GENI
INDV
WRBY
AWR
OUT
RARE
CXT
GEO
HGV
PRDO
PK
WHD
DAN
AIR
POWI
VKTX
FRSH
SBCF
SRRK
ASH
CWT
FCPT
BOH
XRAY
IPGP
UNF
HAE
CVBF
CHEF
INFA
LXP
TRMK
LCID
LCII
APAM
DIOD
WWW
CWK
BUR
BOKF
DXC
FOLD
BTSG
EPAC
ALRM
PBF
PINC
HURN
AGYS
LINE
CC
NWL
RIG
BANR
BHF
UI
BTU
SXI
VCYT
FBNC
CPRX
KYMR
PRVA
DOCN
FLO
CPRI
SDRL
CAR
HHH
EVTC
GT
GPOR
KLIC
TVTX
HUBG
CWEN
INTA
NTB
INSP
BIRK
SMG
CAKE
NOG
UE
AKR
CXW
FFBC
FRPT
CRVL
SHOO
ADNT
AVPT
GLOB
WAFD
TOWN
APLS
DK
AGIO
FWONA
ASGN
SMPL
OII
PRK
BEAM
MTRN
SUPN
YELP
ATKR
GRBK
SMMT
SLNO
HBI
TIC
INOD
UPWK
OSW
KN
HNI
BLBD
WU
MQ
PTEN
ADPT
FRME
TDC
VSCO
BRZE
AMSC
SYBT
VYX
TNET
CON
WT
ACMR
PARR
TRN
EFSC
HP
ENR
IDYA
WGS
BUSE
OCUL
FBK
PLUS
FUN
NSA
BATRK
BANC
NGVT
PAGS
QUBT
OI
MCY
CNS
LBTYK
IVT
EYE
CURB
ACHC
SHO
SAM
GOLF
IOSP
HE
IRDM
STC
EOSE
LBTYA
TRIP
PRCH
AI
PRCT
CSGS
IPAR
TARS
INSW
MTX
NBTB
ANIP
MSGE
BLX
PRKS
FIVN
LQDA
VSH
BCRX
ZD
BWIN
PRGS
CASH
HMN
OFG
GSHD
KSS
DBRG
KWR
ATEC
CLVT
BBAI
ROCK
CUBI
PGY
RSI
OUST
SONO
AVDX
CSTM
ALHC
WLY
XMTR
BBT
AMR
QDEL
CENTA
KGS
PAYO
WOR
CGON
STRA
NWBI
ALG
SOC
ADUS
NSP
VERX
AUPH
ALKT
ABR
CCS
CHCO
DJT
HTH
WKC
HI
BRSL
DAVE
PL
LLYVA
PGNY
NG
ICFI
RXRX
DV
DRH
AGM
KMT
AMRX
COCO
HUN
ENOV
ADEA
NTST
SRPT
XHR
MBC
MNKD
AIN
LBRT
VCEL
WEN
IIPR
MAN
LC
HLMN
GTX
DDS
HCI
HLIO
RAMP
WERN
UPBD
GNL
LMAT
NIC
COLM
GO
SPB
ATRC
ARCB
CCOI
PD
SGRY
LNN
GABC
ARI
JOE
AORT
LZB
ARQT
USLM
CELC
JBGS
UNFI
MLYS
BHE
PLUG
WLDN
TILE
TRUP
VECO
NTCT
SBH
PPC
CECO
MLKN
STEL
ACVA
KNTK
PAR
CLDX
SCS
DNOW
NSSC
AAMI
SLVM
DNLI
FCF
APGE
VBTX
TWST
JJSF
COTY
SGHC
NHC
ROG
SPHR
TGLS
BKE
PEB
ATEN
BELFB
NNI
FLYW
CENX
TPB
JBLU
SKWD
PLAB
COUR
ELME
VITL
DBD
CNMD
QCRH
TXG
DHT
BTDR
WINA
KLG
UFPT
PZZA
LZ
NN
ALIT
AVDL
BF-A
BKD
GSAT
GBX
LKFN
ANDE
ARR
TRS
UTI
JBI
ARLO
CRGY
PENG
FUBO
WABC
SILA
PRG
XERS
GEF
PCT
CRK
ALEX
LEN-B
ENVX
BFC
TNC
DX
VRE
ETNB
HRMY
NTLA
HTO
MCRI
VRDN
UVV
PWP
DHC
TDOC
NWN
CRAI
OMCL
INVA
ASTH
RLJ
BHVN
PRLB
CNOB
DVAX
MODG
ARDX
SAIL
VRNT
STBA
IDT
LILAK
CTS
LTC
METC
NVAX
TNK
NVCR
LEG
CTRI
LGIH
TFIN
DFIN
KALU
AAOI
MD
STAA
LASR
VRTS
SNDR
MRC
TALO
NBHC
WMK
APPN
TCBK
CERT
HLIT
NAVI
CLMT
DXPE
LIF
SEM
IRON
SFD
ARRY
REYN
HOPE
GTY
DGII
BBSI
CLOV
CNNE
COLL
SHLS
FDP
UCTT
AZTA
ACT
ATRO
HCSG
NEOG
JANX
AMWD
CCB
SPNT
LADR
EWTX
AIV
CMCL
CDTX
BBW
TDUP
COGT
PCRX
XPRO
LOB
EPC
MXL
SEZL
DAKT
PRA
CRI
HROW
SDGR
PGRE
THRM
PHR
RPD
GIII
SCL
PDM
IMAX
LPG
SCSC
SNDX
JAMF
PEBO
ECPG
VMEO
DCOM
DYN
VICR
IMKTA
SPNS
TREE
NEO
FA
APOG
ESRT
IART
FOXF
PPTA
FSLY
SEB
SBSI
NPKI
PMT
ASTE
MFA
AMPH
SMA
NVRI
FIHL
REAL
DRVN
CBL
MRX
FIGS
ASAN
USPH
REX
HPP
SFL
EIG
FMBH
OCFC
VERA
CIM
KW
GRAL
EVLV
CMPR
LUNR
MSEX
GBTG
SAFT
CSR
ODC
CBRL
SAH
HLF
WGO
SRCE
MEG
AAT
CRMD
LMB
WS
CFFN
CPF
CTLP
CWH
COHU
CPS
PLYM
FIZZ
NTGR
HG
BLND
OBK
CARS
UNIT
IE
CVI
DOLE
AMC
EVH
BZH
BHRB
EFC
AMRC
DCO
BLFS
IMVT
NNE
UAA
FBRT
FTRE
DEA
DNTH
LBRDA
UA
EMBC
CABO
LINC
RBCAA
GHM
CXM
TMP
SMBK
SEI
LFST
SAFE
TRML
ECVT
HTZ
ESQ
SPTN
LENZ
HIPO
MDXG
TWO
ELVN
CNA
UVE
THR
VTOL
HLX
RVLV
BRSP
ORRF
UMH
NRIM
BASE
HONE
ZYME
HTB
HOUS
CMRE
ALGT
YEXT
THS
PGEN
CDRE
MBWM
HFWA
UVSP
HRTG
HSII
HOV
WTTR
MCBS
RIGL
TTI
ERII
XPEL
CWEN-A
DFH
TBPH
BDN
CTBI
HAFC
OSBC
AMSF
CMPO
TNDM
GDOT
KOS
SENEA
UWMC
GERN
PAX
BY
SG
DLX
PFBC
ABUS
NWPX
ORC
PNTG
NAGE
LYTS
QNST
TRST
GRC
SXC
RYI
OXM
SIBN
ROOT
PRAX
AEHR
MATW
GLIBK
TSHA
AMPL
SMP
IAS
NEXT
WSR
NXRT
TFSL
ATUS
UTZ
KE
SPT
RUSHB
HSTM
MCB
AESI
IRMD
CCBG
BBUC
ODP
FWRD
IIIV
VVX
TRNS
IIIN
NBBK
EVER
PRO
ANGI
HNRG
PLAY
BORR
UFCS
BCML
TR
RWT
CNXN
BV
AXL
CDNA
MMI
TK
LQDT
SCHL
AOSL
EXPI
SHEN
ORIC
AXGN
UNTY
PRSU
AMN
ILPT
AHCO
MNMD
ADAM
MOFG
PLOW
GCT
PLPC
FLNG
STOK
OSPN
ETD
PAYS
STGW
STKL
GLDD
NVTS
BJRI
MVST
DEC
HBNC
URGN
FOR
BXC
MATV
ESPR
WLFC
DJCO
MPB
ADTN
CSV
MTAL
FBIZ
MYGN
ASC
WRLD
SPRY
PLSE
PBPB
AIOT
INN
NX
CVLG
GCMG
SBGI
INVX
PFIS
MBIN
FULC
ARCT
TROX
HTBK
EQBK
NAT
MBUU
GNK
ZIMV
RC
AVXL
MTUS
CARE
EGBN
ALNT
VSTS
FCBC
ASIX
UDMY
GSBC
BMBL
CCSI
IBCP
THFF
GNTY
CCRN
LIND
PDFS
AQST
AMTB
HBCP
PRAA
RGR
UPB
CWCO
CMP
FMNB
HCKT
LXU
SABR
ITIC
SANA
BFST
TIPT
RUM
AMBP
ADCT
FIP
FRBA
MRTN
SNCY
CAL
MYE
GOGO
BHB
ARIS
INGM
BLMN
BCAL
FG
CWBC
KFRC
CLB
NRIX
UTL
MNRO
BAND
RM
KREF
CAC
EYPT
PAHC
OPK
ONIT
KOP
VTS
ANAB
ARHS
SFIX
RCUS
NECB
SVRA
NABL
AVNS
HELE
AROW
CEVA
XNCR
ACNB
ORGO
ZVRA
NUVB
MTSR
SLDP
CODI
GRPN
ACEL
PGC
CASS
AMAL
NFBK
NUS
NBN
SMBC
VEL
SPFI
BWB
WNC
BWMN
KELYA
GIC
NFE
GLRE
SWBI
BATRA
AMRK
MBCN
RRBI
SYRE
TALK
AIP
OFIX
KURA
HZO
IMXI
TRC
AEVA
OEC
KOD
PHLT
TRTX
AVBP
IOVA
UHT
CLBK
FSBW
SRTA
MGTX
MVBF
EVCM
CCNE
SPOK
WVE
HIFS
HBT
TSBK
OIS
IBRX
DGICA
AKBA
AVO
XRX
IMNM
OBT
DAWN
SSTK
ICHR
ACIC
FSBC
SFST
SKYT
NGVC
UHAL
ALX
TBCH
ALRS
JELD
CIVB
GDEN
FRPH
PKE
CSTL
ERAS
CYH
GEF-B
WSBF
FISI
JBSS
GOOD
INDI
KODK
MLR
BOW
JMSB
REAX
SVC
SCVL
DSGR
PACS
RDVT
CMPX
FLNC
SRDX
VREX
GRNT
WTBA
BYRN
CNDT
FFIC
DOMO
EBF
VTLE
RMNI
CZNC
AMBC
EGY
RPAY
MLNK
APPS
MCFT
AEBI
KRUS
FLGT
NCMI
PRTH
GTN
EE
SHBI
PX
RYAM
CRNC
HDSN
SD
EHAB
IBTA
ACCO
CLFD
MCS
CTKB
LMNR
BMRC
GCI
MSBI
CVGW
ZIP
LAB
LOCO
FMAO
GCO
ANGO
CLNE
MBI
JBIO
FPI
MITK
ZUMZ
EU
DIN
KROS
USNA
AHH
ARVN
HVT
WASH
PSFE
NLOP
TITN
MCW
ASPN
CTO
KRRO
PHAT
LXFR
SIGA
VPG
SEPN
FRST
OMI
HYLN
BVS
KRNY
FWRG
OLP
SITC
MGPI
CLMB
VIR
FNLC
FDBC
ARKO
CGEM
ACTG
CMRC
TCMD
HY
REFI
JACK
BCAX
WEAV
CTOS
GRND
BFS
CMCO
GPRE
YORW
HTLD
PKST
MAX
CYRX
INBK
TNGX
CBLL
PUMP
OPRX
OLMA
LILA
RBB
DHIL
PUBM
GLUE
CLW
PANL
MLAB
RES
EVGO
ABSI
MTW
BRY
TWI
SEMR
CLDT
SLQT
TERN
REPX
PLTK
CMTG
OOMA
CENT
RBBN
PACK
TG
GMRE
KALV
CMT
CIO
RLAY
DENN
SVV
FDMT
NBR
ONTF
ALT
AGL
CRSR
NXDR
CHCT
CZFS
TRUE
PACB
LAND
RGNX
MOV
FC
ULH
IHRT
PRTA
GDYN
CRCT
AVNW
BLFY
MRVI
TYRA
THRY
NEWT
NVEC
ATXS
ZEUS
NGNE
WOOF
TH
OMER
IPI
RICK
DNUT
BBNX
REPL
RDW
BGS
GETY
VMD
BTBT
DDD
DBI
EPM
TMCI
WOW
RXST
MEI
XPER
UTMD
DSP
ALDX
UIS
EOLS
LRMR
ADV
LOVE
RMR
OSUR
ATEX
QTRX
BHR
FFWM
SLP
PTLO
RHLD
NRDS
BOC
CRMT
BSRR
MCHB
VNDA
ASLE
TBI
IVR
ALTG
HNST
LAW
PSTL
SB
JAKK
AMCX
SCPH
ANNX
INSE
EGHT
KLC
JOUT
RCKT
NRC
GNE
SEG
WTI
NNOX
FLWS
LPRO
KIDS
RGP
EVC
IRWD
EDIT
DMRC
EB
SKIN
AVIR
AURA
FRGE
DSGN
RMAX
POWW
PRME
QSI
ACRE
ANIK
ONEW
MASS
ALEC
WEST
INBX
BCBP
AVD
OLPX
SNBR
ARAY
TCX
TTGT
ULCC
MVIS
BOOM
CERS
NXDT
ATNI
CATX
INR
MED
TCBX
STRZ
CAPR
HUMA
JRVR
CMDB
DH
CBAN
MNTK
MXCT
FORR
INGN
CDXS
TRDA
BYND
RCEL
XPOF
SSP
VYGR
CVRX
IMMR
ENTA
DCGO
OFLX
SSTI
HCAT
HRTX
HAIN
OABI
ATYR
ALLO
ACDC
EWCZ
AFCG
GLIBA
MYPS
ASUR
SUNS
CHRS
WALD
BRCC
FNKO
ALMS
FATE
SEAT
NKTX
TTEC
LUNG
LAZR
TEAD
PBI
