Date,RDVT
2018-03-27,6.148858547210693
2018-03-28,5.682735919952393
2018-03-29,6.049683570861816
2018-04-02,6.892672061920166
2018-04-03,7.0513529777526855
2018-04-04,7.537310600280762
2018-04-05,7.1802802085876465
2018-04-06,7.815001487731934
2018-04-09,9.431556701660156
2018-04-10,9.074524879455566
2018-04-11,8.75716495513916
2018-04-12,8.231536865234375
2018-04-13,7.785248756408691
2018-04-16,7.0513529777526855
2018-04-17,7.110857963562012
2018-04-18,7.606733798980713
2018-04-19,7.735661506652832
2018-04-20,7.5472283363342285
2018-04-23,7.229867935180664
2018-04-24,6.595147132873535
2018-04-25,6.337291717529297
2018-04-26,6.168693542480469
2018-04-27,6.2480340003967285
2018-04-30,6.2480340003967285
2018-05-01,6.039766311645508
2018-05-02,5.900920867919922
2018-05-03,5.811663627624512
2018-05-04,5.7521586418151855
2018-05-07,5.4149627685546875
2018-05-08,5.19677734375
2018-05-09,4.958757400512695
2018-05-10,4.52238655090332
2018-05-11,5.206695079803467
2018-05-14,5.623230934143066
2018-05-15,9.85800838470459
2018-05-16,7.735661506652832
2018-05-17,7.448053359985352
2018-05-18,7.646403789520264
2018-05-21,7.467888355255127
2018-05-22,7.785248756408691
2018-05-23,8.023269653320312
2018-05-24,7.775331497192383
2018-05-25,7.448053359985352
2018-05-29,7.210032939910889
2018-05-30,7.130692958831787
2018-05-31,7.190197944641113
2018-06-01,7.844753742218018
2018-06-04,7.557145595550537
2018-06-05,7.567063331604004
2018-06-06,7.676156044006348
2018-06-07,7.815001487731934
2018-06-08,8.142279624938965
2018-06-11,7.854671478271484
2018-06-12,8.152196884155273
2018-06-13,8.102609634399414
2018-06-14,7.715826511383057
2018-06-15,7.45797061920166
2018-06-18,7.299290657043457
2018-06-19,7.368712902069092
2018-06-20,7.418300628662109
2018-06-21,7.626568794250488
2018-06-22,8.092691421508789
2018-06-25,9.124113082885742
2018-06-26,8.727413177490234
2018-06-27,8.231536865234375
2018-06-28,8.608403205871582
2018-06-29,8.529062271118164
2018-07-02,8.826587677001953
2018-07-03,9.0943603515625
2018-07-05,8.876174926757812
2018-07-06,9.233205795288086
2018-07-09,9.034854888916016
2018-07-10,8.08277416229248
2018-07-11,8.231536865234375
2018-07-12,8.003434181213379
2018-07-13,7.973681449890137
2018-07-16,7.934011459350586
2018-07-17,7.45797061920166
2018-07-18,7.467888355255127
2018-07-19,7.943929195404053
2018-07-20,7.596815586090088
2018-07-23,7.12077522277832
2018-07-24,6.942259788513184
2018-07-25,7.408382892608643
2018-07-26,7.487723350524902
2018-07-27,7.537310600280762
2018-07-30,7.239785671234131
2018-07-31,7.1802802085876465
2018-08-01,7.309207916259766
2018-08-02,7.2497029304504395
2018-08-03,7.537310600280762
2018-08-06,7.428217887878418
2018-08-07,7.408382892608643
2018-08-08,7.6860737800598145
2018-08-09,7.448053359985352
2018-08-10,7.695991516113281
2018-08-13,7.487723350524902
2018-08-14,7.408382892608643
2018-08-15,7.388547897338867
2018-08-16,7.398465633392334
2018-08-17,7.279455661773682
2018-08-20,7.140610218048096
2018-08-21,7.1505279541015625
2018-08-22,7.388547897338867
2018-08-23,7.338960647583008
2018-08-24,7.358795642852783
2018-08-27,7.4778056144714355
2018-08-28,7.646403789520264
2018-08-29,8.088725090026855
2018-08-30,7.785248756408691
2018-08-31,7.6860737800598145
2018-09-04,7.557145595550537
2018-09-05,7.626568794250488
2018-09-06,7.537310600280762
2018-09-07,6.267868995666504
2018-09-10,6.2777862548828125
2018-09-11,6.148858547210693
2018-09-12,5.335622787475586
2018-09-13,5.553807735443115
2018-09-14,5.4843854904174805
2018-09-17,5.662900924682617
2018-09-18,5.593477725982666
2018-09-19,5.891003608703613
2018-09-20,6.049683570861816
2018-09-21,6.0348076820373535
2018-09-24,5.9505085945129395
2018-09-25,6.059601306915283
2018-09-26,5.970343589782715
2018-09-27,6.099271297454834
2018-09-28,6.456302165985107
2018-10-01,6.148858547210693
2018-10-02,6.297621726989746
2018-10-03,6.357126712799072
2018-10-04,6.267868995666504
2018-10-05,6.099271297454834
2018-10-08,6.267868995666504
2018-10-09,6.297621726989746
2018-10-10,6.000096321105957
2018-10-11,5.970343589782715
2018-10-12,5.841415882110596
2018-10-15,5.553807735443115
2018-10-16,5.65298318862915
2018-10-17,5.871168613433838
2018-10-18,5.454632759094238
2018-10-19,5.553807735443115
2018-10-22,5.623230934143066
2018-10-23,5.650999546051025
2018-10-24,5.266200065612793
2018-10-25,5.424880027770996
2018-10-26,5.553807735443115
2018-10-29,5.53397274017334
2018-10-30,5.4843854904174805
2018-10-31,5.841415882110596
2018-11-01,5.9505085945129395
2018-11-02,5.910838603973389
2018-11-05,6.010013580322266
2018-11-06,6.000096321105957
2018-11-07,6.079436302185059
2018-11-08,5.970343589782715
2018-11-09,5.960426330566406
2018-11-12,5.9505085945129395
2018-11-13,6.525724411010742
2018-11-14,6.505889415740967
2018-11-15,6.74390983581543
2018-11-16,6.724074840545654
2018-11-19,6.872837066650391
2018-11-20,6.823249816894531
2018-11-21,6.768703460693359
2018-11-23,6.972012996673584
2018-11-26,6.991847991943359
2018-11-27,7.269537925720215
2018-11-28,7.0513529777526855
2018-11-29,7.061270236968994
2018-11-30,6.942259788513184
2018-12-03,6.991847991943359
2018-12-04,7.041435241699219
2018-12-06,7.229867935180664
2018-12-07,7.4778056144714355
2018-12-10,7.507558345794678
2018-12-11,7.388547897338867
2018-12-12,7.4331769943237305
2018-12-13,7.338960647583008
2018-12-14,7.319125652313232
2018-12-17,6.942259788513184
2018-12-18,7.140610218048096
2018-12-19,7.1505279541015625
2018-12-20,6.892672061920166
2018-12-21,6.456302165985107
2018-12-24,6.753827095031738
2018-12-26,6.495972156524658
2018-12-27,6.2877044677734375
2018-12-28,6.535642147064209
2018-12-31,6.684404373168945
2019-01-02,6.733992099761963
2019-01-03,7.0811052322387695
2019-01-04,7.071187973022461
2019-01-07,7.236810207366943
2019-01-08,7.28937292098999
2019-01-09,7.398465633392334
2019-01-10,7.5472283363342285
2019-01-11,7.428217887878418
2019-01-14,7.467888355255127
2019-01-15,7.130692958831787
2019-01-16,7.190197944641113
2019-01-17,7.1505279541015625
2019-01-18,7.140610218048096
2019-01-22,7.1505279541015625
2019-01-23,7.348877906799316
2019-01-24,7.358795642852783
2019-01-25,7.785248756408691
2019-01-28,7.636486053466797
2019-01-29,7.517475605010986
2019-01-30,7.661279678344727
2019-01-31,7.497640609741211
2019-02-01,7.2497029304504395
2019-02-04,7.259620666503906
2019-02-05,7.299290657043457
2019-02-06,7.408382892608643
2019-02-07,7.537310600280762
2019-02-08,7.438135623931885
2019-02-11,7.448053359985352
2019-02-12,7.368712902069092
2019-02-13,7.378630638122559
2019-02-14,7.467888355255127
2019-02-15,7.319125652313232
2019-02-19,7.239785671234131
2019-02-20,7.299290657043457
2019-02-21,7.239785671234131
2019-02-22,7.388547897338867
2019-02-25,7.378630638122559
2019-02-26,7.329042911529541
2019-02-27,7.448053359985352
2019-02-28,7.428217887878418
2019-03-01,7.497640609741211
2019-03-04,7.388547897338867
2019-03-05,7.368712902069092
2019-03-06,7.2497029304504395
2019-03-07,6.838126182556152
2019-03-08,6.942259788513184
2019-03-11,6.843084812164307
2019-03-12,7.1505279541015625
2019-03-13,7.140610218048096
2019-03-14,7.071187973022461
2019-03-15,6.981930255889893
2019-03-18,6.981930255889893
2019-03-19,7.021600246429443
2019-03-20,6.83316707611084
2019-03-21,6.634817123413086
2019-03-22,6.605064392089844
2019-03-25,6.595147132873535
2019-03-26,6.7141571044921875
2019-03-27,6.823249816894531
2019-03-28,6.66456937789917
2019-03-29,6.66456937789917
2019-04-01,6.962095260620117
2019-04-02,7.190197944641113
2019-04-03,7.438135623931885
2019-04-04,7.210032939910889
2019-04-05,7.12077522277832
2019-04-08,7.190197944641113
2019-04-09,7.100940227508545
2019-04-10,7.190197944641113
2019-04-11,7.239785671234131
2019-04-12,7.28937292098999
2019-04-15,7.259620666503906
2019-04-16,7.28937292098999
2019-04-17,7.190197944641113
2019-04-18,7.2199506759643555
2019-04-22,7.1505279541015625
2019-04-23,7.198131561279297
2019-04-24,7.239785671234131
2019-04-25,7.279455661773682
2019-04-26,7.418300628662109
2019-04-29,7.408382892608643
2019-04-30,7.883431911468506
2019-05-01,8.13236141204834
2019-05-02,8.152196884155273
2019-05-03,8.023269653320312
2019-05-06,8.231536865234375
2019-05-07,8.385258674621582
2019-05-08,8.231536865234375
2019-05-09,9.015020370483398
2019-05-10,10.270577430725098
2019-05-13,9.823297500610352
2019-05-14,9.91751480102539
2019-05-15,9.91751480102539
2019-05-16,9.937350273132324
2019-05-17,10.10594654083252
2019-05-20,10.115864753723145
2019-05-21,12.109285354614258
2019-05-22,13.140706062316895
2019-05-23,12.892768859863281
2019-05-24,12.753923416137695
2019-05-28,12.882850646972656
2019-05-29,12.039862632751465
2019-05-30,12.089449882507324
2019-05-31,11.682831764221191
2019-06-03,11.801841735839844
2019-06-04,12.099367141723633
2019-06-05,12.833263397216797
2019-06-06,12.287800788879395
2019-06-07,11.871264457702637
2019-06-10,11.95556354522705
2019-06-11,11.276213645935059
2019-06-12,11.623327255249023
2019-06-13,11.811758995056152
2019-06-14,11.950605392456055
2019-06-17,11.970439910888672
2019-06-18,11.901017189025879
2019-06-19,12.396892547607422
2019-06-20,11.920852661132812
2019-06-21,12.436562538146973
2019-06-24,12.139037132263184
2019-06-25,12.287800788879395
2019-06-26,12.258047103881836
2019-06-27,12.297717094421387
2019-06-28,12.297717094421387
2019-07-01,12.297717094421387
2019-07-02,12.010109901428223
2019-07-03,11.752254486083984
2019-07-05,11.494399070739746
2019-07-08,11.752254486083984
2019-07-09,12.109285354614258
2019-07-10,12.099367141723633
2019-07-11,12.069615364074707
2019-07-12,12.099367141723633
2019-07-15,12.496068000793457
2019-07-16,12.198542594909668
2019-07-17,12.168790817260742
2019-07-18,12.357222557067871
2019-07-19,12.535737991333008
2019-07-22,12.744006156921387
2019-07-23,13.091118812561035
2019-07-24,13.588977813720703
2019-07-25,14.320890426635742
2019-07-26,14.53907585144043
2019-07-29,14.618415832519531
2019-07-30,15.560579299926758
2019-07-31,15.699424743652344
2019-08-01,15.253137588500977
2019-08-02,15.258095741271973
2019-08-05,15.491157531738281
2019-08-06,14.737425804138184
2019-08-07,14.340725898742676
2019-08-08,14.211797714233398
2019-08-09,13.904356002807617
2019-08-12,13.388644218444824
2019-08-13,13.745674133300781
2019-08-14,13.656417846679688
2019-08-15,13.299386978149414
2019-08-16,14.043200492858887
2019-08-19,13.894437789916992
2019-08-20,14.25146770477295
2019-08-21,13.904356002807617
2019-08-22,13.904356002807617
2019-08-23,13.537406921386719
2019-08-26,12.486150741577148
