Date,FIS
2010-01-04,18.40688133239746
2010-01-05,19.195096969604492
2010-01-06,19.086904525756836
2010-01-07,18.978723526000977
2010-01-08,18.584617614746094
2010-01-11,18.49188995361328
2010-01-12,18.430068969726562
2010-01-13,18.73917579650879
2010-01-14,18.816452026367188
2010-01-15,18.538257598876953
2010-01-19,18.862812042236328
2010-01-20,18.73917579650879
2010-01-21,18.8087215423584
2010-01-22,18.515071868896484
2010-01-25,18.600074768066406
2010-01-26,18.5537052154541
2010-01-27,18.715984344482422
2010-01-28,18.352785110473633
2010-01-29,18.20598030090332
2010-02-01,18.360525131225586
2010-02-02,18.507339477539062
2010-02-03,18.538257598876953
2010-02-04,18.190519332885742
2010-02-05,17.80414581298828
2010-02-08,17.71141815185547
2010-02-09,17.60322380065918
2010-02-10,17.216848373413086
2010-02-11,17.363672256469727
2010-02-12,17.27867317199707
2010-02-16,17.40231704711914
2010-02-17,17.471860885620117
2010-02-18,17.471860885620117
2010-02-19,17.52595329284668
2010-02-22,17.502771377563477
2010-02-23,17.464134216308594
2010-02-24,17.680496215820312
2010-02-25,17.618682861328125
2010-02-26,17.41775894165039
2010-03-01,17.82733154296875
2010-03-02,17.757783889770508
2010-03-03,17.719146728515625
2010-03-04,17.79641342163086
2010-03-05,18.144147872924805
2010-03-08,18.08233070373535
2010-03-09,17.88141632080078
2010-03-10,17.912324905395508
2010-03-11,17.927785873413086
2010-03-12,17.95876121520996
2010-03-15,18.082664489746094
2010-03-16,18.214311599731445
2010-03-17,18.454389572143555
2010-03-18,18.25303840637207
2010-03-19,18.299497604370117
2010-03-22,18.36146354675293
2010-03-23,18.407922744750977
2010-03-24,18.268524169921875
2010-03-25,18.113643646240234
2010-03-26,18.322736740112305
2010-03-29,18.25303840637207
2010-03-30,18.144617080688477
2010-03-31,18.152372360229492
2010-04-01,18.34596061706543
2010-04-05,18.446636199951172
2010-04-06,18.508602142333984
2010-04-07,18.748659133911133
2010-04-08,18.83384895324707
2010-04-09,18.988737106323242
2010-04-12,19.19783592224121
2010-04-13,19.10489273071289
2010-04-14,19.25203514099121
2010-04-15,19.631500244140625
2010-04-16,19.507596969604492
2010-04-19,19.484359741210938
2010-04-20,19.848346710205078
2010-04-21,19.801883697509766
2010-04-22,19.941268920898438
2010-04-23,19.949012756347656
2010-04-26,19.86382484436035
2010-04-27,19.391437530517578
2010-04-28,20.398174285888672
2010-04-29,20.70020294189453
2010-04-30,20.35945701599121
2010-05-03,20.367202758789062
2010-05-04,20.103906631469727
2010-05-05,20.13487434387207
2010-05-06,22.21031379699707
2010-05-07,22.272268295288086
2010-05-10,22.946014404296875
2010-05-11,22.349716186523438
2010-05-12,23.000225067138672
2010-05-13,23.15510368347168
2010-05-14,22.992473602294922
2010-05-17,22.365198135375977
2010-05-18,21.02545738220215
2010-05-19,20.91703987121582
2010-05-20,19.98773765563965
2010-05-21,20.266517639160156
2010-05-24,20.227806091308594
2010-05-25,20.568552017211914
2010-05-26,21.27326774597168
2010-05-27,21.644990921020508
2010-05-28,21.311994552612305
2010-06-01,21.141618728637695
2010-06-02,21.342967987060547
2010-06-03,21.281017303466797
2010-06-04,21.017711639404297
2010-06-07,20.71568489074707
2010-06-08,20.81636619567871
2010-06-09,20.707942962646484
2010-06-10,21.141618728637695
2010-06-11,21.071918487548828
2010-06-14,20.97882080078125
2010-06-15,21.157270431518555
2010-06-16,21.4443302154541
2010-06-17,21.560697555541992
2010-06-18,21.320186614990234
2010-06-21,21.4443302154541
2010-06-22,21.157270431518555
2010-06-23,21.149507522583008
2010-06-24,21.056398391723633
2010-06-25,21.366741180419922
2010-06-28,21.258121490478516
2010-06-29,20.986572265625
2010-06-30,20.80813217163086
2010-07-01,20.58314323425293
2010-07-02,20.490041732788086
2010-07-06,21.079681396484375
2010-07-07,21.374496459960938
2010-07-08,21.452089309692383
2010-07-09,21.49087905883789
2010-07-12,21.5296688079834
2010-07-13,21.545183181762695
2010-07-14,21.669322967529297
2010-07-15,21.700359344482422
2010-07-16,21.35122299194336
2010-07-19,21.43656349182129
2010-07-20,21.646038055419922
2010-07-21,21.498632431030273
2010-07-22,21.74690818786621
2010-07-23,21.80121421813965
2010-07-26,21.878799438476562
2010-07-27,22.002927780151367
2010-07-28,22.111557006835938
2010-07-29,22.227930068969727
2010-07-30,22.243450164794922
2010-08-02,22.282236099243164
2010-08-03,22.336551666259766
2010-08-04,21.335702896118164
2010-08-05,21.45984649658203
2010-08-06,21.49087905883789
2010-08-09,21.630529403686523
2010-08-10,21.025367736816406
2010-08-11,20.451248168945312
2010-08-12,20.45900535583496
2010-08-13,20.559856414794922
2010-08-16,20.43572998046875
2010-08-17,20.82364845275879
2010-08-18,20.80813217163086
2010-08-19,20.50554656982422
2010-08-20,20.552101135253906
2010-08-23,20.36590003967285
2010-08-24,20.040042877197266
2010-08-25,19.90815544128418
2010-08-26,19.90815544128418
2010-08-27,20.629684448242188
2010-08-30,20.272802352905273
2010-08-31,20.055574417114258
2010-09-01,20.513307571411133
2010-09-02,21.14174461364746
2010-09-03,21.335702896118164
2010-09-07,21.126232147216797
2010-09-08,21.22708511352539
2010-09-09,21.26587677001953
2010-09-10,21.234844207763672
2010-09-13,21.46759796142578
2010-09-14,21.37432861328125
2010-09-15,21.366561889648438
2010-09-16,21.366561889648438
