Date,RHLD
2025-02-24,35.88999938964844
2025-02-25,32.72999954223633
2025-02-26,29.559999465942383
2025-02-27,31.6299991607666
2025-02-28,46.81999969482422
2025-03-03,50.4900016784668
2025-03-04,43.86000061035156
2025-03-05,42.099998474121094
2025-03-06,40.0099983215332
2025-03-07,40.13999938964844
2025-03-10,33.150001525878906
2025-03-11,32.900001525878906
2025-03-12,32.20000076293945
2025-03-13,31.8700008392334
2025-03-14,32.06999969482422
2025-03-17,44.189998626708984
2025-03-18,36.08000183105469
2025-03-19,35.22999954223633
2025-03-20,35.22999954223633
2025-03-21,35.38999938964844
2025-03-24,34.45000076293945
2025-03-25,32.689998626708984
2025-03-26,33.119998931884766
2025-03-27,32.349998474121094
2025-03-28,31.969999313354492
2025-03-31,31.34000015258789
2025-04-01,29.969999313354492
2025-04-02,28.3799991607666
2025-04-03,30.700000762939453
2025-04-04,28.3799991607666
2025-04-07,28.040000915527344
2025-04-08,27.329999923706055
2025-04-09,26.959999084472656
2025-04-10,27.920000076293945
2025-04-11,26.329999923706055
2025-04-14,26.239999771118164
2025-04-15,27.399999618530273
2025-04-16,26.309999465942383
2025-04-17,25.459999084472656
2025-04-21,24.90999984741211
2025-04-22,26.0
2025-04-23,25.84000015258789
2025-04-24,25.760000228881836
2025-04-25,25.610000610351562
2025-04-28,25.59000015258789
2025-04-29,26.450000762939453
2025-04-30,26.969999313354492
2025-05-01,26.190000534057617
2025-05-02,26.969999313354492
2025-05-05,26.06999969482422
2025-05-06,27.1200008392334
2025-05-07,27.799999237060547
2025-05-08,28.65999984741211
2025-05-09,28.959999084472656
2025-05-12,28.1200008392334
2025-05-13,29.760000228881836
2025-05-14,27.600000381469727
2025-05-15,29.639999389648438
2025-05-16,31.479999542236328
2025-05-19,33.619998931884766
2025-05-20,34.810001373291016
2025-05-21,34.630001068115234
2025-05-22,35.439998626708984
2025-05-23,35.380001068115234
2025-05-27,34.54999923706055
2025-05-28,33.91999816894531
2025-05-29,34.310001373291016
2025-05-30,34.38999938964844
2025-06-02,33.5
2025-06-03,35.099998474121094
2025-06-04,35.08000183105469
2025-06-05,35.7400016784668
2025-06-06,36.310001373291016
2025-06-09,38.40999984741211
2025-06-10,37.310001373291016
2025-06-11,39.83000183105469
2025-06-12,37.68000030517578
2025-06-13,32.79999923706055
2025-06-16,32.83000183105469
2025-06-17,31.270000457763672
2025-06-18,33.65999984741211
2025-06-20,31.219999313354492
2025-06-23,29.600000381469727
2025-06-24,32.810001373291016
2025-06-25,31.079999923706055
2025-06-26,32.29999923706055
2025-06-27,34.09000015258789
2025-06-30,31.8700008392334
2025-07-01,32.540000915527344
2025-07-02,34.369998931884766
2025-07-03,36.25
2025-07-07,35.5
2025-07-08,35.5099983215332
2025-07-09,38.61000061035156
2025-07-10,39.880001068115234
2025-07-11,37.220001220703125
2025-07-14,35.04999923706055
2025-07-15,35.52000045776367
2025-07-16,39.459999084472656
2025-07-17,44.22999954223633
2025-07-18,42.33000183105469
2025-07-21,40.70000076293945
2025-07-22,42.13999938964844
2025-07-23,43.0
2025-07-24,43.25
2025-07-25,43.33000183105469
2025-07-28,42.25
2025-07-29,41.9900016784668
2025-07-30,39.2400016784668
2025-07-31,40.529998779296875
2025-08-01,39.709999084472656
2025-08-04,39.5
2025-08-05,41.2599983215332
2025-08-06,41.349998474121094
2025-08-07,41.599998474121094
2025-08-08,48.84000015258789
2025-08-11,51.5
2025-08-12,58.68000030517578
2025-08-13,58.68000030517578
2025-08-14,58.900001525878906
2025-08-15,58.2400016784668
2025-08-18,56.369998931884766
2025-08-19,56.91999816894531
2025-08-20,57.130001068115234
2025-08-21,57.130001068115234
2025-08-22,62.33000183105469
2025-08-25,60.279998779296875
2025-08-26,68.5199966430664
2025-08-27,63.970001220703125
2025-08-28,67.48999786376953
2025-08-29,66.08999633789062
2025-09-02,67.3499984741211
2025-09-03,64.9000015258789
2025-09-04,68.55999755859375
2025-09-05,66.22000122070312
2025-09-08,68.66000366210938
2025-09-09,68.44000244140625
2025-09-10,69.0199966430664
2025-09-11,68.91999816894531
2025-09-12,68.94000244140625
2025-09-15,66.75
2025-09-16,68.05000305175781
2025-09-17,66.91000366210938
2025-09-18,74.33000183105469
2025-09-19,69.94999694824219
