Date,ASC
2013-08-01,9.95244026184082
2013-08-02,10.136744499206543
2013-08-05,10.136744499206543
2013-08-06,10.203094482421875
2013-08-07,10.136744499206543
2013-08-08,10.136744499206543
2013-08-09,10.17360782623291
2013-08-12,10.17360782623291
2013-08-13,10.262073516845703
2013-08-14,10.210466384887695
2013-08-15,10.298933982849121
2013-08-16,10.284189224243164
2013-08-19,10.203094482421875
2013-08-20,10.210466384887695
2013-08-21,10.210466384887695
2013-08-22,10.321050643920898
2013-08-23,10.107256889343262
2013-08-26,10.158860206604004
2013-08-27,10.188349723815918
2013-08-28,10.232584953308105
2013-08-29,10.129372596740723
2013-08-30,10.070396423339844
2013-09-03,9.959813117980957
2013-09-04,9.922952651977539
2013-09-05,9.959813117980957
2013-09-06,9.886093139648438
2013-09-09,9.878718376159668
2013-09-10,9.95244026184082
2013-09-11,10.018789291381836
2013-09-12,10.011418342590332
2013-09-13,9.989302635192871
2013-09-16,9.937695503234863
2013-09-17,9.797624588012695
2013-09-18,9.510109901428223
2013-09-19,9.325804710388184
2013-09-20,9.222597122192383
2013-09-23,9.252084732055664
2013-09-24,9.178362846374512
2013-09-25,8.957196235656738
2013-09-26,8.905591011047363
2013-09-27,8.920337677001953
2013-09-30,8.94982624053955
2013-10-01,9.178362846374512
2013-10-02,9.038290023803711
2013-10-03,8.883475303649902
2013-10-04,8.912965774536133
2013-10-07,8.809754371643066
2013-10-08,8.61807632446289
2013-10-09,8.853987693786621
2013-10-10,9.510109901428223
2013-10-11,9.392154693603516
2013-10-14,9.561716079711914
2013-10-15,9.576459884643555
2013-10-16,9.583831787109375
2013-10-17,9.583831787109375
2013-10-18,9.827115058898926
2013-10-21,9.753392219543457
2013-10-22,9.804996490478516
2013-10-23,9.723902702331543
2013-10-24,9.709160804748535
2013-10-25,9.66492748260498
2013-10-28,9.701786994934082
2013-10-29,9.871346473693848
2013-10-30,9.657556533813477
2013-10-31,9.642807960510254
2013-11-01,9.709160804748535
2013-11-04,9.797624588012695
2013-11-05,9.73127555847168
2013-11-06,9.720903396606445
2013-11-07,9.750536918640137
2013-11-08,9.891316413879395
2013-11-11,9.817221641540527
2013-11-12,9.883906364440918
2013-11-13,9.824631690979004
2013-11-14,9.63199234008789
2013-11-15,9.728311538696289
2013-11-18,9.683855056762695
2013-11-19,9.706084251403809
2013-11-20,9.602355003356934
2013-11-21,9.498626708984375
2013-11-22,9.439352035522461
2013-11-25,9.44676399230957
2013-11-26,9.387486457824707
2013-11-27,9.35784912109375
2013-11-29,9.476399421691895
2013-12-02,9.046663284301758
2013-12-03,9.180027961730957
2013-12-04,9.276351928710938
2013-12-05,9.22448444366455
2013-12-06,9.202258110046387
2013-12-09,9.231895446777344
2013-12-10,9.42453384399414
2013-12-11,9.669038772583008
2013-12-12,9.63199234008789
2013-12-13,9.765359878540039
2013-12-16,9.669038772583008
2013-12-17,9.743131637573242
