Date,MRP
2025-02-05,21.098787307739258
2025-02-06,22.1085262298584
2025-02-07,25.714746475219727
2025-02-10,22.12775993347168
2025-02-11,21.637313842773438
2025-02-12,20.954538345336914
2025-02-13,21.848878860473633
2025-02-14,22.04121208190918
2025-02-18,22.358556747436523
2025-02-19,22.59897232055664
2025-02-20,22.59897232055664
2025-02-21,22.887470245361328
2025-02-24,22.300859451293945
2025-02-25,21.73348045349121
2025-02-26,21.396900177001953
2025-02-27,21.72386360168457
2025-02-28,21.983510971069336
2025-03-03,21.38728141784668
2025-03-04,21.339200973510742
2025-03-05,21.531530380249023
2025-03-06,20.954538345336914
2025-03-07,21.127635955810547
2025-03-10,20.79105567932129
2025-03-11,20.406391143798828
2025-03-12,20.96415138244629
2025-03-13,20.550640106201172
2025-03-14,20.90645408630371
2025-03-17,21.156484603881836
2025-03-18,23.31060028076172
2025-03-19,24.416505813598633
2025-03-20,23.72411346435547
2025-03-21,24.378040313720703
2025-03-24,25.185832977294922
2025-03-25,25.118518829345703
2025-03-26,24.858869552612305
2025-03-27,25.407014846801758
2025-03-28,25.50318145751953
2025-03-31,25.49356460571289
2025-04-01,25.00311851501465
2025-04-02,25.48394775390625
2025-04-03,24.68577003479004
2025-04-04,23.368026733398438
2025-04-07,22.987342834472656
2025-04-08,21.972190856933594
2025-04-09,23.075193405151367
2025-04-10,22.225980758666992
2025-04-11,22.753076553344727
2025-04-14,23.036149978637695
2025-04-15,23.182565689086914
2025-04-16,22.840927124023438
2025-04-17,23.34850311279297
2025-04-21,22.95806121826172
2025-04-22,23.817035675048828
2025-04-23,23.94392967224121
2025-04-24,24.44174575805664
2025-04-25,24.246522903442383
2025-04-28,24.422222137451172
2025-04-29,24.402700424194336
2025-04-30,24.44174575805664
2025-05-01,24.783382415771484
2025-05-02,25.222631454467773
2025-05-05,25.222631454467773
2025-05-06,25.164064407348633
2025-05-07,24.812665939331055
2025-05-08,25.398330688476562
2025-05-09,24.715055465698242
2025-05-12,25.661880493164062
2025-05-13,26.003517150878906
2025-05-14,27.14556312561035
2025-05-15,27.945972442626953
2025-05-16,27.926450729370117
2025-05-19,28.014301300048828
2025-05-20,27.926450729370117
2025-05-21,27.438396453857422
2025-05-22,27.360307693481445
2025-05-23,27.360307693481445
2025-05-27,27.204132080078125
2025-05-28,26.911296844482422
2025-05-29,27.213890075683594
2025-05-30,27.204132080078125
2025-06-02,27.0186710357666
2025-06-03,27.16508674621582
2025-06-04,27.116281509399414
2025-06-05,26.823448181152344
2025-06-06,26.979625701904297
2025-06-09,27.096757888793945
2025-06-10,27.262697219848633
2025-06-11,26.969863891601562
2025-06-12,26.686792373657227
2025-06-13,26.550138473510742
2025-06-16,26.677032470703125
2025-06-17,27.135801315307617
2025-06-18,27.536006927490234
2025-06-20,27.750751495361328
2025-06-23,27.545766830444336
2025-06-24,27.985017776489258
2025-06-25,27.2529354095459
2025-06-26,27.594573974609375
2025-06-27,28.03382110595703
2025-06-30,27.828840255737305
2025-07-01,27.90692901611328
2025-07-02,28.189998626708984
2025-07-03,28.030000686645508
2025-07-07,28.040000915527344
2025-07-08,27.510000228881836
2025-07-09,28.959999084472656
2025-07-10,29.5
2025-07-11,29.8700008392334
2025-07-14,30.25
2025-07-15,30.200000762939453
2025-07-16,30.760000228881836
2025-07-17,30.729999542236328
2025-07-18,30.68000030517578
2025-07-21,30.93000030517578
2025-07-22,31.219999313354492
2025-07-23,31.270000457763672
2025-07-24,30.75
2025-07-25,30.940000534057617
2025-07-28,30.799999237060547
2025-07-29,30.75
2025-07-30,30.540000915527344
2025-07-31,29.989999771118164
2025-08-01,29.940000534057617
2025-08-04,30.31999969482422
2025-08-05,31.260000228881836
2025-08-06,31.6299991607666
2025-08-07,31.34000015258789
2025-08-08,31.34000015258789
2025-08-11,31.15999984741211
2025-08-12,31.760000228881836
2025-08-13,32.400001525878906
2025-08-14,32.09000015258789
2025-08-15,31.739999771118164
2025-08-18,31.809999465942383
2025-08-19,32.54999923706055
2025-08-20,32.689998626708984
2025-08-21,33.34000015258789
2025-08-22,34.29999923706055
2025-08-25,34.720001220703125
2025-08-26,35.16999816894531
2025-08-27,35.38999938964844
2025-08-28,35.5
2025-08-29,35.310001373291016
2025-09-02,34.150001525878906
2025-09-03,34.54999923706055
2025-09-04,34.22999954223633
2025-09-05,34.209999084472656
2025-09-08,34.279998779296875
2025-09-09,35.0
2025-09-10,34.90999984741211
2025-09-11,34.84000015258789
2025-09-12,34.63999938964844
2025-09-15,35.20000076293945
2025-09-16,34.61000061035156
2025-09-17,34.16999816894531
2025-09-18,34.630001068115234
2025-09-19,34.349998474121094
