Date,FHB
2016-08-05,17.193063735961914
2016-08-08,17.013105392456055
2016-08-09,16.89543914794922
2016-08-10,16.92658805847168
2016-08-11,17.186145782470703
2016-08-12,17.31072998046875
2016-08-15,17.504531860351562
2016-08-16,17.44915771484375
2016-08-17,17.649887084960938
2016-08-18,17.836767196655273
2016-08-19,18.169002532958984
2016-08-22,18.169002532958984
2016-08-23,18.39740562438965
2016-08-24,18.35588264465332
2016-08-25,18.515077590942383
2016-08-26,18.390487670898438
2016-08-29,18.335111618041992
2016-08-30,18.348962783813477
2016-08-31,18.39740562438965
2016-09-01,18.41817283630371
2016-09-02,18.819622039794922
2016-09-06,18.217453002929688
2016-09-07,18.224369049072266
2016-09-08,18.099782943725586
2016-09-09,18.36280059814453
2016-09-12,18.49431037902832
2016-09-13,18.217453002929688
2016-09-14,18.2728214263916
2016-09-15,18.23822021484375
2016-09-16,18.120546340942383
2016-09-19,18.542768478393555
2016-09-20,18.535842895507812
2016-09-21,18.715797424316406
2016-09-22,18.549680709838867
2016-09-23,18.528921127319336
2016-09-26,18.224369049072266
2016-09-27,18.556608200073242
2016-09-28,18.425098419189453
2016-09-29,18.46662139892578
2016-09-30,18.59121322631836
2016-10-03,18.286670684814453
2016-10-04,18.50815200805664
2016-10-05,18.203601837158203
2016-10-06,18.38356590270996
2016-10-07,18.56352996826172
2016-10-10,18.59121322631836
2016-10-11,18.390487670898438
2016-10-12,18.286670684814453
2016-10-13,18.120546340942383
2016-10-14,18.245136260986328
2016-10-17,18.175922393798828
2016-10-18,18.480470657348633
2016-10-19,18.542768478393555
2016-10-20,18.584291458129883
2016-10-21,18.528921127319336
2016-10-24,18.881919860839844
2016-10-25,18.83346939086914
2016-10-26,18.639665603637695
2016-10-27,18.618894577026367
2016-10-28,18.729646682739258
2016-10-31,18.881919860839844
2016-11-01,18.549680709838867
2016-11-02,18.535842895507812
2016-11-03,18.528921127319336
2016-11-04,18.50123405456543
2016-11-07,18.480470657348633
2016-11-08,18.411252975463867
2016-11-09,19.131093978881836
2016-11-10,20.02396583557129
2016-11-11,19.961679458618164
2016-11-14,20.66766929626465
2016-11-15,20.494630813598633
2016-11-16,20.404647827148438
2016-11-17,20.48771095275879
2016-11-18,20.64690399169922
2016-11-21,21.0968017578125
2016-11-22,21.429035186767578
2016-11-23,21.97939109802246
2016-11-25,22.056026458740234
2016-11-28,21.498706817626953
2016-11-29,21.16431427001953
2016-11-30,20.89261245727539
2016-12-01,21.867929458618164
2016-12-02,21.9654598236084
2016-12-05,22.641212463378906
2016-12-06,23.12190055847168
2016-12-07,23.53989601135254
2016-12-08,23.40752601623535
2016-12-09,23.442373275756836
2016-12-12,22.78750991821289
2016-12-13,22.606380462646484
2016-12-14,22.529752731323242
2016-12-15,22.878070831298828
2016-12-16,22.864139556884766
2016-12-19,23.128875732421875
2016-12-20,23.811588287353516
2016-12-21,24.320148468017578
2016-12-22,24.466447830200195
2016-12-23,24.403751373291016
2016-12-27,24.51520347595215
2016-12-28,24.41767692565918
2016-12-29,24.334077835083008
2016-12-30,24.257450103759766
2017-01-03,24.145980834960938
2017-01-04,24.278350830078125
2017-01-05,24.187786102294922
2017-01-06,24.062381744384766
2017-01-09,23.658323287963867
2017-01-10,23.7628231048584
2017-01-11,23.21246910095215
2017-01-12,23.01740264892578
2017-01-13,23.12190055847168
2017-01-17,22.320751190185547
2017-01-18,22.46704864501953
2017-01-19,22.24412727355957
2017-01-20,22.745710372924805
2017-01-23,22.76661491394043
2017-01-24,23.198535919189453
2017-01-25,23.79068374633789
2017-01-26,24.097213745117188
2017-01-27,23.630455017089844
2017-01-30,22.975605010986328
2017-01-31,22.98257064819336
2017-02-01,22.049062728881836
2017-02-02,22.056026458740234
2017-02-03,22.48098373413086
2017-02-06,22.22321891784668
2017-02-07,22.160526275634766
2017-02-08,21.867929458618164
2017-02-09,22.08388900756836
2017-02-10,21.97939109802246
2017-02-13,22.29985237121582
2017-02-14,22.53322982788086
2017-02-15,22.37648582458496
2017-02-16,22.432226181030273
2017-02-17,22.306821823120117
2017-02-21,22.341650009155273
2017-02-22,22.4600830078125
2017-02-23,22.481124877929688
2017-02-24,22.305767059326172
2017-02-27,22.389944076538086
2017-02-28,22.22159194946289
2017-03-01,22.453065872192383
2017-03-02,22.207563400268555
2017-03-03,22.375913619995117
2017-03-06,22.347850799560547
2017-03-07,22.326812744140625
