Date,PKE
2010-01-04,9.250354766845703
2010-01-05,8.936062812805176
2010-01-06,8.806467056274414
2010-01-07,8.796745300292969
2010-01-08,8.693063735961914
2010-01-11,8.586143493652344
2010-01-12,8.485698699951172
2010-01-13,8.595860481262207
2010-01-14,8.595860481262207
2010-01-15,8.482458114624023
2010-01-19,8.693063735961914
2010-01-20,8.46625804901123
2010-01-21,8.220013618469238
2010-01-22,8.168172836303711
2010-01-25,8.25241470336914
2010-01-26,8.401457786560059
2010-01-27,8.547262191772461
2010-01-28,8.446819305419922
2010-01-29,8.505138397216797
2010-02-01,8.44357967376709
2010-02-02,8.453302383422852
2010-02-03,8.424140930175781
2010-02-04,8.255656242370605
2010-02-05,8.430619239807129
2010-02-08,8.3431396484375
2010-02-09,8.411177635192871
2010-02-10,8.475977897644043
2010-02-11,8.58289909362793
2010-02-12,8.6088228225708
2010-02-16,8.715743064880371
2010-02-17,8.754623413085938
2010-02-18,8.991143226623535
2010-02-19,9.068910598754883
2010-02-22,9.072149276733398
2010-02-23,8.825904846191406
2010-02-24,8.991143226623535
2010-02-25,8.893949508666992
2010-02-26,8.806467056274414
2010-03-01,9.12398910522461
2010-03-02,9.285992622375488
2010-03-03,9.315155029296875
2010-03-04,9.22119140625
2010-03-05,9.39615249633789
2010-03-08,9.308673858642578
2010-03-09,9.23739242553711
2010-03-10,9.279512405395508
2010-03-11,9.211471557617188
2010-03-12,9.201751708984375
2010-03-15,9.149908065795898
2010-03-16,9.21471118927002
2010-03-17,9.279512405395508
2010-03-18,9.179071426391602
2010-03-19,9.068910598754883
2010-03-22,9.276273727416992
2010-03-23,9.366994857788086
2010-03-24,9.21471118927002
2010-03-25,9.230907440185547
2010-03-26,9.23739242553711
2010-03-29,9.292474746704102
2010-03-30,9.39615249633789
2010-03-31,9.311914443969727
2010-04-01,9.409116744995117
2010-04-05,9.503401756286621
2010-04-06,9.46113395690918
2010-04-07,9.425370216369629
2010-04-08,9.370097160339355
2010-04-09,9.26280403137207
2010-04-12,9.165270805358887
2010-04-13,9.11650562286377
2010-04-14,9.282318115234375
2010-04-15,9.275814056396484
2010-04-16,9.184776306152344
2010-04-19,9.184776306152344
2010-04-20,9.292069435119629
2010-04-21,9.256305694580078
2010-04-22,9.227046012878418
2010-04-23,9.223793983459473
2010-04-26,9.24980640411377
2010-04-27,9.15226936340332
2010-04-28,9.883796691894531
2010-04-29,10.342225074768066
2010-04-30,9.822025299072266
2010-05-03,9.91631031036377
2010-05-04,9.539162635803223
2010-05-05,9.470887184143066
2010-05-06,9.45138168334961
2010-05-07,9.266060829162598
2010-05-10,9.688719749450684
2010-05-11,9.685473442077637
2010-05-12,9.854534149169922
2010-05-13,9.942317962646484
2010-05-14,9.851283073425293
2010-05-17,9.802513122558594
2010-05-18,9.340838432312012
2010-05-19,8.996207237243652
2010-05-20,8.144380569458008
2010-05-21,8.17689323425293
2010-05-24,7.861520767211914
2010-05-25,7.920044422149658
2010-05-26,8.066349983215332
2010-05-27,8.544281959533691
2010-05-28,8.414229393005371
2010-06-01,8.134621620178223
2010-06-02,8.232161521911621
2010-06-03,8.391474723815918
2010-06-04,7.796496391296387
2010-06-07,7.520139217376709
2010-06-08,7.633932590484619
2010-06-09,7.598168849945068
2010-06-10,7.874527454376221
2010-06-11,7.861520767211914
2010-06-14,7.845264434814453
2010-06-15,8.105364799499512
2010-06-16,8.06309700012207
2010-06-17,8.111865997314453
2010-06-18,8.128122329711914
2010-06-21,8.05984878540039
2010-06-22,7.903784275054932
2010-06-23,7.955804824829102
2010-06-24,7.731472015380859
2010-06-25,8.21265697479248
2010-06-28,8.199649810791016
2010-06-29,8.030584335327148
2010-06-30,7.936297416687012
2010-07-01,7.8322601318359375
2010-07-02,7.80613899230957
2010-07-06,7.80613899230957
2010-07-07,8.037941932678223
2010-07-08,8.181593894958496
2010-07-09,8.273004531860352
2010-07-12,8.178326606750488
2010-07-13,8.63540267944336
2010-07-14,8.622337341308594
2010-07-15,8.50806999206543
2010-07-16,8.132621765136719
2010-07-19,8.224034309387207
2010-07-20,8.439513206481934
2010-07-21,8.233830451965332
2010-07-22,8.651723861694336
2010-07-23,8.922700881958008
2010-07-26,9.210005760192871
2010-07-27,9.085941314697266
2010-07-28,8.857404708862305
2010-07-29,8.863936424255371
2010-07-30,8.958621978759766
2010-08-02,9.01085090637207
2010-08-03,8.84760856628418
2010-08-04,9.01738166809082
2010-08-05,8.912908554077148
2010-08-06,8.880260467529297
2010-08-09,9.001054763793945
2010-08-10,8.886789321899414
2010-08-11,8.321981430053711
2010-08-12,8.361157417297363
2010-08-13,8.204445838928223
2010-08-16,8.224034309387207
2010-08-17,8.403599739074707
2010-08-18,8.475424766540527
2010-08-19,8.12282943725586
2010-08-20,8.103236198425293
2010-08-23,7.943263530731201
2010-08-24,7.913878917694092
2010-08-25,8.047735214233398
2010-08-26,7.904084205627441
2010-08-27,8.139152526855469
2010-08-30,7.920409202575684
2010-08-31,7.802875995635986
2010-09-01,8.178326606750488
2010-09-02,8.276270866394043
2010-09-03,8.455833435058594
2010-09-07,8.24688720703125
2010-09-08,8.279537200927734
2010-09-09,8.289332389831543
2010-09-10,8.299127578735352
2010-09-13,8.749670028686523
2010-09-14,8.752935409545898
2010-09-15,8.811698913574219
2010-09-16,8.57663631439209
2010-09-17,8.717021942138672
2010-09-20,9.050032615661621
2010-09-21,8.854143142700195
2010-09-22,8.782315254211426
2010-09-23,8.338305473327637
2010-09-24,8.48521614074707
2010-09-27,8.361157417297363
2010-09-28,8.50480842590332
2010-09-29,8.628866195678711
2010-09-30,8.599489212036133
2010-10-01,8.60601806640625
2010-10-04,8.348098754882812
2010-10-05,8.731576919555664
2010-10-06,8.721746444702148
2010-10-07,8.633252143859863
2010-10-08,8.856130599975586
2010-10-11,8.813522338867188
2010-10-12,8.652913093566895
2010-10-13,8.849574089050293
2010-10-14,8.770909309387207
2010-10-15,8.803685188293457
2010-10-18,8.98067855834961
2010-10-19,8.76107406616211
2010-10-20,8.954456329345703
2010-10-21,8.915125846862793
2010-10-22,8.882345199584961
2010-10-25,8.964292526245117
2010-10-26,8.908571243286133
2010-10-27,9.016731262207031
2010-10-28,8.944624900817871
2010-10-29,8.849574089050293
2010-11-01,8.928237915039062
2010-11-02,9.255996704101562
2010-11-03,9.252720832824707
2010-11-04,9.662419319152832
2010-11-05,9.62964916229248
2010-11-08,9.505097389221191
2010-11-09,9.318273544311523
2010-11-10,9.550985336303711
2010-11-11,9.400212287902832
2010-11-12,9.255996704101562
2010-11-15,9.328106880187988
2010-11-16,9.026564598083496
2010-11-17,8.954456329345703
2010-11-18,9.072452545166016
2010-11-19,9.115060806274414
2010-11-22,9.075728416442871
2010-11-23,8.915125846862793
2010-11-24,9.233057975769043
2010-11-26,9.164227485656738
2010-11-29,9.052785873413086
2010-11-30,8.98067855834961
2010-12-01,9.39693832397461
2010-12-02,9.495260238647461
2010-12-03,9.711588859558105
2010-12-06,9.695199012756348
2010-12-07,9.852526664733887
2010-12-08,9.806642532348633
2010-12-09,9.816473007202148
2010-12-10,10.068849563598633
2010-12-13,10.006572723388672
2010-12-14,10.020127296447754
2010-12-15,10.060789108276367
2010-12-16,10.216665267944336
2010-12-17,10.301382064819336
2010-12-20,10.389488220214844
2010-12-21,10.375933647155762
2010-12-22,10.006572723388672
2010-12-23,10.138729095458984
2010-12-27,10.37932014465332
2010-12-28,10.220054626464844
2010-12-29,10.223445892333984
2010-12-30,10.203113555908203
2010-12-31,10.16584300994873
2011-01-03,10.382708549499512
2011-01-04,10.257328987121582
2011-01-05,10.29813003540039
2011-01-06,10.294724464416504
2011-01-07,10.376325607299805
2011-01-10,10.573519706726074
2011-01-11,10.83190631866455
2011-01-12,10.947500228881836
2011-01-13,11.127689361572266
2011-01-14,11.423478126525879
2011-01-18,11.260281562805176
2011-01-19,10.763910293579102
2011-01-20,10.566717147827148
2011-01-21,10.34572982788086
2011-01-24,10.529318809509277
2011-01-25,10.515719413757324
2011-01-26,10.87270450592041
2011-01-27,10.825106620788574
2011-01-28,10.308328628540039
2011-01-31,10.355925559997559
2011-02-01,10.74350643157959
2011-02-02,10.675509452819824
2011-02-03,10.685710906982422
2011-02-04,10.614314079284668
2011-02-07,10.746907234191895
2011-02-08,10.838706970214844
2011-02-09,10.825106620788574
2011-02-10,10.794509887695312
2011-02-11,10.967894554138184
2011-02-14,11.02569580078125
2011-02-15,10.835306167602539
2011-02-16,10.944101333618164
2011-02-17,11.04609489440918
2011-02-18,11.04609489440918
2011-02-22,10.777506828308105
2011-02-23,10.522523880004883
2011-02-24,10.529318809509277
2011-02-25,10.8421049118042
2011-02-28,10.811498641967773
2011-03-01,10.45112133026123
2011-03-02,10.45112133026123
2011-03-03,10.818304061889648
2011-03-04,10.695911407470703
2011-03-07,10.417122840881348
2011-03-08,10.692511558532715
2011-03-09,10.4069242477417
2011-03-10,9.937743186950684
2011-03-11,9.964942932128906
2011-03-14,9.951347351074219
2011-03-15,9.781352996826172
2011-03-16,9.60116195678711
2011-03-17,9.485567092895508
2011-03-18,9.696355819702148
2011-03-21,9.985344886779785
2011-03-22,9.907147407531738
2011-03-23,10.192733764648438
2011-03-24,10.294724464416504
2011-03-25,10.478318214416504
2011-03-28,10.563316345214844
2011-03-29,10.74010944366455
2011-03-30,10.896499633789062
2011-03-31,10.964499473571777
2011-04-01,10.916903495788574
2011-04-04,11.076693534851074
2011-04-05,11.069870948791504
2011-04-06,11.175590515136719
2011-04-07,10.99825668334961
2011-04-08,10.84138011932373
2011-04-11,10.670866012573242
2011-04-12,10.374171257019043
2011-04-13,10.374171257019043
2011-04-14,10.500351905822754
2011-04-15,10.633353233337402
2011-04-18,10.377582550048828
2011-04-19,10.278682708740234
2011-04-20,10.5208158493042
2011-04-21,10.636764526367188
2011-04-25,10.64358139038086
2011-04-26,10.91640567779541
2011-04-27,10.8993558883667
2011-04-28,11.001663208007812
2011-04-29,10.902770042419434
2011-05-02,11.035771369934082
2011-05-03,10.861844062805176
2011-05-04,10.585606575012207
2011-05-05,10.510579109191895
2011-05-06,10.503761291503906
2011-05-09,10.595837593078613
2011-05-10,10.6572265625
2011-05-11,10.500351905822754
2011-05-12,10.54809284210205
2011-05-13,10.415091514587402
2011-05-16,10.138855934143066
2011-05-17,10.108166694641113
2011-05-18,10.32983684539795
2011-05-19,10.217297554016113
2011-05-20,10.14567756652832
2011-05-23,9.913776397705078
2011-05-24,9.664822578430176
2011-05-25,9.729621887207031
2011-05-26,9.968338012695312
2011-05-27,9.958108901977539
2011-05-31,10.268453598022461
2011-06-01,10.09793472290039
2011-06-02,10.132039070129395
2011-06-03,9.825101852416992
2011-06-06,9.773958206176758
2011-06-07,9.773958206176758
2011-06-08,9.56933307647705
2011-06-09,9.630722999572754
2011-06-10,9.38858699798584
2011-06-13,9.303329467773438
2011-06-14,9.494306564331055
2011-06-15,9.29651165008545
2011-06-16,9.24194622039795
2011-06-17,9.112351417541504
2011-06-20,9.146454811096191
