Date,CNK
2010-01-04,10.186075210571289
2010-01-05,10.012960433959961
2010-01-06,10.1306791305542
2010-01-07,10.158378601074219
2010-01-08,10.2830228805542
2010-01-11,10.539231300354004
2010-01-12,10.227624893188477
2010-01-13,10.504607200622559
2010-01-14,10.504607200622559
2010-01-15,10.366116523742676
2010-01-19,10.435361862182617
2010-01-20,9.92293930053711
2010-01-21,10.075281143188477
2010-01-22,9.992186546325684
2010-01-25,10.06835651397705
2010-01-26,10.109907150268555
2010-01-27,10.19992446899414
2010-01-28,10.047584533691406
2010-01-29,9.819072723388672
2010-02-01,10.054509162902832
2010-02-02,10.248398780822754
2010-02-03,10.276094436645508
2010-02-04,9.92293930053711
2010-02-05,9.92293930053711
2010-02-08,10.262246131896973
2010-02-09,10.296868324279785
2010-02-10,10.06835651397705
2010-02-11,10.151453018188477
2010-02-12,10.289944648742676
2010-02-16,10.386890411376953
2010-02-17,10.379965782165527
2010-02-18,10.560003280639648
2010-02-19,10.636173248291016
2010-02-22,10.698493003845215
2010-02-23,10.587701797485352
2010-02-24,10.601551055908203
2010-02-25,11.100122451782227
2010-02-26,11.155518531799316
2010-03-01,11.252463340759277
2010-03-02,11.70256519317627
2010-03-03,11.66756534576416
2010-03-04,11.884539604187012
2010-03-05,11.996526718139648
2010-03-08,12.220499038696289
2010-03-09,12.33248519897461
2010-03-10,12.710436820983887
2010-03-11,11.968526840209961
2010-03-12,12.052517890930176
2010-03-15,12.122509956359863
2010-03-16,12.15750789642334
2010-03-17,12.094513893127441
2010-03-18,12.073515892028809
2010-03-19,12.073515892028809
2010-03-22,12.248495101928711
2010-03-23,12.402473449707031
2010-03-24,12.416472434997559
2010-03-25,12.745433807373047
2010-03-26,12.738441467285156
2010-03-29,12.472467422485352
2010-03-30,12.83642292022705
2010-03-31,12.83642292022705
2010-04-01,12.927410125732422
2010-04-05,12.983407020568848
2010-04-06,13.242375373840332
2010-04-07,13.130389213562012
2010-04-08,13.193379402160645
2010-04-09,12.920409202575684
2010-04-12,12.696439743041992
2010-04-13,12.598454475402832
2010-04-14,13.172379493713379
2010-04-15,13.305363655090332
2010-04-16,13.228373527526855
2010-04-19,13.214374542236328
2010-04-20,13.403350830078125
2010-04-21,13.186379432678223
2010-04-22,13.38235855102539
2010-04-23,13.438346862792969
2010-04-26,13.5433349609375
2010-04-27,12.920409202575684
2010-04-28,12.871420860290527
2010-04-29,13.123388290405273
2010-04-30,12.780430793762207
2010-05-03,13.137385368347168
2010-05-04,12.752431869506836
2010-05-05,12.381479263305664
2010-05-06,12.934408187866211
2010-05-07,12.584454536437988
2010-05-10,12.423473358154297
2010-05-11,12.381479263305664
2010-05-12,12.346482276916504
2010-05-13,12.35347843170166
2010-05-14,12.038520812988281
2010-05-17,12.150507926940918
2010-05-18,11.989526748657227
2010-05-19,11.814547538757324
2010-05-20,10.988648414611816
2010-05-21,11.47859001159668
2010-05-24,10.98165225982666
2010-05-25,11.107636451721191
2010-05-26,11.030646324157715
2010-05-27,11.555582046508789
2010-05-28,11.191625595092773
2010-06-01,10.358726501464844
2010-06-02,10.351641654968262
2010-06-03,10.80510139465332
2010-06-04,10.61379623413086
2010-06-07,10.365812301635742
2010-06-08,10.294957160949707
2010-06-09,10.521690368652344
2010-06-10,10.649223327636719
2010-06-11,10.9822359085083
2010-06-14,10.854701042175293
2010-06-15,11.237303733825684
2010-06-16,11.095599174499512
2010-06-17,11.109770774841309
2010-06-18,11.471121788024902
2010-06-21,11.06725788116455
2010-06-22,10.521690368652344
2010-06-23,10.486262321472168
2010-06-24,10.408324241638184
2010-06-25,10.635054588317871
2010-06-28,10.436665534973145
2010-06-29,9.614768028259277
2010-06-30,9.317184448242188
2010-07-01,9.260502815246582
2010-07-02,9.175479888916016
2010-07-06,9.465975761413574
2010-07-07,9.777731895446777
2010-07-08,9.87692928314209
2010-07-09,9.94778060913086
2010-07-12,9.869843482971191
2010-07-13,10.17451000213623
2010-07-14,10.068228721618652
2010-07-15,9.926519393920898
2010-07-16,9.5084867477417
2010-07-19,9.657279968261719
2010-07-20,9.820244789123535
2010-07-21,9.742303848266602
2010-07-22,10.17451000213623
2010-07-23,10.266617774963379
2010-07-26,10.54294490814209
2010-07-27,10.316218376159668
2010-07-28,10.202848434448242
2010-07-29,10.146167755126953
2010-07-30,10.337471961975098
2010-08-02,10.535861015319824
2010-08-03,10.599626541137695
2010-08-04,10.720077514648438
2010-08-05,11.33650016784668
2010-08-06,11.747447967529297
2010-08-09,11.704936981201172
2010-08-10,11.662424087524414
2010-08-11,11.4002685546875
2010-08-12,11.180622100830078
2010-08-13,11.116121292114258
2010-08-16,11.295297622680664
2010-08-17,11.230790138244629
2010-08-18,11.24512767791748
2010-08-19,11.030113220214844
2010-08-20,11.080283164978027
2010-08-23,10.750600814819336
2010-08-24,10.542753219604492
2010-08-25,10.614424705505371
2010-08-26,10.549920082092285
2010-08-27,10.557087898254395
2010-08-30,10.349242210388184
2010-08-31,10.471083641052246
2010-09-01,10.850936889648438
2010-09-02,11.087450981140137
2010-09-03,11.452970504760742
2010-09-07,10.987113952636719
2010-09-08,11.21645736694336
2010-09-09,11.280962944030762
2010-09-10,11.35263442993164
2010-09-13,11.40280532836914
2010-09-14,11.123287200927734
2010-09-15,11.080283164978027
2010-09-16,11.01578140258789
2010-09-17,11.130450248718262
2010-09-20,11.26662826538086
2010-09-21,11.331131935119629
2010-09-22,11.166290283203125
2010-09-23,11.144786834716797
2010-09-24,11.452970504760742
2010-09-27,11.209290504455566
2010-09-28,11.338296890258789
2010-09-29,11.581976890563965
2010-09-30,11.538976669311523
2010-10-01,11.768324851989746
2010-10-04,11.703818321228027
2010-10-05,11.947498321533203
2010-10-06,12.141012191772461
2010-10-07,12.191180229187012
2010-10-08,12.277185440063477
2010-10-11,12.198348999023438
2010-10-12,12.305852890014648
2010-10-13,12.377523422241211
2010-10-14,12.413358688354492
2010-10-15,12.22701358795166
2010-10-18,12.420526504516602
2010-10-19,12.133840560913086
2010-10-20,12.39185619354248
2010-10-21,12.427693367004395
2010-10-22,12.370360374450684
2010-10-25,12.442028045654297
2010-10-26,12.434858322143555
2010-10-27,12.46352767944336
2010-10-28,12.649869918823242
2010-10-29,12.578200340270996
2010-11-01,12.556700706481934
2010-11-02,12.635538101196289
