Date,XEL
2010-01-04,12.271257400512695
2010-01-05,12.125730514526367
2010-01-06,12.14901351928711
2010-01-07,12.096622467041016
2010-01-08,12.102448463439941
2010-01-11,12.218863487243652
2010-01-12,12.364398956298828
2010-01-13,12.556507110595703
2010-01-14,12.579789161682129
2010-01-15,12.46336555480957
2010-01-19,12.573968887329102
2010-01-20,12.539045333862305
2010-01-21,12.44007396697998
2010-01-22,12.131547927856445
2010-01-25,12.102448463439941
2010-01-26,12.10826301574707
2010-01-27,12.189764976501465
2010-01-28,12.143190383911133
2010-01-29,12.096622467041016
2010-02-01,12.137375831604004
2010-02-02,12.323650360107422
2010-02-03,12.178114891052246
2010-02-04,11.776450157165527
2010-02-05,11.71823787689209
2010-02-08,11.665854454040527
2010-02-09,11.75898551940918
2010-02-10,11.677492141723633
2010-02-11,11.811381340026855
2010-02-12,11.776450157165527
2010-02-16,11.991833686828613
2010-02-17,11.962736129760742
2010-02-18,12.131547927856445
2010-02-19,12.271257400512695
2010-02-22,12.24797248840332
2010-02-23,12.213038444519043
2010-02-24,12.242152214050293
2010-02-25,12.207225799560547
2010-02-26,12.114086151123047
2010-03-01,12.23633098602295
2010-03-02,12.352757453918457
2010-03-03,12.358579635620117
2010-03-04,12.25961685180664
2010-03-05,12.33529281616211
2010-03-08,12.312006950378418
2010-03-09,12.300371170043945
2010-03-10,12.288723945617676
2010-03-11,12.277074813842773
2010-03-12,12.242152214050293
2010-03-15,12.312006950378418
2010-03-16,12.405147552490234
2010-03-17,12.480828285217285
2010-03-18,12.480828285217285
2010-03-19,12.562324523925781
2010-03-22,12.515758514404297
2010-03-23,12.542250633239746
2010-03-24,12.412707328796387
2010-03-25,12.400930404663086
2010-03-26,12.389155387878418
2010-03-29,12.506921768188477
2010-03-30,12.495141983032227
2010-03-31,12.483373641967773
2010-04-01,12.601133346557617
2010-04-05,12.736563682556152
2010-04-06,12.860223770141602
2010-04-07,12.736563682556152
2010-04-08,12.654133796691895
2010-04-09,12.736563682556152
2010-04-12,12.801338195800781
2010-04-13,12.66002082824707
2010-04-14,12.671797752380371
2010-04-15,12.501030921936035
2010-04-16,12.648241996765137
2010-04-19,12.642359733581543
2010-04-20,12.718904495239258
2010-04-21,12.72479248046875
2010-04-22,12.824893951416016
2010-04-23,12.919108390808105
2010-04-26,12.85433292388916
2010-04-27,12.636466026306152
2010-04-28,12.654133796691895
2010-04-29,12.72479248046875
2010-04-30,12.807229042053223
2010-05-03,13.013320922851562
2010-05-04,12.801338195800781
2010-05-05,12.801338195800781
2010-05-06,12.430371284484863
2010-05-07,12.289057731628418
2010-05-10,12.648241996765137
2010-05-11,12.701238632202148
2010-05-12,12.695352554321289
2010-05-13,12.618799209594727
2010-05-14,12.524587631225586
2010-05-17,12.636466026306152
2010-05-18,12.542250633239746
2010-05-19,12.524587631225586
2010-05-20,12.13595199584961
2010-05-21,12.171281814575195
2010-05-24,12.059403419494629
2010-05-25,11.953415870666504
2010-05-26,11.935747146606445
2010-05-27,12.088848114013672
2010-05-28,12.065293312072754
2010-06-01,11.859203338623047
2010-06-02,12.094730377197266
2010-06-03,12.194835662841797
2010-06-04,11.882750511169434
2010-06-07,11.847426414489746
2010-06-08,12.000521659851074
2010-06-09,11.86508846282959
2010-06-10,12.10062313079834
2010-06-11,12.106511116027832
2010-06-14,12.118288040161133
2010-06-15,12.400930404663086
2010-06-16,12.465700149536133
2010-06-17,12.636466026306152
2010-06-18,12.701238632202148
2010-06-21,12.654133796691895
2010-06-22,12.42949390411377
2010-06-23,12.316280364990234
2010-06-24,12.357996940612793
2010-06-25,12.369912147521973
2010-06-28,12.471203804016113
2010-06-29,12.304365158081055
2010-06-30,12.280529975891113
2010-07-01,12.286489486694336
2010-07-02,12.340115547180176
2010-07-06,12.489078521728516
2010-07-07,12.733377456665039
2010-07-08,12.870429992675781
2010-07-09,12.91213321685791
2010-07-12,12.98363971710205
2010-07-13,13.049178123474121
2010-07-14,12.93597412109375
2010-07-15,13.031301498413086
2010-07-16,12.781049728393555
