Date,DOC
2010-01-04,12.021167755126953
2010-01-05,11.989188194274902
2010-01-06,11.917230606079102
2010-01-07,12.08113956451416
2010-01-08,12.161089897155762
2010-01-11,12.297017097473145
2010-01-12,12.089129447937012
2010-01-13,12.181076049804688
2010-01-14,12.145098686218262
2010-01-15,12.133108139038086
2010-01-19,12.508893013000488
2010-01-20,12.281018257141113
2010-01-21,11.917230606079102
2010-01-22,11.733331680297852
2010-01-25,11.737329483032227
2010-01-26,11.385530471801758
2010-01-27,11.481480598449707
2010-01-28,11.4215087890625
2010-01-29,11.333561897277832
2010-02-01,11.565428733825684
2010-02-02,11.833276748657227
2010-02-03,11.685361862182617
2010-02-04,11.101696014404297
2010-02-05,11.205635070800781
2010-02-08,10.905804634094238
2010-02-09,11.005448341369629
2010-02-10,11.21693229675293
2010-02-11,11.40401554107666
2010-02-12,11.200663566589355
2010-02-16,11.770051956176758
2010-02-17,11.91646671295166
2010-02-18,12.103547096252441
2010-02-19,12.152356147766113
2010-02-22,12.026277542114258
2010-02-23,11.794455528259277
2010-02-24,11.94899845123291
2010-02-25,11.798526763916016
2010-02-26,11.704978942871094
2010-03-01,11.810726165771484
2010-03-02,11.896129608154297
2010-03-03,11.89206314086914
2010-03-04,12.034407615661621
2010-03-05,12.363840103149414
2010-03-08,12.420780181884766
2010-03-09,12.432979583740234
2010-03-10,12.64853572845459
2010-03-11,12.88035774230957
2010-03-12,13.067440032958984
2010-03-15,13.067440032958984
2010-03-16,13.425335884094238
2010-03-17,13.746635437011719
2010-03-18,13.6246337890625
2010-03-19,13.46601390838623
2010-03-22,13.819844245910645
2010-03-23,13.758837699890137
2010-03-24,13.779178619384766
2010-03-25,13.653100967407227
2010-03-26,13.571751594543457
2010-03-29,13.474148750305176
2010-03-30,13.478211402893066
2010-03-31,13.421278953552246
2010-04-01,13.405008316040039
2010-04-05,13.535154342651367
2010-04-06,13.669363021850586
2010-04-07,13.262659072875977
2010-04-08,13.323664665222168
2010-04-09,13.527018547058105
2010-04-12,13.38060474395752
2010-04-13,13.453810691833496
2010-04-14,13.258593559265137
2010-04-15,12.88035774230957
2010-04-16,12.677002906799316
2010-04-19,12.790879249572754
2010-04-20,12.969833374023438
2010-04-21,13.104042053222656
2010-04-22,13.33180046081543
2010-04-23,13.45787525177002
2010-04-26,13.689699172973633
2010-04-27,13.083707809448242
2010-04-28,13.124377250671387
2010-04-29,13.572104454040527
2010-04-30,13.254364013671875
2010-05-03,13.700031280517578
2010-05-04,13.29150390625
2010-05-05,13.122312545776367
2010-05-06,12.75505256652832
2010-05-07,12.800453186035156
2010-05-10,13.914610862731934
2010-05-11,13.931114196777344
2010-05-12,14.021893501281738
2010-05-13,13.811442375183105
2010-05-14,13.448309898376465
2010-05-17,13.464816093444824
2010-05-18,13.142946243286133
2010-05-19,13.056293487548828
2010-05-20,12.383672714233398
2010-05-21,12.80870532989502
2010-05-24,12.602376937866211
2010-05-25,12.722044944763184
2010-05-26,12.680774688720703
2010-05-27,13.398791313171387
2010-05-28,13.147076606750488
2010-06-01,12.936626434326172
2010-06-02,13.332769393920898
2010-06-03,13.122312545776367
2010-06-04,12.453819274902344
2010-06-07,12.441439628601074
2010-06-08,12.8169527053833
2010-06-09,12.763309478759766
2010-06-10,13.394667625427246
2010-06-11,13.5556001663208
2010-06-14,13.799068450927734
2010-06-15,14.174581527709961
2010-06-16,14.108548164367676
2010-06-17,14.174581527709961
2010-06-18,13.501954078674316
2010-06-21,13.411174774169922
2010-06-22,13.225481033325195
2010-06-23,13.374029159545898
2010-06-24,13.221359252929688
2010-06-25,13.514336585998535
2010-06-28,13.407044410705566
2010-06-29,13.308006286621094
2010-06-30,13.308006286621094
2010-07-01,13.258489608764648
2010-07-02,13.10168743133545
