Date,TNC
2010-01-04,22.078006744384766
2010-01-05,21.628910064697266
2010-01-06,21.30010986328125
2010-01-07,21.54069709777832
2010-01-08,21.54069709777832
2010-01-11,22.190290451049805
2010-01-12,21.580801010131836
2010-01-13,21.789306640625
2010-01-14,21.64495277404785
2010-01-15,20.94724464416504
2010-01-19,21.195858001708984
2010-01-20,20.634475708007812
2010-01-21,19.80845832824707
2010-01-22,19.303218841552734
2010-01-25,19.463621139526367
2010-01-26,19.247081756591797
2010-01-27,19.6721248626709
2010-01-28,19.18292999267578
2010-01-29,19.190950393676758
2010-02-01,19.391443252563477
2010-02-02,19.359357833862305
2010-02-03,18.96640968322754
2010-02-04,18.04414176940918
2010-02-05,18.4050235748291
2010-02-08,17.514842987060547
2010-02-09,17.795530319213867
2010-02-10,18.292749404907227
2010-02-11,18.7498722076416
2010-02-12,19.062641143798828
2010-02-16,19.559844970703125
2010-02-17,19.688161849975586
2010-02-18,19.744304656982422
2010-02-19,20.594377517700195
2010-02-22,20.594377517700195
2010-02-23,18.653635025024414
2010-02-24,19.186128616333008
2010-02-25,19.53306770324707
2010-02-26,19.25067710876465
2010-03-01,19.702497482299805
2010-03-02,20.557723999023438
2010-03-03,20.35602378845215
2010-03-04,20.7352237701416
2010-03-05,21.808290481567383
2010-03-08,21.622718811035156
2010-03-09,21.30000114440918
2010-03-10,21.324201583862305
2010-03-11,21.46943473815918
2010-03-12,21.67113494873047
2010-03-15,21.905109405517578
2010-03-16,22.389198303222656
2010-03-17,22.897489547729492
2010-03-18,22.88942527770996
2010-03-19,22.897489547729492
2010-03-22,22.477949142456055
2010-03-23,22.62318229675293
2010-03-24,21.67113494873047
2010-03-25,21.308061599731445
2010-03-26,20.993404388427734
2010-03-29,21.711467742919922
2010-03-30,22.421466827392578
2010-03-31,22.09874725341797
2010-04-01,21.921245574951172
2010-04-05,23.05079460144043
2010-04-06,23.091129302978516
2010-04-07,22.71999740600586
2010-04-08,22.841020584106445
2010-04-09,22.98624038696289
2010-04-12,23.179880142211914
2010-04-13,26.737943649291992
2010-04-14,27.10101890563965
2010-04-15,27.399539947509766
2010-04-16,27.399539947509766
2010-04-19,27.213977813720703
2010-04-20,27.649648666381836
2010-04-21,27.706140518188477
2010-04-22,28.125673294067383
2010-04-23,28.690458297729492
2010-04-26,28.198291778564453
2010-04-27,27.657718658447266
2010-04-28,28.182147979736328
2010-04-29,29.327838897705078
2010-04-30,27.827157974243164
2010-05-03,28.561349868774414
2010-05-04,27.46409034729004
2010-05-05,26.74601936340332
2010-05-06,25.963403701782227
2010-05-07,24.849992752075195
2010-05-10,27.13329315185547
2010-05-11,28.722721099853516
2010-05-12,29.005111694335938
2010-05-13,29.594097137451172
2010-05-14,28.94862937927246
2010-05-17,29.093860626220703
2010-05-18,28.92443084716797
2010-05-19,28.182147979736328
2010-05-20,27.0445499420166
2010-05-21,26.891239166259766
2010-05-24,25.923065185546875
2010-05-25,25.802040100097656
2010-05-26,25.542726516723633
2010-05-27,27.584850311279297
2010-05-28,27.139144897460938
2010-06-01,25.186161041259766
2010-06-02,26.442230224609375
