Date,GM
2010-11-18,25.54681396484375
2010-11-19,25.599117279052734
2010-11-22,25.464624404907227
2010-11-23,24.844444274902344
2010-11-24,25.016300201416016
2010-11-26,25.255403518676758
2010-11-29,25.255403518676758
2010-11-30,25.554285049438477
2010-12-01,25.987653732299805
2010-12-02,25.912935256958008
2010-12-03,25.81580352783203
2010-12-06,25.763507843017578
2010-12-07,25.912935256958008
2010-12-08,25.7410831451416
2010-12-09,25.210569381713867
2010-12-10,25.262882232666016
2010-12-13,25.255403518676758
2010-12-14,25.32264518737793
2010-12-15,25.113435745239258
2010-12-16,25.113435745239258
2010-12-17,25.404842376708984
2010-12-20,25.225513458251953
2010-12-21,25.292760848999023
2010-12-22,26.092267990112305
2010-12-23,26.010074615478516
2010-12-27,25.853166580200195
2010-12-28,26.39115333557129
2010-12-29,26.914188385009766
2010-12-30,27.511953353881836
2010-12-31,27.541839599609375
2011-01-03,27.691274642944336
2011-01-04,28.318933486938477
2011-01-05,28.44596290588379
2011-01-06,29.066131591796875
2011-01-07,29.125911712646484
2011-01-10,28.812076568603516
2011-01-11,28.954051971435547
2011-01-12,28.85691261291504
2011-01-13,28.59538459777832
2011-01-14,28.5430965423584
2011-01-18,28.41607093811035
2011-01-19,27.945335388183594
2011-01-20,27.780942916870117
2011-01-21,27.825780868530273
2011-01-24,28.124656677246094
2011-01-25,28.69251823425293
2011-01-26,28.31145477294922
2011-01-27,28.894269943237305
2011-01-28,27.347566604614258
2011-01-31,27.2653751373291
2011-02-01,27.235490798950195
2011-02-02,26.66014289855957
2011-02-03,26.944080352783203
2011-02-04,27.340097427368164
2011-02-07,27.422285079956055
2011-02-08,27.564250946044922
2011-02-09,27.205596923828125
2011-02-10,26.809585571289062
2011-02-11,27.235490798950195
2011-02-14,27.115930557250977
2011-02-15,26.981449127197266
2011-02-16,27.45964813232422
2011-02-17,27.175701141357422
2011-02-18,27.280319213867188
2011-02-22,26.727397918701172
2011-02-23,25.845691680908203
2011-02-24,24.672588348388672
2011-02-25,24.844444274902344
2011-02-28,25.05365562438965
2011-03-01,24.620285034179688
2011-03-02,24.567977905273438
2011-03-03,24.680057525634766
2011-03-04,24.201847076416016
2011-03-07,23.686281204223633
2011-03-08,24.448427200317383
2011-03-09,24.09724235534668
2011-03-10,23.477060317993164
2011-03-11,23.858139038085938
2011-03-14,23.604087829589844
2011-03-15,24.171958923339844
2011-03-16,23.74605941772461
2011-03-17,23.492006301879883
2011-03-18,23.798357009887695
2011-03-21,23.37245750427246
2011-03-22,22.968963623046875
2011-03-23,23.28279685974121
2011-03-24,23.45464324951172
2011-03-25,23.514423370361328
2011-03-28,23.051162719726562
2011-03-29,23.237966537475586
2011-03-30,23.574199676513672
2011-03-31,23.185653686523438
2011-04-01,24.216793060302734
2011-04-04,24.201847076416016
2011-04-05,24.560503005981445
2011-04-06,24.560503005981445
2011-04-07,24.142070770263672
2011-04-08,23.551774978637695
2011-04-11,22.991384506225586
2011-04-12,23.27532386779785
2011-04-13,23.05863380432129
2011-04-14,22.84941291809082
2011-04-15,22.595367431640625
2011-04-18,22.393619537353516
2011-04-19,22.10969352722168
2011-04-20,22.363733291625977
2011-04-21,23.125886917114258
2011-04-25,23.267850875854492
2011-04-26,23.3649845123291
2011-04-27,23.74605941772461
2011-04-28,23.84319496154785
2011-04-29,23.97768783569336
2011-05-02,24.044933319091797
2011-05-03,24.650171279907227
2011-05-04,24.687528610229492
2011-05-05,23.925382614135742
2011-05-06,23.84319496154785
2011-05-09,23.45464324951172
2011-05-10,23.619029998779297
2011-05-11,23.38739585876465
2011-05-12,23.477060317993164
2011-05-13,23.21554946899414
2011-05-16,23.237966537475586
2011-05-17,23.237966537475586
2011-05-18,23.551774978637695
2011-05-19,23.514423370361328
2011-05-20,23.297739028930664
2011-05-23,23.133350372314453
2011-05-24,23.036211013793945
2011-05-25,23.3649845123291
2011-05-26,22.924137115478516
2011-05-27,23.37245750427246
2011-05-31,23.768478393554688
2011-06-01,22.587892532348633
2011-06-02,22.11716079711914
2011-06-03,21.75850486755371
2011-06-06,21.34006690979004
2011-06-07,21.50445556640625
2011-06-08,21.564233779907227
2011-06-09,22.005081176757812
2011-06-10,21.5567626953125
2011-06-13,21.362489700317383
2011-06-14,21.751028060913086
2011-06-15,21.631481170654297
2011-06-16,21.362489700317383
2011-06-17,21.668838500976562
2011-06-20,22.0573787689209
2011-06-21,22.10969352722168
2011-06-22,22.393619537353516
2011-06-23,22.52064323425293
2011-06-24,22.35626220703125
2011-06-27,22.610309600830078
2011-06-28,22.789640426635742
2011-06-29,22.640201568603516
2011-06-30,22.685035705566406
2011-07-01,22.84941291809082
2011-07-05,23.05863380432129
2011-07-06,23.305206298828125
2011-07-07,23.760997772216797
