Date,SJM
2010-01-04,40.14781188964844
2010-01-05,39.9605598449707
2010-01-06,40.10261154174805
2010-01-07,39.99285125732422
2010-01-08,40.08323669433594
2010-01-11,39.99285125732422
2010-01-12,40.4512825012207
2010-01-13,40.4383544921875
2010-01-14,40.10261154174805
2010-01-15,39.967018127441406
2010-01-19,40.31568145751953
2010-01-20,39.786231994628906
2010-01-21,39.108272552490234
2010-01-22,38.72087097167969
2010-01-25,38.979122161865234
2010-01-26,39.19866943359375
2010-01-27,39.476287841796875
2010-01-28,39.37946319580078
2010-01-29,38.78544235229492
2010-02-01,39.46338653564453
2010-02-02,40.257564544677734
2010-02-03,39.947654724121094
2010-02-04,38.93394088745117
2010-02-05,38.42386245727539
2010-02-08,38.33993148803711
2010-02-09,38.76606369018555
2010-02-10,38.7790641784668
2010-02-11,38.77256393432617
2010-02-12,38.330928802490234
2010-02-16,38.869991302490234
2010-02-17,39.188209533691406
2010-02-18,39.551918029785156
2010-02-19,39.32460403442383
2010-02-22,39.22068405151367
2010-02-23,39.038841247558594
2010-02-24,38.10361099243164
2010-02-25,38.57123565673828
2010-02-26,38.75957489013672
2010-03-01,38.649166107177734
2010-03-02,38.869991302490234
2010-03-03,38.681636810302734
2010-03-04,38.77256393432617
2010-03-05,38.74657440185547
2010-03-08,38.42835235595703
2010-03-09,38.44783020019531
2010-03-10,38.44134521484375
2010-03-11,38.28547668457031
2010-03-12,38.43484878540039
2010-03-15,38.56474304199219
2010-03-16,38.83749771118164
2010-03-17,39.11676788330078
2010-03-18,38.96739959716797
2010-03-19,38.83101272583008
2010-03-22,39.29861068725586
2010-03-23,39.62334442138672
2010-03-24,39.616851806640625
2010-03-25,39.35707092285156
2010-03-26,38.882972717285156
2010-03-29,39.00636291503906
2010-03-30,39.194705963134766
2010-03-31,39.136253356933594
2010-04-01,39.18171691894531
2010-04-05,39.22068405151367
2010-04-06,39.42203140258789
2010-04-07,39.473968505859375
2010-04-08,39.64284133911133
2010-04-09,40.16240692138672
2010-04-12,40.428680419921875
2010-04-13,40.57805633544922
2010-04-14,40.52610778808594
2010-04-15,40.428680419921875
2010-04-16,40.29228210449219
2010-04-19,40.54558563232422
2010-04-20,41.08464050292969
2010-04-21,40.9482536315918
2010-04-22,40.922271728515625
2010-04-23,41.071624755859375
2010-04-26,40.66898727416992
2010-04-27,39.8636589050293
2010-04-28,40.071475982666016
2010-04-29,40.077972412109375
2010-04-30,39.662322998046875
2010-05-03,39.65583038330078
2010-05-04,39.35059356689453
2010-05-05,39.370059967041016
2010-05-06,38.246498107910156
2010-05-07,37.94776153564453
2010-05-10,38.26598358154297
2010-05-11,38.11012649536133
2010-05-12,37.97278594970703
2010-05-13,38.06434631347656
2010-05-14,37.78969955444336
2010-05-17,38.08396911621094
2010-05-18,38.01203536987305
2010-05-19,37.88124465942383
2010-05-20,36.821903228759766
2010-05-21,36.58650207519531
2010-05-24,36.35762023925781
2010-05-25,36.04375076293945
2010-05-26,36.22684097290039
2010-05-27,36.79576110839844
2010-05-28,36.1091423034668
2010-06-01,35.801788330078125
2010-06-02,36.462257385253906
2010-06-03,36.76959991455078
2010-06-04,36.148380279541016
2010-06-07,36.02412796020508
2010-06-08,36.148380279541016
2010-06-09,36.21376037597656
2010-06-10,36.8415412902832
2010-06-11,36.66496658325195
2010-06-14,37.18156051635742
2010-06-15,37.626220703125
2010-06-16,37.76354217529297
2010-06-17,40.24842071533203
2010-06-18,40.60807418823242
2010-06-21,40.45766830444336
2010-06-22,40.42498016357422
2010-06-23,40.1895637512207
2010-06-24,40.9481086730957
2010-06-25,40.55576705932617
2010-06-28,40.56883239746094
2010-06-29,39.67951583862305
2010-06-30,39.37870407104492
2010-07-01,39.169471740722656
2010-07-02,39.02558517456055
2010-07-06,39.82339096069336
2010-07-07,40.68000411987305
2010-07-08,40.89580154418945
2010-07-09,40.77809524536133
2010-07-12,40.79116439819336
2010-07-13,40.8107795715332
2010-07-14,40.84347152709961
2010-07-15,41.03965377807617
2010-07-16,40.22225570678711
2010-07-19,40.30072784423828
2010-07-20,40.39881134033203
2010-07-21,40.176483154296875
2010-07-22,40.88271713256836
2010-07-23,41.052734375
2010-07-26,41.33390808105469
2010-07-27,41.64125061035156
2010-07-28,40.601539611816406
2010-07-29,39.9476203918457
2010-07-30,40.169952392578125
2010-08-02,39.04521942138672
2010-08-03,38.907894134521484
2010-08-04,38.95367431640625
2010-08-05,38.45669174194336
2010-08-06,38.450157165527344
2010-08-09,38.28666305541992
2010-08-10,38.352054595947266
2010-08-11,38.068946838378906
2010-08-12,38.14138412475586
2010-08-13,38.28621292114258
2010-08-16,38.424495697021484
2010-08-17,38.95122528076172
2010-08-18,38.826133728027344
2010-08-19,38.207210540771484
2010-08-20,39.273841857910156
2010-08-23,39.36601257324219
2010-08-24,38.73394775390625
2010-08-25,38.72075653076172
2010-08-26,38.411319732666016
2010-08-27,38.40473937988281
2010-08-30,38.28621292114258
2010-08-31,38.503501892089844
2010-09-01,39.33966827392578
2010-09-02,39.26066589355469
2010-09-03,39.75446319580078
2010-09-07,39.65571594238281
2010-09-08,39.90589141845703
2010-09-09,40.23509979248047
2010-09-10,40.353607177734375
2010-09-13,40.162681579589844
2010-09-14,39.774227142333984
2010-09-15,39.95198059082031
2010-09-16,40.01124954223633
2010-09-17,40.20876693725586
2010-09-20,40.55113983154297
2010-09-21,40.69598388671875
2010-09-22,40.77500534057617
2010-09-23,39.9322395324707
2010-09-24,40.281185150146484
2010-09-27,40.19559097290039
2010-09-28,40.340450286865234
2010-09-29,39.99807357788086
2010-09-30,39.85323715209961
2010-10-01,39.682044982910156
2010-10-04,40.004661560058594
2010-10-05,40.669654846191406
2010-10-06,40.80792236328125
2010-10-07,40.847415924072266
2010-10-08,40.7552375793457
2010-10-11,40.82107162475586
2010-10-12,40.847415924072266
2010-10-13,41.367557525634766
2010-10-14,41.45975112915039
2010-10-15,41.44657516479492
2010-10-18,41.551918029785156
2010-10-19,40.926429748535156
2010-10-20,41.367557525634766
2010-10-21,41.52558135986328
2010-10-22,41.499244689941406
2010-10-25,41.59141159057617
2010-10-26,41.43996810913086
2010-10-27,41.189788818359375
2010-10-28,41.80868911743164
2010-10-29,42.32225036621094
2010-11-01,42.13789367675781
2010-11-02,42.1905632019043
2010-11-03,42.09180450439453
2010-11-04,42.49343490600586
2010-11-05,42.4078483581543
2010-11-08,42.44075012207031
2010-11-09,42.05650329589844
2010-11-10,41.77825164794922
2010-11-11,41.798118591308594
2010-11-12,41.665618896484375
2010-11-15,41.645729064941406
2010-11-16,41.80472946166992
2010-11-17,41.738494873046875
2010-11-18,41.175357818603516
2010-11-19,41.228355407714844
2010-11-22,41.6921272277832
2010-11-23,41.55961227416992
2010-11-24,41.738494873046875
2010-11-26,41.758365631103516
2010-11-29,41.63911819458008
2010-11-30,41.90412139892578
2010-12-01,42.63288116455078
2010-12-02,43.162899017333984
2010-12-03,43.030399322509766
2010-12-06,42.89126968383789
2010-12-07,43.09002685546875
2010-12-08,43.302032470703125
2010-12-09,43.26226806640625
2010-12-10,43.394775390625
2010-12-13,43.42790985107422
2010-12-14,43.41464614868164
2010-12-15,43.36164093017578
2010-12-16,43.41464614868164
2010-12-17,43.63329315185547
2010-12-20,43.48091506958008
2010-12-21,43.41464614868164
2010-12-22,43.48752212524414
2010-12-23,43.620018005371094
2010-12-27,43.620018005371094
2010-12-28,43.40802001953125
2010-12-29,43.321903228759766
2010-12-30,43.41464614868164
2010-12-31,43.494163513183594
2011-01-03,43.44115447998047
2011-01-04,41.93061447143555
2011-01-05,41.90412139892578
2011-01-06,41.34098434448242
2011-01-07,41.5728645324707
2011-01-10,41.85774612426758
2011-01-11,42.24862289428711
2011-01-12,42.520267486572266
2011-01-13,42.43413543701172
2011-01-14,42.00349807739258
2011-01-18,42.24199676513672
2011-01-19,41.884246826171875
2011-01-20,42.03662109375
2011-01-21,41.970375061035156
2011-01-24,42.23537826538086
2011-01-25,41.81136703491211
2011-01-26,41.30123519897461
2011-01-27,40.897090911865234
2011-01-28,40.96996307373047
2011-01-31,41.181976318359375
2011-02-01,40.883846282958984
2011-02-02,40.545955657958984
2011-02-03,41.241607666015625
2011-02-04,41.36748504638672
2011-02-07,41.65235137939453
2011-02-08,42.182376861572266
2011-02-09,42.00891876220703
2011-02-10,41.70871353149414
2011-02-11,41.84880828857422
2011-02-14,41.92885971069336
2011-02-15,41.9688835144043
2011-02-16,42.66270446777344
2011-02-17,44.46393966674805
2011-02-18,44.91758728027344
2011-02-22,44.977630615234375
2011-02-23,44.9909782409668
2011-02-24,45.024330139160156
2011-02-25,45.704811096191406
2011-02-28,45.924964904785156
2011-03-01,45.24448776245117
2011-03-02,45.49800491333008
2011-03-03,46.498661041259766
2011-03-04,46.57207107543945
2011-03-07,46.37191390991211
2011-03-08,46.952308654785156
2011-03-09,47.23252487182617
2011-03-10,46.84560775756836
2011-03-11,47.632808685302734
2011-03-14,46.832252502441406
2011-03-15,46.4252815246582
2011-03-16,46.23181915283203
2011-03-17,46.12507247924805
2011-03-18,46.985687255859375
2011-03-21,48.173160552978516
2011-03-22,47.84627151489258
2011-03-23,47.98637771606445
2011-03-24,47.906314849853516
2011-03-25,48.333274841308594
2011-03-28,48.30659103393555
2011-03-29,47.906314849853516
2011-03-30,47.53939437866211
2011-03-31,47.62612533569336
2011-04-01,48.326595306396484
2011-04-04,48.78691864013672
2011-04-05,48.76690673828125
2011-04-06,48.97370910644531
2011-04-07,48.753570556640625
2011-04-08,48.74689865112305
2011-04-11,48.72020721435547
2011-04-12,49.25390625
2011-04-13,49.587467193603516
2011-04-14,49.647518157958984
2011-04-15,49.66753387451172
2011-04-18,49.16719436645508
2011-04-19,48.866981506347656
2011-04-20,49.5074462890625
2011-04-21,49.09379196166992
2011-04-25,48.68018341064453
2011-04-26,49.587467193603516
2011-04-27,50.021121978759766
2011-04-28,50.021121978759766
2011-04-29,50.08114242553711
2011-05-02,50.187896728515625
2011-05-03,50.10783767700195
2011-05-04,50.047794342041016
2011-05-05,49.2939338684082
2011-05-06,49.394012451171875
2011-05-09,49.8076171875
2011-05-10,50.29462432861328
2011-05-11,50.14699935913086
2011-05-12,50.91200637817383
2011-05-13,50.62343215942383
2011-05-16,50.47581100463867
2011-05-17,51.47565460205078
2011-05-18,51.21397399902344
2011-05-19,51.82461929321289
2011-05-20,52.21382141113281
2011-05-23,51.60988998413086
2011-05-24,51.91855239868164
2011-05-25,51.21397399902344
2011-05-26,51.885005950927734
2011-05-27,52.51576614379883
2011-05-31,53.20023727416992
2011-06-01,53.24049758911133
2011-06-02,52.97878646850586
2011-06-03,52.46210479736328
2011-06-06,51.885005950927734
2011-06-07,52.21382141113281
2011-06-08,51.26093673706055
2011-06-09,52.42853546142578
2011-06-10,51.6769905090332
2011-06-13,51.59645080566406
2011-06-14,52.22053527832031
2011-06-15,51.28105926513672
2011-06-16,51.05962371826172
2011-06-17,51.69710922241211
2011-06-20,52.26076889038086
2011-06-21,52.629844665527344
2011-06-22,52.09973907470703
2011-06-23,51.153568267822266
2011-06-24,50.261070251464844
2011-06-27,50.650291442871094
2011-06-28,50.97237014770508
2011-06-29,51.19383239746094
2011-06-30,51.294490814208984
2011-07-01,51.576332092285156
2011-07-05,51.35486602783203
2011-07-06,51.200538635253906
2011-07-07,51.72394943237305
2011-07-08,51.166969299316406
2011-07-11,51.086456298828125
2011-07-12,51.33473587036133
2011-07-13,51.294490814208984
