Date,SSNC
2010-03-31,6.765439987182617
2010-04-01,6.783385276794434
2010-04-05,6.751980304718018
2010-04-06,6.859653949737549
2010-04-07,6.774411678314209
2010-04-08,7.052567005157471
2010-04-09,7.178184509277344
2010-04-12,7.406990051269531
2010-04-13,7.366614818572998
2010-04-14,7.380069732666016
2010-04-15,7.4294233322143555
2010-04-16,7.626823425292969
2010-04-19,7.420449733734131
2010-04-20,7.393530368804932
2010-04-21,7.335208892822266
2010-04-22,7.182672500610352
2010-04-23,7.223050117492676
2010-04-26,7.380069732666016
2010-04-27,7.4249372482299805
2010-04-28,7.411476135253906
2010-04-29,7.537096977233887
2010-04-30,7.528120040893555
2010-05-03,7.505691051483154
2010-05-04,7.465310096740723
2010-05-05,7.326235771179199
2010-05-06,7.133321762084961
2010-05-07,7.066026210784912
2010-05-10,6.868625640869141
2010-05-11,6.877599716186523
2010-05-12,7.232023239135742
2010-05-13,7.496716022491455
2010-05-14,7.487745761871338
2010-05-17,7.38904333114624
2010-05-18,7.438395023345947
2010-05-19,7.330722808837891
2010-05-20,6.904517650604248
2010-05-21,6.751980304718018
2010-05-24,7.066026210784912
2010-05-25,7.030137062072754
2010-05-26,7.290344715118408
2010-05-27,7.398017883300781
2010-05-28,7.321749210357666
2010-06-01,7.335208892822266
2010-06-02,7.514662742614746
2010-06-03,7.528120040893555
2010-06-04,7.375585556030273
2010-06-07,7.263426303863525
2010-06-08,7.312779426574707
2010-06-09,7.2813720703125
2010-06-10,7.362129211425781
2010-06-11,7.514662742614746
2010-06-14,7.783844470977783
2010-06-15,8.075459480285645
2010-06-16,8.183133125305176
2010-06-17,7.873571872711182
2010-06-18,7.6223368644714355
2010-06-21,7.47428560256958
2010-06-22,7.312779426574707
2010-06-23,7.218562602996826
2010-06-24,7.245481014251709
2010-06-25,7.4294233322143555
2010-06-28,7.577471733093262
2010-06-29,7.38455867767334
2010-06-30,7.19164514541626
2010-07-01,7.164726734161377
2010-07-02,7.38904333114624
2010-07-06,7.433907508850098
2010-07-07,7.698604106903076
2010-07-08,7.967789649963379
2010-07-09,8.165185928344727
2010-07-12,8.124808311462402
2010-07-13,7.909464359283447
2010-07-14,7.649253845214844
2010-07-15,7.5954203605651855
2010-07-16,7.285858631134033
2010-07-19,7.393530368804932
2010-07-20,7.433907508850098
2010-07-21,7.205103874206543
2010-07-22,7.402502536773682
2010-07-23,7.528120040893555
2010-07-26,7.5954203605651855
2010-07-27,7.626823425292969
2010-07-28,7.510178089141846
2010-07-29,7.487745761871338
2010-07-30,7.671685218811035
2010-08-02,7.649253845214844
2010-08-03,7.519150257110596
2010-08-04,7.640280246734619
2010-08-05,7.4249372482299805
2010-08-06,7.478772163391113
2010-08-09,7.537096977233887
2010-08-10,7.29931640625
2010-08-11,6.88208532333374
2010-08-12,6.6398210525512695
2010-08-13,6.7788987159729
2010-08-16,6.756467342376709
2010-08-17,6.850681781768799
2010-08-18,6.675713539123535
2010-08-19,6.478312969207764
2010-08-20,6.361667633056641
2010-08-23,6.065567493438721
2010-08-24,6.079025745391846
2010-08-25,6.164267539978027
2010-08-26,6.173239707946777
2010-08-27,6.6218767166137695
2010-08-30,6.424477577209473
2010-08-31,6.321289539337158
2010-09-01,6.464853763580322
2010-09-02,6.424477577209473
2010-09-03,6.487284183502197
2010-09-07,6.509718418121338
2010-09-08,6.500744342803955
2010-09-09,6.51420259475708
2010-09-10,6.5231757164001465
2010-09-13,6.6398210525512695
2010-09-14,6.536635398864746
2010-09-15,6.375125408172607
2010-09-16,6.635336399078369
2010-09-17,6.814789772033691
2010-09-20,6.926948547363281
2010-09-21,6.864140033721924
2010-09-22,6.868625640869141
2010-09-23,6.846196174621582
2010-09-24,6.617391586303711
2010-09-27,6.846196174621582
2010-09-28,6.873111724853516
2010-09-29,6.980785846710205
2010-09-30,7.0884575843811035
2010-10-01,7.496716022491455
2010-10-04,7.406990051269531
2010-10-05,7.469799041748047
2010-10-06,7.505691051483154
2010-10-07,7.590929985046387
2010-10-08,7.6043877601623535
2010-10-11,7.590929985046387
2010-10-12,7.581958293914795
2010-10-13,7.5326104164123535
2010-10-14,7.608877182006836
2010-10-15,7.640280246734619
2010-10-18,7.6223368644714355
2010-10-19,7.469799041748047
2010-10-20,7.559525489807129
2010-10-21,7.5326104164123535
2010-10-22,7.537096977233887
2010-10-25,7.743468761444092
2010-10-26,7.765899181365967
2010-10-27,7.801791667938232
2010-10-28,7.819736003875732
2010-10-29,7.761412143707275
2010-11-01,7.761412143707275
2010-11-02,7.698604106903076
2010-11-03,7.671685218811035
2010-11-04,7.833196640014648
2010-11-05,7.86460018157959
2010-11-08,7.963300704956055
2010-11-09,8.079944610595703
2010-11-10,7.958813190460205
2010-11-11,8.272855758666992
2010-11-12,8.223508834838867
2010-11-15,8.147241592407227
2010-11-16,8.26837158203125
2010-11-17,8.138273239135742
2010-11-18,8.187620162963867
2010-11-19,8.147241592407227
2010-11-22,8.420907974243164
2010-11-23,8.389506340026855
2010-11-24,8.586904525756836
2010-11-26,8.905438423156738
2010-11-29,8.86506175994873
2010-11-30,8.70803451538086
2010-12-01,9.24191665649414
2010-12-02,9.053489685058594
2010-12-03,8.7035493850708
2010-12-06,8.7125244140625
2010-12-07,9.09386157989502
2010-12-08,9.39893913269043
2010-12-09,9.1746187210083
2010-12-10,9.120783805847168
2010-12-13,8.909923553466797
