Date,TG
2010-01-04,8.09604549407959
2010-01-05,7.688048362731934
2010-01-06,7.570072650909424
2010-01-07,7.407858371734619
2010-01-08,7.545494556427002
2010-01-11,7.378364562988281
2010-01-12,7.339041233062744
2010-01-13,7.363615989685059
2010-01-14,7.368532180786133
2010-01-15,7.339041233062744
2010-01-19,7.928914546966553
2010-01-20,7.933829307556152
2010-01-21,7.643806457519531
2010-01-22,7.555325508117676
2010-01-25,7.7372026443481445
2010-01-26,7.643806457519531
2010-01-27,7.933829307556152
2010-01-28,7.771615505218506
2010-01-29,7.953492164611816
2010-02-01,7.933829307556152
2010-02-02,7.889586925506592
2010-02-03,7.835517883300781
2010-02-04,7.78144645690918
2010-02-05,7.963321208953857
2010-02-08,7.825688362121582
2010-02-09,7.889586925506592
2010-02-10,7.7667012214660645
2010-02-11,7.924000263214111
2010-02-12,8.449973106384277
2010-02-16,8.445056915283203
2010-02-17,8.33199691772461
2010-02-18,8.420475006103516
2010-02-19,8.41556453704834
2010-02-22,8.312334060668945
2010-02-23,8.184525489807129
2010-02-24,8.135370254516602
2010-02-25,8.135370254516602
2010-02-26,8.233683586120605
2010-03-01,8.273011207580566
2010-03-02,8.322164535522461
2010-03-03,8.449973106384277
2010-03-04,8.489298820495605
2010-03-05,8.641683578491211
2010-03-08,8.474552154541016
2010-03-09,8.582693099975586
2010-03-10,8.567947387695312
2010-03-11,8.563031196594238
2010-03-12,8.504042625427246
2010-03-15,8.518789291381836
2010-03-16,8.592525482177734
2010-03-17,8.543258666992188
2010-03-18,8.49891185760498
2010-03-19,8.528475761413574
2010-03-22,8.58759880065918
2010-03-23,8.656573295593262
2010-03-24,8.454569816589355
2010-03-25,8.38559341430664
2010-03-26,8.548182487487793
2010-03-29,8.567892074584961
2010-03-30,8.61223316192627
2010-03-31,8.415156364440918
2010-04-01,8.484134674072266
2010-04-05,8.572815895080566
2010-04-06,8.489058494567871
2010-04-07,8.538324356079102
2010-04-08,8.52354621887207
2010-04-09,8.474282264709473
2010-04-12,8.503838539123535
2010-04-13,8.474282264709473
2010-04-14,8.750185012817383
2010-04-15,8.710773468017578
2010-04-16,8.681209564208984
2010-04-19,8.65164852142334
2010-04-20,8.646718978881836
2010-04-21,8.666428565979004
2010-04-22,8.646718978881836
2010-04-23,8.750185012817383
2010-04-26,8.602377891540527
2010-04-27,8.459498405456543
2010-04-28,8.582671165466309
2010-04-29,8.676281929016113
2010-04-30,8.405303001403809
2010-05-03,8.567892074584961
2010-05-04,8.242714881896973
2010-05-05,8.183591842651367
2010-05-06,7.764804363250732
2010-05-07,7.518458366394043
2010-05-10,8.208227157592773
2010-05-11,8.178664207458496
2010-05-12,8.543258666992188
2010-05-13,8.479202270507812
2010-05-14,8.3954496383667
2010-05-17,8.44471549987793
2010-05-18,8.124469757080078
2010-05-19,8.114614486694336
2010-05-20,7.715536594390869
2010-05-21,7.907683372497559
2010-05-24,7.774659156799316
2010-05-25,7.74016809463501
2010-05-26,7.76973295211792
2010-05-27,8.183591842651367
2010-05-28,8.119539260864258
2010-06-01,7.917537689208984
2010-06-02,8.208227157592773
2010-06-03,8.168808937072754
2010-06-04,7.897830009460449
2010-06-07,7.873197078704834
2010-06-08,7.868271350860596
2010-06-09,7.897830009460449
2010-06-10,8.188519477844238
2010-06-11,8.356032371520996
2010-06-14,8.41023063659668
2010-06-15,8.681209564208984
2010-06-16,8.547879219055176
2010-06-17,8.903426170349121
2010-06-18,8.858983993530273
2010-06-21,8.84910774230957
2010-06-22,8.765159606933594
2010-06-23,8.696023941040039
2010-06-24,8.513317108154297
2010-06-25,8.671333312988281
2010-06-28,8.612078666687012
2010-06-29,8.28615951538086
2010-06-30,8.059008598327637
2010-07-01,8.167645454406738
2010-07-02,8.142953872680664
2010-07-06,7.821977615356445
2010-07-07,7.999748706817627
2010-07-08,8.147894859313965
2010-07-09,8.271344184875488
2010-07-12,8.059008598327637
2010-07-13,8.39479923248291
2010-07-14,8.384920120239258
2010-07-15,8.399734497070312
2010-07-16,7.999748706817627
2010-07-19,7.984935283660889
2010-07-20,8.251592636108398
2010-07-21,8.103446960449219
2010-07-22,8.35035514831543
2010-07-23,8.587387084960938
2010-07-26,8.567631721496582
2010-07-27,8.547879219055176
2010-07-28,8.508374214172363
2010-07-29,8.612078666687012
2010-07-30,8.523189544677734
2010-08-02,8.463932037353516
2010-08-03,8.434305191040039
2010-08-04,9.145392417907715
2010-08-05,8.903426170349121
2010-08-06,8.745404243469238
2010-08-09,8.84910774230957
2010-08-10,8.661455154418945
2010-08-11,8.236778259277344
2010-08-12,8.468871116638184
2010-08-13,8.335540771484375
2010-08-16,8.36023235321045
2010-08-17,8.473812103271484
2010-08-18,8.755282402038574
2010-08-19,8.335540771484375
2010-08-20,8.28615951538086
2010-08-23,8.271344184875488
2010-08-24,8.207148551940918
2010-08-25,8.30097484588623
2010-08-26,8.177522659301758
2010-08-27,8.39479923248291
2010-08-30,8.098511695861816
2010-08-31,8.108386039733887
2010-09-01,8.345419883728027
2010-09-02,8.572572708129883
2010-09-03,8.735527992248535
2010-09-07,8.646642684936523
2010-09-08,8.70096206665039
2010-09-09,8.735527992248535
2010-09-10,8.671333312988281
2010-09-13,8.967618942260742
2010-09-14,8.918240547180176
2010-09-15,9.017221450805664
2010-09-16,8.977629661560059
2010-09-17,9.264674186706543
2010-09-20,9.353758811950684
2010-09-21,9.462640762329102
2010-09-22,9.225076675415039
2010-09-23,8.957831382751465
2010-09-24,9.517074584960938
2010-09-27,9.264674186706543
2010-09-28,9.48243236541748
2010-09-29,9.571516036987305
2010-09-30,9.393352508544922
2010-10-01,9.942699432373047
2010-10-04,9.497283935546875
2010-10-05,9.987244606018066
2010-10-06,9.868459701538086
2010-10-07,9.6408052444458
2010-10-08,9.823917388916016
2010-10-11,9.685349464416504
2010-10-12,9.685349464416504
2010-10-13,9.917953491210938
2010-10-14,9.937748908996582
2010-10-15,9.883305549621582
2010-10-18,9.9921875
2010-10-19,9.62100887298584
2010-10-20,9.78432846069336
2010-10-21,9.710089683532715
2010-10-22,9.78432846069336
2010-10-25,9.833820343017578
2010-10-26,9.759581565856934
2010-10-27,9.685349464416504
2010-10-28,9.705143928527832
2010-10-29,9.546775817871094
2010-11-01,9.507177352905273
2010-11-02,9.888258934020996
2010-11-03,9.749682426452637
2010-11-04,9.774431228637695
2010-11-05,9.705143928527832
2010-11-08,9.625960350036621
2010-11-09,9.413145065307617
2010-11-10,9.452736854553223
2010-11-11,9.3587064743042
2010-11-12,9.31911563873291
2010-11-15,9.220132827758789
2010-11-16,9.096404075622559
2010-11-17,9.116201400756836
2010-11-18,9.244878768920898
2010-11-19,9.289420127868652
2010-11-22,9.304267883300781
2010-11-23,9.21518611907959
2010-11-24,9.487381935119629
2010-11-26,9.43789291381836
2010-11-29,9.333962440490723
2010-11-30,9.220132827758789
2010-12-01,9.566567420959473
2010-12-02,9.536871910095215
2010-12-03,9.571516036987305
2010-12-06,9.739786148071289
2010-12-07,9.79422664642334
2010-12-08,9.685349464416504
2010-12-09,9.645753860473633
2010-12-10,9.749682426452637
2010-12-13,9.645753860473633
2010-12-14,9.764531135559082
2010-12-15,9.625677108764648
2010-12-16,9.83395767211914
2010-12-17,9.536409378051758
2010-12-20,9.590960502624512
2010-12-21,9.759572982788086
2010-12-22,9.665351867675781
2010-12-23,9.630635261535645
2010-12-27,9.804203987121582
2010-12-28,9.724859237670898
2010-12-29,9.714942932128906
2010-12-30,9.705023765563965
2010-12-31,9.610800743103027
2011-01-03,9.79428482055664
2011-01-04,9.506658554077148
2011-01-05,9.571122169494629
2011-01-06,9.417396545410156
2011-01-07,9.333083152770996
2011-01-10,9.308292388916016
2011-01-11,9.343002319335938
2011-01-12,9.511613845825195
2011-01-13,9.65543270111084
2011-01-14,9.779406547546387
2011-01-18,9.734774589538574
2011-01-19,9.392597198486328
2011-01-20,9.24382209777832
2011-01-21,9.124801635742188
2011-01-24,9.199190139770508
2011-01-25,9.24382209777832
2011-01-26,9.595921516418457
2011-01-27,9.685184478759766
2011-01-28,9.238865852355957
2011-01-31,9.278535842895508
2011-02-01,9.719901084899902
2011-02-02,9.491777420043945
2011-02-03,9.422354698181152
2011-02-04,9.303330421447754
2011-02-07,9.412435531616211
2011-02-08,9.526494979858398
2011-02-09,9.432268142700195
2011-02-10,9.412435531616211
2011-02-11,9.848837852478027
2011-02-14,9.903387069702148
2011-02-15,9.838915824890137
2011-02-16,9.843878746032715
2011-02-17,9.79428482055664
2011-02-18,9.814122200012207
2011-02-22,9.501697540283203
2011-02-23,9.04050064086914
2011-02-24,9.194231986999512
2011-02-25,9.476901054382324
2011-02-28,9.680228233337402
2011-03-01,9.615757942199707
2011-03-02,9.680228233337402
2011-03-03,10.141427993774414
2011-03-04,10.086874961853027
2011-03-07,9.883554458618164
2011-03-08,10.146385192871094
2011-03-09,9.913301467895508
2011-03-10,9.714942932128906
2011-03-11,9.625677108764648
2011-03-14,9.828998565673828
2011-03-15,9.799242973327637
2011-03-16,9.597941398620605
2011-03-17,9.568115234375
2011-03-18,9.652617454528809
2011-03-21,9.930961608886719
2011-03-22,10.05522346496582
2011-03-23,10.13475227355957
2011-03-24,10.159605979919434
2011-03-25,10.273923873901367
2011-03-28,10.22918701171875
2011-03-29,10.378300666809082
2011-03-30,10.651678085327148
2011-03-31,10.726235389709473
2011-04-01,10.875349998474121
2011-04-04,11.118902206420898
2011-04-05,11.21830940246582
2011-04-06,11.367424964904785
2011-04-07,11.367424964904785
2011-04-08,11.178543090820312
2011-04-11,11.168606758117676
2011-04-12,10.895228385925293
2011-04-13,10.701386451721191
2011-04-14,10.646708488464355
2011-04-15,10.810731887817383
2011-04-18,10.592032432556152
2011-04-19,10.587059020996094
2011-04-20,10.895228385925293
2011-04-21,10.905172348022461
2011-04-25,10.66161823272705
2011-04-26,10.815702438354492
2011-04-27,10.850496292114258
2011-04-28,10.865409851074219
2011-04-29,10.875349998474121
2011-05-02,10.726235389709473
2011-05-03,10.606945037841797
2011-05-04,10.34847640991211
2011-05-05,9.374274253845215
2011-05-06,9.364327430725098
2011-05-09,9.573089599609375
2011-05-10,9.602912902832031
2011-05-11,9.279834747314453
2011-05-12,9.3842134475708
2011-05-13,9.190366744995117
2011-05-16,8.956754684448242
2011-05-17,8.92196273803711
2011-05-18,9.11581039428711
2011-05-19,9.240067481994629
2011-05-20,9.081014633178711
2011-05-23,8.941843032836914
2011-05-24,8.847405433654785
2011-05-25,8.991546630859375
2011-05-26,9.05616283416748
2011-05-27,9.11581039428711
2011-05-31,9.63770580291748
2011-06-01,9.269888877868652
2011-06-02,9.254983901977539
2011-06-03,8.996516227722168
2011-06-06,8.97166633605957
2011-06-07,8.931901931762695
2011-06-08,8.832491874694824
2011-06-09,8.827520370483398
2011-06-10,8.648585319519043
2011-06-13,8.504443168640137
2011-06-14,8.738053321838379
2011-06-15,8.456501960754395
2011-06-16,8.620945930480957
2011-06-17,8.46646785736084
2011-06-20,8.531250953674316
2011-06-21,8.740544319152832
2011-06-22,8.586064338684082
2011-06-23,8.526269912719727
2011-06-24,8.55118465423584
2011-06-27,8.715631484985352
