Date,CPK
2010-01-04,14.893739700317383
2010-01-05,14.800824165344238
2010-01-06,14.647523880004883
2010-01-07,14.517446517944336
2010-01-08,14.549967765808105
2010-01-11,14.526735305786133
2010-01-12,14.661456108093262
2010-01-13,14.777603149414062
2010-01-14,14.731144905090332
2010-01-15,14.614998817443848
2010-01-19,14.79617691040039
2010-01-20,14.494213104248047
2010-01-21,14.234063148498535
2010-01-22,14.182961463928223
2010-01-25,14.071467399597168
2010-01-26,13.946039199829102
2010-01-27,14.01572322845459
2010-01-28,13.802026748657227
2010-01-29,13.769505500793457
2010-02-01,13.899585723876953
2010-02-02,13.904227256774902
2010-02-03,13.760210990905762
2010-02-04,13.421087265014648
2010-02-05,13.592974662780762
2010-02-08,13.351404190063477
2010-02-09,13.402506828308105
2010-02-10,13.351404190063477
2010-02-11,13.713756561279297
2010-02-12,13.8252534866333
2010-02-16,13.797383308410645
2010-02-17,13.922812461853027
2010-02-18,13.913520812988281
2010-02-19,14.03430461883545
2010-02-22,14.03430461883545
2010-02-23,14.099346160888672
2010-02-24,14.117929458618164
2010-02-25,14.196895599365234
2010-02-26,13.918169021606445
2010-03-01,14.252646446228027
2010-03-02,14.350201606750488
2010-03-03,14.220130920410156
2010-03-04,14.345555305480957
2010-03-05,14.605716705322266
2010-03-08,14.494213104248047
2010-03-09,14.466347694396973
2010-03-10,14.508153915405273
2010-03-11,14.524584770202637
2010-03-12,14.641898155212402
2010-03-15,14.571510314941406
2010-03-16,14.571510314941406
2010-03-17,14.4729585647583
2010-03-18,14.350946426391602
2010-03-19,14.205462455749512
2010-03-22,14.26646614074707
2010-03-23,14.233619689941406
2010-03-24,14.045902252197266
2010-03-25,13.853490829467773
2010-03-26,13.905111312866211
2010-03-29,14.01304817199707
2010-03-30,14.149145126342773
2010-03-31,13.984895706176758
2010-04-01,14.01304817199707
2010-04-05,14.12568187713623
2010-04-06,14.144454956054688
2010-04-07,14.167914390563965
2010-04-08,14.1350679397583
2010-04-09,14.050594329833984
2010-04-12,14.097524642944336
2010-04-13,14.05998420715332
2010-04-14,14.1350679397583
2010-04-15,14.111601829528809
2010-04-16,14.318093299865723
2010-04-19,14.275856018066406
2010-04-20,14.426031112670898
2010-04-21,14.294632911682129
2010-04-22,14.397871017456055
2010-04-23,14.496417999267578
2010-04-26,14.477654457092285
2010-04-27,14.153840065002441
2010-04-28,14.130373001098633
2010-04-29,14.285239219665527
2010-04-30,14.1350679397583
2010-05-03,14.299317359924316
2010-05-04,14.191386222839355
2010-05-05,13.919193267822266
2010-05-06,13.431133270263672
2010-05-07,13.234031677246094
2010-05-10,14.163222312927246
2010-05-11,14.280547142028809
2010-05-12,14.641898155212402
2010-05-13,14.707602500915527
2010-05-14,14.637212753295898
2010-05-17,14.599664688110352
2010-05-18,14.585587501525879
2010-05-19,14.618441581726074
2010-05-20,14.022438049316406
2010-05-21,14.008359909057617
2010-05-24,13.891030311584473
2010-05-25,13.703320503234863
2010-05-26,13.867570877075195
2010-05-27,14.172616958618164
2010-05-28,14.111601829528809
2010-06-01,13.708014488220215
2010-06-02,14.022438049316406
2010-06-03,14.205462455749512
2010-06-04,13.731478691101074
2010-06-07,13.590692520141602
2010-06-08,13.708014488220215
2010-06-09,13.75024700164795
2010-06-10,14.233619689941406
2010-06-11,14.233621597290039
2010-06-14,14.300041198730469
2010-06-15,14.461357116699219
2010-06-16,14.793474197387695
2010-06-17,14.92158031463623
2010-06-18,15.01172161102295
2010-06-21,14.983259201049805
2010-06-22,14.684349060058594
2010-06-23,14.646385192871094
2010-06-24,14.636908531188965
2010-06-25,15.229971885681152
2010-06-28,15.097123146057129
2010-06-29,14.878880500793457
2010-06-30,14.897855758666992
2010-07-01,14.75076961517334
2010-07-02,14.7460298538208
2010-07-06,14.788734436035156
2010-07-07,15.01172161102295
2010-07-08,15.063919067382812
2010-07-09,15.177783966064453
2010-07-12,14.988000869750977
2010-07-13,15.22048568725586
2010-07-14,15.07814884185791
2010-07-15,15.120847702026367
2010-07-16,14.575227737426758
2010-07-19,14.793474197387695
2010-07-20,14.992742538452148
2010-07-21,14.603691101074219
2010-07-22,14.964276313781738
2010-07-23,15.263187408447266
2010-07-26,15.661725997924805
2010-07-27,15.860992431640625
2010-07-28,15.66646957397461
2010-07-29,15.898948669433594
2010-07-30,15.770853042602539
2010-08-02,16.0507755279541
2010-08-03,16.046030044555664
2010-08-04,16.250049591064453
2010-08-05,15.823038101196289
2010-08-06,15.538368225097656
2010-08-09,16.04128646850586
2010-08-10,16.971220016479492
2010-08-11,16.311723709106445
2010-08-12,15.970124244689941
2010-08-13,16.216827392578125
2010-08-16,16.216827392578125
2010-08-17,16.548948287963867
2010-08-18,16.420846939086914
2010-08-19,16.012821197509766
2010-08-20,15.875237464904785
2010-08-23,16.027061462402344
2010-08-24,15.917933464050293
2010-08-25,16.354433059692383
2010-08-26,16.321218490600586
2010-08-27,16.582162857055664
2010-08-30,16.297494888305664
2010-08-31,16.340190887451172
2010-09-01,16.63909912109375
2010-09-02,16.525224685668945
2010-09-03,16.601146697998047
2010-09-07,16.420846939086914
2010-09-08,16.28799819946289
2010-09-09,16.520484924316406
2010-09-10,16.620121002197266
2010-09-13,16.773393630981445
2010-09-14,16.677600860595703
2010-09-15,16.69196891784668
2010-09-16,16.577011108398438
2010-09-17,16.543485641479492
2010-09-20,16.941030502319336
2010-09-21,16.543485641479492
2010-09-22,16.888341903686523
2010-09-23,16.567440032958984
2010-09-24,17.03203010559082
2010-09-27,17.324199676513672
2010-09-28,17.271514892578125
2010-09-29,17.410415649414062
2010-09-30,17.34814453125
2010-10-01,17.50621223449707
2010-10-04,17.290674209594727
2010-10-05,17.961225509643555
2010-10-06,17.961225509643555
2010-10-07,17.93728256225586
2010-10-08,18.334819793701172
2010-10-11,18.258190155029297
2010-10-12,18.30608558654785
2010-10-13,18.468929290771484
2010-10-14,18.10491180419922
2010-10-15,18.128868103027344
2010-10-18,18.516820907592773
2010-10-19,18.301294326782227
2010-10-20,18.2773494720459
2010-10-21,17.48225212097168
2010-10-22,17.453523635864258
2010-10-25,17.520580291748047
2010-10-26,17.49662971496582
2010-10-27,17.544527053833008
2010-10-28,17.673852920532227
2010-10-29,17.57326889038086
2010-11-01,17.309837341308594
2010-11-02,17.889375686645508
2010-11-03,17.879804611206055
2010-11-04,17.889375686645508
2010-11-05,17.56368064880371
2010-11-08,18.047443389892578
2010-11-09,17.96600914001465
2010-11-10,18.296510696411133
2010-11-11,18.540786743164062
2010-11-12,18.4593505859375
2010-11-15,18.684463500976562
2010-11-16,18.21986961364746
2010-11-17,17.89896011352539
2010-11-18,17.875011444091797
2010-11-19,18.15281867980957
2010-11-22,18.18634033203125
2010-11-23,17.84627914428711
2010-11-24,18.200708389282227
2010-11-26,18.100128173828125
2010-11-29,18.157604217529297
2010-11-30,18.00432586669922
2010-12-01,18.36834716796875
2010-12-02,18.526411056518555
2010-12-03,18.58388328552246
2010-12-06,18.387510299682617
2010-12-07,19.235273361206055
2010-12-08,19.39333724975586
2010-12-09,19.383752822875977
2010-12-10,19.287965774536133
2010-12-13,19.283138275146484
2010-12-14,19.519765853881836
2010-12-15,19.7950382232666
2010-12-16,20.12342071533203
2010-12-17,19.85781478881836
2010-12-20,19.82400131225586
