Date,LAZR
2021-06-09,366.45001220703125
2021-06-10,354.29998779296875
2021-06-11,353.54998779296875
2021-06-14,359.54998779296875
2021-06-15,358.20001220703125
2021-06-16,359.8500061035156
2021-06-17,347.3999938964844
2021-06-18,351.1499938964844
2021-06-21,341.70001220703125
2021-06-22,331.95001220703125
2021-06-23,336.29998779296875
2021-06-24,359.25
2021-06-25,364.04998779296875
2021-06-28,347.70001220703125
2021-06-29,330.0
2021-06-30,329.25
2021-07-01,320.8500061035156
2021-07-02,314.8500061035156
2021-07-06,310.04998779296875
2021-07-07,300.8999938964844
2021-07-08,297.6000061035156
2021-07-09,302.25
2021-07-12,300.0
2021-07-13,296.8500061035156
2021-07-14,281.3999938964844
2021-07-15,277.3500061035156
2021-07-16,272.1000061035156
2021-07-19,268.5
2021-07-20,273.75
2021-07-21,278.70001220703125
2021-07-22,269.1000061035156
2021-07-23,263.1000061035156
2021-07-26,265.95001220703125
2021-07-27,259.20001220703125
2021-07-28,275.1000061035156
2021-07-29,274.5
2021-07-30,276.0
2021-08-02,274.3500061035156
2021-08-03,264.6000061035156
2021-08-04,270.1499938964844
2021-08-05,273.45001220703125
2021-08-06,271.20001220703125
2021-08-09,279.45001220703125
2021-08-10,276.6000061035156
2021-08-11,276.6000061035156
2021-08-12,261.0
2021-08-13,258.29998779296875
2021-08-16,257.54998779296875
2021-08-17,241.9499969482422
2021-08-18,233.85000610351562
2021-08-19,228.3000030517578
2021-08-20,235.8000030517578
2021-08-23,247.5
2021-08-24,257.70001220703125
2021-08-25,256.04998779296875
2021-08-26,255.0
2021-08-27,257.1000061035156
2021-08-30,249.4499969482422
2021-08-31,260.70001220703125
2021-09-01,257.25
2021-09-02,261.29998779296875
2021-09-03,259.20001220703125
2021-09-07,258.29998779296875
2021-09-08,247.9499969482422
2021-09-09,253.0500030517578
2021-09-10,247.5
2021-09-13,246.3000030517578
2021-09-14,250.1999969482422
2021-09-15,245.10000610351562
2021-09-16,251.10000610351562
2021-09-17,256.3500061035156
2021-09-20,247.9499969482422
2021-09-21,254.39999389648438
2021-09-22,252.3000030517578
2021-09-23,259.79998779296875
2021-09-24,252.4499969482422
2021-09-27,261.1499938964844
2021-09-28,243.3000030517578
2021-09-29,234.14999389648438
2021-09-30,234.0
2021-10-01,230.5500030517578
2021-10-04,222.4499969482422
2021-10-05,227.85000610351562
2021-10-06,223.64999389648438
2021-10-07,227.6999969482422
2021-10-08,224.6999969482422
2021-10-11,224.6999969482422
2021-10-12,233.5500030517578
2021-10-13,239.6999969482422
2021-10-14,240.14999389648438
2021-10-15,233.25
2021-10-18,232.0500030517578
2021-10-19,235.64999389648438
2021-10-20,240.4499969482422
2021-10-21,242.39999389648438
2021-10-22,235.5
2021-10-25,242.6999969482422
2021-10-26,242.6999969482422
2021-10-27,237.3000030517578
2021-10-28,245.5500030517578
2021-10-29,245.85000610351562
2021-11-01,261.0
2021-11-02,259.04998779296875
2021-11-03,263.8500061035156
2021-11-04,251.5500030517578
2021-11-05,251.39999389648438
2021-11-08,262.5
2021-11-09,301.79998779296875
2021-11-10,283.5
2021-11-11,300.1499938964844
2021-11-12,294.45001220703125
2021-11-15,329.8500061035156
2021-11-16,312.29998779296875
2021-11-17,302.3999938964844
2021-11-18,290.70001220703125
2021-11-19,287.54998779296875
2021-11-22,277.20001220703125
2021-11-23,270.0
2021-11-24,269.70001220703125
2021-11-26,264.45001220703125
2021-11-29,252.4499969482422
2021-11-30,244.5
2021-12-01,235.8000030517578
2021-12-02,235.8000030517578
2021-12-03,217.8000030517578
2021-12-06,219.75
2021-12-07,234.75
2021-12-08,242.39999389648438
2021-12-09,229.0500030517578
2021-12-10,227.25
2021-12-13,220.0500030517578
2021-12-14,226.1999969482422
2021-12-15,226.0500030517578
2021-12-16,223.64999389648438
2021-12-17,242.5500030517578
2021-12-20,235.64999389648438
2021-12-21,240.75
2021-12-22,250.5
2021-12-23,261.6000061035156
2021-12-27,266.8500061035156
2021-12-28,256.5
2021-12-29,248.39999389648438
2021-12-30,259.04998779296875
2021-12-31,253.64999389648438
2022-01-03,269.70001220703125
2022-01-04,267.6000061035156
2022-01-05,244.8000030517578
2022-01-06,230.10000610351562
2022-01-07,236.39999389648438
2022-01-10,230.10000610351562
2022-01-11,236.39999389648438
2022-01-12,242.6999969482422
2022-01-13,236.5500030517578
2022-01-14,231.3000030517578
2022-01-18,216.14999389648438
2022-01-19,201.75
2022-01-20,225.0
2022-01-21,199.8000030517578
2022-01-24,191.25
2022-01-25,185.85000610351562
2022-01-26,202.5
2022-01-27,189.75
2022-01-28,195.4499969482422
2022-01-31,219.60000610351562
2022-02-01,228.4499969482422
2022-02-02,215.10000610351562
2022-02-03,209.39999389648438
2022-02-04,222.0
2022-02-07,222.60000610351562
2022-02-08,233.85000610351562
2022-02-09,244.1999969482422
2022-02-10,239.6999969482422
2022-02-11,234.4499969482422
2022-02-14,226.9499969482422
2022-02-15,248.85000610351562
2022-02-16,245.6999969482422
2022-02-17,239.39999389648438
2022-02-18,228.0
2022-02-22,208.1999969482422
2022-02-23,198.60000610351562
2022-02-24,210.0
2022-02-25,210.14999389648438
2022-02-28,210.4499969482422
2022-03-01,227.5500030517578
2022-03-02,227.25
2022-03-03,212.10000610351562
2022-03-04,203.39999389648438
2022-03-07,193.5
2022-03-08,192.0
2022-03-09,199.0500030517578
2022-03-10,201.0
2022-03-11,193.64999389648438
2022-03-14,174.75
2022-03-15,188.85000610351562
2022-03-16,204.75
2022-03-17,213.89999389648438
2022-03-18,215.85000610351562
2022-03-21,211.5
2022-03-22,221.10000610351562
2022-03-23,220.5
2022-03-24,223.1999969482422
2022-03-25,217.1999969482422
2022-03-28,222.3000030517578
2022-03-29,236.39999389648438
2022-03-30,232.64999389648438
2022-03-31,234.4499969482422
2022-04-01,233.39999389648438
2022-04-04,245.10000610351562
2022-04-05,232.64999389648438
2022-04-06,217.35000610351562
2022-04-07,216.14999389648438
2022-04-08,205.0500030517578
2022-04-11,207.89999389648438
2022-04-12,210.3000030517578
2022-04-13,219.75
2022-04-14,217.8000030517578
2022-04-18,209.39999389648438
2022-04-19,210.0
2022-04-20,196.9499969482422
2022-04-21,193.0500030517578
2022-04-22,187.9499969482422
2022-04-25,199.1999969482422
2022-04-26,196.0500030517578
2022-04-27,190.9499969482422
2022-04-28,196.9499969482422
2022-04-29,185.5500030517578
2022-05-02,189.14999389648438
2022-05-03,184.5
2022-05-04,184.1999969482422
2022-05-05,167.5500030517578
2022-05-06,166.8000030517578
2022-05-09,140.625
2022-05-10,141.3000030517578
2022-05-11,128.10000610351562
2022-05-12,133.5
2022-05-13,155.39999389648438
2022-05-16,149.85000610351562
2022-05-17,155.6999969482422
2022-05-18,148.5
2022-05-19,151.0500030517578
2022-05-20,145.0500030517578
2022-05-23,144.0
2022-05-24,127.05000305175781
2022-05-25,137.85000610351562
2022-05-26,142.0500030517578
2022-05-27,148.5
2022-05-31,155.10000610351562
2022-06-01,146.6999969482422
2022-06-02,151.35000610351562
2022-06-03,146.5500030517578
2022-06-06,146.5500030517578
2022-06-07,144.60000610351562
2022-06-08,145.0500030517578
2022-06-09,138.0
2022-06-10,125.0999984741211
2022-06-13,110.25
2022-06-14,110.4000015258789
2022-06-15,114.0
2022-06-16,107.4000015258789
2022-06-17,110.4000015258789
2022-06-21,111.9000015258789
2022-06-22,110.8499984741211
2022-06-23,114.9000015258789
2022-06-24,112.3499984741211
2022-06-27,107.69999694824219
2022-06-28,101.0999984741211
2022-06-29,93.0
2022-06-30,88.94999694824219
2022-07-01,90.5999984741211
2022-07-05,91.19999694824219
2022-07-06,86.55000305175781
2022-07-07,94.6500015258789
2022-07-08,99.44999694824219
2022-07-11,86.8499984741211
2022-07-12,88.5
2022-07-13,90.0
2022-07-14,86.55000305175781
2022-07-15,90.44999694824219
2022-07-18,92.69999694824219
2022-07-19,97.94999694824219
2022-07-20,106.5
2022-07-21,110.25
2022-07-22,98.55000305175781
2022-07-25,95.55000305175781
2022-07-26,89.8499984741211
2022-07-27,94.94999694824219
2022-07-28,101.69999694824219
2022-07-29,101.4000015258789
2022-08-01,98.55000305175781
2022-08-02,108.0
2022-08-03,113.0999984741211
2022-08-04,111.44999694824219
2022-08-05,112.80000305175781
2022-08-08,118.6500015258789
2022-08-09,127.80000305175781
2022-08-10,148.0500030517578
2022-08-11,151.0500030517578
2022-08-12,164.85000610351562
2022-08-15,165.89999389648438
2022-08-16,165.14999389648438
2022-08-17,152.39999389648438
2022-08-18,153.0
2022-08-19,142.5
2022-08-22,129.60000610351562
2022-08-23,125.69999694824219
2022-08-24,133.64999389648438
2022-08-25,137.25
2022-08-26,130.64999389648438
2022-08-29,126.9000015258789
2022-08-30,126.1500015258789
2022-08-31,129.3000030517578
2022-09-01,125.8499984741211
2022-09-02,122.0999984741211
2022-09-06,123.1500015258789
2022-09-07,128.39999389648438
2022-09-08,131.25
2022-09-09,142.5
2022-09-12,141.14999389648438
2022-09-13,132.3000030517578
2022-09-14,133.35000610351562
2022-09-15,141.75
2022-09-16,133.9499969482422
2022-09-19,136.64999389648438
2022-09-20,142.9499969482422
2022-09-21,140.5500030517578
2022-09-22,117.9000015258789
2022-09-23,110.55000305175781
2022-09-26,109.5
2022-09-27,114.5999984741211
2022-09-28,121.94999694824219
2022-09-29,110.55000305175781
2022-09-30,109.2750015258789
2022-10-03,113.55000305175781
2022-10-04,126.0
2022-10-05,126.1500015258789
2022-10-06,124.05000305175781
2022-10-07,109.94999694824219
2022-10-10,105.0
2022-10-11,101.0999984741211
2022-10-12,105.1500015258789
2022-10-13,110.69999694824219
2022-10-14,103.05000305175781
2022-10-17,109.6500015258789
2022-10-18,110.8499984741211
2022-10-19,103.19999694824219
2022-10-20,104.8499984741211
2022-10-21,107.55000305175781
2022-10-24,102.30000305175781
2022-10-25,113.25
2022-10-26,112.94999694824219
2022-10-27,112.19999694824219
2022-10-28,117.44999694824219
2022-10-31,121.3499984741211
2022-11-01,123.75
2022-11-02,118.19999694824219
2022-11-03,111.44999694824219
2022-11-04,116.25
2022-11-07,109.80000305175781
2022-11-08,108.75
2022-11-09,99.30000305175781
2022-11-10,115.5
2022-11-11,126.75
2022-11-14,126.75
2022-11-15,133.35000610351562
2022-11-16,128.10000610351562
2022-11-17,122.4000015258789
2022-11-18,118.05000305175781
2022-11-21,111.75
2022-11-22,112.80000305175781
2022-11-23,115.6500015258789
2022-11-25,115.19999694824219
2022-11-28,110.8499984741211
2022-11-29,110.0999984741211
2022-11-30,114.9000015258789
2022-12-01,118.5
2022-12-02,124.94999694824219
2022-12-05,118.19999694824219
2022-12-06,110.25
2022-12-07,107.17500305175781
2022-12-08,110.0999984741211
2022-12-09,106.6500015258789
2022-12-12,110.4000015258789
2022-12-13,111.5999984741211
2022-12-14,108.1500015258789
2022-12-15,102.1500015258789
2022-12-16,101.69999694824219
2022-12-19,93.9000015258789
2022-12-20,93.0
2022-12-21,88.94999694824219
2022-12-22,85.05000305175781
2022-12-23,85.05000305175781
2022-12-27,72.67500305175781
2022-12-28,72.30000305175781
2022-12-29,75.0
2022-12-30,74.25
2023-01-03,70.3499984741211
2023-01-04,69.9000015258789
2023-01-05,65.25
2023-01-06,59.25
2023-01-09,64.80000305175781
2023-01-10,73.05000305175781
2023-01-11,77.69999694824219
2023-01-12,86.4000015258789
2023-01-13,90.30000305175781
2023-01-17,96.5999984741211
2023-01-18,94.6500015258789
2023-01-19,90.30000305175781
2023-01-20,91.94999694824219
2023-01-23,96.5999984741211
2023-01-24,93.1500015258789
2023-01-25,92.69999694824219
2023-01-26,95.25
2023-01-27,101.69999694824219
2023-01-30,93.0
2023-01-31,100.05000305175781
2023-02-01,107.0999984741211
2023-02-02,115.19999694824219
2023-02-03,114.9000015258789
2023-02-06,118.5
2023-02-07,105.5999984741211
2023-02-08,100.94999694824219
2023-02-09,95.69999694824219
2023-02-10,91.3499984741211
2023-02-13,92.4000015258789
2023-02-14,96.30000305175781
2023-02-15,102.1500015258789
2023-02-16,99.44999694824219
2023-02-17,101.4000015258789
2023-02-21,86.17500305175781
2023-02-22,111.0
2023-02-23,111.9000015258789
2023-02-24,125.25
2023-02-27,133.0500030517578
2023-02-28,134.25
2023-03-01,135.89999389648438
2023-03-02,135.4499969482422
2023-03-03,148.35000610351562
2023-03-06,148.35000610351562
2023-03-07,137.85000610351562
2023-03-08,143.6999969482422
2023-03-09,136.64999389648438
2023-03-10,126.44999694824219
2023-03-13,132.89999389648438
2023-03-14,122.55000305175781
2023-03-15,123.9000015258789
2023-03-16,128.6999969482422
2023-03-17,127.19999694824219
2023-03-20,117.0
2023-03-21,115.94999694824219
2023-03-22,99.07499694824219
2023-03-23,102.0
2023-03-24,95.8499984741211
2023-03-27,100.19999694824219
2023-03-28,95.0999984741211
2023-03-29,96.9000015258789
2023-03-30,94.3499984741211
2023-03-31,97.3499984741211
2023-04-03,92.55000305175781
2023-04-04,90.9000015258789
2023-04-05,88.19999694824219
2023-04-06,84.9000015258789
2023-04-10,85.80000305175781
2023-04-11,86.8499984741211
2023-04-12,85.19999694824219
2023-04-13,87.1500015258789
2023-04-14,87.0
2023-04-17,90.0
2023-04-18,94.3499984741211
2023-04-19,91.5
2023-04-20,87.44999694824219
2023-04-21,85.5
2023-04-24,84.1500015258789
2023-04-25,82.94999694824219
2023-04-26,83.25
2023-04-27,88.05000305175781
2023-04-28,90.30000305175781
2023-05-01,87.9000015258789
2023-05-02,89.25
2023-05-03,89.4000015258789
