Date,LAZR
2019-03-25,147.0
2019-03-26,147.14999389648438
2019-03-27,147.14999389648438
2019-03-28,146.25
2019-03-29,146.25
2019-04-01,147.375
2019-04-02,147.14999389648438
2019-04-03,147.14999389648438
2019-04-04,146.85000610351562
2019-04-05,147.3000030517578
2019-04-08,147.4499969482422
2019-04-09,147.4499969482422
2019-04-10,147.0
2019-04-11,147.0
2019-04-12,147.75
2019-04-15,147.75
2019-04-16,147.75
2019-04-17,147.4499969482422
2019-04-18,147.3000030517578
2019-04-22,147.0
2019-04-23,147.75
2019-04-24,147.0
2019-04-25,147.75
2019-04-26,147.4499969482422
2019-04-29,147.4499969482422
2019-04-30,147.4499969482422
2019-05-01,147.4499969482422
2019-05-02,148.5
2019-05-03,148.5
2019-05-06,148.5
2019-05-07,148.5
2019-05-08,148.5
2019-05-09,148.5
2019-05-10,148.5
2019-05-13,148.5
2019-05-14,148.5
2019-05-15,148.5
2019-05-16,148.5
2019-05-17,149.5500030517578
2019-05-20,148.9499969482422
2019-05-21,148.9499969482422
2019-05-22,148.9499969482422
2019-05-23,148.9499969482422
2019-05-24,148.9499969482422
2019-05-28,148.5
2019-05-29,148.5
2019-05-30,148.5
2019-05-31,148.5
2019-06-03,149.25
2019-06-04,148.5
2019-06-05,148.5
2019-06-06,148.5
2019-06-07,148.5
2019-06-10,150.0
2019-06-11,149.25
2019-06-12,148.9499969482422
2019-06-13,148.9499969482422
2019-06-14,149.85000610351562
2019-06-17,150.0
2019-06-18,149.25
2019-06-19,150.0
2019-06-20,150.0
2019-06-21,150.75
2019-06-24,154.18499755859375
2019-06-25,151.5
2019-06-26,153.1649932861328
2019-06-27,151.1999969482422
2019-06-28,151.0500030517578
2019-07-01,150.75
2019-07-02,151.0500030517578
2019-07-03,151.0500030517578
2019-07-05,151.5
2019-07-08,151.1999969482422
2019-07-09,151.5
2019-07-10,151.5
2019-07-11,150.89999389648438
2019-07-12,150.89999389648438
2019-07-15,150.89999389648438
2019-07-16,150.89999389648438
2019-07-17,150.89999389648438
2019-07-18,150.89999389648438
2019-07-19,150.89999389648438
2019-07-22,150.89999389648438
2019-07-23,150.89999389648438
2019-07-24,150.75
2019-07-25,150.75
2019-07-26,150.75
2019-07-29,150.75
2019-07-30,155.10000610351562
2019-07-31,151.8000030517578
2019-08-01,151.8000030517578
2019-08-02,151.8000030517578
2019-08-05,151.8000030517578
2019-08-06,151.8000030517578
2019-08-07,151.5
2019-08-08,151.5
2019-08-09,151.5
2019-08-12,151.5
2019-08-13,151.5
2019-08-14,151.5
2019-08-15,151.5
2019-08-16,151.5
2019-08-19,151.5
2019-08-20,151.5
2019-08-21,151.5
2019-08-22,151.5
2019-08-23,151.5
2019-08-26,151.5
2019-08-27,150.3000030517578
2019-08-28,150.3000030517578
2019-08-29,150.3000030517578
2019-08-30,150.75
2019-09-03,150.75
2019-09-04,150.4499969482422
2019-09-05,150.4499969482422
2019-09-06,150.4499969482422
2019-09-09,151.5
2019-09-10,151.5
2019-09-11,151.5
2019-09-12,151.5
2019-09-13,151.5
2019-09-16,151.5
2019-09-17,151.5
2019-09-18,151.5
2019-09-19,151.5
2019-09-20,151.5
2019-09-23,151.5
2019-09-24,151.5
2019-09-25,151.5
2019-09-26,151.5
2019-09-27,151.5
2019-09-30,151.5
2019-10-01,151.5
2019-10-02,151.5
2019-10-03,151.5
2019-10-04,151.5
2019-10-07,151.5
2019-10-08,151.5
2019-10-09,150.75
2019-10-10,150.75
2019-10-11,150.75
2019-10-14,150.75
2019-10-15,150.75
2019-10-16,153.0
2019-10-17,153.0
2019-10-18,153.0
2019-10-21,153.0
2019-10-22,153.0
2019-10-23,153.0
2019-10-24,153.0
2019-10-25,153.0
2019-10-28,153.0
2019-10-29,151.35000610351562
2019-10-30,151.35000610351562
2019-10-31,151.1999969482422
2019-11-01,151.1999969482422
2019-11-04,152.25
2019-11-05,152.25
2019-11-06,152.25
2019-11-07,152.25
2019-11-08,152.25
2019-11-11,152.25
2019-11-12,152.25
2019-11-13,152.25
2019-11-14,152.25
2019-11-15,152.25
2019-11-18,152.25
2019-11-19,152.25
2019-11-20,153.0
2019-11-21,153.0
2019-11-22,152.25
2019-11-25,152.10000610351562
2019-11-26,151.8000030517578
2019-11-27,151.8000030517578
2019-11-29,151.8000030517578
2019-12-02,151.8000030517578
2019-12-03,151.8000030517578
2019-12-04,151.8000030517578
2019-12-05,152.5500030517578
2019-12-06,153.0
2019-12-09,153.0
2019-12-10,153.0
2019-12-11,153.0
2019-12-12,153.0
2019-12-13,153.0
2019-12-16,153.0
2019-12-17,153.0
2019-12-18,153.0
2019-12-19,153.0
2019-12-20,153.0
2019-12-23,153.0
2019-12-24,153.0
2019-12-26,153.0
2019-12-27,153.0
2019-12-30,153.0
2019-12-31,153.0
2020-01-02,153.0
2020-01-03,153.75
2020-01-06,155.39999389648438
2020-01-07,155.39999389648438
2020-01-08,153.89999389648438
2020-01-09,154.35000610351562
2020-01-10,155.25
2020-01-13,156.0
2020-01-14,156.89999389648438
2020-01-15,157.5
2020-01-16,157.5
2020-01-17,158.25
2020-01-21,158.85000610351562
2020-01-22,159.0
2020-01-23,158.85000610351562
2020-01-24,158.6999969482422
2020-01-27,159.0
2020-01-28,159.0
2020-01-29,158.39999389648438
2020-01-30,159.0
2020-01-31,159.0
2020-02-03,158.7899932861328
2020-02-04,158.6999969482422
2020-02-05,159.0
2020-02-06,159.0749969482422
2020-02-07,159.0
2020-02-10,159.0
2020-02-11,159.0
2020-02-12,159.0
2020-02-13,158.625
2020-02-14,158.85000610351562
2020-02-18,158.25
2020-02-19,159.0
2020-02-20,159.0
2020-02-21,159.14999389648438
2020-02-24,157.64999389648438
2020-02-25,158.6999969482422
2020-02-26,158.25
2020-02-27,158.5800018310547
2020-02-28,159.0
2020-03-02,159.0
2020-03-03,159.0
2020-03-04,159.0
2020-03-05,159.0
2020-03-06,159.0
2020-03-09,159.0
2020-03-10,157.8300018310547
2020-03-11,157.5
2020-03-12,157.5
2020-03-13,157.5
2020-03-16,145.9499969482422
2020-03-17,150.0
2020-03-18,145.5
2020-03-19,144.0
2020-03-20,146.39999389648438
2020-03-23,146.25
2020-03-24,146.39999389648438
2020-03-25,149.85000610351562
2020-03-26,149.85000610351562
2020-03-27,148.5
2020-03-30,148.5
2020-03-31,152.39999389648438
2020-04-01,152.25
2020-04-02,151.5
2020-04-03,150.0
2020-04-06,149.25
2020-04-07,149.25
2020-04-08,151.0500030517578
2020-04-09,151.36500549316406
2020-04-13,151.36500549316406
2020-04-14,151.35000610351562
2020-04-15,150.4499969482422
2020-04-16,151.1999969482422
2020-04-17,151.5
2020-04-20,151.5
2020-04-21,151.0500030517578
2020-04-22,155.25
2020-04-23,155.25
2020-04-24,155.10000610351562
2020-04-27,155.10000610351562
2020-04-28,154.1999969482422
2020-04-29,152.25
2020-04-30,153.0
2020-05-01,153.0
2020-05-04,153.0
2020-05-05,153.0
2020-05-06,153.0
2020-05-07,153.0
2020-05-08,153.0
2020-05-11,153.3000030517578
2020-05-12,152.85000610351562
2020-05-13,153.89999389648438
2020-05-14,153.75
2020-05-15,153.75
2020-05-18,153.75
2020-05-19,153.75
2020-05-20,153.75
2020-05-21,154.5
2020-05-22,154.5
2020-05-26,153.75
2020-05-27,153.75
2020-05-28,153.75
2020-05-29,153.75
2020-06-01,155.10000610351562
2020-06-02,154.9949951171875
2020-06-03,155.25
2020-06-04,155.25
2020-06-05,154.9499969482422
2020-06-08,155.25
2020-06-09,155.25
2020-06-10,157.5
2020-06-11,156.75
2020-06-12,159.0
2020-06-15,159.0
2020-06-16,159.0
2020-06-17,160.64999389648438
2020-06-18,160.1999969482422
2020-06-19,159.75
2020-06-22,159.40499877929688
2020-06-23,160.8000030517578
2020-06-24,160.8000030517578
2020-06-25,159.60000610351562
2020-06-26,158.5500030517578
2020-06-29,159.0
2020-06-30,160.35000610351562
2020-07-01,159.0
2020-07-02,162.89999389648438
2020-07-06,162.0
2020-07-07,161.6999969482422
2020-07-08,161.25
2020-07-09,163.5
2020-07-10,165.0
2020-07-13,162.14999389648438
2020-07-14,162.89999389648438
2020-07-15,163.1999969482422
2020-07-16,164.25
2020-07-17,166.5
2020-07-20,164.85000610351562
2020-07-21,165.3000030517578
2020-07-22,166.0500030517578
2020-07-23,163.5
2020-07-24,165.60000610351562
2020-07-27,165.75
2020-07-28,164.39999389648438
2020-07-29,162.0
2020-07-30,159.14999389648438
2020-07-31,156.4499969482422
2020-08-03,156.75
2020-08-04,156.0
2020-08-05,158.85000610351562
2020-08-06,160.5
2020-08-07,160.5
2020-08-10,159.60000610351562
2020-08-11,161.25
2020-08-12,160.5
2020-08-13,160.64999389648438
2020-08-14,159.14999389648438
2020-08-17,158.10000610351562
2020-08-18,155.6999969482422
2020-08-19,155.25
2020-08-20,158.25
2020-08-21,157.64999389648438
2020-08-24,171.0
2020-08-25,170.85000610351562
2020-08-26,166.9499969482422
2020-08-27,164.25
2020-08-28,166.8000030517578
2020-08-31,165.14999389648438
2020-09-01,172.5
2020-09-02,179.10000610351562
2020-09-03,171.0
2020-09-04,178.5
2020-09-08,178.1999969482422
2020-09-09,184.0500030517578
2020-09-10,187.0500030517578
2020-09-11,188.6999969482422
2020-09-14,196.5
2020-09-15,202.0500030517578
2020-09-16,190.0500030517578
2020-09-17,187.5
2020-09-18,181.8000030517578
2020-09-21,183.0
2020-09-22,178.0500030517578
2020-09-23,175.5
2020-09-24,171.0
2020-09-25,170.85000610351562
2020-09-28,175.1999969482422
2020-09-29,178.5
2020-09-30,171.3000030517578
2020-10-01,162.75
2020-10-02,163.1999969482422
2020-10-05,161.6999969482422
2020-10-06,158.25
2020-10-07,158.10000610351562
2020-10-08,157.5
2020-10-09,158.25
2020-10-12,159.4499969482422
2020-10-13,158.5500030517578
2020-10-14,159.0
2020-10-15,157.64999389648438
2020-10-16,158.5500030517578
2020-10-19,156.0
2020-10-20,154.9499969482422
2020-10-21,154.5
2020-10-22,153.14999389648438
2020-10-23,153.14999389648438
2020-10-26,152.10000610351562
2020-10-27,151.9499969482422
2020-10-28,151.1999969482422
2020-10-29,151.35000610351562
2020-10-30,153.0
2020-11-02,152.25
2020-11-03,152.6999969482422
2020-11-04,153.0
2020-11-05,153.60000610351562
2020-11-06,154.1999969482422
2020-11-09,152.39999389648438
2020-11-10,152.85000610351562
2020-11-11,152.5500030517578
2020-11-12,152.10000610351562
2020-11-13,152.39999389648438
2020-11-16,152.85000610351562
2020-11-17,153.0
2020-11-18,153.0
2020-11-19,159.0
2020-11-20,191.25
2020-11-23,193.5
2020-11-24,204.0
2020-11-25,203.85000610351562
2020-11-27,230.85000610351562
2020-11-30,276.0
2020-12-01,255.0
2020-12-02,270.0
2020-12-03,344.70001220703125
2020-12-04,471.0
2020-12-07,613.2000122070312
2020-12-08,627.0
2020-12-09,553.7999877929688
2020-12-10,512.5499877929688
2020-12-11,421.79998779296875
2020-12-14,416.3999938964844
2020-12-15,343.04998779296875
2020-12-16,370.5
2020-12-17,376.79998779296875
2020-12-18,414.29998779296875
2020-12-21,527.25
2020-12-22,560.5499877929688
2020-12-23,528.2999877929688
2020-12-24,495.8999938964844
2020-12-28,465.75
2020-12-29,485.3999938964844
2020-12-30,542.0999755859375
2020-12-31,510.0
2021-01-04,470.1000061035156
2021-01-05,450.75
2021-01-06,460.04998779296875
2021-01-07,481.95001220703125
2021-01-08,494.8500061035156
2021-01-11,471.8999938964844
2021-01-12,472.04998779296875
2021-01-13,499.79998779296875
2021-01-14,485.54998779296875
2021-01-15,458.1000061035156
2021-01-19,447.75
2021-01-20,485.54998779296875
2021-01-21,492.75
2021-01-22,510.0
2021-01-25,561.75
2021-01-26,544.7999877929688
2021-01-27,528.5999755859375
2021-01-28,510.1499938964844
2021-01-29,490.5
2021-02-01,499.79998779296875
2021-02-02,489.45001220703125
2021-02-03,483.0
2021-02-04,492.8999938964844
2021-02-05,500.25
2021-02-08,491.25
2021-02-09,506.25
2021-02-10,505.79998779296875
2021-02-11,539.0999755859375
2021-02-12,565.9500122070312
2021-02-16,532.9500122070312
2021-02-17,510.75
2021-02-18,492.6000061035156
2021-02-19,505.3500061035156
2021-02-22,467.8500061035156
2021-02-23,438.0
2021-02-24,442.04998779296875
2021-02-25,422.25
2021-02-26,406.95001220703125
2021-03-01,434.54998779296875
2021-03-02,417.0
2021-03-03,378.45001220703125
2021-03-04,351.8999938964844
2021-03-05,343.95001220703125
2021-03-08,326.17498779296875
2021-03-09,345.45001220703125
2021-03-10,375.45001220703125
2021-03-11,394.3500061035156
2021-03-12,411.8999938964844
2021-03-15,436.79998779296875
2021-03-16,418.6499938964844
2021-03-17,411.8999938964844
2021-03-18,394.5
2021-03-19,459.8999938964844
2021-03-22,451.3500061035156
2021-03-23,424.95001220703125
2021-03-24,382.79998779296875
2021-03-25,390.1499938964844
2021-03-26,370.5
2021-03-29,351.75
2021-03-30,354.29998779296875
2021-03-31,364.6499938964844
2021-04-01,366.45001220703125
2021-04-05,376.3500061035156
2021-04-06,375.0
2021-04-07,337.95001220703125
2021-04-08,330.8999938964844
2021-04-09,324.29998779296875
2021-04-12,306.29998779296875
2021-04-13,300.6000061035156
2021-04-14,288.1499938964844
2021-04-15,270.8999938964844
2021-04-16,265.04998779296875
2021-04-19,252.60000610351562
2021-04-20,246.4499969482422
2021-04-21,283.95001220703125
2021-04-22,281.8500061035156
2021-04-23,332.70001220703125
2021-04-26,382.6499938964844
2021-04-27,357.75
2021-04-28,366.45001220703125
2021-04-29,368.8500061035156
2021-04-30,341.25
2021-05-03,329.54998779296875
2021-05-04,327.75
2021-05-05,315.8999938964844
2021-05-06,294.29998779296875
2021-05-07,312.6000061035156
2021-05-10,297.8999938964844
2021-05-11,315.29998779296875
2021-05-12,298.6499938964844
2021-05-13,282.29998779296875
2021-05-14,317.25
2021-05-17,331.79998779296875
2021-05-18,330.6000061035156
2021-05-19,315.1499938964844
2021-05-20,347.3999938964844
2021-05-21,321.1499938964844
2021-05-24,318.0
2021-05-25,306.45001220703125
2021-05-26,315.6000061035156
2021-05-27,316.6499938964844
2021-05-28,307.6499938964844
2021-06-01,307.5
2021-06-02,352.95001220703125
2021-06-03,369.1499938964844
2021-06-04,359.25
2021-06-07,370.95001220703125
2021-06-08,378.75
