Date,ALKS
2010-01-04,9.710000038146973
2010-01-05,9.6899995803833
2010-01-06,10.109999656677246
2010-01-07,10.130000114440918
2010-01-08,10.010000228881836
2010-01-11,10.3100004196167
2010-01-12,10.300000190734863
2010-01-13,10.850000381469727
2010-01-14,11.0600004196167
2010-01-15,10.800000190734863
2010-01-19,11.09000015258789
2010-01-20,11.449999809265137
2010-01-21,11.229999542236328
2010-01-22,10.869999885559082
2010-01-25,10.779999732971191
2010-01-26,11.5600004196167
2010-01-27,11.5
2010-01-28,11.130000114440918
2010-01-29,10.9399995803833
2010-02-01,11.039999961853027
2010-02-02,11.25
2010-02-03,11.09000015258789
2010-02-04,10.520000457763672
2010-02-05,11.180000305175781
2010-02-08,11.369999885559082
2010-02-09,11.430000305175781
2010-02-10,11.670000076293945
2010-02-11,11.6899995803833
2010-02-12,11.850000381469727
2010-02-16,11.920000076293945
2010-02-17,12.0
2010-02-18,11.800000190734863
2010-02-19,11.699999809265137
2010-02-22,11.470000267028809
2010-02-23,11.199999809265137
2010-02-24,11.180000305175781
2010-02-25,11.100000381469727
2010-02-26,11.460000038146973
2010-03-01,11.569999694824219
2010-03-02,11.84000015258789
2010-03-03,11.9399995803833
2010-03-04,11.890000343322754
2010-03-05,12.199999809265137
2010-03-08,12.449999809265137
2010-03-09,12.920000076293945
2010-03-10,12.5600004196167
2010-03-11,12.640000343322754
2010-03-12,12.210000038146973
2010-03-15,14.010000228881836
2010-03-16,13.619999885559082
2010-03-17,13.329999923706055
2010-03-18,13.3100004196167
2010-03-19,12.9399995803833
2010-03-22,13.140000343322754
2010-03-23,13.170000076293945
2010-03-24,13.0
2010-03-25,13.149999618530273
2010-03-26,12.9399995803833
2010-03-29,12.920000076293945
2010-03-30,13.09000015258789
2010-03-31,12.970000267028809
2010-04-01,13.270000457763672
2010-04-05,13.260000228881836
2010-04-06,13.15999984741211
2010-04-07,13.100000381469727
2010-04-08,13.489999771118164
2010-04-09,13.399999618530273
2010-04-12,13.34000015258789
2010-04-13,13.390000343322754
2010-04-14,13.75
2010-04-15,13.569999694824219
2010-04-16,13.479999542236328
2010-04-19,12.960000038146973
2010-04-20,13.229999542236328
2010-04-21,13.260000228881836
2010-04-22,13.399999618530273
2010-04-23,13.350000381469727
2010-04-26,13.15999984741211
2010-04-27,13.09000015258789
2010-04-28,13.210000038146973
2010-04-29,13.369999885559082
2010-04-30,13.109999656677246
2010-05-03,13.359999656677246
2010-05-04,12.779999732971191
2010-05-05,12.65999984741211
2010-05-06,12.0
2010-05-07,11.600000381469727
2010-05-10,11.979999542236328
2010-05-11,11.979999542236328
2010-05-12,12.649999618530273
2010-05-13,12.609999656677246
2010-05-14,11.600000381469727
2010-05-17,11.739999771118164
2010-05-18,11.40999984741211
2010-05-19,11.399999618530273
2010-05-20,10.699999809265137
2010-05-21,10.789999961853027
2010-05-24,10.779999732971191
2010-05-25,11.020000457763672
2010-05-26,11.260000228881836
2010-05-27,11.479999542236328
2010-05-28,11.359999656677246
2010-06-01,11.460000038146973
2010-06-02,11.9399995803833
2010-06-03,12.109999656677246
2010-06-04,11.5600004196167
2010-06-07,11.020000457763672
2010-06-08,10.880000114440918
2010-06-09,10.899999618530273
2010-06-10,11.260000228881836
2010-06-11,11.670000076293945
2010-06-14,11.619999885559082
2010-06-15,11.609999656677246
2010-06-16,11.569999694824219
2010-06-17,11.5600004196167
2010-06-18,12.649999618530273
2010-06-21,12.720000267028809
2010-06-22,12.319999694824219
2010-06-23,12.460000038146973
2010-06-24,12.220000267028809
2010-06-25,13.09000015258789
2010-06-28,12.949999809265137
2010-06-29,12.5600004196167
2010-06-30,12.449999809265137
2010-07-01,12.180000305175781
2010-07-02,12.319999694824219
2010-07-06,12.09000015258789
2010-07-07,12.380000114440918
2010-07-08,12.539999961853027
2010-07-09,12.619999885559082
2010-07-12,12.300000190734863
2010-07-13,13.0
2010-07-14,13.170000076293945
2010-07-15,13.4399995803833
2010-07-16,12.75
2010-07-19,12.930000305175781
2010-07-20,12.649999618530273
2010-07-21,12.289999961853027
2010-07-22,12.850000381469727
2010-07-23,13.199999809265137
2010-07-26,13.579999923706055
2010-07-27,13.380000114440918
2010-07-28,13.0600004196167
2010-07-29,12.6899995803833
2010-07-30,12.899999618530273
2010-08-02,13.149999618530273
2010-08-03,13.039999961853027
2010-08-04,13.130000114440918
2010-08-05,13.010000228881836
2010-08-06,14.180000305175781
2010-08-09,14.460000038146973
2010-08-10,14.25
2010-08-11,13.670000076293945
2010-08-12,13.59000015258789
2010-08-13,13.550000190734863
2010-08-16,13.640000343322754
2010-08-17,13.890000343322754
2010-08-18,13.9399995803833
2010-08-19,13.510000228881836
2010-08-20,13.729999542236328
2010-08-23,13.3100004196167
2010-08-24,13.270000457763672
2010-08-25,13.489999771118164
2010-08-26,13.350000381469727
2010-08-27,13.710000038146973
2010-08-30,13.460000038146973
2010-08-31,13.270000457763672
2010-09-01,13.729999542236328
2010-09-02,13.930000305175781
2010-09-03,14.239999771118164
2010-09-07,13.9399995803833
2010-09-08,13.850000381469727
2010-09-09,13.720000267028809
2010-09-10,13.979999542236328
2010-09-13,14.300000190734863
2010-09-14,14.100000381469727
2010-09-15,14.220000267028809
2010-09-16,14.220000267028809
2010-09-17,14.869999885559082
2010-09-20,14.800000190734863
2010-09-21,14.649999618530273
2010-09-22,14.069999694824219
2010-09-23,14.279999732971191
2010-09-24,14.619999885559082
2010-09-27,14.430000305175781
2010-09-28,14.619999885559082
2010-09-29,14.579999923706055
2010-09-30,14.649999618530273
2010-10-01,14.789999961853027
2010-10-04,14.680000305175781
2010-10-05,14.920000076293945
2010-10-06,15.050000190734863
2010-10-07,15.619999885559082
2010-10-08,15.920000076293945
2010-10-11,15.880000114440918
2010-10-12,15.680000305175781
2010-10-13,15.550000190734863
2010-10-14,14.960000038146973
2010-10-15,14.800000190734863
2010-10-18,14.989999771118164
2010-10-19,14.5
2010-10-20,10.5
2010-10-21,11.100000381469727
2010-10-22,11.069999694824219
2010-10-25,10.8100004196167
2010-10-26,10.880000114440918
2010-10-27,11.479999542236328
2010-10-28,11.489999771118164
2010-10-29,11.569999694824219
2010-11-01,11.399999618530273
2010-11-02,11.75
2010-11-03,11.890000343322754
2010-11-04,11.930000305175781
2010-11-05,12.100000381469727
2010-11-08,11.90999984741211
2010-11-09,11.680000305175781
2010-11-10,11.579999923706055
2010-11-11,11.359999656677246
2010-11-12,11.130000114440918
2010-11-15,11.109999656677246
2010-11-16,10.739999771118164
2010-11-17,10.680000305175781
2010-11-18,10.880000114440918
2010-11-19,10.819999694824219
2010-11-22,10.770000457763672
2010-11-23,10.649999618530273
2010-11-24,10.930000305175781
2010-11-26,10.859999656677246
2010-11-29,10.65999984741211
2010-11-30,10.479999542236328
2010-12-01,10.609999656677246
2010-12-02,10.539999961853027
2010-12-03,10.609999656677246
2010-12-06,10.859999656677246
2010-12-07,11.260000228881836
2010-12-08,11.210000038146973
2010-12-09,11.109999656677246
2010-12-10,11.270000457763672
2010-12-13,11.149999618530273
2010-12-14,11.279999732971191
2010-12-15,11.520000457763672
2010-12-16,11.770000457763672
2010-12-17,12.010000228881836
2010-12-20,12.3100004196167
2010-12-21,12.569999694824219
2010-12-22,12.329999923706055
2010-12-23,12.420000076293945
2010-12-27,12.430000305175781
2010-12-28,12.529999732971191
2010-12-29,12.350000381469727
2010-12-30,12.300000190734863
2010-12-31,12.279999732971191
2011-01-03,12.550000190734863
2011-01-04,12.220000267028809
2011-01-05,12.489999771118164
2011-01-06,12.460000038146973
2011-01-07,12.609999656677246
2011-01-10,12.520000457763672
2011-01-11,12.770000457763672
2011-01-12,12.609999656677246
2011-01-13,12.619999885559082
2011-01-14,12.770000457763672
2011-01-18,13.350000381469727
2011-01-19,12.789999961853027
2011-01-20,12.770000457763672
2011-01-21,12.550000190734863
2011-01-24,12.65999984741211
2011-01-25,12.970000267028809
2011-01-26,13.020000457763672
2011-01-27,13.300000190734863
2011-01-28,12.789999961853027
2011-01-31,12.90999984741211
2011-02-01,13.079999923706055
2011-02-02,12.960000038146973
2011-02-03,12.779999732971191
2011-02-04,14.029999732971191
2011-02-07,14.069999694824219
2011-02-08,13.890000343322754
2011-02-09,13.630000114440918
2011-02-10,13.619999885559082
2011-02-11,13.609999656677246
2011-02-14,14.0
2011-02-15,14.210000038146973
2011-02-16,14.390000343322754
2011-02-17,14.630000114440918
2011-02-18,14.619999885559082
2011-02-22,14.09000015258789
2011-02-23,13.989999771118164
2011-02-24,14.010000228881836
2011-02-25,14.100000381469727
2011-02-28,14.329999923706055
2011-03-01,13.9399995803833
2011-03-02,14.100000381469727
2011-03-03,12.5600004196167
2011-03-04,12.579999923706055
2011-03-07,12.390000343322754
2011-03-08,12.4399995803833
2011-03-09,12.460000038146973
2011-03-10,12.300000190734863
2011-03-11,12.399999618530273
2011-03-14,12.319999694824219
2011-03-15,12.34000015258789
2011-03-16,12.270000457763672
2011-03-17,12.4399995803833
2011-03-18,12.479999542236328
2011-03-21,12.369999885559082
2011-03-22,12.369999885559082
2011-03-23,12.210000038146973
2011-03-24,12.399999618530273
2011-03-25,12.140000343322754
2011-03-28,12.199999809265137
2011-03-29,12.550000190734863
2011-03-30,12.770000457763672
2011-03-31,12.949999809265137
2011-04-01,13.0600004196167
2011-04-04,13.289999961853027
2011-04-05,13.329999923706055
2011-04-06,13.239999771118164
2011-04-07,13.229999542236328
2011-04-08,13.069999694824219
2011-04-11,13.460000038146973
2011-04-12,13.90999984741211
2011-04-13,13.569999694824219
2011-04-14,13.40999984741211
2011-04-15,14.0
2011-04-18,13.899999618530273
2011-04-19,13.789999961853027
2011-04-20,13.710000038146973
2011-04-21,13.899999618530273
2011-04-25,13.880000114440918
2011-04-26,13.899999618530273
2011-04-27,13.970000267028809
2011-04-28,14.4399995803833
2011-04-29,14.420000076293945
2011-05-02,14.569999694824219
2011-05-03,14.460000038146973
2011-05-04,13.819999694824219
2011-05-05,14.109999656677246
2011-05-06,14.470000267028809
2011-05-09,15.1899995803833
2011-05-10,15.979999542236328
2011-05-11,16.389999389648438
2011-05-12,17.020000457763672
2011-05-13,17.760000228881836
2011-05-16,18.030000686645508
2011-05-17,18.09000015258789
2011-05-18,17.950000762939453
2011-05-19,18.1299991607666
2011-05-20,18.110000610351562
2011-05-23,18.010000228881836
2011-05-24,17.81999969482422
2011-05-25,17.90999984741211
2011-05-26,17.979999542236328
2011-05-27,18.15999984741211
2011-05-31,18.31999969482422
2011-06-01,17.8700008392334
2011-06-02,18.079999923706055
2011-06-03,17.670000076293945
2011-06-06,17.829999923706055
2011-06-07,18.09000015258789
2011-06-08,17.8799991607666
2011-06-09,17.90999984741211
2011-06-10,17.239999771118164
2011-06-13,17.049999237060547
2011-06-14,17.010000228881836
2011-06-15,16.670000076293945
2011-06-16,16.690000534057617
2011-06-17,16.610000610351562
2011-06-20,17.040000915527344
2011-06-21,17.489999771118164
2011-06-22,17.420000076293945
2011-06-23,17.56999969482422
2011-06-24,17.309999465942383
2011-06-27,17.770000457763672
2011-06-28,17.969999313354492
2011-06-29,17.920000076293945
2011-06-30,18.600000381469727
2011-07-01,19.040000915527344
2011-07-05,18.8799991607666
2011-07-06,18.700000762939453
2011-07-07,19.229999542236328
2011-07-08,19.520000457763672
2011-07-11,18.959999084472656
2011-07-12,19.219999313354492
2011-07-13,19.239999771118164
2011-07-14,19.09000015258789
2011-07-15,19.270000457763672
2011-07-18,18.920000076293945
2011-07-19,18.969999313354492
2011-07-20,18.559999465942383
2011-07-21,18.850000381469727
2011-07-22,18.56999969482422
2011-07-25,18.15999984741211
2011-07-26,18.06999969482422
2011-07-27,17.549999237060547
2011-07-28,17.3700008392334
2011-07-29,17.239999771118164
2011-08-01,16.920000076293945
2011-08-02,16.43000030517578
2011-08-03,16.0
2011-08-04,14.819999694824219
2011-08-05,15.579999923706055
2011-08-08,14.119999885559082
2011-08-09,14.739999771118164
2011-08-10,13.90999984741211
2011-08-11,14.390000343322754
2011-08-12,14.670000076293945
2011-08-15,14.850000381469727
2011-08-16,14.579999923706055
2011-08-17,14.869999885559082
