Date,XOM
2010-01-04,38.21314239501953
2010-01-05,38.36234664916992
2010-01-06,38.69390106201172
2010-01-07,38.572330474853516
2010-01-08,38.4176025390625
2010-01-11,38.84864044189453
2010-01-12,38.65521240234375
2010-01-13,38.50048828125
2010-01-14,38.50603103637695
2010-01-15,38.19102478027344
2010-01-19,38.27942657470703
2010-01-20,37.59421157836914
2010-01-21,36.85923385620117
2010-01-22,36.527679443359375
2010-01-25,36.38951873779297
2010-01-26,36.42818832397461
2010-01-27,36.218204498291016
2010-01-28,35.89769744873047
2010-01-29,35.604801177978516
2010-02-01,36.571876525878906
2010-02-02,37.00292205810547
2010-02-03,36.8039665222168
2010-02-04,35.765071868896484
2010-02-05,35.80927658081055
2010-02-08,35.792579650878906
2010-02-09,36.26536178588867
2010-02-10,36.070701599121094
2010-02-11,36.287601470947266
2010-02-12,36.04288101196289
2010-02-16,36.86606979370117
2010-02-17,36.57685470581055
2010-02-18,36.6880989074707
2010-02-19,36.638038635253906
2010-02-22,36.376609802246094
2010-02-23,36.120765686035156
2010-02-24,36.46003723144531
2010-02-25,36.231998443603516
2010-02-26,36.15412521362305
2010-03-01,36.376609802246094
2010-03-02,36.42667770385742
2010-03-03,36.393306732177734
2010-03-04,36.376609802246094
2010-03-05,36.97175979614258
2010-03-08,36.977333068847656
2010-03-09,37.14418411254883
2010-03-10,37.388919830322266
2010-03-11,37.388919830322266
2010-03-12,37.155330657958984
2010-03-15,36.877201080322266
2010-03-16,37.02739334106445
2010-03-17,37.466793060302734
2010-03-18,37.48347854614258
2010-03-19,37.2888069152832
2010-03-22,37.2498664855957
2010-03-23,37.23875045776367
2010-03-24,36.98845291137695
2010-03-25,36.877201080322266
2010-03-26,37.01070785522461
2010-03-29,37.433433532714844
2010-03-30,37.29438781738281
2010-03-31,37.25545120239258
2010-04-01,37.605865478515625
2010-04-05,37.92845916748047
2010-04-06,37.76716232299805
2010-04-07,37.455665588378906
2010-04-08,37.744911193847656
2010-04-09,38.245506286621094
2010-04-12,38.21769714355469
2010-04-13,38.18987274169922
2010-04-14,38.16206359863281
2010-04-15,37.96739196777344
2010-04-16,37.78384780883789
2010-04-19,37.95070266723633
2010-04-20,38.362300872802734
2010-04-21,38.33449935913086
2010-04-22,38.13425064086914
2010-04-23,38.51248550415039
2010-04-26,38.54030227661133
2010-04-27,37.97294998168945
2010-04-28,38.48468780517578
2010-04-29,38.18987274169922
2010-04-30,37.694847106933594
2010-05-03,37.733760833740234
2010-05-04,36.97175979614258
2010-05-05,36.80488967895508
2010-05-06,35.536720275878906
2010-05-07,35.431053161621094
2010-05-10,36.28205108642578
2010-05-11,36.09725570678711
2010-05-12,36.34926986694336
2010-05-13,36.25405502319336
2010-05-14,35.61566162109375
2010-05-17,35.430870056152344
2010-05-18,35.16206359863281
2010-05-19,34.9716682434082
2010-05-20,33.78448486328125
2010-05-21,34.09247589111328
2010-05-24,33.706077575683594
2010-05-25,33.43727493286133
2010-05-26,33.213287353515625
2010-05-27,34.41726303100586
2010-05-28,33.85728454589844
2010-06-01,33.17969512939453
2010-06-02,34.0308723449707
2010-06-03,34.47328567504883
2010-06-04,33.336490631103516
2010-06-07,33.20768737792969
2010-06-08,34.29407501220703
2010-06-09,33.61648178100586
2010-06-10,34.658077239990234
2010-06-11,34.64126968383789
2010-06-14,34.36686706542969
2010-06-15,35.00526428222656
2010-06-16,35.00526428222656
2010-06-17,35.05567169189453
2010-06-18,35.33565139770508
2010-06-21,35.35246276855469
2010-06-22,34.686065673828125
2010-06-23,34.21567916870117
2010-06-24,33.638877868652344
2010-06-25,33.09567642211914
2010-06-28,32.742889404296875
2010-06-29,32.082088470458984
2010-06-30,31.958900451660156
2010-07-01,31.701295852661133
2010-07-02,31.678895950317383
2010-07-06,32.17729949951172
2010-07-07,32.72049331665039
2010-07-08,32.93329620361328
2010-07-09,32.91646957397461
2010-07-12,33.00608444213867
2010-07-13,33.27488327026367
2010-07-14,33.1852912902832
2010-07-15,33.19089889526367
2010-07-16,32.45729064941406
2010-07-19,32.72049331665039
2010-07-20,33.011688232421875
2010-07-21,32.574886322021484
2010-07-22,33.252479553222656
2010-07-23,33.4428825378418
2010-07-26,33.818077087402344
2010-07-27,34.05327606201172
2010-07-28,34.109275817871094
2010-07-29,33.790077209472656
2010-07-30,33.42047882080078
2010-08-02,34.686065673828125
2010-08-03,35.12285614013672
2010-08-04,35.12285614013672
2010-08-05,35.11727523803711
2010-08-06,34.70287322998047
2010-08-09,34.9716682434082
2010-08-10,34.680484771728516
2010-08-11,34.06005859375
2010-08-12,33.96982192993164
2010-08-13,33.78935241699219
2010-08-16,33.772430419921875
2010-08-17,34.30259323120117
2010-08-18,33.924713134765625
2010-08-19,33.43967056274414
2010-08-20,33.21406555175781
2010-08-23,33.5581169128418
2010-08-24,33.24226760864258
2010-08-25,33.22534942626953
2010-08-26,32.982810974121094
2010-08-27,33.72731018066406
2010-08-30,33.27610397338867
2010-08-31,33.3381462097168
2010-09-01,34.35334777832031
2010-09-02,34.437950134277344
2010-09-03,34.5845832824707
2010-09-07,34.15030288696289
2010-09-08,34.26310729980469
2010-09-09,34.43231964111328
2010-09-10,34.516902923583984
2010-09-13,34.404117584228516
2010-09-14,34.40973663330078
2010-09-15,34.404117584228516
2010-09-16,34.3871955871582
2010-09-17,34.280033111572266
2010-09-20,34.71430969238281
2010-09-21,34.70867156982422
2010-09-22,34.65791702270508
2010-09-23,34.488704681396484
2010-09-24,34.827110290527344
2010-09-27,34.80454635620117
2010-09-28,35.00196075439453
2010-09-29,34.736873626708984
2010-09-30,34.849666595458984
