Date,CXW
2010-01-04,11.85084056854248
2010-01-05,11.80814266204834
2010-01-06,11.713260650634766
2010-01-07,11.846095085144043
2010-01-08,11.831865310668945
2010-01-11,11.64210319519043
2010-01-12,11.328988075256348
2010-01-13,11.025362014770508
2010-01-14,11.186664581298828
2010-01-15,11.044340133666992
2010-01-19,10.973177909851074
2010-01-20,10.745458602905273
2010-01-21,9.701750755310059
2010-01-22,9.640076637268066
2010-01-25,9.592634201049805
2010-01-26,9.312732696533203
2010-01-27,9.198871612548828
2010-01-28,9.023338317871094
2010-01-29,8.87627124786377
2010-02-01,9.013853073120117
2010-02-02,8.890504837036133
2010-02-03,8.862041473388672
2010-02-04,8.539437294006348
2010-02-05,8.515715599060059
2010-02-08,8.473017692565918
2010-02-09,8.458786010742188
2010-02-10,8.752924919128418
2010-02-11,9.122965812683105
2010-02-12,9.284266471862793
2010-02-16,9.488263130187988
2010-02-17,9.507240295410156
2010-02-18,9.79663372039795
2010-02-19,9.777655601501465
2010-02-22,9.910490989685059
2010-02-23,9.834586143493652
2010-02-24,9.891514778137207
2010-02-25,10.06230354309082
2010-02-26,10.15244197845459
2010-03-01,10.138212203979492
2010-03-02,9.734957695007324
2010-03-03,9.782401084899902
2010-03-04,9.834586143493652
2010-03-05,10.052817344665527
2010-03-08,9.991142272949219
2010-03-09,9.986396789550781
2010-03-10,9.995887756347656
2010-03-11,9.95793342590332
2010-03-12,9.82509994506836
2010-03-15,9.844076156616211
2010-03-16,9.962677955627441
2010-03-17,9.806120872497559
2010-03-18,9.668542861938477
2010-03-19,9.407615661621094
2010-03-22,9.32221794128418
2010-03-23,9.203617095947266
2010-03-24,9.251054763793945
2010-03-25,9.317476272583008
2010-03-26,9.303243637084961
2010-03-29,9.40286922454834
2010-03-30,9.426591873168945
2010-03-31,9.421845436096191
2010-04-01,9.393380165100098
2010-04-05,9.40286922454834
2010-04-06,9.331708908081055
2010-04-07,9.27477741241455
2010-04-08,9.298498153686523
2010-04-09,9.326966285705566
2010-04-12,9.35068416595459
2010-04-13,9.734957695007324
2010-04-14,9.791889190673828
2010-04-15,9.867794036865234
2010-04-16,9.924722671508789
2010-04-19,10.071791648864746
2010-04-20,10.109747886657715
2010-04-21,10.119233131408691
2010-04-22,10.100255966186523
2010-04-23,10.176162719726562
2010-04-26,10.223607063293457
2010-04-27,9.6922607421875
2010-04-28,9.943702697753906
2010-04-29,10.000630378723145
2010-04-30,9.829842567443848
2010-05-03,10.03384017944336
2010-05-04,9.844076156616211
2010-05-05,9.772913932800293
2010-05-06,9.602124214172363
2010-05-07,9.184640884399414
2010-05-10,9.507240295410156
2010-05-11,9.659053802490234
2010-05-12,9.777655601501465
2010-05-13,9.848819732666016
2010-05-14,9.673287391662598
2010-05-17,9.678030014038086
2010-05-18,9.668542861938477
2010-05-19,9.625843048095703
2010-05-20,9.393380165100098
2010-05-21,9.445568084716797
2010-05-24,9.32221794128418
2010-05-25,9.298498153686523
2010-05-26,9.360172271728516
2010-05-27,9.540450096130371
2010-05-28,9.440821647644043
2010-06-01,9.379151344299316
2010-06-02,9.668542861938477
2010-06-03,9.844076156616211
2010-06-04,9.450311660766602
2010-06-07,9.255803108215332
2010-06-08,9.289011001586914
2010-06-09,9.345943450927734
2010-06-10,9.545193672180176
2010-06-11,9.649564743041992
2010-06-14,9.711237907409668
2010-06-15,10.0575590133667
2010-06-16,10.010119438171387
2010-06-17,10.081281661987305
2010-06-18,10.024351119995117
2010-06-21,10.029092788696289
2010-06-22,9.877281188964844
2010-06-23,9.934212684631348
2010-06-24,9.673287391662598
2010-06-25,9.493009567260742
2010-06-28,9.360172271728516
2010-06-29,9.122965812683105
2010-06-30,9.051801681518555
2010-07-01,8.98064136505127
2010-07-02,8.87627124786377
2010-07-06,8.691250801086426
2010-07-07,8.843060493469238
2010-07-08,8.843060493469238
2010-07-09,8.942689895629883
2010-07-12,8.93320083618164
2010-07-13,9.170408248901367
2010-07-14,9.122965812683105
2010-07-15,9.118221282958984
2010-07-16,8.824084281921387
2010-07-19,8.93320083618164
2010-07-20,9.108734130859375
2010-07-21,9.15617561340332
2010-07-22,9.260544776916504
2010-07-23,9.312732696533203
2010-07-26,9.265291213989258
2010-07-27,9.341196060180664
2010-07-28,9.22259521484375
2010-07-29,9.241569519042969
2010-07-30,9.284266471862793
2010-08-02,9.592634201049805
2010-08-03,9.412359237670898
2010-08-04,9.659053802490234
2010-08-05,10.038582801818848
2010-08-06,9.905746459960938
2010-08-09,10.161930084228516
2010-08-10,10.114490509033203
2010-08-11,9.962677955627441
2010-08-12,10.142953872680664
2010-08-13,9.967424392700195
2010-08-16,10.014862060546875
2010-08-17,10.114490509033203
2010-08-18,10.109747886657715
2010-08-19,9.967424392700195
2010-08-20,9.995887756347656
2010-08-23,9.967424392700195
2010-08-24,9.815608978271484
2010-08-25,9.844076156616211
2010-08-26,9.934212684631348
2010-08-27,10.29951000213623
2010-08-30,10.35169792175293
2010-08-31,10.584158897399902
2010-09-01,10.769184112548828
2010-09-02,10.816619873046875
2010-09-03,10.906761169433594
2010-09-07,10.750205039978027
2010-09-08,10.887784957885742
2010-09-09,10.977923393249512
2010-09-10,10.99690055847168
2010-09-13,10.968433380126953
2010-09-14,11.011131286621094
2010-09-15,10.674297332763672
2010-09-16,10.698020935058594
2010-09-17,10.797646522521973
2010-09-20,10.878294944763184
2010-09-21,10.77392292022705
2010-09-22,10.759693145751953
2010-09-23,10.584158897399902
2010-09-24,10.916248321533203
2010-09-27,10.707508087158203
2010-09-28,11.499776840209961
2010-09-29,11.461823463439941
2010-09-30,11.708517074584961
2010-10-01,11.798660278320312
2010-10-04,11.70377254486084
2010-10-05,11.836609840393066
2010-10-06,11.903026580810547
2010-10-07,12.002655029296875
2010-10-08,12.254095077514648
2010-10-11,12.11176872253418
2010-10-12,12.026376724243164
2010-10-13,12.14023494720459
2010-10-14,12.007399559020996
2010-10-15,12.116512298583984
2010-10-18,12.292047500610352
2010-10-19,12.149724960327148
2010-10-20,12.339488983154297
2010-10-21,12.3252534866333
2010-10-22,12.420140266418457
2010-10-25,12.45809268951416
2010-10-26,12.424884796142578
2010-10-27,12.244604110717773
2010-10-28,12.239861488342285
2010-10-29,12.17818546295166
2010-11-01,12.34897518157959
2010-11-02,12.671576499938965
2010-11-03,12.51976490020752
2010-11-04,12.467578887939453
2010-11-05,12.453348159790039
2010-11-08,12.3252534866333
2010-11-09,11.8887939453125
2010-11-10,12.021632194519043
2010-11-11,11.978931427001953
2010-11-12,11.784422874450684
2010-11-15,11.812888145446777
2010-11-16,11.48080062866211
2010-11-17,11.48080062866211
2010-11-18,11.532984733581543
2010-11-19,11.447593688964844
2010-11-22,11.637357711791992
2010-11-23,11.442846298217773
2010-11-24,11.727493286132812
2010-11-26,11.71800708770752
2010-11-29,11.537732124328613
2010-11-30,11.457077026367188
2010-12-01,11.651589393615723
2010-12-02,11.926749229431152
2010-12-03,12.12600326538086
2010-12-06,12.225626945495605
2010-12-07,11.936237335205078
2010-12-08,11.80814266204834
2010-12-09,11.798660278320312
2010-12-10,11.855585098266602
2010-12-13,11.694284439086914
2010-12-14,11.898283004760742
2010-12-15,11.869815826416016
2010-12-16,11.978931427001953
2010-12-17,12.002655029296875
2010-12-20,11.964704513549805
2010-12-21,11.879307746887207
2010-12-22,11.855585098266602
2010-12-23,11.836609840393066
2010-12-27,11.860330581665039
2010-12-28,11.827118873596191
2010-12-29,11.922004699707031
2010-12-30,11.931489944458008
2010-12-31,11.8887939453125
2011-01-03,11.893537521362305
2011-01-04,11.684796333312988
2011-01-05,11.613636016845703
2011-01-06,11.476056098937988
2011-01-07,11.466567039489746
2011-01-10,11.656330108642578
2011-01-11,11.71800708770752
2011-01-12,11.860330581665039
2011-01-13,11.841351509094238
2011-01-14,11.75595760345459
2011-01-18,11.907772064208984
2011-01-19,11.684796333312988
2011-01-20,11.817634582519531
2011-01-21,11.836609840393066
2011-01-24,11.812888145446777
2011-01-25,11.884049415588379
2011-01-26,11.893537521362305
2011-01-27,11.860330581665039
2011-01-28,11.566192626953125
2011-01-31,11.770190238952637
2011-02-01,11.836609840393066
2011-02-02,11.822375297546387
2011-02-03,11.8887939453125
2011-02-04,11.860330581665039
2011-02-07,12.059584617614746
2011-02-08,12.03586196899414
2011-02-09,11.884049415588379
2011-02-10,12.130746841430664
2011-02-11,12.18293285369873
2011-02-14,12.045348167419434
2011-02-15,11.86507511138916
2011-02-16,11.803399085998535
2011-02-17,11.770190238952637
2011-02-18,11.836609840393066
2011-02-22,11.699028968811035
2011-02-23,11.585168838500977
2011-02-24,11.428613662719727
2011-02-25,11.637357711791992
2011-02-28,11.784422874450684
2011-03-01,11.656330108642578
2011-03-02,11.627867698669434
2011-03-03,11.741726875305176
2011-03-04,11.6800537109375
2011-03-07,11.504520416259766
2011-03-08,11.699028968811035
2011-03-09,11.741726875305176
2011-03-10,11.414381980895996
2011-03-11,11.376429557800293
2011-03-14,11.196151733398438
2011-03-15,11.068058013916016
2011-03-16,10.930480003356934
2011-03-17,10.897271156311035
2011-03-18,10.792899131774902
2011-03-21,11.110758781433105
2011-03-22,11.091782569885254
2011-03-23,11.001644134521484
2011-03-24,11.053827285766602
2011-03-25,11.286290168762207
2011-03-28,11.158201217651367
2011-03-29,11.4191255569458
2011-03-30,11.570940017700195
2011-03-31,11.57568073272705
