Date,SYK
2010-01-04,42.8914680480957
2010-01-05,43.29438400268555
2010-01-06,43.96046829223633
2010-01-07,45.432376861572266
2010-01-08,45.572174072265625
2010-01-11,45.432376861572266
2010-01-12,45.399497985839844
2010-01-13,45.61329650878906
2010-01-14,46.06556701660156
2010-01-15,46.07378387451172
2010-01-19,46.83854675292969
2010-01-20,45.99156188964844
2010-01-21,45.00477600097656
2010-01-22,44.4373893737793
2010-01-25,44.76630401611328
2010-01-26,44.8650016784668
2010-01-27,43.50819778442383
2010-01-28,42.916133880615234
2010-01-29,42.69411849975586
2010-02-01,42.92435073852539
2010-02-02,43.70553970336914
2010-02-03,43.20393753051758
2010-02-04,42.011592864990234
2010-02-05,41.98691940307617
2010-02-08,42.291168212890625
2010-02-09,42.68589401245117
2010-02-10,42.447410583496094
2010-02-11,42.899688720703125
2010-02-12,42.80923080444336
2010-02-16,43.4177360534668
2010-02-17,43.6397590637207
2010-02-18,43.77954864501953
2010-02-19,43.7137565612793
2010-02-22,43.65620422363281
2010-02-23,43.269710540771484
2010-02-24,43.491729736328125
2010-02-25,43.450645446777344
2010-02-26,43.6644401550293
2010-03-01,44.25649642944336
2010-03-02,44.78277587890625
2010-03-03,44.494964599609375
2010-03-04,44.44562530517578
2010-03-05,45.25969314575195
2010-03-08,45.267948150634766
2010-03-09,45.2268180847168
2010-03-10,45.46528244018555
2010-03-11,45.827091217041016
2010-03-12,45.41593933105469
2010-03-15,45.572174072265625
2010-03-16,45.58040237426758
2010-03-17,46.27114486694336
2010-03-18,46.59183883666992
2010-03-19,46.57538604736328
2010-03-22,46.748069763183594
2010-03-23,46.87141799926758
2010-03-24,47.66084671020508
2010-03-25,47.430599212646484
2010-03-26,46.754539489746094
2010-03-29,47.14204025268555
2010-03-30,47.41409683227539
2010-03-31,47.175010681152344
2010-04-01,47.52953338623047
2010-04-05,47.69440460205078
2010-04-06,47.636695861816406
2010-04-07,47.1337890625
2010-04-08,47.07607650756836
2010-04-09,47.52128982543945
2010-04-12,47.52128982543945
2010-04-13,47.14204025268555
2010-04-14,47.57898712158203
2010-04-15,47.89227294921875
2010-04-16,47.191497802734375
2010-04-19,47.381134033203125
2010-04-20,48.189083099365234
2010-04-21,47.76036834716797
2010-04-22,47.587242126464844
2010-04-23,48.551849365234375
2010-04-26,48.485877990722656
2010-04-27,47.438838958740234
2010-04-28,47.88404846191406
2010-04-29,48.312747955322266
2010-04-30,47.356388092041016
2010-05-03,47.917015075683594
2010-05-04,47.36463165283203
2010-05-05,47.175010681152344
2010-05-06,46.37531280517578
2010-05-07,44.61921310424805
2010-05-10,46.87820816040039
2010-05-11,46.78750991821289
2010-05-12,47.175010681152344
2010-05-13,47.381134033203125
2010-05-14,46.54841995239258
2010-05-17,46.63087463378906
2010-05-18,46.0949821472168
2010-05-19,45.938350677490234
2010-05-20,44.42135238647461
2010-05-21,43.44850158691406
2010-05-24,43.84423065185547
2010-05-25,43.3577995300293
2010-05-26,43.02802658081055
2010-05-27,44.083316802978516
2010-05-28,43.72057342529297
2010-06-01,43.21764373779297
2010-06-02,44.28118896484375
2010-06-03,44.545013427734375
2010-06-04,42.84665298461914
2010-06-07,41.73365020751953
2010-06-08,41.68417739868164
2010-06-09,40.79377365112305
2010-06-10,40.69483184814453
2010-06-11,41.708919525146484
2010-06-14,41.593505859375
2010-06-15,42.64052963256836
2010-06-16,43.061012268066406
2010-06-17,42.90435791015625
2010-06-18,42.72297668457031
2010-06-21,42.52511215209961
2010-06-22,41.99746322631836
2010-06-23,42.16233825683594
2010-06-24,41.38737487792969
2010-06-25,41.304931640625
2010-06-28,42.206268310546875
2010-06-29,41.478572845458984
2010-06-30,41.39590072631836
2010-07-01,41.14781188964844
2010-07-02,41.247039794921875
2010-07-06,41.69358825683594
2010-07-07,43.20685577392578
2010-07-08,43.39704513549805
2010-07-09,43.31434631347656
2010-07-12,43.11589050292969
2010-07-13,43.92628860473633
2010-07-14,43.868408203125
2010-07-15,43.463199615478516
2010-07-16,42.338584899902344
2010-07-19,42.61146926879883
2010-07-20,42.41301727294922
2010-07-21,38.65877914428711
2010-07-22,38.9730110168457
2010-07-23,39.551841735839844
2010-07-26,38.9978141784668
2010-07-27,39.270687103271484
2010-07-28,38.741458892822266
2010-07-29,38.162601470947266
2010-07-30,38.509925842285156
2010-08-02,39.35337829589844
2010-08-03,39.49394989013672
2010-08-04,39.62627029418945
2010-08-05,39.7420539855957
2010-08-06,39.66762161254883
2010-08-09,39.750328063964844
2010-08-10,39.3864631652832
2010-08-11,38.5512580871582
2010-08-12,38.59260177612305
2010-08-13,38.509925842285156
2010-08-16,38.44375991821289
2010-08-17,38.60914993286133
2010-08-18,38.74972915649414
2010-08-19,37.92280197143555
2010-08-20,37.88146209716797
2010-08-23,38.154335021972656
2010-08-24,35.72316360473633
2010-08-25,35.65703201293945
2010-08-26,35.45857238769531
2010-08-27,36.38471984863281
2010-08-30,36.01260757446289
2010-08-31,35.71491241455078
2010-09-01,36.9139518737793
2010-09-02,37.807037353515625
2010-09-03,38.11299514770508
2010-09-07,38.02202606201172
2010-09-08,37.60856628417969
2010-09-09,38.13780975341797
2010-09-10,38.59260177612305
2010-09-13,39.11357879638672
2010-09-14,40.023197174072266
2010-09-15,40.263004302978516
2010-09-16,40.304351806640625
2010-09-17,39.71722412109375
2010-09-20,40.304351806640625
2010-09-21,40.114158630371094
2010-09-22,39.708980560302734
2010-09-23,39.63454055786133
2010-09-24,41.09818649291992
2010-09-27,40.64338684082031
2010-09-28,41.56407928466797
2010-09-29,41.67191696166992
2010-09-30,41.51432418823242
2010-10-01,41.48114776611328
2010-10-04,40.950286865234375
2010-10-05,41.94562911987305
2010-10-06,41.84611511230469
2010-10-07,41.29035949707031
2010-10-08,41.2074089050293
2010-10-11,41.29866027832031
2010-10-12,40.684837341308594
2010-10-13,40.883941650390625
2010-10-14,40.502376556396484
2010-10-15,40.67655944824219
2010-10-18,41.89586639404297
2010-10-19,41.53091049194336
2010-10-20,41.94562911987305
2010-10-21,42.56772994995117
2010-10-22,41.962223052978516
2010-10-25,42.52625274658203
2010-10-26,42.493080139160156
2010-10-27,42.21934509277344
2010-10-28,41.638729095458984
2010-10-29,41.049827575683594
2010-11-01,40.9005241394043
2010-11-02,41.38990020751953
2010-11-03,42.509674072265625
2010-11-04,42.93268585205078
2010-11-05,43.48843002319336
2010-11-08,43.20640182495117
2010-11-09,43.27275848388672
2010-11-10,43.23128890991211
2010-11-11,43.28935241699219
2010-11-12,42.79168701171875
2010-11-15,42.65067672729492
2010-11-16,42.053466796875
2010-11-17,41.94562911987305
2010-11-18,42.625797271728516
2010-11-19,42.8331413269043
2010-11-22,42.625797271728516
2010-11-23,42.20277404785156
2010-11-24,42.55113983154297
2010-11-26,42.68384552001953
2010-11-29,42.11153030395508
2010-11-30,41.54751205444336
2010-12-01,42.26082992553711
2010-12-02,42.63409423828125
2010-12-03,43.223018646240234
2010-12-06,42.74190902709961
2010-12-07,42.5345458984375
2010-12-08,43.20640182495117
2010-12-09,43.96121597290039
2010-12-10,43.96121597290039
2010-12-13,44.0275764465332
2010-12-14,44.832149505615234
2010-12-15,44.41740417480469
2010-12-16,45.105865478515625
2010-12-17,45.230281829833984
2010-12-20,45.45424270629883
2010-12-21,44.939971923828125
2010-12-22,45.105865478515625
2010-12-23,44.541847229003906
2010-12-27,44.798946380615234
2010-12-28,44.832149505615234
2010-12-29,45.023563385009766
2010-12-30,45.00691223144531
2010-12-31,44.690673828125
2011-01-03,45.42304611206055
2011-01-04,45.23994064331055
2011-01-05,45.489593505859375
2011-01-06,45.47295379638672
2011-01-07,45.20664978027344
2011-01-10,45.52289581298828
2011-01-11,48.26924514770508
2011-01-12,48.11112976074219
2011-01-13,47.977970123291016
2011-01-14,48.119449615478516
2011-01-18,48.59381866455078
2011-01-19,47.919715881347656
2011-01-20,47.60346603393555
2011-01-21,47.977970123291016
2011-01-24,47.93635559082031
2011-01-25,48.577171325683594
2011-01-26,47.72828674316406
2011-01-27,48.360801696777344
2011-01-28,47.60346603393555
2011-01-31,47.9030647277832
2011-02-01,48.71864700317383
2011-02-02,48.435691833496094
2011-02-03,48.6104621887207
2011-02-04,48.69369888305664
2011-02-07,49.500953674316406
2011-02-08,49.68402862548828
2011-02-09,49.76725387573242
2011-02-10,49.8921012878418
2011-02-11,50.11679458618164
2011-02-14,50.34149932861328
2011-02-15,50.15009307861328
2011-02-16,50.7908935546875
2011-02-17,50.582828521728516
2011-02-18,52.430381774902344
2011-02-22,51.53158950805664
2011-02-23,51.39842987060547
2011-02-24,51.231971740722656
2011-02-25,52.48032760620117
2011-02-28,52.646759033203125
2011-03-01,51.98931884765625
2011-03-02,52.48032760620117
2011-03-03,53.72866439819336
2011-03-04,52.98798751831055
2011-03-07,52.68837356567383
2011-03-08,54.15309143066406
2011-03-09,53.56221389770508
2011-03-10,52.363800048828125
2011-03-11,52.44704818725586
2011-03-14,51.881134033203125
2011-03-15,51.10715103149414
2011-03-16,50.21665573120117
2011-03-17,50.42471694946289
2011-03-18,51.19868850708008
2011-03-21,51.62312316894531
2011-03-22,51.38179016113281
2011-03-23,51.057212829589844
2011-03-24,50.92405319213867
2011-03-25,50.86579513549805
2011-03-28,50.52458190917969
2011-03-29,50.99201583862305
2011-03-30,50.71656799316406
2011-03-31,50.74995422363281
2011-04-01,50.83342742919922
2011-04-04,51.325904846191406
2011-04-05,50.51624298095703
2011-04-06,50.299217224121094
2011-04-07,49.95697784423828
2011-04-08,49.840126037597656
2011-04-11,50.08220291137695
2011-04-12,49.82343292236328
2011-04-13,49.94864273071289
2011-04-14,49.97368621826172
2011-04-15,50.666500091552734
2011-04-18,50.090545654296875
2011-04-19,51.0003662109375
2011-04-20,48.75502014160156
2011-04-21,48.83849334716797
2011-04-25,48.42947769165039
2011-04-26,48.688228607177734
2011-04-27,48.738311767578125
2011-04-28,49.39773178100586
2011-04-29,49.24748992919922
2011-05-02,49.447837829589844
2011-05-03,49.5396614074707
2011-05-04,49.63981246948242
2011-05-05,49.840126037597656
2011-05-06,49.82343292236328
2011-05-09,50.17399978637695
2011-05-10,50.916893005371094
2011-05-11,51.61804962158203
2011-05-12,52.71986770629883
2011-05-13,52.82002258300781
2011-05-16,53.22067642211914
2011-05-17,53.254058837890625
2011-05-18,53.42101287841797
2011-05-19,53.42101287841797
2011-05-20,52.93687057495117
2011-05-23,52.62804412841797
2011-05-24,52.369293212890625
2011-05-25,51.99367141723633
2011-05-26,51.92689514160156
2011-05-27,51.8851432800293
2011-05-31,52.085472106933594
2011-06-01,51.16729736328125
2011-06-02,50.92523956298828
2011-06-03,50.24913787841797
2011-06-06,48.896907806396484
2011-06-07,49.48120880126953
2011-06-08,48.9470100402832
2011-06-09,49.23080062866211
2011-06-10,48.554683685302734
2011-06-13,48.86351013183594
2011-06-14,49.14732360839844
2011-06-15,48.40444564819336
2011-06-16,48.41278076171875
2011-06-17,48.17072677612305
2011-06-20,48.41278076171875
2011-06-21,48.64649963378906
2011-06-22,48.74667739868164
2011-06-23,48.60477066040039
2011-06-24,47.895267486572266
2011-06-27,48.36268997192383
2011-06-28,49.12465286254883
2011-06-29,48.672515869140625
2011-06-30,49.14140319824219
2011-07-01,50.47270202636719
2011-07-05,49.96196365356445
2011-07-06,50.1126594543457
2011-07-07,50.740638732910156
2011-07-08,50.355464935302734
2011-07-11,49.032562255859375
2011-07-12,49.50981521606445
2011-07-13,49.66890335083008
2011-07-14,49.099544525146484
2011-07-15,48.923702239990234
2011-07-18,48.781349182128906
2011-07-19,49.53493881225586
2011-07-20,47.65098190307617
2011-07-21,48.25385665893555
2011-07-22,47.62586975097656
2011-07-25,47.07324981689453
2011-07-26,46.1522216796875
2011-07-27,45.6163444519043
2011-07-28,45.25630569458008
2011-07-29,45.499114990234375
2011-08-01,44.460872650146484
2011-08-02,43.26352310180664
2011-08-03,43.59843826293945
