Date,RMD
2010-01-04,21.986854553222656
2010-01-05,21.05390167236328
2010-01-06,21.728622436523438
2010-01-07,21.7661075592041
2010-01-08,21.753612518310547
2010-01-11,22.007678985595703
2010-01-12,21.424585342407227
2010-01-13,21.741130828857422
2010-01-14,21.89105987548828
2010-01-15,21.72446632385254
2010-01-19,22.04100227355957
2010-01-20,22.0451717376709
2010-01-21,21.632837295532227
2010-01-22,21.64533233642578
2010-01-25,22.086803436279297
2010-01-26,22.27007484436035
2010-01-27,21.936880111694336
2010-01-28,21.699472427368164
2010-01-29,21.299638748168945
2010-02-01,21.437082290649414
2010-02-02,21.74528694152832
2010-02-03,21.72446632385254
2010-02-04,21.21217155456543
2010-02-05,22.86566734313965
2010-02-08,22.84067153930664
2010-02-09,22.6032657623291
2010-02-10,22.607433319091797
2010-02-11,23.115550994873047
2010-02-12,23.31548500061035
2010-02-16,23.094738006591797
2010-02-17,23.236347198486328
2010-02-18,23.919401168823242
2010-02-19,23.936054229736328
2010-02-22,24.135982513427734
2010-02-23,23.715316772460938
2010-02-24,23.956884384155273
2010-02-25,23.96521759033203
2010-02-26,23.77363395690918
2010-03-01,24.227603912353516
2010-03-02,24.531648635864258
2010-03-03,24.681583404541016
2010-03-04,24.610782623291016
2010-03-05,24.78155517578125
2010-03-08,24.648269653320312
2010-03-09,24.723241806030273
2010-03-10,25.06476402282715
2010-03-11,25.256349563598633
2010-03-12,25.277177810668945
2010-03-15,25.252185821533203
2010-03-16,25.406291961669922
2010-03-17,25.73948860168457
2010-03-18,26.114336013793945
2010-03-19,25.897762298583984
2010-03-22,26.00188636779785
2010-03-23,26.16848373413086
2010-03-24,26.410045623779297
2010-03-25,26.318422317504883
2010-03-26,26.222620010375977
2010-03-29,26.443376541137695
2010-03-30,26.601634979248047
2010-03-31,26.510011672973633
2010-04-01,26.543333053588867
2010-04-05,26.47669219970703
2010-04-06,26.32674789428711
2010-04-07,26.08934783935547
2010-04-08,25.564563751220703
2010-04-09,25.647857666015625
2010-04-12,25.65618896484375
2010-04-13,25.781143188476562
2010-04-14,25.8852596282959
2010-04-15,25.797800064086914
2010-04-16,25.664518356323242
2010-04-19,25.768646240234375
2010-04-20,26.464197158813477
2010-04-21,26.380895614624023
2010-04-22,26.55165672302246
2010-04-23,26.49334716796875
2010-04-26,26.32674789428711
2010-04-27,25.381305694580078
2010-04-28,25.814456939697266
2010-04-29,25.69367218017578
2010-04-30,28.50086212158203
2010-05-03,28.604990005493164
2010-05-04,28.200990676879883
2010-05-05,28.1509952545166
2010-05-06,27.359664916992188
2010-05-07,26.501670837402344
2010-05-10,27.663700103759766
2010-05-11,28.142677307128906
2010-05-12,28.642467498779297
2010-05-13,28.663288116455078
2010-05-14,28.44255256652832
2010-05-17,28.62165069580078
2010-05-18,27.672048568725586
2010-05-19,26.95149040222168
2010-05-20,26.056026458740234
2010-05-21,25.46043586730957
2010-05-24,25.86444091796875
2010-05-25,25.82695960998535
2010-05-26,25.46460723876953
2010-05-27,26.543333053588867
2010-05-28,26.193471908569336
2010-06-01,26.364238739013672
2010-06-02,27.06395149230957
2010-06-03,27.288864135742188
2010-06-04,26.834882736206055
2010-06-07,26.214292526245117
2010-06-08,26.16848373413086
2010-06-09,26.110170364379883
2010-06-10,26.514163970947266
2010-06-11,26.814050674438477
2010-06-14,27.122264862060547
2010-06-15,27.526256561279297
2010-06-16,27.263870239257812
2010-06-17,26.94733238220215
2010-06-18,26.393402099609375
2010-06-21,26.510011672973633
2010-06-22,26.355907440185547
2010-06-23,25.801965713500977
2010-06-24,25.5687198638916
2010-06-25,25.69367218017578
2010-06-28,25.672847747802734
2010-06-29,25.21054458618164
2010-06-30,25.327165603637695
2010-07-01,24.827360153198242
2010-07-02,25.47710418701172
2010-07-06,25.801965713500977
2010-07-07,26.664112091064453
2010-07-08,27.072280883789062
2010-07-09,27.043121337890625
2010-07-12,27.218053817749023
2010-07-13,27.584571838378906
2010-07-14,27.826128005981445
2010-07-15,27.838632583618164
2010-07-16,27.680368423461914
2010-07-19,26.95149040222168
2010-07-20,26.93067169189453
2010-07-21,26.318422317504883
2010-07-22,26.776569366455078
2010-07-23,27.355497360229492
2010-07-26,26.943161010742188
2010-07-27,26.6516170501709
2010-07-28,26.568317413330078
2010-07-29,26.65578269958496
2010-07-30,27.359664916992188
2010-08-02,27.880279541015625
2010-08-03,28.06771469116211
2010-08-04,28.192655563354492
2010-08-05,28.33426856994629
2010-08-06,27.06395149230957
2010-08-09,27.284698486328125
2010-08-10,26.764070510864258
2010-08-11,26.37673568725586
2010-08-12,25.860271453857422
2010-08-13,26.135162353515625
2010-08-16,26.16014862060547
2010-08-17,26.734920501708984
2010-08-18,26.48086166381836
2010-08-19,26.418384552001953
2010-08-20,26.143489837646484
2010-08-23,26.118507385253906
2010-08-24,25.347980499267578
2010-08-25,25.268850326538086
2010-08-26,24.885679244995117
2010-08-27,25.48542022705078
2010-08-30,25.148075103759766
2010-08-31,25.106416702270508
2010-09-01,25.681180953979492
2010-09-02,26.23095703125
2010-09-03,26.847368240356445
2010-09-07,26.697431564331055
2010-09-08,26.397552490234375
2010-09-09,26.96398162841797
2010-09-10,26.91400909423828
2010-09-13,27.538761138916016
2010-09-14,27.572072982788086
2010-09-15,27.84696388244629
2010-09-16,27.713685989379883
2010-09-17,27.538761138916016
2010-09-20,27.622055053710938
2010-09-21,27.005638122558594
