Date,TR
2010-01-04,16.590044021606445
2010-01-05,16.476367950439453
2010-01-06,16.410560607910156
2010-01-07,16.33278465270996
2010-01-08,16.260995864868164
2010-01-11,16.18321418762207
2010-01-12,16.25501251220703
2010-01-13,16.362693786621094
2010-01-14,16.398591995239258
2010-01-15,16.135351181030273
2010-01-19,16.410560607910156
2010-01-20,16.17723846435547
2010-01-21,16.015705108642578
2010-01-22,15.919977188110352
2010-01-25,15.84220027923584
2010-01-26,15.764433860778809
2010-01-27,16.027660369873047
2010-01-28,15.854166030883789
2010-01-29,15.572983741760254
2010-02-01,15.62682819366455
2010-02-02,15.710579872131348
2010-02-03,15.758445739746094
2010-02-04,15.596915245056152
2010-02-05,15.555035591125488
2010-02-08,15.483236312866211
2010-02-09,15.65075397491455
2010-02-10,15.662728309631348
2010-02-11,15.764433860778809
2010-02-12,15.6866455078125
2010-02-16,15.734514236450195
2010-02-17,15.704594612121582
2010-02-18,16.09347915649414
2010-02-19,16.153305053710938
2010-02-22,16.2011661529541
2010-02-23,16.171247482299805
2010-02-24,16.278942108154297
2010-02-25,16.590044021606445
2010-02-26,16.278942108154297
2010-03-01,16.512264251708984
2010-03-02,16.67978286743164
2010-03-03,16.895160675048828
2010-03-04,16.87123680114746
2010-03-05,16.900020599365234
2010-03-08,16.91802215576172
2010-03-09,16.79804039001465
2010-03-10,16.78603744506836
2010-03-11,16.792034149169922
2010-03-12,16.81003761291504
2010-03-15,16.79804039001465
2010-03-16,16.79804039001465
2010-03-17,16.780044555664062
2010-03-18,16.7740421295166
2010-03-19,16.46806526184082
2010-03-22,16.600061416625977
2010-03-23,16.792034149169922
2010-03-24,16.708045959472656
2010-03-25,16.144121170043945
2010-03-26,16.1621150970459
2010-03-29,16.25209617614746
2010-03-30,16.330093383789062
2010-03-31,16.216100692749023
2010-04-01,16.270099639892578
2010-04-05,16.34809112548828
2010-04-06,16.450082778930664
2010-04-07,16.30609893798828
2010-04-08,16.30609893798828
2010-04-09,16.276098251342773
2010-04-12,16.23410415649414
2010-04-13,16.258102416992188
2010-04-14,16.34809112548828
2010-04-15,16.3240966796875
2010-04-16,16.300094604492188
2010-04-19,16.318092346191406
2010-04-20,16.39008140563965
2010-04-21,16.696046829223633
2010-04-22,16.822031021118164
2010-04-23,16.594053268432617
2010-04-26,16.474069595336914
2010-04-27,16.204103469848633
2010-04-28,16.180112838745117
2010-04-29,16.07212257385254
2010-04-30,15.958135604858398
2010-05-03,16.1621150970459
2010-05-04,15.850153923034668
2010-05-05,15.940134048461914
2010-05-06,15.490193367004395
2010-05-07,15.250214576721191
2010-05-10,15.850153923034668
2010-05-11,15.99412727355957
2010-05-12,16.360090255737305
2010-05-13,16.30609893798828
2010-05-14,16.132110595703125
2010-05-17,16.0001277923584
2010-05-18,15.856142044067383
2010-05-19,15.73616886138916
2010-05-20,15.436195373535156
2010-05-21,15.394198417663574
2010-05-24,15.250214576721191
2010-05-25,15.016239166259766
2010-05-26,14.764273643493652
2010-05-27,15.23822021484375
2010-05-28,15.02224063873291
2010-06-01,14.890256881713867
2010-06-02,15.232226371765137
2010-06-03,15.244220733642578
2010-06-04,14.698278427124023
2010-06-07,14.686283111572266
2010-06-08,14.75827407836914
2010-06-09,14.77027702331543
2010-06-10,14.992250442504883
2010-06-11,14.890256881713867
2010-06-14,14.956250190734863
2010-06-15,15.208218574523926
2010-06-16,15.172221183776855
2010-06-17,15.208218574523926
2010-06-18,15.166231155395508
2010-06-21,14.980250358581543
2010-06-22,14.889972686767578
2010-06-23,14.84182071685791
2010-06-24,14.655240058898926
2010-06-25,14.757561683654785
2010-06-28,14.817750930786133
2010-06-29,14.378390312194824
2010-06-30,14.233942985534668
2010-07-01,14.143668174743652
2010-07-02,14.047369003295898
2010-07-06,14.053388595581055
2010-07-07,14.288116455078125
2010-07-08,14.486721992492676
2010-07-09,14.534878730773926
2010-07-12,14.300149917602539
2010-07-13,14.625151634216309
2010-07-14,14.631170272827148
2010-07-15,14.655240058898926
2010-07-16,14.41450309753418
2010-07-19,14.480708122253418
2010-07-20,14.685334205627441
2010-07-21,14.522833824157715
2010-07-22,15.082560539245605
2010-07-23,15.383492469787598
2010-07-26,15.407567977905273
2010-07-27,15.618219375610352
2010-07-28,15.4617338180542
2010-07-29,15.263124465942383
2010-07-30,15.184880256652832
2010-08-02,15.437667846679688
2010-08-03,15.311269760131836
2010-08-04,15.269144058227539
2010-08-05,14.889972686767578
2010-08-06,14.793672561645508
2010-08-09,15.03441333770752
2010-08-10,14.871919631958008
2010-08-11,14.61311149597168
2010-08-12,14.583026885986328
2010-08-13,14.564964294433594
2010-08-16,14.51080322265625
2010-08-17,14.70339584350586
2010-08-18,14.649230003356934
2010-08-19,14.420519828796387
2010-08-20,14.564964294433594
2010-08-23,14.450613021850586
2010-08-24,14.233942985534668
2010-08-25,14.348295211791992
2010-08-26,14.221909523010254
2010-08-27,14.42653751373291
2010-08-30,14.203850746154785
2010-08-31,14.209875106811523
