Date,CPB
2010-01-04,20.919898986816406
2010-01-05,20.95694923400879
2010-01-06,20.722244262695312
2010-01-07,20.407249450683594
2010-01-08,20.277542114257812
2010-01-11,20.339311599731445
2010-01-12,20.580188751220703
2010-01-13,20.889020919799805
2010-01-14,20.784021377563477
2010-01-15,20.37636375427246
2010-01-19,20.413429260253906
2010-01-20,20.302244186401367
2010-01-21,20.1478328704834
2010-01-22,20.246654510498047
2010-01-25,20.2404842376709
2010-01-26,20.234298706054688
2010-01-27,20.413429260253906
2010-01-28,20.703731536865234
2010-01-29,20.45049285888672
2010-02-01,20.598718643188477
2010-02-02,20.790193557739258
2010-02-03,20.580188751220703
2010-02-04,20.036663055419922
2010-02-05,20.055185317993164
2010-02-08,20.191070556640625
2010-02-09,20.580188751220703
2010-02-10,20.580188751220703
2010-02-11,20.728431701660156
2010-02-12,20.407249450683594
2010-02-16,20.746963500976562
2010-02-17,20.765480041503906
2010-02-18,20.907543182373047
2010-02-19,20.95694923400879
2010-02-22,20.69137191772461
2010-02-23,20.499893188476562
2010-02-24,20.47519302368164
2010-02-25,20.5493106842041
2010-02-26,20.58637046813965
2010-03-01,20.598718643188477
2010-03-02,20.907543182373047
2010-03-03,21.02490234375
2010-03-04,21.092838287353516
2010-03-05,21.24108123779297
2010-03-08,21.09902000427246
2010-03-09,21.03725242614746
2010-03-10,20.92607307434082
2010-03-11,21.154611587524414
2010-03-12,21.302845001220703
2010-03-15,21.43255615234375
2010-03-16,21.617849349975586
2010-03-17,21.698144912719727
2010-03-18,21.642555236816406
2010-03-19,21.809326171875
2010-03-22,21.821670532226562
2010-03-23,21.939027786254883
2010-03-24,21.766077041625977
2010-03-25,21.53754997253418
2010-03-26,21.568431854248047
2010-03-29,21.963729858398438
2010-03-30,22.006961822509766
2010-03-31,22.00385284423828
2010-04-01,22.134572982788086
2010-04-05,22.04743003845215
2010-04-06,21.991403579711914
2010-04-07,22.034982681274414
2010-04-08,21.866918563842773
2010-04-09,22.010074615478516
2010-04-12,22.04743003845215
2010-04-13,22.122121810913086
2010-04-14,22.178142547607422
2010-04-15,22.38355827331543
2010-04-16,22.227930068969727
2010-04-19,22.252836227416992
2010-04-20,22.40845489501953
2010-04-21,22.364879608154297
2010-04-22,22.27151107788086
2010-04-23,22.15325164794922
2010-04-26,22.084774017333984
2010-04-27,21.85447120666504
2010-04-28,22.022531509399414
2010-04-29,22.234172821044922
2010-04-30,22.321306228637695
2010-05-03,22.42713165283203
2010-05-04,22.184371948242188
2010-05-05,22.234172821044922
2010-05-06,21.829570770263672
2010-05-07,21.810901641845703
2010-05-10,22.283964157104492
2010-05-11,22.33376693725586
2010-05-12,22.420913696289062
2010-05-13,22.40845489501953
2010-05-14,21.997638702392578
2010-05-17,22.203039169311523
2010-05-18,22.084774017333984
2010-05-19,22.171918869018555
2010-05-20,21.761096954345703
2010-05-21,22.084774017333984
2010-05-24,22.022531509399414
2010-05-25,21.89803695678711
2010-05-26,21.71129608154297
2010-05-27,22.364879608154297
2010-05-28,22.290189743041992
2010-06-01,22.196826934814453
2010-06-02,22.669879913330078
2010-06-03,22.813051223754883
2010-06-04,22.40845489501953
2010-06-07,22.42713165283203
2010-06-08,22.850399017333984
2010-06-09,22.775705337524414
2010-06-10,22.763246536254883
2010-06-11,22.701013565063477
2010-06-14,22.837949752807617
2010-06-15,23.03091049194336
2010-06-16,23.024690628051758
2010-06-17,23.335918426513672
2010-06-18,23.124277114868164
2010-06-21,23.099384307861328
2010-06-22,22.800607681274414
2010-06-23,22.875293731689453
2010-06-24,22.694787979125977
2010-06-25,22.476917266845703
2010-06-28,22.757038116455078
2010-06-29,22.42713165283203
2010-06-30,22.30263328552246
2010-07-01,22.318323135375977
2010-07-02,22.148954391479492
2010-07-06,22.387319564819336
2010-07-07,22.75740623474121
2010-07-08,22.882850646972656
2010-07-09,22.769948959350586
2010-07-12,22.55668067932129
2010-07-13,22.6005916595459
2010-07-14,22.506500244140625
2010-07-15,22.61313819885254
2010-07-16,22.468856811523438
2010-07-19,22.60686683654785
2010-07-20,22.876588821411133
2010-07-21,22.5504093170166
2010-07-22,22.669588088989258
2010-07-23,22.738590240478516
2010-07-26,22.707239151000977
2010-07-27,23.0396785736084
2010-07-28,22.788772583007812
2010-07-29,22.4374942779541
2010-07-30,22.519044876098633
2010-08-02,22.61313819885254
2010-08-03,22.519044876098633
2010-08-04,22.826406478881836
2010-08-05,22.7636775970459
2010-08-06,22.694683074951172
2010-08-09,22.713497161865234
2010-08-10,22.845226287841797
2010-08-11,22.64449691772461
2010-08-12,22.6319522857666
2010-08-13,22.700946807861328
2010-08-16,22.751131057739258
2010-08-17,23.13377571105957
2010-08-18,23.152587890625
2010-08-19,22.90167236328125
2010-08-20,22.98322105407715
2010-08-23,23.146318435668945
2010-08-24,23.152587890625
2010-08-25,23.365863800048828
2010-08-26,23.17767906188965
2010-08-27,23.50386619567871
2010-08-30,23.196495056152344
2010-08-31,23.372127532958984
2010-09-01,23.190227508544922
2010-09-02,23.40976905822754
2010-09-03,22.713497161865234
2010-09-07,22.519044876098633
2010-09-08,22.537870407104492
2010-09-09,22.562952041625977
2010-09-10,22.57550811767578
2010-09-13,22.619407653808594
2010-09-14,22.381040573120117
2010-09-15,22.675861358642578
2010-09-16,22.776233673095703
2010-09-17,22.769948959350586
2010-09-20,22.895414352416992
2010-09-21,22.75740623474121
2010-09-22,22.914222717285156
2010-09-23,22.688411712646484
2010-09-24,22.732322692871094
2010-09-27,22.726036071777344
2010-09-28,22.86404800415039
2010-09-29,22.594322204589844
2010-09-30,22.424955368041992
2010-10-01,22.638221740722656
2010-10-04,22.544137954711914
2010-10-05,22.5504093170166
2010-10-06,22.6319522857666
2010-10-07,22.42652702331543
2010-10-08,22.546613693237305
2010-10-11,22.673038482666016
2010-10-12,22.64143180847168
2010-10-13,23.134464263916016
2010-10-14,23.10285758972168
2010-10-15,23.140779495239258
2010-10-18,23.01436424255371
2010-10-19,22.767858505249023
2010-10-20,22.913232803344727
2010-10-21,22.944843292236328
2010-10-22,22.98908042907715
2010-10-25,22.925874710083008
2010-10-26,22.957481384277344
2010-10-27,22.799455642700195
2010-10-28,22.67936897277832
2010-10-29,22.913232803344727
2010-11-01,22.881637573242188
2010-11-02,23.01436424255371
2010-11-03,22.96379852294922
2010-11-04,23.17238426208496
2010-11-05,23.140779495239258
2010-11-08,23.001731872558594
2010-11-09,22.786815643310547
2010-11-10,22.028308868408203
2010-11-11,21.807079315185547
2010-11-12,21.819719314575195
2010-11-15,21.914541244506836
2010-11-16,21.788116455078125
2010-11-17,21.769149780273438
2010-11-18,21.88292694091797
2010-11-19,21.901893615722656
2010-11-22,22.015670776367188
2010-11-23,21.491031646728516
