Date,CSW
2015-09-30,28.98623275756836
2015-10-01,29.759199142456055
2015-10-02,31.16020393371582
2015-10-05,31.488723754882812
2015-10-06,31.633651733398438
2015-10-07,31.57567024230957
2015-10-08,31.05392074584961
2015-10-09,32.6578254699707
2015-10-12,32.85105895996094
2015-10-13,33.237548828125
2015-10-14,33.07330322265625
2015-10-15,33.237548828125
2015-10-16,33.33416748046875
2015-10-19,33.189239501953125
2015-10-20,33.09262466430664
2015-10-21,33.807613372802734
2015-10-22,33.81727600097656
2015-10-23,34.223079681396484
2015-10-26,35.30523681640625
2015-10-27,35.749698638916016
2015-10-28,34.61922836303711
2015-10-29,34.551597595214844
2015-10-30,34.793148040771484
2015-11-02,34.88010025024414
2015-11-03,34.54191970825195
2015-11-04,34.51294708251953
2015-11-05,34.735172271728516
2015-11-06,34.99605178833008
2015-11-09,34.88010025024414
2015-11-10,35.37286376953125
2015-11-11,35.61442184448242
2015-11-12,36.532325744628906
2015-11-13,36.657920837402344
2015-11-16,36.17482376098633
2015-11-17,35.61442184448242
2015-11-18,34.77381896972656
2015-11-19,35.5854377746582
2015-11-20,35.701377868652344
2015-11-23,35.47915267944336
2015-11-24,35.53712844848633
2015-11-25,35.40185546875
2015-11-27,35.720706939697266
2015-11-30,35.430843353271484
2015-12-01,35.35354995727539
2015-12-02,35.063690185546875
2015-12-03,35.24726486206055
2015-12-04,35.02503967285156
2015-12-07,36.01057434082031
2015-12-08,36.27143478393555
2015-12-09,36.368064880371094
2015-12-10,36.76420593261719
2015-12-11,36.67724609375
2015-12-14,37.58549880981445
2015-12-15,37.43090057373047
2015-12-16,36.9381217956543
2015-12-17,36.822181701660156
2015-12-18,35.7110481262207
2015-12-21,36.02989196777344
2015-12-22,36.261783599853516
2015-12-23,36.27143478393555
2015-12-24,36.484004974365234
2015-12-28,36.77386474609375
2015-12-29,36.2907600402832
2015-12-30,35.55161666870117
2015-12-31,36.39704513549805
2016-01-04,36.03955841064453
2016-01-05,35.55644226074219
2016-01-06,34.570919036865234
2016-01-07,34.319698333740234
2016-01-08,34.841453552246094
2016-01-11,34.648216247558594
2016-01-12,34.020179748535156
2016-01-13,33.614376068115234
2016-01-14,32.841407775878906
2016-01-15,33.034645080566406
2016-01-19,32.13606643676758
2016-01-20,31.855880737304688
2016-01-21,31.92350959777832
2016-01-22,32.60951614379883
2016-01-25,32.85105895996094
2016-01-26,32.889713287353516
2016-01-27,32.358314514160156
2016-01-28,32.841407775878906
2016-01-29,32.928375244140625
2016-02-01,33.237548828125
2016-02-02,32.73512268066406
2016-02-03,32.63850402832031
2016-02-04,32.918701171875
2016-02-05,32.2810173034668
2016-02-08,30.91865348815918
2016-02-09,30.648113250732422
2016-02-10,31.18918800354004
2016-02-11,31.10223388671875
2016-02-12,31.111894607543945
2016-02-16,28.85096549987793
2016-02-17,28.454822540283203
2016-02-18,28.16495704650879
2016-02-19,27.875099182128906
2016-02-22,27.43064308166504
2016-02-23,28.02003288269043
2016-02-24,28.126312255859375
2016-02-25,28.628738403320312
2016-02-26,28.55144691467285
2016-02-29,29.469341278076172
2016-03-01,29.459680557250977
2016-03-02,28.976573944091797
2016-03-03,28.957256317138672
2016-03-04,29.25677490234375
2016-03-07,29.015222549438477
2016-03-08,28.966907501220703
2016-03-09,29.247114181518555
2016-03-10,29.25677490234375
2016-03-11,29.942785263061523
2016-03-14,29.942785263061523
2016-03-15,29.86548614501953
2016-03-16,29.749534606933594
2016-03-17,30.07805061340332
2016-03-18,29.952444076538086
2016-03-21,29.86548614501953
2016-03-22,29.942785263061523
2016-03-23,29.894474029541016
2016-03-24,29.913795471191406
2016-03-28,29.952444076538086
2016-03-29,29.76886558532715
2016-03-30,30.773723602294922
2016-03-31,30.435544967651367
2016-04-01,30.184335708618164
2016-04-04,30.13602638244629
2016-04-05,29.913795471191406
2016-04-06,30.126361846923828
2016-04-07,30.84135627746582
2016-04-08,30.52250862121582
2016-04-11,30.89932632446289
2016-04-12,30.84135627746582
2016-04-13,30.947635650634766
2016-04-14,30.91865348815918
2016-04-15,31.140880584716797
2016-04-18,31.208507537841797
2016-04-19,31.082910537719727
2016-04-20,31.44040870666504
2016-04-21,30.93798065185547
2016-04-22,31.05392074584961
2016-04-25,30.783382415771484
2016-04-26,30.91865348815918
2016-04-27,31.082910537719727
2016-04-28,31.227842330932617
2016-04-29,31.45973777770996
2016-05-02,31.266490936279297
2016-05-03,31.392101287841797
2016-05-04,31.44040870666504
2016-05-05,31.35344696044922
2016-05-06,31.36310386657715
2016-05-09,31.28580665588379
2016-05-10,31.450061798095703
2016-05-11,31.73026466369629
2016-05-12,31.18918800354004
2016-05-13,31.8365421295166
