Date,WTBA
2010-01-04,2.8613157272338867
2010-01-05,2.8385608196258545
2010-01-06,2.804431200027466
2010-01-07,2.8158059120178223
2010-01-08,2.810119390487671
2010-01-11,2.8271849155426025
2010-01-12,2.798741579055786
2010-01-13,2.821495294570923
2010-01-14,2.8726933002471924
2010-01-15,2.8840694427490234
2010-01-19,2.8954479694366455
2010-01-20,2.8897573947906494
2010-01-21,2.8158059120178223
2010-01-22,2.8442492485046387
2010-01-25,2.8613157272338867
2010-01-26,2.90682315826416
2010-01-27,2.9466421604156494
2010-01-28,2.8328731060028076
2010-01-29,2.901134490966797
2010-02-01,2.8442492485046387
2010-02-02,2.8385608196258545
2010-02-03,2.8328731060028076
2010-02-04,2.7304792404174805
2010-02-05,2.821495294570923
2010-02-08,2.775987386703491
2010-02-09,2.810119390487671
2010-02-10,2.8158059120178223
2010-02-11,2.8442492485046387
2010-02-12,2.8726933002471924
2010-02-16,2.8442492485046387
2010-02-17,2.90682315826416
2010-02-18,2.8726933002471924
2010-02-19,2.9125118255615234
2010-02-22,2.9409549236297607
2010-02-23,2.96370792388916
2010-02-24,2.9807732105255127
2010-02-25,2.9352662563323975
2010-02-26,2.9409549236297607
2010-03-01,3.0149054527282715
2010-03-02,3.0433475971221924
2010-03-03,3.037658929824829
2010-03-04,3.0149054527282715
2010-03-05,3.1457407474517822
2010-03-08,3.214002847671509
2010-03-09,3.2708866596221924
2010-03-10,3.413099765777588
2010-03-11,3.4244775772094727
2010-03-12,3.36759352684021
2010-03-15,3.333460569381714
2010-03-16,3.441542625427246
2010-03-17,3.526869535446167
2010-03-18,3.526869535446167
2010-03-19,3.59513258934021
2010-03-22,3.6406407356262207
2010-03-23,3.617886543273926
2010-03-24,3.5382461547851562
2010-03-25,3.5610015392303467
2010-03-26,3.4358530044555664
2010-03-29,3.5098044872283936
2010-03-30,3.521181106567383
2010-03-31,3.7430336475372314
2010-04-01,3.691835880279541
2010-04-05,3.7544105052948
2010-04-06,3.7487213611602783
2010-04-07,3.9193766117095947
2010-04-08,4.2436203956604
2010-04-09,4.152602672576904
2010-04-12,4.055902481079102
2010-04-13,4.294816017150879
2010-04-14,4.630439281463623
2010-04-15,4.607685565948486
2010-04-16,4.4939141273498535
2010-04-19,4.482538223266602
2010-04-20,4.607685565948486
2010-04-21,4.6759467124938965
2010-04-22,4.641816139221191
2010-04-23,4.641816139221191
2010-04-26,4.613371849060059
2010-04-27,4.118474006652832
2010-04-28,4.391521453857422
2010-04-29,4.556488513946533
2010-04-30,4.62475061416626
2010-05-03,4.528046607971191
2010-05-04,4.3573899269104
2010-05-05,4.2549967765808105
2010-05-06,4.215178966522217
2010-05-07,4.260685920715332
2010-05-10,4.6759467124938965
2010-05-11,4.710076332092285
2010-05-12,5.108273029327393
2010-05-13,5.028632640838623
2010-05-14,4.584930896759033
2010-05-17,4.971749305725098
2010-05-18,4.77833890914917
2010-05-19,4.499602317810059
2010-05-20,4.4654717445373535
2010-05-21,4.732831001281738
2010-05-24,4.556488513946533
2010-05-25,4.5337324142456055
2010-05-26,4.562176704406738
2010-05-27,4.6930131912231445
2010-05-28,4.539422512054443
2010-06-01,4.454095363616943
2010-06-02,4.744207859039307
2010-06-03,4.801095008850098
2010-06-04,4.528046607971191
2010-06-07,4.499602317810059
2010-06-08,4.4654717445373535
2010-06-09,4.363078594207764
2010-06-10,4.50529146194458
2010-06-11,4.562176704406738
2010-06-14,4.351701736450195
2010-06-15,4.573554515838623
2010-06-16,4.50529146194458
2010-06-17,4.363078594207764
2010-06-18,4.340326309204102
2010-06-21,4.203803539276123
2010-06-22,4.220865726470947
2010-06-23,4.124162197113037
2010-06-24,4.061588764190674
2010-06-25,4.198112487792969
2010-06-28,4.152602672576904
2010-06-29,3.9307520389556885
2010-06-30,3.873868703842163
2010-07-01,3.7316551208496094
2010-07-02,3.59513258934021
2010-07-06,3.5098044872283936
2010-07-07,3.970573663711548
2010-07-08,3.9421308040618896
2010-07-09,3.9819486141204834
2010-07-12,3.907998561859131
2010-07-13,4.067277908325195
2010-07-14,4.010391712188721
2010-07-15,3.8909342288970947
2010-07-16,3.4756734371185303
2010-07-19,3.555312395095825
2010-07-20,3.708902359008789
2010-07-21,3.515493631362915
2010-07-22,3.6349501609802246
2010-07-23,3.7885396480560303
2010-07-26,3.9819486141204834
2010-07-27,3.925065517425537
2010-07-28,3.87955641746521
2010-07-29,3.9193766117095947
2010-07-30,3.805607318878174
2010-08-02,3.7544105052948
2010-08-03,3.765787363052368
2010-08-04,3.925065517425537
2010-08-05,3.907998561859131
2010-08-06,3.856801748275757
2010-08-09,3.896623134613037
2010-08-10,3.765787363052368
2010-08-11,3.418790340423584
2010-08-12,3.5325582027435303
2010-08-13,3.430166721343994
2010-08-16,3.4813613891601562
2010-08-17,3.5496232509613037
2010-08-18,3.5610015392303467
2010-08-19,3.299330711364746
2010-08-20,3.2879528999328613
2010-08-23,3.214002847671509
2010-08-24,3.1571173667907715
2010-08-25,3.390345335006714
2010-08-26,3.276576280593872
2010-08-27,3.339149236679077
2010-08-30,3.2822651863098145
2010-08-31,3.3562142848968506
2010-09-01,3.526869535446167
2010-09-02,3.504115343093872
2010-09-03,3.6121973991394043
2010-09-07,3.4017233848571777
2010-09-08,3.504115343093872
2010-09-09,3.515493631362915
2010-09-10,3.4813613891601562
2010-09-13,3.7601001262664795
2010-09-14,3.6235737800598145
2010-09-15,3.5439341068267822
2010-09-16,3.526869535446167
2010-09-17,3.452918767929077
2010-09-20,3.5496232509613037
2010-09-21,3.492738962173462
