Date,CWEN
2015-05-15,13.933058738708496
2015-05-18,13.506537437438965
2015-05-19,13.404172897338867
2015-05-20,13.364360809326172
2015-05-21,13.381428718566895
2015-05-22,13.398483276367188
2015-05-26,14.16053581237793
2015-05-27,14.791793823242188
2015-05-28,15.31904411315918
2015-05-29,15.513903617858887
2015-06-01,15.536824226379395
2015-06-02,15.513903617858887
2015-06-03,15.479514122009277
2015-06-04,15.038229942321777
2015-06-05,15.238812446594238
2015-06-08,15.244542121887207
2015-06-09,15.038229942321777
2015-06-10,15.026762962341309
2015-06-11,14.906410217285156
2015-06-12,14.591201782226562
2015-06-15,14.293190956115723
2015-06-16,14.253072738647461
2015-06-17,14.195770263671875
2015-06-18,13.995177268981934
2015-06-19,14.023834228515625
2015-06-22,14.086875915527344
2015-06-23,12.975053787231445
2015-06-24,13.49084758758545
2015-06-25,13.46792221069336
2015-06-26,13.16990852355957
2015-06-29,12.717158317565918
2015-06-30,12.545228004455566
2015-07-01,12.361834526062012
2015-07-02,12.5394926071167
2015-07-06,12.665578842163086
2015-07-07,12.814583778381348
2015-07-08,12.677041053771973
2015-07-09,12.482185363769531
2015-07-10,12.699965476989746
2015-07-13,12.757275581359863
2015-07-14,12.665578842163086
2015-07-15,12.212827682495117
2015-07-16,12.235749244689941
2015-07-17,11.662647247314453
2015-07-20,11.09527587890625
2015-07-21,11.089547157287598
2015-07-22,11.152582168579102
2015-07-23,11.158317565917969
2015-07-24,10.877497673034668
2015-07-27,11.295862197875977
2015-07-28,11.089547157287598
2015-07-29,10.9290771484375
2015-07-30,10.923344612121582
2015-07-31,11.055159568786621
2015-08-03,10.791532516479492
2015-08-04,9.169652938842773
2015-08-05,9.742753982543945
2015-08-06,8.969062805175781
2015-08-07,9.13526439666748
2015-08-10,9.20976734161377
2015-08-11,9.083686828613281
2015-08-12,9.358774185180664
2015-08-13,9.519243240356445
2015-08-14,9.67971134185791
2015-08-17,9.908952713012695
2015-08-18,9.7542142868042
2015-08-19,9.920414924621582
2015-08-20,9.857372283935547
2015-08-21,9.496318817138672
2015-08-24,9.290002822875977
2015-08-25,9.186845779418945
2015-08-26,9.123802185058594
2015-08-27,9.404622077941895
2015-08-28,9.456869125366211
2015-08-31,9.323347091674805
2015-09-01,9.044690132141113
2015-09-02,9.143383979797363
2015-09-03,9.311738014221191
2015-09-04,9.033082008361816
2015-09-08,9.09113597869873
2015-09-09,8.858922004699707
2015-09-10,8.661539077758789
2015-09-11,8.464159965515137
2015-09-14,8.336443901062012
2015-09-15,8.61509895324707
2015-09-16,8.91117000579834
2015-09-17,8.957613945007324
2015-09-18,9.073719024658203
2015-09-21,8.80667495727539
2015-09-22,8.429326057434082
2015-09-23,8.127449989318848
2015-09-24,7.854602813720703
2015-09-25,7.430811405181885
2015-09-28,6.989606857299805
2015-09-29,6.6412882804870605
2015-09-30,6.73997688293457
2015-10-01,6.710952281951904
2015-10-02,7.506282329559326
2015-10-05,8.359663963317871
2015-10-06,8.34224796295166
2015-10-07,8.539628982543945
2015-10-08,8.661539077758789
2015-10-09,8.673151969909668
2015-10-12,8.15067195892334
2015-10-13,8.156478881835938
2015-10-14,8.33063793182373
2015-10-15,8.73701000213623
2015-10-16,8.440937995910645
2015-10-19,8.475769996643066
2015-10-20,8.539628982543945
2015-10-21,8.249363899230957
2015-10-22,8.43513298034668
2015-10-23,8.139062881469727
2015-10-26,7.8487958908081055
2015-10-27,7.581750392913818
2015-10-28,7.877820014953613
2015-10-29,8.226140022277832
2015-10-30,8.382884979248047
2015-11-02,8.696372985839844
2015-11-03,8.742815971374512
2015-11-04,9.282710075378418
2015-11-05,9.271099090576172
2015-11-06,9.555560111999512
2015-11-09,9.631030082702637
2015-11-10,9.61361312866211
2015-11-11,9.201437950134277
2015-11-12,8.620902061462402
2015-11-13,8.52221393585205
2015-11-16,8.97502613067627
2015-11-17,8.562849044799805
2015-11-18,8.68476390838623
2015-11-19,8.597683906555176
2015-11-20,8.313220977783203
2015-11-23,8.417716979980469
2015-11-24,8.876336097717285
2015-11-25,8.620902061462402
2015-11-27,8.164381980895996
2015-11-30,8.329317092895508
2015-12-01,8.264518737792969
2015-12-02,7.710803985595703
2015-12-03,7.704916000366211
2015-12-04,7.392709732055664
2015-12-07,7.039276123046875
2015-12-08,7.245448112487793
2015-12-09,7.746150016784668
2015-12-10,7.657790184020996
2015-12-11,7.239553928375244
2015-12-14,6.9096808433532715
2015-12-15,7.322023868560791
2015-12-16,8.21739673614502
2015-12-17,8.588504791259766
2015-12-18,8.70042610168457
2015-12-21,8.464801788330078
2015-12-22,8.747553825378418
2015-12-23,8.936050415039062
2015-12-24,8.894816398620605
2015-12-28,8.82413101196289
2015-12-29,8.682753562927246
2015-12-30,8.553160667419434
2015-12-31,8.694536209106445
2016-01-04,8.729879379272461
2016-01-05,8.54137897491455
2016-01-06,8.21739673614502
2016-01-07,7.781491756439209
2016-01-08,7.769708633422852
2016-01-11,7.95231819152832
2016-01-12,7.66367769241333
2016-01-13,7.357368469238281
2016-01-14,7.810943126678467
2016-01-15,7.445728302001953
2016-01-19,7.14530611038208
2016-01-20,7.051055908203125
2016-01-21,7.286680221557617
2016-01-22,7.569429874420166
2016-01-25,7.1688690185546875
2016-01-26,7.4221649169921875
2016-01-27,7.657790184020996
2016-01-28,7.810943126678467
