Date,UTZ
2018-11-26,8.93700122833252
2018-11-27,8.93700122833252
2018-11-28,8.93700122833252
2018-11-29,8.93700122833252
2018-11-30,8.93700122833252
2018-12-03,8.93700122833252
2018-12-04,8.93700122833252
2018-12-06,8.93700122833252
2018-12-07,8.93700122833252
2018-12-10,8.93700122833252
2018-12-11,8.93700122833252
2018-12-12,9.04836654663086
2018-12-13,8.93700122833252
2018-12-14,8.955559730529785
2018-12-17,8.909162521362305
2018-12-18,8.881319046020508
2018-12-19,8.862760543823242
2018-12-20,8.862760543823242
2018-12-21,8.946283340454102
2018-12-24,8.946283340454102
2018-12-26,8.946283340454102
2018-12-27,8.955559730529785
2018-12-28,8.955559730529785
2018-12-31,8.955559730529785
2019-01-02,8.955559730529785
2019-01-03,8.93700122833252
2019-01-04,8.946283340454102
2019-01-07,8.946283340454102
2019-01-08,8.93700122833252
2019-01-09,8.93700122833252
2019-01-10,9.014029502868652
2019-01-11,9.001964569091797
2019-01-14,9.001964569091797
2019-01-15,9.001964569091797
2019-01-16,8.93700122833252
2019-01-17,9.001964569091797
2019-01-18,9.04836654663086
2019-01-22,9.089200019836426
2019-01-23,9.076208114624023
2019-01-24,9.001964569091797
2019-01-25,9.001964569091797
2019-01-28,9.066929817199707
2019-01-29,9.066929817199707
2019-01-30,9.066929817199707
2019-01-31,9.066929817199707
2019-02-01,9.04836654663086
2019-02-04,9.001964569091797
2019-02-05,9.04836654663086
2019-02-06,9.094767570495605
2019-02-07,9.088272094726562
2019-02-08,9.094767570495605
2019-02-11,9.094767570495605
2019-02-12,9.094767570495605
2019-02-13,9.094767570495605
2019-02-14,9.04836654663086
2019-02-15,9.057646751403809
2019-02-19,9.057646751403809
2019-02-20,9.1411714553833
2019-02-21,9.131890296936035
2019-02-22,9.1411714553833
2019-02-25,9.1411714553833
2019-02-26,9.1411714553833
2019-02-27,9.1411714553833
2019-02-28,9.1411714553833
2019-03-01,9.1411714553833
2019-03-04,9.1411714553833
2019-03-05,9.1411714553833
2019-03-06,9.1411714553833
2019-03-07,9.159730911254883
2019-03-08,9.1411714553833
2019-03-11,9.187569618225098
2019-03-12,9.187569618225098
2019-03-13,9.187569618225098
2019-03-14,9.233975410461426
2019-03-15,9.326777458190918
2019-03-18,9.27109432220459
2019-03-19,9.252535820007324
2019-03-20,9.252535820007324
2019-03-21,9.261813163757324
2019-03-22,9.252535820007324
2019-03-25,9.206133842468262
2019-03-26,9.215412139892578
2019-03-27,9.215412139892578
2019-03-28,9.215412139892578
2019-03-29,9.224693298339844
2019-04-01,9.215412139892578
2019-04-02,9.206133842468262
2019-04-03,9.196852684020996
2019-04-04,9.196852684020996
2019-04-05,9.187569618225098
2019-04-08,9.187569618225098
2019-04-09,9.326777458190918
2019-04-10,9.233975410461426
2019-04-11,9.410300254821777
2019-04-12,9.3453369140625
2019-04-15,9.326777458190918
2019-04-16,9.317495346069336
2019-04-17,9.261813163757324
2019-04-18,9.261813163757324
2019-04-22,9.252535820007324
2019-04-23,9.27109432220459
2019-04-24,9.27109432220459
2019-04-25,9.159730911254883
2019-04-26,9.233975410461426
2019-04-29,9.261813163757324
2019-04-30,9.243254661560059
2019-05-01,9.243254661560059
2019-05-02,9.243254661560059
2019-05-03,9.243254661560059
2019-05-06,9.280373573303223
2019-05-07,9.233975410461426
2019-05-08,9.233975410461426
2019-05-09,9.308213233947754
2019-05-10,9.272951126098633
2019-05-13,9.280373573303223
2019-05-14,9.261813163757324
2019-05-15,9.233975410461426
2019-05-16,9.308213233947754
2019-05-17,9.252535820007324
2019-05-20,9.233975410461426
2019-05-21,9.233975410461426
2019-05-22,9.280373573303223
2019-05-23,9.289654731750488
2019-05-24,9.308213233947754
2019-05-28,9.326777458190918
2019-05-29,9.308213233947754
2019-05-30,9.308213233947754
2019-05-31,9.308213233947754
2019-06-03,9.317495346069336
2019-06-04,9.308213233947754
2019-06-05,9.308213233947754
2019-06-06,9.326777458190918
2019-06-07,9.326777458190918
2019-06-10,9.317495346069336
2019-06-11,9.317495346069336
2019-06-12,9.326777458190918
2019-06-13,9.326777458190918
2019-06-14,9.326777458190918
2019-06-17,9.354619979858398
2019-06-18,9.354619979858398
2019-06-19,9.363900184631348
2019-06-20,9.326777458190918
2019-06-21,9.391739845275879
2019-06-24,9.503104209899902
2019-06-25,9.465982437133789
2019-06-26,9.373178482055664
2019-06-27,9.373178482055664
2019-06-28,9.280373573303223
2019-07-01,9.280373573303223
2019-07-02,9.326777458190918
2019-07-03,9.373178482055664
2019-07-05,9.373178482055664
2019-07-08,9.373178482055664
2019-07-09,9.410300254821777
2019-07-10,9.391739845275879
2019-07-11,9.391739845275879
2019-07-12,9.391739845275879
2019-07-15,9.391739845275879
2019-07-16,9.391739845275879
2019-07-17,9.391739845275879
2019-07-18,9.391739845275879
2019-07-19,9.391739845275879
2019-07-22,9.391739845275879
2019-07-23,9.410300254821777
2019-07-24,9.401021003723145
2019-07-25,9.401021003723145
2019-07-26,9.410300254821777
2019-07-29,9.410300254821777
2019-07-30,9.410300254821777
2019-07-31,9.558786392211914
2019-08-01,9.526307106018066
2019-08-02,9.512382507324219
2019-08-05,9.503104209899902
2019-08-06,9.503104209899902
2019-08-07,9.52166748046875
2019-08-08,9.52166748046875
2019-08-09,9.52166748046875
2019-08-12,9.503104209899902
2019-08-13,9.503104209899902
2019-08-14,9.493824005126953
2019-08-15,9.493824005126953
2019-08-16,9.326777458190918
2019-08-19,9.493824005126953
2019-08-20,9.503104209899902
2019-08-21,9.503104209899902
2019-08-22,9.503104209899902
2019-08-23,9.493824005126953
2019-08-26,9.484545707702637
2019-08-27,9.484545707702637
2019-08-28,9.484545707702637
2019-08-29,9.503104209899902
2019-08-30,9.484545707702637
2019-09-03,9.484545707702637
2019-09-04,9.475262641906738
2019-09-05,9.465982437133789
2019-09-06,9.447423934936523
2019-09-09,9.470621109008789
2019-09-10,9.484545707702637
2019-09-11,9.447423934936523
2019-09-12,9.475262641906738
2019-09-13,9.475262641906738
2019-09-16,9.475262641906738
2019-09-17,9.438143730163574
2019-09-18,9.484545707702637
2019-09-19,9.484545707702637
2019-09-20,9.475262641906738
2019-09-23,9.475262641906738
2019-09-24,9.465982437133789
2019-09-25,9.447423934936523
2019-09-26,9.484545707702637
2019-09-27,9.475262641906738
2019-09-30,9.45670223236084
2019-10-01,9.45670223236084
2019-10-02,9.45670223236084
2019-10-03,9.45670223236084
2019-10-04,9.465982437133789
2019-10-07,9.465982437133789
2019-10-08,9.447423934936523
2019-10-09,9.484545707702637
2019-10-10,9.470621109008789
2019-10-11,9.465982437133789
2019-10-14,9.465982437133789
2019-10-15,9.465982437133789
2019-10-16,9.498464584350586
2019-10-17,9.512382507324219
2019-10-18,9.512382507324219
2019-10-21,9.500319480895996
2019-10-22,9.475262641906738
2019-10-23,9.45670223236084
2019-10-24,9.818636894226074
2019-10-25,9.512382507324219
2019-10-28,9.475262641906738
2019-10-29,9.540226936340332
2019-10-30,9.512382507324219
2019-10-31,9.493824005126953
2019-11-01,9.484545707702637
2019-11-04,9.484545707702637
2019-11-05,9.530943870544434
2019-11-06,9.530943870544434
2019-11-07,9.512382507324219
2019-11-08,9.512382507324219
2019-11-11,9.503104209899902
2019-11-12,9.493824005126953
2019-11-13,9.465982437133789
2019-11-14,9.503104209899902
2019-11-15,9.503104209899902
2019-11-18,9.530943870544434
2019-11-19,9.512382507324219
2019-11-20,9.484545707702637
2019-11-21,9.484545707702637
2019-11-22,9.515169143676758
2019-11-25,9.45670223236084
2019-11-26,9.465982437133789
2019-11-27,9.465982437133789
2019-11-29,9.465982437133789
2019-12-02,9.52166748046875
2019-12-03,9.512382507324219
2019-12-04,9.503104209899902
2019-12-05,9.503104209899902
2019-12-06,9.479903221130371
2019-12-09,9.484545707702637
2019-12-10,9.484545707702637
2019-12-11,9.484545707702637
2019-12-12,9.484545707702637
2019-12-13,9.484545707702637
2019-12-16,9.540226936340332
2019-12-17,9.549506187438965
2019-12-18,9.530943870544434
2019-12-19,9.56806468963623
2019-12-20,9.549506187438965
2019-12-23,9.540226936340332
2019-12-24,9.540226936340332
2019-12-26,9.540226936340332
2019-12-27,9.540226936340332
2019-12-30,9.540226936340332
2019-12-31,9.540226936340332
2020-01-02,9.540226936340332
2020-01-03,9.540226936340332
2020-01-06,9.540226936340332
2020-01-07,9.540226936340332
2020-01-08,9.558786392211914
2020-01-09,9.558786392211914
2020-01-10,9.642312049865723
2020-01-13,9.651592254638672
2020-01-14,9.697992324829102
2020-01-15,9.837199211120605
2020-01-16,9.884527206420898
2020-01-17,9.8928804397583
2020-01-21,10.069206237792969
2020-01-22,9.951345443725586
2020-01-23,9.929999351501465
2020-01-24,9.929999351501465
2020-01-27,9.929999351501465
2020-01-28,9.976402282714844
2020-01-29,9.976402282714844
2020-01-30,10.041364669799805
2020-01-31,10.041364669799805
2020-02-03,10.022807121276855
2020-02-04,10.19449520111084
2020-02-05,10.124890327453613
2020-02-06,10.115608215332031
2020-02-07,10.066422462463379
2020-02-10,10.050646781921387
2020-02-11,10.050646781921387
2020-02-12,10.022807121276855
2020-02-13,9.957841873168945
2020-02-14,9.976402282714844
2020-02-18,9.976402282714844
2020-02-19,9.976402282714844
2020-02-20,9.976402282714844
2020-02-21,9.976402282714844
2020-02-24,10.022807121276855
2020-02-25,10.004244804382324
2020-02-26,9.976402282714844
2020-02-27,9.976402282714844
2020-02-28,9.9114408493042
2020-03-02,10.022807121276855
2020-03-03,10.069206237792969
2020-03-04,10.069206237792969
2020-03-05,10.050646781921387
2020-03-06,9.957841873168945
2020-03-09,9.790796279907227
2020-03-10,9.726761817932129
2020-03-11,9.735116004943848
2020-03-12,9.549506187438965
2020-03-13,9.540226936340332
2020-03-16,9.298934936523438
2020-03-17,9.382457733154297
2020-03-18,9.308213233947754
2020-03-19,9.196852684020996
2020-03-20,9.41958236694336
2020-03-23,9.438143730163574
2020-03-24,9.308213233947754
2020-03-25,9.391739845275879
2020-03-26,9.465982437133789
2020-03-27,9.493824005126953
2020-03-30,9.503104209899902
2020-03-31,9.493824005126953
2020-04-01,9.410300254821777
2020-04-02,9.484545707702637
2020-04-03,9.41958236694336
2020-04-06,9.410300254821777
2020-04-07,9.410300254821777
2020-04-08,9.465982437133789
2020-04-09,9.42885971069336
2020-04-13,9.42885971069336
2020-04-14,9.512382507324219
2020-04-15,9.48825454711914
2020-04-16,9.48825454711914
2020-04-17,9.48825454711914
2020-04-20,9.493824005126953
2020-04-21,9.493824005126953
2020-04-22,9.475262641906738
2020-04-23,9.665512084960938
2020-04-24,9.665512084960938
2020-04-27,9.605188369750977
2020-04-28,9.605188369750977
2020-04-29,9.716553688049316
2020-04-30,9.716553688049316
2020-05-01,9.716553688049316
2020-05-04,9.558786392211914
2020-05-05,9.651592254638672
2020-05-06,9.651592254638672
2020-05-07,9.651592254638672
2020-05-08,9.716553688049316
2020-05-11,9.716553688049316
2020-05-12,9.837199211120605
2020-05-13,9.883599281311035
2020-05-14,9.929999351501465
2020-05-15,9.957841873168945
2020-05-18,9.990324020385742
2020-05-19,9.976402282714844
2020-05-20,9.939282417297363
2020-05-21,9.929999351501465
2020-05-22,9.948562622070312
2020-05-26,9.985685348510742
2020-05-27,10.022807121276855
2020-05-28,9.990324020385742
2020-05-29,9.948562622070312
2020-06-01,10.097047805786133
2020-06-02,10.115608215332031
2020-06-03,10.069206237792969
2020-06-04,10.115608215332031
2020-06-05,11.832478523254395
2020-06-08,12.036649703979492
2020-06-09,12.342897415161133
2020-06-10,13.22453498840332
2020-06-11,12.946123123168945
2020-06-12,12.983245849609375
2020-06-15,12.797636985778809
2020-06-16,12.899720191955566
2020-06-17,12.899720191955566
2020-06-18,12.899720191955566
2020-06-19,12.81619644165039
2020-06-22,13.057487487792969
2020-06-23,13.2709379196167
2020-06-24,13.2709379196167
2020-06-25,12.825481414794922
2020-06-26,12.760518074035645
2020-06-29,12.704833030700684
2020-06-30,12.714110374450684
2020-07-01,12.714110374450684
2020-07-02,12.639869689941406
2020-07-06,12.667713165283203
2020-07-07,12.667713165283203
2020-07-08,12.714110374450684
2020-07-09,12.714110374450684
2020-07-10,12.714110374450684
2020-07-13,12.899720191955566
2020-07-14,12.899720191955566
2020-07-15,12.732674598693848
2020-07-16,12.760518074035645
2020-07-17,12.853321075439453
2020-07-20,12.74195384979248
2020-07-21,12.806918144226074
2020-07-22,12.797636985778809
2020-07-23,12.528505325317383
2020-07-24,12.305779457092285
2020-07-27,12.528505325317383
2020-07-28,12.528505325317383
2020-07-29,12.751235008239746
2020-07-30,12.602749824523926
2020-07-31,12.417140007019043
2020-08-03,12.899720191955566
2020-08-04,12.89044189453125
2020-08-05,12.806918144226074
2020-08-06,12.769796371459961
2020-08-07,12.844038963317871
2020-08-10,12.806918144226074
2020-08-11,12.723394393920898
2020-08-12,12.806918144226074
2020-08-13,12.751235008239746
2020-08-14,12.723394393920898
2020-08-17,12.704833030700684
2020-08-18,12.853321075439453
2020-08-19,12.825481414794922
2020-08-20,12.899720191955566
2020-08-21,12.639869689941406
2020-08-24,12.899720191955566
2020-08-25,13.920563697814941
2020-08-26,14.662992477416992
2020-08-27,14.486665725708008
2020-08-28,15.16413402557373
