Date,LUV
2010-01-04,9.684172630310059
2010-01-05,10.195228576660156
2010-01-06,9.892057418823242
2010-01-07,10.039316177368164
2010-01-08,9.814101219177246
2010-01-11,9.926709175109863
2010-01-12,9.814101219177246
2010-01-13,9.987342834472656
2010-01-14,9.926709175109863
2010-01-15,9.77078914642334
2010-01-19,9.788113594055176
2010-01-20,9.814101219177246
2010-01-21,10.11727523803711
2010-01-22,10.11727523803711
2010-01-25,9.805437088012695
2010-01-26,10.056638717651367
2010-01-27,9.866079330444336
2010-01-28,9.918044090270996
2010-01-29,9.814101219177246
2010-02-01,10.021993637084961
2010-02-02,10.004667282104492
2010-02-03,9.935370445251465
2010-02-04,9.554241180419922
2010-02-05,9.779450416564941
2010-02-08,9.744804382324219
2010-02-09,10.091288566589355
2010-02-10,9.996003150939941
2010-02-11,10.290513038635254
2010-02-12,10.429102897644043
2010-02-16,10.784250259399414
2010-02-17,10.645661354064941
2010-02-18,10.77558708190918
2010-02-19,10.766927719116211
2010-02-22,10.827563285827637
2010-02-23,10.74094009399414
2010-02-24,10.77558708190918
2010-02-25,10.766927719116211
2010-02-26,10.896855354309082
2010-03-01,11.009464263916016
2010-03-02,10.944475173950195
2010-03-03,10.875147819519043
2010-03-04,10.918478012084961
2010-03-05,10.987799644470215
2010-03-08,10.875147819519043
2010-03-09,10.987799644470215
2010-03-10,11.10912036895752
2010-03-11,11.126448631286621
2010-03-12,11.265093803405762
2010-03-15,11.265093803405762
2010-03-16,11.421073913574219
2010-03-17,11.29109001159668
2010-03-18,11.317091941833496
2010-03-19,11.100452423095703
2010-03-22,11.204439163208008
2010-03-23,11.29109001159668
2010-03-24,11.265093803405762
2010-03-25,11.32575511932373
2010-03-26,11.30842113494873
2010-03-29,11.421073913574219
2010-03-30,11.343086242675781
2010-03-31,11.455732345581055
2010-04-01,11.447067260742188
2010-04-05,11.403741836547852
2010-04-06,11.655043601989746
2010-04-07,11.525059700012207
2010-04-08,11.611712455749512
2010-04-09,11.525059700012207
2010-04-12,11.56838321685791
2010-04-13,11.559720039367676
2010-04-14,11.698371887207031
2010-04-15,11.733030319213867
2010-04-16,11.594383239746094
2010-04-19,11.91500473022461
2010-04-20,11.906339645385742
2010-04-21,11.767688751220703
2010-04-22,11.646376609802246
2010-04-23,12.096979141235352
2010-04-26,11.759024620056152
2010-04-27,11.421073913574219
2010-04-28,11.464399337768555
2010-04-29,11.629045486450195
2010-04-30,11.421073913574219
