Date,WYNN
2010-01-04,40.87289047241211
2010-01-05,43.3587646484375
2010-01-06,42.790008544921875
2010-01-07,43.703826904296875
2010-01-08,43.39071273803711
2010-01-11,43.250125885009766
2010-01-12,43.44185256958008
2010-01-13,44.34926986694336
2010-01-14,46.081058502197266
2010-01-15,45.05221176147461
2010-01-19,45.57621765136719
2010-01-20,43.556861877441406
2010-01-21,41.77394485473633
2010-01-22,40.86651611328125
2010-01-25,40.63645553588867
2010-01-26,40.1635627746582
2010-01-27,40.10605239868164
2010-01-28,39.47340774536133
2010-01-29,39.54369354248047
2010-02-01,41.88257598876953
2010-02-02,41.435245513916016
2010-02-03,41.05183029174805
2010-02-04,38.87910461425781
2010-02-05,39.21778869628906
2010-02-08,38.82796859741211
2010-02-09,39.38393783569336
2010-02-10,39.236961364746094
2010-02-11,41.51193618774414
2010-02-12,40.28498077392578
2010-02-16,41.47999572753906
2010-02-17,41.16047286987305
2010-02-18,39.62677764892578
2010-02-19,39.7801399230957
2010-02-22,40.272193908691406
2010-02-23,40.69396209716797
2010-02-24,40.483089447021484
2010-02-25,40.13160705566406
2010-02-26,40.62366485595703
2010-03-01,42.317134857177734
2010-03-02,42.73249816894531
2010-03-03,42.4129753112793
2010-03-04,42.10624694824219
2010-03-05,43.2884635925293
2010-03-08,44.087257385253906
2010-03-09,44.585716247558594
2010-03-10,45.34614181518555
2010-03-11,45.49314498901367
2010-03-12,45.67207336425781
2010-03-15,45.03303146362305
2010-03-16,47.05241394042969
2010-03-17,46.52839660644531
2010-03-18,46.01715850830078
2010-03-19,45.851009368896484
2010-03-22,48.91199493408203
2010-03-23,48.777793884277344
2010-03-24,48.44549560546875
2010-03-25,47.550846099853516
2010-03-26,48.969520568847656
2010-03-29,49.11009216308594
2010-03-30,49.365726470947266
2010-03-31,48.45829391479492
2010-04-01,49.46156692504883
2010-04-05,52.580078125
2010-04-06,52.235008239746094
2010-04-07,52.183868408203125
2010-04-08,55.10426330566406
2010-04-09,55.70497512817383
2010-04-12,55.532447814941406
2010-04-13,56.260955810546875
2010-04-14,55.21931457519531
2010-04-15,54.96372604370117
2010-04-16,53.5641975402832
2010-04-19,52.982669830322266
2010-04-20,55.32155227661133
2010-04-21,54.91256332397461
2010-04-22,57.46236038208008
2010-04-23,57.193946838378906
2010-04-26,58.86822509765625
2010-04-27,56.49100875854492
2010-04-28,56.72743225097656
2010-04-29,59.526424407958984
2010-04-30,56.38875961303711
2010-05-03,58.71485137939453
2010-05-04,56.02450942993164
2010-05-05,54.68251037597656
2010-05-06,51.474544525146484
2010-05-07,49.19318771362305
2010-05-10,53.12324523925781
2010-05-11,54.03364181518555
2010-05-12,54.995304107666016
2010-05-13,54.31575012207031
2010-05-14,52.706512451171875
2010-05-17,52.16157913208008
2010-05-18,51.78330993652344
2010-05-19,51.55249786376953
2010-05-20,47.9558219909668
2010-05-21,50.443363189697266
2010-05-24,49.17395782470703
2010-05-25,51.01396560668945
2010-05-26,50.37925720214844
2010-05-27,54.16829299926758
2010-05-28,53.77718734741211
2010-06-01,52.27055740356445
2010-06-02,53.3348388671875
2010-06-03,53.95671463012695
2010-06-04,51.167816162109375
2010-06-07,48.46870422363281
2010-06-08,49.981754302978516
2010-06-09,49.456058502197266
2010-06-10,52.14873504638672
2010-06-11,53.104026794433594
2010-06-14,52.937320709228516
2010-06-15,54.431148529052734
2010-06-16,54.84785842895508
2010-06-17,54.84785842895508
2010-06-18,54.514495849609375
2010-06-21,55.6877326965332
2010-06-22,54.14263153076172
2010-06-23,54.98892593383789
2010-06-24,55.155601501464844
2010-06-25,57.08537292480469
2010-06-28,54.55936813354492
2010-06-29,50.360015869140625
