Date,NNOX
2020-08-21,21.700000762939453
2020-08-24,26.700000762939453
2020-08-25,28.899999618530273
2020-08-26,27.579999923706055
2020-08-27,24.770000457763672
2020-08-28,25.979999542236328
2020-08-31,27.559999465942383
2020-09-01,35.75
2020-09-02,39.79999923706055
2020-09-03,38.5
2020-09-04,36.400001525878906
2020-09-08,40.849998474121094
2020-09-09,44.02000045776367
2020-09-10,48.310001373291016
2020-09-11,64.19000244140625
2020-09-14,49.209999084472656
2020-09-15,38.0
2020-09-16,36.79999923706055
2020-09-17,28.100000381469727
2020-09-18,34.880001068115234
2020-09-21,28.829999923706055
2020-09-22,30.110000610351562
2020-09-23,29.309999465942383
2020-09-24,27.190000534057617
2020-09-25,28.479999542236328
2020-09-28,26.559999465942383
2020-09-29,24.0
2020-09-30,23.520000457763672
2020-10-01,23.969999313354492
2020-10-02,37.439998626708984
2020-10-05,39.5
2020-10-06,35.04999923706055
2020-10-07,39.720001220703125
2020-10-08,36.7400016784668
2020-10-09,36.79999923706055
2020-10-12,35.189998626708984
2020-10-13,34.2400016784668
2020-10-14,37.4900016784668
2020-10-15,36.27000045776367
2020-10-16,35.20000076293945
2020-10-19,33.20000076293945
2020-10-20,30.969999313354492
2020-10-21,30.93000030517578
2020-10-22,31.56999969482422
2020-10-23,30.739999771118164
2020-10-26,28.920000076293945
2020-10-27,29.170000076293945
2020-10-28,26.65999984741211
2020-10-29,29.15999984741211
2020-10-30,27.600000381469727
2020-11-02,27.3799991607666
2020-11-03,29.1299991607666
2020-11-04,28.959999084472656
2020-11-05,31.75
2020-11-06,34.06999969482422
2020-11-09,34.130001068115234
2020-11-10,36.11000061035156
2020-11-11,38.040000915527344
2020-11-12,37.290000915527344
2020-11-13,36.06999969482422
2020-11-16,38.43000030517578
2020-11-17,37.810001373291016
2020-11-18,36.81999969482422
2020-11-19,38.11000061035156
2020-11-20,36.7400016784668
2020-11-23,43.29999923706055
2020-11-24,45.0
2020-11-25,46.06999969482422
2020-11-27,52.29999923706055
2020-11-30,61.29999923706055
2020-12-01,59.20000076293945
2020-12-02,60.93000030517578
2020-12-03,58.060001373291016
2020-12-04,57.040000915527344
2020-12-07,52.709999084472656
2020-12-08,49.720001220703125
2020-12-09,44.5
2020-12-10,48.79999923706055
2020-12-11,46.2599983215332
2020-12-14,44.630001068115234
2020-12-15,42.099998474121094
2020-12-16,44.0099983215332
2020-12-17,53.470001220703125
2020-12-18,49.630001068115234
2020-12-21,50.310001373291016
2020-12-22,56.65999984741211
2020-12-23,53.9900016784668
2020-12-24,52.459999084472656
2020-12-28,47.81999969482422
2020-12-29,47.97999954223633
2020-12-30,48.54999923706055
2020-12-31,45.65999984741211
2021-01-04,45.720001220703125
2021-01-05,45.54999923706055
2021-01-06,45.880001068115234
2021-01-07,47.619998931884766
2021-01-08,53.2400016784668
2021-01-11,51.619998931884766
2021-01-12,51.75
2021-01-13,54.529998779296875
2021-01-14,52.58000183105469
2021-01-15,49.68000030517578
2021-01-19,53.25
2021-01-20,52.459999084472656
2021-01-21,66.20999908447266
2021-01-22,65.8499984741211
2021-01-25,66.31999969482422
2021-01-26,85.12999725341797
2021-01-27,89.38999938964844
2021-01-28,72.0199966430664
2021-01-29,75.77999877929688
2021-02-01,69.52999877929688
2021-02-02,71.37999725341797
2021-02-03,68.5
2021-02-04,65.37000274658203
2021-02-05,69.7699966430664
2021-02-08,72.41000366210938
2021-02-09,81.97000122070312
2021-02-10,73.54000091552734
2021-02-11,64.48999786376953
2021-02-12,66.1500015258789
2021-02-16,60.5
2021-02-17,59.380001068115234
2021-02-18,55.5
2021-02-19,56.849998474121094
2021-02-22,51.7400016784668
2021-02-23,48.22999954223633
2021-02-24,53.650001525878906
2021-02-25,46.29999923706055
2021-02-26,45.27000045776367
2021-03-01,44.81999969482422
2021-03-02,43.0099983215332
2021-03-03,41.66999816894531
2021-03-04,36.40999984741211
2021-03-05,39.40999984741211
2021-03-08,37.70500183105469
2021-03-09,40.209999084472656
2021-03-10,39.540000915527344
2021-03-11,44.400001525878906
2021-03-12,43.970001220703125
2021-03-15,50.29999923706055
2021-03-16,47.400001525878906
2021-03-17,48.790000915527344
2021-03-18,46.33000183105469
2021-03-19,48.11000061035156
2021-03-22,47.11000061035156
2021-03-23,44.13999938964844
2021-03-24,39.27000045776367
2021-03-25,40.0
2021-03-26,39.5099983215332
2021-03-29,38.869998931884766
2021-03-30,38.779998779296875
2021-03-31,41.45000076293945
2021-04-01,41.33000183105469
2021-04-05,48.54999923706055
2021-04-06,44.7599983215332
2021-04-07,41.029998779296875
2021-04-08,40.08000183105469
2021-04-09,39.279998779296875
2021-04-12,36.150001525878906
2021-04-13,36.540000915527344
2021-04-14,36.040000915527344
2021-04-15,34.20000076293945
2021-04-16,33.68000030517578
2021-04-19,32.43000030517578
2021-04-20,30.450000762939453
2021-04-21,33.22999954223633
2021-04-22,32.880001068115234
2021-04-23,33.849998474121094
2021-04-26,34.0099983215332
2021-04-27,35.88999938964844
2021-04-28,35.4900016784668
2021-04-29,34.119998931884766
2021-04-30,33.54999923706055
2021-05-03,31.34000015258789
2021-05-04,30.360000610351562
2021-05-05,29.399999618530273
2021-05-06,29.639999389648438
2021-05-07,29.09000015258789
2021-05-10,26.18000030517578
2021-05-11,21.299999237060547
2021-05-12,22.469999313354492
2021-05-13,19.799999237060547
2021-05-14,21.90999984741211
2021-05-17,21.56999969482422
2021-05-18,24.270000457763672
2021-05-19,23.389999389648438
2021-05-20,24.34000015258789
2021-05-21,22.889999389648438
2021-05-24,22.920000076293945
2021-05-25,22.079999923706055
2021-05-26,23.690000534057617
2021-05-27,26.0
2021-05-28,25.0
2021-06-01,26.709999084472656
2021-06-02,26.530000686645508
2021-06-03,27.459999084472656
2021-06-04,27.520000457763672
2021-06-07,28.6200008392334
2021-06-08,28.600000381469727
2021-06-09,29.719999313354492
2021-06-10,28.65999984741211
2021-06-11,29.670000076293945
2021-06-14,29.200000762939453
2021-06-15,28.25
2021-06-16,27.979999542236328
2021-06-17,30.5
2021-06-18,30.010000228881836
2021-06-21,30.700000762939453
2021-06-22,30.549999237060547
2021-06-23,30.579999923706055
2021-06-24,29.84000015258789
2021-06-25,31.649999618530273
2021-06-28,33.310001373291016
2021-06-29,32.88999938964844
2021-06-30,32.04999923706055
2021-07-01,31.75
2021-07-02,30.479999542236328
2021-07-06,32.04999923706055
2021-07-07,30.469999313354492
2021-07-08,30.020000457763672
2021-07-09,31.200000762939453
2021-07-12,31.350000381469727
2021-07-13,29.780000686645508
2021-07-14,30.059999465942383
2021-07-15,28.3799991607666
2021-07-16,26.059999465942383
2021-07-19,26.59000015258789
2021-07-20,27.81999969482422
2021-07-21,28.229999542236328
2021-07-22,27.729999542236328
2021-07-23,27.850000381469727
2021-07-26,27.649999618530273
2021-07-27,27.739999771118164
2021-07-28,28.6299991607666
2021-07-29,28.920000076293945
2021-07-30,28.350000381469727
2021-08-02,29.110000610351562
2021-08-03,29.290000915527344
2021-08-04,29.059999465942383
2021-08-05,30.059999465942383
2021-08-06,30.049999237060547
2021-08-09,30.1200008392334
2021-08-10,26.06999969482422
2021-08-11,26.15999984741211
2021-08-12,28.290000915527344
2021-08-13,27.190000534057617
2021-08-16,24.979999542236328
2021-08-17,23.969999313354492
2021-08-18,23.68000030517578
2021-08-19,21.43000030517578
2021-08-20,22.56999969482422
2021-08-23,22.969999313354492
2021-08-24,24.200000762939453
2021-08-25,24.170000076293945
2021-08-26,23.790000915527344
2021-08-27,24.520000457763672
2021-08-30,24.18000030517578
2021-08-31,24.65999984741211
2021-09-01,25.18000030517578
2021-09-02,25.1299991607666
2021-09-03,25.06999969482422
2021-09-07,24.25
2021-09-08,23.920000076293945
2021-09-09,23.6200008392334
2021-09-10,23.1200008392334
2021-09-13,22.639999389648438
2021-09-14,21.93000030517578
2021-09-15,22.459999084472656
2021-09-16,23.479999542236328
2021-09-17,24.329999923706055
2021-09-20,22.760000228881836
2021-09-21,23.329999923706055
2021-09-22,23.829999923706055
2021-09-23,24.270000457763672
2021-09-24,24.260000228881836
2021-09-27,25.649999618530273
2021-09-28,24.5
2021-09-29,22.68000030517578
2021-09-30,22.5
2021-10-01,22.8700008392334
2021-10-04,22.09000015258789
2021-10-05,23.420000076293945
2021-10-06,22.299999237060547
2021-10-07,22.649999618530273
2021-10-08,21.920000076293945
2021-10-11,21.489999771118164
