Date,CMCO
2010-01-04,13.34370231628418
2010-01-05,13.334518432617188
2010-01-06,13.821249961853027
2010-01-07,14.188589096069336
2010-01-08,14.500833511352539
2010-01-11,14.69368839263916
2010-01-12,14.601850509643555
2010-01-13,14.803886413574219
2010-01-14,14.721236228942871
2010-01-15,14.647772789001465
2010-01-19,14.831438064575195
2010-01-20,14.510015487670898
2010-01-21,13.830434799194336
2010-01-22,13.554929733276367
2010-01-25,13.50900936126709
2010-01-26,13.306967735290527
2010-01-27,13.857982635498047
2010-01-28,13.187581062316895
2010-01-29,12.471264839172363
2010-02-01,12.058005332946777
2010-02-02,12.067188262939453
2010-02-03,12.260043144226074
2010-02-04,11.901884078979492
2010-02-05,12.002904891967773
2010-02-08,11.764129638671875
2010-02-09,12.094740867614746
2010-02-10,12.168209075927734
2010-02-11,12.361063003540039
2010-02-12,12.645751953125
2010-02-16,12.967175483703613
2010-02-17,12.811053276062012
2010-02-18,12.875343322753906
2010-02-19,12.829425811767578
2010-02-22,12.875343322753906
2010-02-23,12.967175483703613
2010-02-24,13.288602828979492
2010-02-25,13.316152572631836
2010-02-26,13.215134620666504
2010-03-01,13.922266960144043
2010-03-02,14.271242141723633
2010-03-03,14.611031532287598
2010-03-04,14.23450756072998
2010-03-05,14.326343536376953
2010-03-08,14.546749114990234
2010-03-09,14.574297904968262
2010-03-10,14.62021541595459
2010-03-11,14.592669486999512
2010-03-12,14.510015487670898
2010-03-15,14.454911231994629
2010-03-16,14.67531681060791
2010-03-17,15.171228408813477
2010-03-18,15.171228408813477
2010-03-19,15.446734428405762
2010-03-22,15.68551254272461
2010-03-23,15.740608215332031
2010-03-24,15.171228408813477
2010-03-25,14.739604949951172
2010-03-26,14.656953811645508
2010-03-29,14.776336669921875
2010-03-30,14.757970809936523
2010-03-31,14.574297904968262
2010-04-01,14.868173599243164
2010-04-05,15.024296760559082
2010-04-06,15.38244915008545
2010-04-07,15.612039566040039
2010-04-08,15.318167686462402
2010-04-09,15.612039566040039
2010-04-12,15.997749328613281
2010-04-13,15.915095329284668
2010-04-14,16.374271392822266
2010-04-15,16.759981155395508
2010-04-16,16.861005783081055
2010-04-19,16.649784088134766
2010-04-20,16.94365882873535
2010-04-21,17.072229385375977
2010-04-22,17.632423400878906
2010-04-23,17.586503982543945
2010-04-26,17.49466896057129
2010-04-27,16.548768997192383
2010-04-28,16.346721649169922
2010-04-29,17.173246383666992
2010-04-30,16.557950973510742
2010-05-03,17.476299285888672
2010-05-04,16.456924438476562
2010-05-05,16.337535858154297
2010-05-06,15.612039566040039
2010-05-07,15.391633987426758
2010-05-10,16.016117095947266
2010-05-11,16.30999183654785
2010-05-12,16.59468650817871
2010-05-13,16.93447494506836
2010-05-14,16.714067459106445
2010-05-17,16.613046646118164
2010-05-18,16.30999183654785
2010-05-19,15.915095329284668
2010-05-20,14.9232759475708
2010-05-21,15.207969665527344
2010-05-24,14.831438064575195
2010-05-25,14.491647720336914
2010-05-26,14.647772789001465
2010-05-27,15.823260307312012
2010-05-28,15.04266357421875
2010-06-01,14.271242141723633
2010-06-02,14.454911231994629
2010-06-03,14.491647720336914
2010-06-04,13.453904151916504
2010-06-07,12.930444717407227
2010-06-08,13.04982852935791
2010-06-09,12.902894020080566
2010-06-10,13.068201065063477
2010-06-11,13.316152572631836
2010-06-14,13.50900936126709
2010-06-15,14.62021541595459
2010-06-16,14.372257232666016
2010-06-17,14.399813652038574
2010-06-18,14.611031532287598
2010-06-21,14.721236228942871
2010-06-22,14.280426979064941
2010-06-23,14.096753120422363
2010-06-24,13.57329273223877
2010-06-25,13.876348495483398
2010-06-28,13.701865196228027
2010-06-29,13.10492992401123
2010-06-30,12.829425811767578
2010-07-01,12.535552024841309
2010-07-02,12.296775817871094
2010-07-06,11.874336242675781
2010-07-07,12.397798538208008
2010-07-08,12.507999420166016
2010-07-09,12.719222068786621
2010-07-12,12.250862121582031
2010-07-13,12.921259880065918
2010-07-14,12.948814392089844
2010-07-15,13.1600341796875
2010-07-16,12.572286605834961
2010-07-19,13.077381134033203
2010-07-20,13.224316596984863
2010-07-21,13.141669273376465
2010-07-22,13.857982635498047
2010-07-23,14.252874374389648
2010-07-26,14.840622901916504
2010-07-27,14.794706344604492
2010-07-28,14.43655014038086
2010-07-29,14.491647720336914
2010-07-30,14.44572925567627
2010-08-02,14.69368839263916
2010-08-03,14.565115928649902
2010-08-04,14.317161560058594
2010-08-05,14.418184280395508
2010-08-06,14.0141019821167
2010-08-09,14.124305725097656
2010-08-10,13.701865196228027
2010-08-11,12.847790718078613
2010-08-12,12.912076950073242
2010-08-13,12.737591743469238
2010-08-16,12.856973648071289
2010-08-17,13.068201065063477
2010-08-18,12.893710136413574
2010-08-19,12.186575889587402
2010-08-20,12.021271705627441
2010-08-23,11.764129638671875
2010-08-24,11.653928756713867
2010-08-25,11.516178131103516
2010-08-26,11.608011245727539
2010-08-27,12.177391052246094
2010-08-30,11.938619613647461
2010-08-31,11.754947662353516
2010-09-01,12.563103675842285
2010-09-02,12.710041046142578
2010-09-03,12.737591743469238
2010-09-07,12.250862121582031
2010-09-08,12.507999420166016
2010-09-09,12.498815536499023
2010-09-10,12.664121627807617
2010-09-13,13.242685317993164
2010-09-14,13.022275924682617
2010-09-15,13.132482528686523
2010-09-16,13.022275924682617
2010-09-17,13.114113807678223
2010-09-20,13.91308307647705
2010-09-21,13.417171478271484
2010-09-22,13.600842475891113
2010-09-23,13.775333404541016
2010-09-24,14.592669486999512
2010-09-27,14.592669486999512
2010-09-28,14.656953811645508
2010-09-29,15.04266357421875
2010-09-30,15.235513687133789
2010-10-01,15.804893493652344
2010-10-04,15.630410194396973
2010-10-05,16.28244400024414
2010-10-06,16.2916202545166
2010-10-07,16.144683837890625
2010-10-08,16.19060516357422
2010-10-11,16.12632179260254
2010-10-12,16.016117095947266
2010-10-13,16.227340698242188
2010-10-14,16.11713981628418
2010-10-15,15.887547492980957
2010-10-18,15.951837539672852
2010-10-19,15.437556266784668
2010-10-20,15.703875541687012
2010-10-21,15.465103149414062
2010-10-22,15.04266357421875
2010-10-25,15.125314712524414
2010-10-26,15.198781967163086
2010-10-27,14.941637992858887
2010-10-28,15.09776496887207
2010-10-29,16.12632179260254
2010-11-01,16.07122230529785
2010-11-02,16.59468650817871
2010-11-03,16.585498809814453
2010-11-04,16.870189666748047
2010-11-05,16.7691650390625
2010-11-08,16.732433319091797
2010-11-09,16.521217346191406
2010-11-10,16.888545989990234
