Date,TK
2010-01-04,13.199557304382324
2010-01-05,13.210552215576172
2010-01-06,13.188570022583008
2010-01-07,12.809398651123047
2010-01-08,13.705121994018555
2010-01-11,14.765702247619629
2010-01-12,14.50192928314209
2010-01-13,14.6276273727417
2010-01-14,14.594255447387695
2010-01-15,14.22717571258545
2010-01-19,14.54976749420166
2010-01-20,13.960209846496582
2010-01-21,13.131497383117676
2010-01-22,13.114805221557617
2010-01-25,13.843409538269043
2010-01-26,13.82672119140625
2010-01-27,14.16043472290039
2010-01-28,13.81560230255127
2010-01-29,13.882342338562012
2010-02-01,13.904589653015137
2010-02-02,13.48745346069336
2010-02-03,13.109247207641602
2010-02-04,12.430702209472656
2010-02-05,11.902329444885254
2010-02-08,12.174858093261719
2010-02-09,12.569751739501953
2010-02-10,12.425141334533691
2010-02-11,12.597559928894043
2010-02-12,12.686548233032227
2010-02-16,13.4707670211792
2010-02-17,13.387336730957031
2010-02-18,13.715492248535156
2010-02-19,13.604249000549316
2010-02-22,13.398463249206543
2010-02-23,13.187112808227539
2010-02-24,13.682113647460938
2010-02-25,13.882342338562012
2010-02-26,13.982451438903809
2010-03-01,13.821160316467285
2010-03-02,13.871219635009766
2010-03-03,13.954644203186035
2010-03-04,13.365092277526855
2010-03-05,13.381776809692383
2010-03-08,13.582005500793457
2010-03-09,13.426270484924316
2010-03-10,13.676555633544922
2010-03-11,13.554193496704102
2010-03-12,13.810037612915039
2010-03-15,13.554193496704102
2010-03-16,13.543068885803223
2010-03-17,13.543068885803223
2010-03-18,13.392903327941895
2010-03-19,13.287223815917969
2010-03-22,13.37065601348877
2010-03-23,13.387336730957031
2010-03-24,13.348407745361328
2010-03-25,13.042505264282227
2010-03-26,12.959076881408691
2010-03-29,13.053630828857422
2010-03-30,12.786664962768555
2010-03-31,12.647615432739258
2010-04-01,13.170426368713379
2010-04-05,13.615372657775879
2010-04-06,13.915717124938965
2010-04-07,13.626498222351074
2010-04-08,13.654301643371582
2010-04-09,14.182684898376465
2010-04-12,14.188246726989746
2010-04-13,13.988018989562988
2010-04-14,14.22796630859375
2010-04-15,14.605353355407715
2010-04-16,14.610986709594727
2010-04-19,14.515229225158691
2010-04-20,14.599721908569336
2010-04-21,14.948942184448242
2010-04-22,15.129186630249023
2010-04-23,15.405183792114258
2010-04-26,15.224940299987793
2010-04-27,14.5264892578125
2010-04-28,14.273024559020996
2010-04-29,14.154742240905762
2010-04-30,14.10968017578125
2010-05-03,15.072861671447754
2010-05-04,14.644777297973633
2010-05-05,14.430747985839844
2010-05-06,13.484463691711426
2010-05-07,13.005688667297363
2010-05-10,14.05898666381836
2010-05-11,13.873112678527832
2010-05-12,13.918174743652344
2010-05-13,14.00266170501709
2010-05-14,13.540787696838379
2010-05-17,13.861849784851074
2010-05-18,14.261764526367188
2010-05-19,14.194172859191895
2010-05-20,13.540787696838379
2010-05-21,13.721031188964844
2010-05-24,13.506996154785156
2010-05-25,13.236628532409668
2010-05-26,13.563319206237793
2010-05-27,14.577187538146973
2010-05-28,14.211071014404297
2010-06-01,13.940703392028809
2010-06-02,14.599721908569336
2010-06-03,14.88135051727295
2010-06-04,14.470166206359863
2010-06-07,13.884377479553223
2010-06-08,14.115315437316895
2010-06-09,14.137843132019043
2010-06-10,14.757433891296387
2010-06-11,15.44460678100586
2010-06-14,15.714975357055664
2010-06-15,16.283870697021484
2010-06-16,16.210649490356445
2010-06-17,16.04729652404785
2010-06-18,16.351457595825195
2010-06-21,16.413419723510742
2010-06-22,15.686810493469238
2010-06-23,15.90085506439209
2010-06-24,15.810728073120117
2010-06-25,16.081092834472656
2010-06-28,16.23317527770996
2010-06-29,15.213674545288086
2010-06-30,14.740534782409668
2010-07-01,14.357516288757324
2010-07-02,14.16600227355957
2010-07-06,14.137843132019043
2010-07-07,14.746162414550781
2010-07-08,15.219306945800781
2010-07-09,15.658646583557129
2010-07-12,15.13481616973877
2010-07-13,15.213674545288086
2010-07-14,15.376672744750977
2010-07-15,15.382369995117188
2010-07-16,14.949226379394531
2010-07-19,14.954923629760742
2010-07-20,15.188593864440918
2010-07-21,15.667338371276855
2010-07-22,16.089086532592773
2010-07-23,16.311357498168945
2010-07-26,16.516530990600586
2010-07-27,16.11187744140625
2010-07-28,15.872509002685547
2010-07-29,15.906705856323242
2010-07-30,15.741426467895508
2010-08-02,16.071985244750977
2010-08-03,15.7471284866333
2010-08-04,15.752828598022461
2010-08-05,15.46216106414795
2010-08-06,15.564748764038086
2010-08-09,15.171501159667969
2010-08-10,14.903631210327148
2010-08-11,14.550278663635254
2010-08-12,15.006218910217285
2010-08-13,14.892231941223145
2010-08-16,14.715548515319824
2010-08-17,15.086008071899414
2010-08-18,15.365274429321289
2010-08-19,14.994821548461914
2010-08-20,14.823840141296387
2010-08-23,14.396395683288574
2010-08-24,13.9803466796875
2010-08-25,13.701082229614258
2010-08-26,13.740976333618164
2010-08-27,13.991744041442871
2010-08-30,13.689682960510254
2010-08-31,13.854964256286621
2010-09-01,14.105735778808594
2010-09-02,14.675665855407715
2010-09-03,14.926432609558105
2010-09-07,14.510382652282715
2010-09-08,14.704154014587402
2010-09-09,14.533177375793457
2010-09-10,14.875136375427246
2010-09-13,15.393768310546875
2010-09-14,15.262686729431152
2010-09-15,15.194294929504395
2010-09-16,15.445069313049316
2010-09-17,15.64454174041748
2010-09-20,15.650237083435059
2010-09-21,15.667338371276855
