Date,MRX
2024-04-25,18.5732421875
2024-04-26,18.583023071289062
2024-04-29,18.915559768676758
2024-04-30,18.837316513061523
2024-05-01,18.583023071289062
2024-05-02,18.436317443847656
2024-05-03,18.51456069946289
2024-05-06,18.7297306060791
2024-05-07,18.749290466308594
2024-05-08,18.583023071289062
2024-05-09,18.583023071289062
2024-05-10,18.62214469909668
2024-05-13,18.71994972229004
2024-05-14,19.081830978393555
2024-05-15,18.92534065246582
2024-05-16,18.583023071289062
2024-05-17,18.661266326904297
2024-05-20,19.394807815551758
2024-05-21,20.363082885742188
2024-05-22,21.184646606445312
2024-05-23,20.0990047454834
2024-05-24,20.05010414123535
2024-05-28,22.495237350463867
2024-05-29,21.50740623474121
2024-05-30,21.02815818786621
2024-05-31,19.776248931884766
2024-06-03,19.189416885375977
2024-06-04,18.29938507080078
2024-06-05,19.64910125732422
2024-06-06,19.570858001708984
2024-06-07,19.570858001708984
2024-06-10,18.935121536254883
2024-06-11,18.9742431640625
2024-06-12,18.827537536621094
2024-06-13,18.98402214050293
2024-06-14,18.67104721069336
2024-06-17,18.768856048583984
2024-06-18,18.9742431640625
2024-06-20,19.07204818725586
2024-06-21,19.042705535888672
2024-06-24,18.944902420043945
2024-06-25,18.631925582885742
2024-06-26,18.827537536621094
2024-06-27,19.07204818725586
2024-06-28,19.56107521057129
2024-07-01,19.003585815429688
2024-07-02,18.78841209411621
2024-07-03,18.798194885253906
2024-07-05,18.905780792236328
2024-07-08,18.602584838867188
2024-07-09,18.827537536621094
2024-07-10,19.35568618774414
2024-07-11,19.062267303466797
2024-07-12,19.326345443725586
2024-07-15,19.815370559692383
2024-07-16,20.539133071899414
2024-07-17,20.52935028076172
2024-07-18,20.372861862182617
2024-07-19,20.216371536254883
2024-07-22,20.803205490112305
2024-07-23,20.685836791992188
2024-07-24,20.607593536376953
2024-07-25,20.63693618774414
2024-07-26,21.321571350097656
2024-07-29,21.17486572265625
2024-07-30,21.233549118041992
2024-07-31,20.910789489746094
2024-08-01,20.314176559448242
2024-08-02,19.150293350219727
2024-08-05,18.563461303710938
2024-08-06,19.14051055908203
2024-08-07,19.36546516418457
2024-08-08,19.55129623413086
2024-08-09,20.627155303955078
2024-08-12,20.13812828063965
2024-08-13,20.42176628112793
2024-08-14,23.571096420288086
2024-08-15,23.434167861938477
2024-08-16,23.277681350708008
2024-08-19,22.925580978393555
2024-08-20,22.68107032775879
2024-08-21,22.612606048583984
2024-08-22,23.248340606689453
2024-08-23,23.708024978637695
2024-08-26,23.55153465270996
2024-08-27,24.52958869934082
2024-08-28,23.91341781616211
2024-08-29,24.363319396972656
2024-08-30,24.264963150024414
2024-09-03,24.10759162902832
2024-09-04,24.83544158935547
2024-09-05,24.609216690063477
2024-09-06,24.579708099365234
2024-09-09,24.294471740722656
2024-09-10,24.501022338867188
2024-09-11,24.471513748168945
2024-09-12,24.481351852416992
2024-09-13,24.78626251220703
2024-09-16,24.59937858581543
2024-09-17,24.579708099365234
2024-09-18,23.41908073425293
2024-09-19,23.37973976135254
2024-09-20,22.95680046081543
2024-09-23,22.848604202270508
2024-09-24,22.809261322021484
2024-09-25,22.248620986938477
2024-09-26,22.750246047973633
2024-09-27,23.19285774230957
2024-09-30,23.232202529907227
2024-10-01,23.15351676940918
2024-10-02,23.40924644470215
2024-10-03,23.487930297851562
2024-10-04,23.832185745239258
2024-10-07,24.75675392150879
2024-10-08,25.061662673950195
2024-10-09,24.796096801757812
2024-10-10,24.92396354675293
2024-10-11,25.081336975097656
2024-10-14,24.550201416015625
2024-10-15,24.6485595703125
2024-10-16,24.81576919555664
2024-10-17,25.150184631347656
2024-10-18,25.150184631347656
2024-10-21,25.31739616394043
2024-10-22,24.097753524780273
2024-10-23,24.294471740722656
2024-10-24,24.73708152770996
2024-10-25,25.00265121459961
2024-10-28,25.160022735595703
2024-10-29,25.68132209777832
2024-10-30,26.114097595214844
2024-10-31,25.907543182373047
2024-11-01,25.966556549072266
2024-11-04,26.635395050048828
2024-11-05,26.802602767944336
2024-11-06,27.59930419921875
2024-11-07,27.973066329956055
2024-11-08,28.15994644165039
2024-11-11,28.52387046813965
2024-11-12,28.287813186645508
2024-11-13,27.992738723754883
2024-11-14,28.494365692138672
2024-11-15,27.874710083007812
2024-11-18,27.43209457397461
2024-11-19,27.500946044921875
2024-11-20,28.435348510742188
2024-11-21,29.182872772216797
2024-11-22,28.700916290283203
2024-11-25,28.611968994140625
2024-11-26,28.868932723999023
2024-11-27,28.80963134765625
2024-11-29,28.938114166259766
2024-12-02,28.6613826751709
2024-12-03,29.422393798828125
2024-12-04,30.361299514770508
2024-12-05,30.015390396118164
2024-12-06,30.845579147338867
2024-12-09,30.608381271362305
2024-12-10,30.331653594970703
2024-12-11,30.5589656829834
2024-12-12,30.53919792175293
2024-12-13,30.25258445739746
2024-12-16,30.381067276000977
2024-12-17,29.17531394958496
2024-12-18,28.80963134765625
2024-12-19,28.463720321655273
2024-12-20,29.827606201171875
2024-12-23,30.717098236083984
2024-12-24,31.013593673706055
2024-12-26,31.95250129699707
2024-12-27,31.56705665588379
2024-12-30,31.240909576416016
2024-12-31,30.806045532226562
2025-01-02,32.14028549194336
2025-01-03,33.13848876953125
2025-01-06,32.14028549194336
2025-01-07,31.932735443115234
2025-01-08,32.16004943847656
2025-01-10,30.914762496948242
2025-01-13,30.96417808532715
2025-01-14,32.15016555786133
2025-01-15,32.45654296875
2025-01-16,32.91117477416992
2025-01-17,33.35592269897461
2025-01-21,34.344242095947266
2025-01-22,34.097164154052734
2025-01-23,34.81863784790039
2025-01-24,35.45116424560547
2025-01-27,34.482608795166016
2025-01-28,34.887821197509766
2025-01-29,35.28315353393555
2025-01-30,35.45116424560547
2025-01-31,35.27326965332031
2025-02-03,35.381988525390625
2025-02-04,34.947120666503906
2025-02-05,35.530235290527344
2025-02-06,36.123226165771484
2025-02-07,36.29124069213867
2025-02-10,35.530235290527344
2025-02-11,34.79887390136719
2025-02-12,35.13490295410156
2025-02-13,35.1942024230957
2025-02-14,35.81684875488281
2025-02-18,37.50193405151367
2025-02-19,39.11290740966797
2025-02-20,38.35683822631836
2025-02-21,36.597618103027344
2025-02-24,35.81684875488281
2025-02-25,35.569766998291016
2025-02-26,36.82493591308594
2025-02-27,36.41972351074219
2025-02-28,36.21217346191406
2025-03-03,35.7377815246582
2025-03-04,34.848289489746094
2025-03-05,35.80696487426758
2025-03-06,35.84649658203125
2025-03-07,35.9552116394043
2025-03-10,31.39904022216797
2025-03-11,31.3792724609375
