Date,MRX
2025-03-12,31.60658836364746
2025-03-13,30.99382972717285
2025-03-14,32.535614013671875
2025-03-17,33.80607223510742
2025-03-18,32.81352615356445
2025-03-19,33.48845672607422
2025-03-20,33.92517852783203
2025-03-21,33.200618743896484
2025-03-24,34.10383605957031
2025-03-25,34.917720794677734
2025-03-26,34.26264190673828
2025-03-27,34.23286437988281
2025-03-28,34.222938537597656
2025-03-31,35.05667495727539
2025-04-01,35.41399383544922
2025-04-02,38.55043411254883
2025-04-03,36.803558349609375
2025-04-04,34.639808654785156
2025-04-07,36.356910705566406
2025-04-08,36.21795654296875
2025-04-09,39.6720085144043
2025-04-10,37.205535888671875
2025-04-11,37.14101791381836
2025-04-14,38.18319320678711
2025-04-15,38.21296691894531
2025-04-16,37.82587814331055
2025-04-17,38.32215118408203
2025-04-21,36.79362869262695
2025-04-22,38.12363815307617
2025-04-23,38.897823333740234
2025-04-24,40.37671661376953
2025-04-25,42.421356201171875
2025-04-28,43.59255599975586
2025-04-29,44.356815338134766
2025-04-30,44.019351959228516
2025-05-01,43.284873962402344
2025-05-02,44.79353713989258
2025-05-05,45.31462097167969
2025-05-06,46.12355041503906
2025-05-07,47.63222122192383
2025-05-08,46.74885177612305
2025-05-09,47.026763916015625
2025-05-12,47.066463470458984
2025-05-13,47.96968078613281
2025-05-14,47.74139404296875
2025-05-15,46.113624572753906
2025-05-16,44.942420959472656
2025-05-19,44.69428253173828
2025-05-20,44.41637420654297
2025-05-21,43.03673553466797
2025-05-22,43.44367980957031
2025-05-23,44.525550842285156
2025-05-27,45.919776916503906
2025-05-28,44.35625457763672
2025-05-29,42.89231872558594
2025-05-30,42.9819450378418
2025-06-02,42.872398376464844
2025-06-03,42.42425537109375
2025-06-04,41.70722961425781
2025-06-05,42.264915466308594
2025-06-06,42.095619201660156
2025-06-09,40.52213668823242
2025-06-10,39.24741744995117
2025-06-11,39.665687561035156
2025-06-12,39.91465377807617
2025-06-13,39.048240661621094
2025-06-16,39.028324127197266
2025-06-17,39.3171272277832
2025-06-18,39.078121185302734
2025-06-20,38.97853088378906
2025-06-23,37.94282150268555
2025-06-24,38.211708068847656
2025-06-25,39.048240661621094
2025-06-26,40.28312683105469
2025-06-27,39.844940185546875
2025-06-30,39.30717086791992
2025-07-01,39.00840377807617
2025-07-02,38.73952102661133
2025-07-03,38.759437561035156
2025-07-07,38.440757751464844
2025-07-08,38.1021614074707
2025-07-09,38.958614349365234
2025-07-10,37.962738037109375
2025-07-11,37.683895111083984
2025-07-14,38.759437561035156
2025-07-15,39.32708740234375
2025-07-16,38.93869400024414
2025-07-17,38.6698112487793
2025-07-18,37.12620162963867
2025-07-21,38.20174789428711
2025-07-22,37.90298843383789
2025-07-23,38.759437561035156
2025-07-24,38.022491455078125
2025-07-25,37.58430862426758
2025-07-28,37.24571228027344
2025-07-29,37.88307189941406
2025-07-30,38.560264587402344
2025-07-31,38.42084503173828
2025-08-01,37.73368835449219
2025-08-04,37.484718322753906
2025-08-05,35.16433334350586
2025-08-06,34.746063232421875
2025-08-07,35.37346649169922
2025-08-08,35.263919830322266
2025-08-11,34.84565353393555
2025-08-12,34.33775329589844
2025-08-13,35.473052978515625
2025-08-14,35.69214630126953
2025-08-15,34.84565353393555
2025-08-18,34.62656021118164
2025-08-19,34.92531967163086
2025-08-20,35.57263946533203
2025-08-21,35.951072692871094
2025-08-22,35.871402740478516
2025-08-25,36.209999084472656
2025-08-26,36.29999923706055
2025-08-27,36.25
2025-08-28,35.689998626708984
2025-08-29,35.36000061035156
2025-09-02,35.36000061035156
2025-09-03,35.880001068115234
2025-09-04,35.540000915527344
2025-09-05,34.939998626708984
2025-09-08,35.189998626708984
2025-09-09,34.83000183105469
2025-09-10,34.5
2025-09-11,33.9900016784668
2025-09-12,33.400001525878906
2025-09-15,32.650001525878906
2025-09-16,32.59000015258789
2025-09-17,33.5099983215332
2025-09-18,33.810001373291016
2025-09-19,32.83000183105469
