Date,LINE
2024-11-05,71.0124740600586
2024-11-06,65.79183197021484
2024-11-07,66.06352996826172
2024-11-08,65.32604217529297
2024-11-11,64.77291870117188
2024-11-12,63.66668701171875
2024-11-13,62.861270904541016
2024-11-14,61.26984405517578
2024-11-15,61.64829635620117
2024-11-18,61.72592544555664
2024-11-19,61.60948181152344
2024-11-20,61.96852493286133
2024-11-21,61.08547592163086
2024-11-22,62.201412200927734
2024-11-25,63.676395416259766
2024-11-26,62.65748977661133
2024-11-27,62.55074691772461
2024-11-29,61.54155349731445
2024-12-02,61.434810638427734
2024-12-03,60.716732025146484
2024-12-04,60.90110397338867
2024-12-05,61.036956787109375
2024-12-06,60.280059814453125
2024-12-09,61.687110900878906
2024-12-10,60.76525115966797
2024-12-11,60.939918518066406
2024-12-12,60.5129508972168
2024-12-13,60.18302536010742
2024-12-16,59.435829162597656
2024-12-17,58.7711181640625
2024-12-18,57.75707244873047
2024-12-19,55.21467208862305
2024-12-20,56.835208892822266
2024-12-23,56.806095123291016
2024-12-24,56.825504302978516
2024-12-26,57.126319885253906
2024-12-27,57.252471923828125
2024-12-30,57.01957702636719
2024-12-31,57.35054397583008
2025-01-02,57.14491653442383
2025-01-03,57.77159118652344
2025-01-06,57.65408706665039
2025-01-07,55.813228607177734
2025-01-08,55.29426574707031
2025-01-10,54.315086364746094
2025-01-13,54.442378997802734
2025-01-14,54.246543884277344
2025-01-15,53.21840286254883
2025-01-16,56.21469497680664
2025-01-17,56.96866226196289
2025-01-21,58.85847854614258
2025-01-22,58.72139358520508
2025-01-23,58.58430862426758
2025-01-24,58.71160125732422
2025-01-27,58.76055908203125
2025-01-28,58.64305877685547
2025-01-29,58.427635192871094
2025-01-30,58.70180892944336
2025-01-31,58.75076675415039
2025-02-03,56.96866226196289
2025-02-04,57.42887878417969
2025-02-05,57.468040466308594
2025-02-06,57.01762008666992
2025-02-07,56.714073181152344
2025-02-10,56.155941009521484
2025-02-11,56.302818298339844
2025-02-12,55.372596740722656
2025-02-13,55.04947280883789
2025-02-14,55.196346282958984
2025-02-18,54.373836517333984
2025-02-19,53.51215744018555
2025-02-20,53.561119079589844
2025-02-21,52.7581901550293
2025-02-24,52.8952751159668
2025-02-25,54.69696807861328
2025-02-26,55.94052505493164
2025-02-27,58.4178466796875
2025-02-28,58.99556350708008
2025-03-03,58.72139358520508
2025-03-04,58.83889389038086
2025-03-05,60.434959411621094
2025-03-06,59.72994613647461
2025-03-07,59.98453140258789
2025-03-10,59.45577621459961
2025-03-11,56.97845458984375
2025-03-12,56.567195892333984
2025-03-13,55.59781265258789
2025-03-14,57.3211669921875
2025-03-17,58.51576232910156
2025-03-18,59.436195373535156
2025-03-19,59.06410598754883
2025-03-20,59.04452133178711
2025-03-21,57.18408203125
2025-03-24,58.897647857666016
2025-03-25,57.79117202758789
2025-03-26,58.427635192871094
2025-03-27,58.633270263671875
2025-03-28,57.75200653076172
2025-03-31,57.92787551879883
2025-04-01,56.22847366333008
2025-04-02,57.829071044921875
2025-04-03,55.734458923339844
2025-04-04,53.699127197265625
2025-04-07,50.636253356933594
2025-04-08,48.41320037841797
2025-04-09,54.064701080322266
2025-04-10,51.59463882446289
2025-04-11,53.056915283203125
2025-04-14,53.669490814208984
2025-04-15,53.35332107543945
2025-04-16,54.22772216796875
2025-04-17,55.240447998046875
2025-04-21,54.37098693847656
2025-04-22,55.3787727355957
2025-04-23,55.8629035949707
2025-04-24,55.7048225402832
2025-04-25,55.1811637878418
2025-04-28,55.01320266723633
2025-04-29,55.81350326538086
2025-04-30,47.65242004394531
2025-05-01,46.654518127441406
2025-05-02,44.73774719238281
2025-05-05,43.74972152709961
2025-05-06,43.25571060180664
2025-05-07,43.413795471191406
2025-05-08,44.1745719909668
2025-05-09,45.07367706298828
2025-05-12,46.98056411743164
2025-05-13,46.02218246459961
2025-05-14,45.3108024597168
2025-05-15,46.733558654785156
2025-05-16,47.059608459472656
2025-05-19,47.316490173339844
2025-05-20,47.03984451293945
2025-05-21,44.925472259521484
2025-05-22,45.09343719482422
2025-05-23,44.66858673095703
2025-05-27,44.65870666503906
2025-05-28,43.47307586669922
2025-05-29,43.40391540527344
2025-05-30,42.17876434326172
2025-06-02,42.50481414794922
2025-06-03,42.48505401611328
2025-06-04,43.59164047241211
2025-06-05,43.413795471191406
2025-06-06,44.25361633300781
2025-06-09,44.752567291259766
2025-06-10,44.876068115234375
2025-06-11,44.75750732421875
2025-06-12,44.89583206176758
2025-06-13,43.12726974487305
2025-06-16,43.166786193847656
2025-06-17,43.59164047241211
2025-06-18,44.0164909362793
2025-06-20,44.22397232055664
2025-06-23,45.02427673339844
2025-06-24,45.735652923583984
2025-06-25,43.47307586669922
2025-06-26,44.312896728515625
2025-06-27,43.5620002746582
2025-06-30,43.52000045776367
2025-07-01,43.25
2025-07-02,43.7400016784668
2025-07-03,43.529998779296875
2025-07-07,42.7400016784668
2025-07-08,43.52000045776367
2025-07-09,42.86000061035156
2025-07-10,43.06999969482422
2025-07-11,42.959999084472656
2025-07-14,41.77000045776367
2025-07-15,41.0
2025-07-16,40.849998474121094
2025-07-17,41.470001220703125
2025-07-18,41.400001525878906
2025-07-21,42.5
2025-07-22,43.650001525878906
2025-07-23,44.5
2025-07-24,43.2599983215332
2025-07-25,43.599998474121094
2025-07-28,43.0
2025-07-29,44.08000183105469
2025-07-30,43.54999923706055
2025-07-31,43.150001525878906
2025-08-01,42.349998474121094
2025-08-04,43.150001525878906
2025-08-05,44.439998626708984
2025-08-06,44.689998626708984
2025-08-07,42.79999923706055
2025-08-08,41.63999938964844
2025-08-11,40.09000015258789
2025-08-12,40.59000015258789
2025-08-13,41.29999923706055
2025-08-14,40.22999954223633
2025-08-15,40.70000076293945
2025-08-18,39.38999938964844
2025-08-19,40.02000045776367
2025-08-20,39.18000030517578
2025-08-21,39.09000015258789
2025-08-22,40.279998779296875
2025-08-25,41.77000045776367
2025-08-26,40.709999084472656
2025-08-27,41.77000045776367
2025-08-28,41.54999923706055
2025-08-29,41.90999984741211
2025-09-02,40.959999084472656
2025-09-03,41.0099983215332
2025-09-04,40.459999084472656
2025-09-05,40.59000015258789
2025-09-08,39.970001220703125
2025-09-09,41.709999084472656
2025-09-10,41.959999084472656
2025-09-11,42.38999938964844
2025-09-12,41.790000915527344
2025-09-15,42.459999084472656
2025-09-16,42.970001220703125
2025-09-17,41.5
2025-09-18,40.4900016784668
2025-09-19,40.380001068115234
