Date,BCBP
2010-01-04,4.255423069000244
2010-01-05,4.2319135665893555
2010-01-06,4.2319135665893555
2010-01-07,4.2319135665893555
2010-01-08,4.2319135665893555
2010-01-11,4.467018127441406
2010-01-12,4.443508625030518
2010-01-13,4.278933525085449
2010-01-14,4.278933525085449
2010-01-15,4.114358901977539
2010-01-19,4.114358901977539
2010-01-20,4.114358901977539
2010-01-21,4.349463939666748
2010-01-22,4.349463939666748
2010-01-25,4.349463939666748
2010-01-26,4.114358901977539
2010-01-27,4.17156982421875
2010-01-28,4.538667678833008
2010-01-29,4.538667678833008
2010-02-01,4.500528812408447
2010-02-02,4.605412483215332
2010-02-03,4.295525550842285
2010-02-04,4.457620620727539
2010-02-05,4.514830112457275
2010-02-08,4.3765716552734375
2010-02-09,4.3765716552734375
2010-02-10,4.481457233428955
2010-02-11,4.243081569671631
2010-02-12,4.243081569671631
2010-02-16,4.667388916015625
2010-02-17,4.243081569671631
2010-02-18,4.243081569671631
2010-02-19,4.247849464416504
2010-02-22,4.429015636444092
2010-02-23,4.338431358337402
2010-02-24,4.500528812408447
2010-02-25,4.500528812408447
2010-02-26,4.500528812408447
2010-03-01,4.500528812408447
2010-03-02,4.414712905883789
2010-03-03,4.414712905883789
2010-03-04,4.433780670166016
2010-03-05,4.429015636444092
2010-03-08,4.290755271911621
2010-03-09,4.338431358337402
2010-03-10,4.290755271911621
2010-03-11,4.290755271911621
2010-03-12,4.26692008972168
2010-03-15,4.290755271911621
2010-03-16,4.338431358337402
2010-03-17,4.3145952224731445
2010-03-18,4.3145952224731445
2010-03-19,4.300291061401367
2010-03-22,4.3145952224731445
2010-03-23,4.3145952224731445
2010-03-24,4.3145952224731445
2010-03-25,4.290755271911621
2010-03-26,4.257383823394775
2010-03-29,4.295525550842285
2010-03-30,4.305058479309082
2010-03-31,4.309825897216797
2010-04-01,4.338431358337402
2010-04-05,4.195405960083008
2010-04-06,4.195405960083008
2010-04-07,4.176337242126465
2010-04-08,4.17156982421875
2010-04-09,4.17156982421875
2010-04-12,4.228779315948486
2010-04-13,4.228779315948486
2010-04-14,4.2001752853393555
2010-04-15,4.3145952224731445
2010-04-16,4.3145952224731445
2010-04-19,4.352734088897705
2010-04-20,4.338431358337402
2010-04-21,4.26692008972168
2010-04-22,4.290755271911621
2010-04-23,4.300291061401367
2010-04-26,4.433780670166016
2010-04-27,4.390875339508057
2010-04-28,4.410196304321289
2010-04-29,4.415027141571045
2010-04-30,4.637228488922119
2010-05-03,4.627567291259766
2010-05-04,4.632396697998047
2010-05-05,4.47299337387085
2010-05-06,4.105878829956055
2010-05-07,3.9464738368988037
2010-05-10,4.279773712158203
2010-05-11,4.2749433517456055
2010-05-12,4.584092140197754
2010-05-13,4.555110931396484
2010-05-14,4.584092140197754
2010-05-17,4.55027961730957
2010-05-18,4.4343485832214355
2010-05-19,4.4343485832214355
2010-05-20,4.4343485832214355
2010-05-21,4.415027141571045
2010-05-24,4.415027141571045
2010-05-25,4.226639270782471
2010-05-26,4.361892223358154
2010-05-27,4.332910537719727
2010-05-28,4.366721153259277
2010-06-01,4.0092692375183105
2010-06-02,4.125199317932129
2010-06-03,4.294266700744629
2010-06-04,4.294266700744629
2010-06-07,4.202486515045166
2010-06-08,4.202486515045166
2010-06-09,3.912658452987671
2010-06-10,4.1783342361450195
2010-06-11,4.1783342361450195
2010-06-14,4.289434909820557
2010-06-15,4.231470584869385
2010-06-16,4.018930912017822
2010-06-17,3.791900157928467
2010-06-18,3.7677464485168457
2010-06-21,3.8595261573791504
2010-06-22,3.8595261573791504
2010-06-23,3.849863290786743
2010-06-24,3.9513039588928223
2010-06-25,3.9513039588928223
2010-06-28,3.9513039588928223
2010-06-29,3.849863290786743
2010-06-30,3.8112213611602783
2010-07-01,3.835373640060425
2010-07-02,3.8015599250793457
2010-07-06,3.782238245010376
2010-07-07,4.0092692375183105
2010-07-08,3.796729326248169
2010-07-09,3.381312608718872
2010-07-12,3.61800479888916
2010-07-13,3.7242720127105713
2010-07-14,3.622833490371704
2010-07-15,3.61800479888916
2010-07-16,3.5262229442596436
2010-07-19,3.4102957248687744
2010-07-20,3.622833490371704
2010-07-21,3.7339329719543457
2010-07-22,3.791900157928467
2010-07-23,3.960965156555176
2010-07-26,3.960965156555176
2010-07-27,4.332910537719727
2010-07-28,4.1272807121276855
2010-07-29,4.024465084075928
2010-07-30,4.063632011413574
2010-08-02,3.985295295715332
2010-08-03,4.088111400604248
2010-08-04,4.166446208953857
2010-08-05,4.279053211212158
2010-08-06,4.303532600402832
2010-08-09,4.1909284591674805
2010-08-10,4.210511207580566
2010-08-11,4.230093955993652
2010-08-12,4.210511207580566
2010-08-13,4.210511207580566
2010-08-16,4.2741570472717285
2010-08-17,4.3573899269104
2010-08-18,4.215405464172363
2010-08-19,4.215405464172363
2010-08-20,4.372076034545898
2010-08-23,4.342700481414795
2010-08-24,4.269261360168457
2010-08-25,4.234989643096924
2010-08-26,4.259469032287598
2010-08-27,4.367181777954102
2010-08-30,4.259469032287598
2010-08-31,4.195821762084961
2010-09-01,4.215405464172363
2010-09-02,4.230093955993652
2010-09-03,4.254574775695801
2010-09-07,4.254574775695801
2010-09-08,4.073424816131592
2010-09-09,4.210511207580566
2010-09-10,4.210511207580566
2010-09-13,4.259469032287598
2010-09-14,4.372076034545898
2010-09-15,4.372076034545898
2010-09-16,4.533644199371338
