Date,PRK
2010-01-04,29.978069305419922
2010-01-05,29.5141544342041
2010-01-06,29.40826416015625
2010-01-07,29.761228561401367
2010-01-08,29.69567108154297
2010-01-11,29.45867919921875
2010-01-12,29.635164260864258
2010-01-13,29.65030288696289
2010-01-14,29.927640914916992
2010-01-15,29.947805404663086
2010-01-19,30.22515296936035
2010-01-20,29.79150390625
2010-01-21,30.11421775817871
2010-01-22,29.851999282836914
2010-01-25,29.715843200683594
2010-01-26,28.63170051574707
2010-01-27,29.347749710083008
2010-01-28,28.40982437133789
2010-01-29,27.633270263671875
2010-02-01,27.724040985107422
2010-02-02,27.002958297729492
2010-02-03,27.088680267333984
2010-02-04,26.856712341308594
2010-02-05,27.063467025756836
2010-02-08,26.77602195739746
2010-02-09,26.700382232666016
2010-02-10,26.64997100830078
2010-02-11,26.513826370239258
2010-02-12,26.619720458984375
2010-02-16,27.668575286865234
2010-02-17,27.77446937561035
2010-02-18,27.90556526184082
2010-02-19,27.865232467651367
2010-02-22,28.132482528686523
2010-02-23,28.359413146972656
2010-02-24,29.087623596191406
2010-02-25,28.190160751342773
2010-02-26,27.359386444091797
2010-03-01,27.72862434387207
2010-03-02,27.959400177001953
2010-03-03,27.77989959716797
2010-03-04,28.056827545166016
2010-03-05,28.754276275634766
2010-03-08,28.892738342285156
2010-03-09,29.35941505432129
2010-03-10,30.010705947875977
2010-03-11,30.43636131286621
2010-03-12,30.395341873168945
2010-03-15,30.456865310668945
2010-03-16,30.76457405090332
2010-03-17,31.308168411254883
2010-03-18,31.385082244873047
2010-03-19,32.4363899230957
2010-03-22,33.17999267578125
2010-03-23,32.933834075927734
2010-03-24,32.38508987426758
2010-03-25,32.31330871582031
2010-03-26,31.841508865356445
2010-03-29,31.744068145751953
2010-03-30,32.12869644165039
2010-03-31,31.954334259033203
2010-04-01,32.0774040222168
2010-04-05,32.17997741699219
2010-04-06,32.4979248046875
2010-04-07,32.44664001464844
2010-04-08,32.703060150146484
2010-04-09,32.52869415283203
2010-04-12,32.69280242919922
2010-04-13,32.759464263916016
2010-04-14,33.759483337402344
2010-04-15,33.4876823425293
2010-04-16,33.25690841674805
2010-04-19,35.928741455078125
2010-04-20,36.02617645263672
2010-04-21,35.37489700317383
2010-04-22,35.487709045410156
2010-04-23,35.867191314697266
2010-04-26,35.23642349243164
2010-04-27,35.11334991455078
2010-04-28,35.359500885009766
2010-04-29,35.892852783203125
2010-04-30,35.12874984741211
2010-05-03,35.092838287353516
2010-05-04,34.42104721069336
2010-05-05,34.30308532714844
2010-05-06,33.564605712890625
2010-05-07,33.949222564697266
2010-05-10,35.14925003051758
2010-05-11,35.467193603515625
2010-05-12,35.508235931396484
2010-05-13,35.508235931396484
2010-05-14,35.221038818359375
2010-05-17,35.23129653930664
2010-05-18,35.02616882324219
2010-05-19,34.77488708496094
2010-05-20,33.84666061401367
2010-05-21,34.4005126953125
2010-05-24,33.59955978393555
2010-05-25,33.54753494262695
2010-05-26,33.36028289794922
2010-05-27,34.33808898925781
2010-05-28,33.65155029296875
2010-06-01,32.84016418457031
2010-06-02,33.713958740234375
2010-06-03,33.83878707885742
2010-06-04,31.9871826171875
2010-06-07,32.002777099609375
2010-06-08,32.31484603881836
2010-06-09,32.03917694091797
2010-06-10,33.147029876708984
2010-06-11,33.65155029296875
2010-06-14,33.69316864013672
2010-06-15,34.50975799560547
2010-06-16,34.19767761230469
2010-06-17,34.15087890625
2010-06-18,34.24967575073242
2010-06-21,33.786781311035156
2010-06-22,33.4174919128418
2010-06-23,33.57353591918945
2010-06-24,33.64634704589844
2010-06-25,34.603363037109375
2010-06-28,34.889427185058594
2010-06-29,34.20806884765625
2010-06-30,33.82838439941406
2010-07-01,33.287479400634766
2010-07-02,32.9546012878418
2010-07-06,32.43967056274414
2010-07-07,33.94281768798828
2010-07-08,34.182071685791016
2010-07-09,34.5877685546875
2010-07-12,34.14564514160156
2010-07-13,35.0662727355957
2010-07-14,34.317298889160156
2010-07-15,34.06765365600586
2010-07-16,32.736148834228516
2010-07-19,32.68412780761719
2010-07-20,33.98442459106445
2010-07-21,32.92339324951172
2010-07-22,34.218467712402344
2010-07-23,34.863433837890625
2010-07-26,34.967430114746094
2010-07-27,34.80620574951172
2010-07-28,35.12868881225586
2010-07-29,34.96225357055664
2010-07-30,34.889427185058594
2010-08-02,34.86863327026367
2010-08-03,34.561744689941406
2010-08-04,34.9466438293457
2010-08-05,34.33808898925781
2010-08-06,34.05723190307617
2010-08-09,34.66056823730469
2010-08-10,34.06765365600586
2010-08-11,32.79335403442383
2010-08-12,32.7569580078125
2010-08-13,31.9871826171875
2010-08-16,32.689334869384766
2010-08-17,33.147029876708984
2010-08-18,33.08982467651367
2010-08-19,32.46567916870117
2010-08-20,32.59052276611328
2010-08-23,31.946304321289062
2010-08-24,31.819578170776367
2010-08-25,31.872385025024414
2010-08-26,31.550270080566406
2010-08-27,32.38985061645508
2010-08-30,31.339069366455078
2010-08-31,31.708688735961914
2010-09-01,32.24728775024414
2010-09-02,31.819578170776367
2010-09-03,32.6855583190918
2010-09-07,31.988550186157227
2010-09-08,31.925188064575195
2010-09-09,32.194488525390625
