Date,LHX
2010-01-04,34.24324035644531
2010-01-05,34.00942611694336
2010-01-06,34.35658645629883
2010-01-07,34.45578384399414
2010-01-08,34.49829864501953
2010-01-11,34.90214920043945
2010-01-12,33.577205657958984
2010-01-13,34.73212432861328
2010-01-14,34.682518005371094
2010-01-15,34.00942611694336
2010-01-19,34.54790115356445
2010-01-20,34.31406784057617
2010-01-21,33.47093200683594
2010-01-22,32.43648147583008
2010-01-25,32.72697448730469
2010-01-26,32.33728790283203
2010-01-27,33.159183502197266
2010-01-28,31.416187286376953
2010-01-29,30.410079956054688
2010-02-01,31.699607849121094
2010-02-02,32.096378326416016
2010-02-03,31.727935791015625
2010-02-04,31.423280715942383
2010-02-05,31.69251823425293
2010-02-08,31.35243034362793
2010-02-09,31.706693649291992
2010-02-10,31.465791702270508
2010-02-11,31.905067443847656
2010-02-12,31.869651794433594
2010-02-16,32.30185317993164
2010-02-17,32.606529235839844
2010-02-18,33.21586990356445
2010-02-19,33.46385192871094
2010-02-22,33.3363151550293
2010-02-23,32.97495651245117
2010-02-24,32.6561279296875
2010-02-25,32.110565185546875
2010-02-26,32.03970718383789
2010-03-01,31.94051170349121
2010-03-02,32.188499450683594
2010-03-03,33.17333984375
2010-03-04,32.938438415527344
2010-03-05,32.99539566040039
2010-03-08,32.917083740234375
2010-03-09,32.81740951538086
2010-03-10,33.02383804321289
2010-03-11,33.28014373779297
2010-03-12,32.11977767944336
2010-03-15,32.33333206176758
2010-03-16,32.70351028442383
2010-03-17,33.137760162353516
2010-03-18,33.64318084716797
2010-03-19,32.781822204589844
2010-03-22,33.44386672973633
2010-03-23,33.835384368896484
2010-03-24,33.16622543334961
2010-03-25,32.83876419067383
2010-03-26,32.88861083984375
2010-03-29,33.351322174072266
2010-03-30,33.757083892822266
2010-03-31,33.80691146850586
2010-04-01,34.05607986450195
2010-04-05,34.58997344970703
2010-04-06,34.66828918457031
2010-04-07,34.49031066894531
2010-04-08,34.476070404052734
2010-04-09,34.796424865722656
2010-04-12,35.18795394897461
2010-04-13,34.98863220214844
2010-04-14,35.50117874145508
2010-04-15,35.47980880737305
2010-04-16,35.066925048828125
2010-04-19,35.273353576660156
2010-04-20,35.36592102050781
2010-04-21,36.06355285644531
2010-04-22,35.97101593017578
2010-04-23,35.807273864746094
2010-04-26,35.892704010009766
2010-04-27,34.775054931640625
2010-04-28,35.44422912597656
2010-04-29,38.73308563232422
2010-04-30,36.64728927612305
2010-05-03,37.03882598876953
2010-05-04,35.57236862182617
2010-05-05,35.51542663574219
2010-05-06,34.2981071472168
2010-05-07,33.31572723388672
2010-05-10,35.3943977355957
2010-05-11,35.3303337097168
2010-05-12,35.76457595825195
2010-05-13,35.017112731933594
2010-05-14,34.255401611328125
2010-05-17,34.95303726196289
2010-05-18,34.54013442993164
2010-05-19,34.077430725097656
2010-05-20,32.58961486816406
2010-05-21,32.87435531616211
2010-05-24,32.35469436645508
2010-05-25,32.79604721069336
2010-05-26,32.63231658935547
2010-05-27,34.091556549072266
2010-05-28,33.55507278442383
2010-06-01,32.43204116821289
2010-06-02,34.1773796081543
2010-06-03,34.155921936035156
2010-06-04,32.603721618652344
2010-06-07,31.945632934570312
2010-06-08,32.11015319824219
2010-06-09,31.974241256713867
2010-06-10,33.14018630981445
2010-06-11,33.304718017578125
2010-06-14,33.19028854370117
2010-06-15,34.47065353393555
2010-06-16,34.434913635253906
2010-06-17,34.54219436645508
2010-06-18,34.68524932861328
2010-06-21,34.22745132446289
2010-06-22,33.71245574951172
2010-06-23,33.71958923339844
2010-06-24,32.75393295288086
2010-06-25,32.031455993652344
2010-06-28,32.203125
2010-06-29,30.686677932739258
2010-06-30,29.79255485534668
2010-07-01,29.391984939575195
2010-07-02,29.456363677978516
2010-07-06,29.721031188964844
2010-07-07,30.4434814453125
2010-07-08,30.8011474609375
2010-07-09,30.686677932739258
2010-07-12,30.700986862182617
2010-07-13,31.502138137817383
2010-07-14,31.995698928833008
2010-07-15,32.002845764160156
2010-07-16,31.001420974731445
2010-07-19,31.187400817871094
2010-07-20,31.738183975219727
2010-07-21,31.55220603942871
2010-07-22,32.8469352722168
2010-07-23,32.76107406616211
2010-07-26,33.08295440673828
2010-07-27,32.8254508972168
2010-07-28,32.67525100708008
2010-07-29,32.33905792236328
2010-07-30,31.852643966674805
2010-08-02,32.61803436279297
2010-08-03,32.775394439697266
2010-08-04,32.51786804199219
2010-08-05,32.310428619384766
2010-08-06,33.53362274169922
2010-08-09,33.290409088134766
2010-08-10,33.11156463623047
2010-08-11,31.90270233154297
