Date,JOUT
2010-01-04,8.503847122192383
2010-01-05,8.503847122192383
2010-01-06,8.794225692749023
2010-01-07,9.11778450012207
2010-01-08,9.11778450012207
2010-01-11,8.669780731201172
2010-01-12,8.711260795593262
2010-01-13,8.902078628540039
2010-01-14,8.91037368774414
2010-01-15,8.86889362335205
2010-01-19,8.603405952453613
2010-01-20,8.503847122192383
2010-01-21,8.5204439163208
2010-01-22,8.503847122192383
2010-01-25,8.503847122192383
2010-01-26,8.844000816345215
2010-01-27,8.561927795410156
2010-01-28,8.503847122192383
2010-01-29,8.802519798278809
2010-02-01,8.91037368774414
2010-02-02,8.91037368774414
2010-02-03,8.91037368774414
2010-02-04,8.802519798278809
2010-02-05,8.960153579711914
2010-02-08,8.935264587402344
2010-02-09,8.960153579711914
2010-02-10,8.960153579711914
2010-02-11,9.092897415161133
2010-02-12,9.092897415161133
2010-02-16,9.126082420349121
2010-02-17,9.126082420349121
2010-02-18,9.126082420349121
2010-02-19,9.126082420349121
2010-02-22,8.960153579711914
2010-02-23,8.960153579711914
2010-02-24,8.960153579711914
2010-02-25,8.960153579711914
2010-02-26,8.935264587402344
2010-03-01,9.126082420349121
2010-03-02,9.101194381713867
2010-03-03,9.217342376708984
2010-03-04,9.557497024536133
2010-03-05,9.482831001281738
2010-03-08,9.482831001281738
2010-03-09,9.217342376708984
2010-03-10,9.499420166015625
2010-03-11,9.540902137756348
2010-03-12,9.540902137756348
2010-03-15,9.540902137756348
2010-03-16,9.540902137756348
2010-03-17,9.540902137756348
2010-03-18,9.540902137756348
2010-03-19,9.540902137756348
2010-03-22,9.540902137756348
2010-03-23,9.358378410339355
2010-03-24,9.250528335571289
2010-03-25,9.416458129882812
2010-03-26,9.449644088745117
2010-03-29,9.23393440246582
2010-03-30,9.416458129882812
2010-03-31,9.416458129882812
2010-04-01,9.383270263671875
2010-04-05,9.2090482711792
2010-04-06,9.126082420349121
2010-04-07,9.416458129882812
2010-04-08,9.341792106628418
2010-04-09,9.374977111816406
2010-04-12,9.35008430480957
2010-04-13,9.35008430480957
2010-04-14,9.2090482711792
2010-04-15,9.292009353637695
2010-04-16,9.250528335571289
2010-04-19,9.283713340759277
2010-04-20,9.134379386901855
2010-04-21,9.358378410339355
2010-04-22,9.300305366516113
2010-04-23,9.333492279052734
2010-04-26,9.35008430480957
2010-04-27,9.399863243103027
2010-04-28,9.383270263671875
2010-04-29,9.516016006469727
2010-04-30,10.544771194458008
2010-05-03,10.710700988769531
2010-05-04,10.602849960327148
2010-05-05,10.503292083740234
2010-05-06,10.312470436096191
2010-05-07,10.370549201965332
2010-05-10,10.428621292114258
2010-05-11,10.370549201965332
2010-05-12,10.370549201965332
2010-05-13,10.171436309814453
2010-05-14,10.353950500488281
2010-05-17,10.353950500488281
2010-05-18,10.188020706176758
2010-05-19,10.353950500488281
2010-05-20,10.287583351135254
2010-05-21,10.619441986083984
2010-05-24,11.067447662353516
2010-05-25,11.615011215209961
2010-05-26,11.905391693115234
2010-05-27,12.021536827087402
2010-05-28,11.930277824401855
2010-06-01,12.021536827087402
2010-06-02,11.880497932434082
2010-06-03,11.449088096618652
2010-06-04,10.478398323059082
2010-06-07,10.611144065856934
2010-06-08,10.353950500488281
2010-06-09,10.777071952819824
2010-06-10,11.150409698486328
2010-06-11,11.249969482421875
2010-06-14,11.025961875915527
2010-06-15,11.93857479095459
2010-06-16,11.996649742126465
2010-06-17,11.839017868041992
2010-06-18,12.112800598144531
2010-06-21,11.814125061035156
2010-06-22,11.63990306854248
2010-06-23,11.72286319732666
2010-06-24,12.17087459564209
2010-06-25,11.63990306854248
2010-06-28,10.594550132751465
2010-06-29,9.673646926879883
2010-06-30,9.333492279052734
2010-07-01,9.773201942443848
2010-07-02,9.4330472946167
2010-07-06,9.507719039916992
2010-07-07,9.126082420349121
2010-07-08,8.238361358642578
2010-07-09,8.313029289245605
2010-07-12,9.275415420532227
2010-07-13,9.939131736755371
2010-07-14,9.134379386901855
2010-07-15,8.860595703125
2010-07-16,8.719555854797363
2010-07-19,9.391566276550293
2010-07-20,10.071873664855957
2010-07-21,9.706831932067871
2010-07-22,10.536474227905273
2010-07-23,10.727294921875
2010-07-26,10.843442916870117
2010-07-27,10.959593772888184
2010-07-28,10.826850891113281
2010-07-29,10.810256958007812
2010-07-30,10.561366081237793
2010-08-02,10.602849960327148
2010-08-03,10.752184867858887
2010-08-04,10.826850891113281
2010-08-05,10.544771194458008
2010-08-06,10.519883155822754
2010-08-09,10.412031173706055
2010-08-10,9.889352798461914
2010-08-11,9.034819602966309
2010-08-12,9.009931564331055
2010-08-13,8.91037368774414
2010-08-16,9.300305366516113
2010-08-17,9.607275009155273
2010-08-18,9.574090957641602
2010-08-19,9.474532127380371
2010-08-20,8.926965713500977
2010-08-23,8.34621524810791
2010-08-24,8.611703872680664
2010-08-25,8.669780731201172
2010-08-26,8.752742767333984
2010-08-27,9.150968551635742
2010-08-30,8.628292083740234
2010-08-31,8.254959106445312
2010-09-01,8.603405952453613
2010-09-02,8.603405952453613
2010-09-03,8.636592864990234
2010-09-07,8.254959106445312
2010-09-08,8.039249420166016
2010-09-09,8.147099494934082
2010-09-10,7.433606147766113
2010-09-13,7.574648380279541
2010-09-14,8.296439170837402
2010-09-15,8.561927795410156
2010-09-16,8.470662117004395
2010-09-17,8.362807273864746
2010-09-20,8.960153579711914
2010-09-21,9.217342376708984
2010-09-22,9.07630729675293
2010-09-23,9.08459758758545
2010-09-24,9.947430610656738
2010-09-27,10.179730415344238
2010-09-28,10.702404975891113
2010-09-29,10.702404975891113
2010-09-30,10.63603401184082
2010-10-01,10.577957153320312
2010-10-04,10.088467597961426
2010-10-05,10.370549201965332
2010-10-06,10.727294921875
2010-10-07,10.851741790771484
2010-10-08,10.951299667358398
2010-10-11,10.685812950134277
2010-10-12,10.718999862670898
2010-10-13,11.324638366699219
2010-10-14,11.316341400146484
2010-10-15,11.050854682922363
2010-10-18,11.366121292114258
2010-10-19,11.615011215209961
2010-10-20,11.897089958190918
2010-10-21,12.444655418395996
2010-10-22,12.444655418395996
2010-10-25,12.627179145812988
2010-10-26,12.419767379760742
2010-10-27,12.104504585266113
2010-10-28,12.013240814208984
2010-10-29,11.847311973571777
2010-11-01,11.971761703491211
2010-11-02,12.403173446655273
2010-11-03,12.486138343811035
2010-11-04,12.42806339263916
2010-11-05,12.444655418395996
2010-11-08,12.42806339263916
2010-11-09,12.270429611206055
2010-11-10,12.311915397644043
2010-11-11,12.029833793640137
2010-11-12,11.830718994140625
2010-11-15,11.731162071228027
2010-11-16,10.826850891113281
2010-11-17,10.860036849975586
2010-11-18,10.951299667358398
2010-11-19,10.901520729064941
2010-11-22,11.25826644897461
2010-11-23,10.93470573425293
2010-11-24,11.009371757507324
2010-11-26,11.009371757507324
2010-11-29,10.129951477050781
2010-11-30,10.743886947631836
2010-12-01,10.876629829406738
2010-12-02,11.175299644470215
2010-12-03,11.183597564697266
2010-12-06,10.901520729064941
2010-12-07,10.901520729064941
2010-12-08,11.009371757507324
2010-12-09,10.967889785766602
2010-12-10,10.893224716186523
2010-12-13,10.843442916870117
2010-12-14,10.287583351135254
2010-12-15,10.536474227905273
2010-12-16,10.478398323059082
2010-12-17,10.453510284423828
2010-12-20,10.412031173706055
2010-12-21,10.26269245147705
2010-12-22,10.412031173706055
2010-12-23,10.412031173706055
2010-12-27,10.478398323059082
2010-12-28,10.627735137939453
2010-12-29,10.553070068359375
2010-12-30,10.403731346130371
2010-12-31,10.387138366699219
2011-01-03,10.785369873046875
2011-01-04,10.86833381652832
2011-01-05,11.72286319732666
2011-01-06,11.946869850158691
2011-01-07,11.905391693115234
2011-01-10,12.063020706176758
2011-01-11,12.195764541625977
2011-01-12,12.320209503173828
2011-01-13,12.436357498168945
2011-01-14,12.444655418395996
2011-01-18,12.444655418395996
2011-01-19,12.444655418395996
2011-01-20,12.394876480102539
2011-01-21,12.38658332824707
2011-01-24,12.56910228729248
2011-01-25,12.73503303527832
2011-01-26,12.94244384765625
2011-01-27,12.80140495300293
2011-01-28,12.602287292480469
2011-01-31,12.627179145812988
