Date,IRM
2010-01-04,8.492542266845703
2010-01-05,8.518510818481445
2010-01-06,8.793065071105957
2010-01-07,8.934050559997559
2010-01-08,8.9600248336792
2010-01-11,9.026805877685547
2010-01-12,8.919208526611328
2010-01-13,9.149240493774414
2010-01-14,9.212313652038574
2010-01-15,9.045357704162598
2010-01-19,9.175210952758789
2010-01-20,9.015674591064453
2010-01-21,8.930337905883789
2010-01-22,8.807902336120605
2010-01-25,8.744832038879395
2010-01-26,8.607559204101562
2010-01-27,8.611266136169434
2010-01-28,8.496253967285156
2010-01-29,8.48140811920166
2010-02-01,8.525936126708984
2010-02-02,8.618683815002441
2010-02-03,8.57416820526123
2010-02-04,8.38123893737793
2010-02-05,8.199440002441406
2010-02-08,8.08813190460205
2010-02-09,8.140080451965332
2010-02-10,8.02134895324707
2010-02-11,8.062166213989258
2010-02-12,8.054744720458984
2010-02-16,8.310745239257812
2010-02-17,8.737415313720703
2010-02-18,8.84500503540039
2010-02-19,8.9600248336792
2010-02-22,8.856139183044434
2010-02-23,8.856139183044434
2010-02-24,9.015674591064453
2010-02-25,9.65382194519043
2010-02-26,9.601876258850098
2010-03-01,9.642691612243652
2010-03-02,9.583328247070312
2010-03-03,9.505414962768555
2010-03-04,9.512832641601562
2010-03-05,9.583328247070312
2010-03-08,9.5870361328125
2010-03-09,9.516545295715332
2010-03-10,9.512832641601562
2010-03-11,9.561067581176758
2010-03-12,9.613009452819824
2010-03-15,9.664953231811523
2010-03-16,9.683501243591309
2010-03-17,9.791096687316895
2010-03-18,9.779964447021484
2010-03-19,9.646402359008789
2010-03-22,9.765125274658203
2010-03-23,10.145586013793945
2010-03-24,10.0488862991333
2010-03-25,10.078642845153809
2010-03-26,10.052607536315918
2010-03-29,10.316658973693848
2010-03-30,10.197653770446777
2010-03-31,10.190213203430176
2010-04-01,10.208807945251465
2010-04-05,10.153024673461914
2010-04-06,10.045170783996582
2010-04-07,9.93731689453125
2010-04-08,9.862936019897461
2010-04-09,9.85921859741211
2010-04-12,9.855496406555176
2010-04-13,9.855496406555176
2010-04-14,9.996824264526367
2010-04-15,10.197653770446777
2010-04-16,10.123270988464355
2010-04-19,10.179057121276855
2010-04-20,10.316658973693848
2010-04-21,10.368728637695312
2010-04-22,10.528646469116211
2010-04-23,10.558399200439453
2010-04-26,10.510053634643555
2010-04-27,10.16418170928955
2010-04-28,10.413357734680176
2010-04-29,9.595161437988281
2010-04-30,9.353425025939941
2010-05-03,9.398056983947754
2010-05-04,9.323673248291016
2010-05-05,9.29391860961914
2010-05-06,8.884825706481934
2010-05-07,8.884825706481934
2010-05-10,9.33854866027832
2010-05-11,9.308795928955078
2010-05-12,9.483591079711914
2010-05-13,9.29391860961914
2010-05-14,9.104249954223633
2010-05-17,9.43152904510498
2010-05-18,9.546817779541016
2010-05-19,9.357145309448242
2010-05-20,8.907140731811523
2010-05-21,9.148877143859863
2010-05-24,9.011272430419922
2010-05-25,9.007553100585938
2010-05-26,9.018715858459473
2010-05-27,9.249290466308594
2010-05-28,9.119124412536621
2010-06-01,8.877387046813965
2010-06-02,9.048460006713867
2010-06-03,9.111687660217285
2010-06-04,8.698870658874512
2010-06-07,8.542671203613281
2010-06-08,8.62821102142334
2010-06-09,8.654244422912598
2010-06-10,8.858793258666992
2010-06-11,8.944329261779785
2010-06-14,9.059624671936035
2010-06-15,9.297638893127441
2010-06-16,9.279044151306152
2010-06-17,9.100528717041016
2010-06-18,9.052181243896484
2010-06-21,8.933175086975098
2010-06-22,8.825321197509766
2010-06-23,8.748129844665527
2010-06-24,8.763047218322754
2010-06-25,8.73694133758545
2010-06-28,8.67728042602539
2010-06-29,8.4610013961792
2010-06-30,8.375234603881836
2010-07-01,8.293196678161621
2010-07-02,8.207432746887207
2010-07-06,8.2633638381958
2010-07-07,8.598973274230957
2010-07-08,8.699655532836914
2010-07-09,8.770503997802734
2010-07-12,8.72948932647705
2010-07-13,8.956953048706055
2010-07-14,9.031530380249023
2010-07-15,9.027803421020508
2010-07-16,8.755590438842773
2010-07-19,8.763047218322754
2010-07-20,8.971866607666016
2010-07-21,8.99051570892334
2010-07-22,9.195605278015137
2010-07-23,9.35968017578125
2010-07-26,9.538667678833008
2010-07-27,9.508837699890137
2010-07-28,9.490193367004395
2010-07-29,8.971866607666016
2010-07-30,8.82643985748291
2010-08-02,9.0874662399292
2010-08-03,8.83389663696289
2010-08-04,8.80406665802002
2010-08-05,8.770503997802734
2010-08-06,8.662361145019531
2010-08-09,8.707113265991211
2010-08-10,8.617616653442383
2010-08-11,8.308115005493164
2010-08-12,8.270825386047363
2010-08-13,8.192514419555664
2010-08-16,8.203702926635742
2010-08-17,8.207432746887207
2010-08-18,8.170145034790039
2010-08-19,7.987421989440918
2010-08-20,8.047087669372559
2010-08-23,7.94640588760376
2010-08-24,7.827078819274902
2010-08-25,7.812161922454834
2010-08-26,7.61825704574585
2010-08-27,7.7413129806518555
2010-08-30,7.5772385597229
2010-08-31,7.562323093414307
2010-09-01,7.65181827545166
2010-09-02,7.841996192932129
2010-09-03,7.830808639526367
2010-09-07,7.64808988571167
2010-09-08,7.621986389160156
2010-09-09,7.778603553771973
2010-09-10,7.88301420211792
2010-09-13,7.85690975189209
2010-09-14,7.759959697723389
2010-09-15,7.595882415771484
2010-09-16,7.5511345863342285
2010-09-17,7.610799789428711
2010-09-20,7.7189412117004395
2010-09-21,7.789790153503418
2010-09-22,7.778603553771973
2010-09-23,7.838266372680664
2010-09-24,8.172263145446777
2010-09-27,8.176000595092773
2010-09-28,8.348048210144043
2010-09-29,8.3031644821167
2010-09-30,8.35552978515625
2010-10-01,8.348048210144043
2010-10-04,8.366748809814453
2010-10-05,7.64863920211792
2010-10-06,7.641160488128662
2010-10-07,7.603759765625
2010-10-08,7.659862518310547
2010-10-11,7.8169450759887695
2010-10-12,7.839389801025391
2010-10-13,7.947851657867432
2010-10-14,7.992734432220459
2010-10-15,8.052574157714844
2010-10-18,8.19470500946045
2010-10-19,8.187223434448242
2010-10-20,8.269508361816406
2010-10-21,8.39293384552002
2010-10-22,8.45651626586914
2010-10-25,8.564980506896973
2010-10-26,8.538798332214355
2010-10-27,8.437813758850098
2010-10-28,7.925411701202393
2010-10-29,8.149820327758789
2010-11-01,8.10119915008545
2010-11-02,8.3031644821167
2010-11-03,8.377969741821289
2010-11-04,8.531318664550781
2010-11-05,8.564980506896973
2010-11-08,8.535057067871094
2010-11-09,8.57994270324707
2010-11-10,8.587418556213379
2010-11-11,8.680926322937012
2010-11-12,8.576200485229492
2010-11-15,8.527578353881836
2010-11-16,8.228364944458008
2010-11-17,8.20592212677002
2010-11-18,8.310648918151855
2010-11-19,8.363011360168457
2010-11-22,8.329350471496582
2010-11-23,8.280726432800293
2010-11-24,8.523839950561523
2010-11-26,8.452775955200195
2010-11-29,8.449036598205566
2010-11-30,8.306910514831543
2010-12-01,8.542537689208984
2010-12-02,8.774428367614746
2010-12-03,8.740766525268555
2010-12-06,8.654746055603027
2010-12-07,8.71084976196289
2010-12-08,8.707108497619629
2010-12-09,8.718326568603516
2010-12-10,8.75572681427002
2010-12-13,9.077383995056152
2010-12-14,9.253170013427734
2010-12-15,9.193326950073242
2010-12-16,9.443917274475098
2010-12-17,9.470100402832031
2010-12-20,9.455140113830566
2010-12-21,9.395296096801758
2010-12-22,9.432229995727539
2010-12-23,9.409618377685547
2010-12-27,9.417155265808105
2010-12-28,9.432229995727539
2010-12-29,9.432229995727539
2010-12-30,9.424690246582031
2010-12-31,9.424690246582031
2011-01-03,9.368162155151367
2011-01-04,9.240038871765137
2011-01-05,9.34178638458252
2011-01-06,9.31917667388916
2011-01-07,9.311639785766602
2011-01-10,9.338017463684082
2011-01-11,9.27772331237793
2011-01-12,9.39077377319336
2011-01-13,9.31917667388916
2011-01-14,9.34555435180664
2011-01-18,9.371931076049805
2011-01-19,9.27772331237793
2011-01-20,9.232507705688477
2011-01-21,9.270185470581055
2011-01-24,9.35685920715332
2011-01-25,9.379467010498047
2011-01-26,9.537744522094727
2011-01-27,9.639485359191895
2011-01-28,9.315407752990723
2011-01-31,9.19105339050293
2011-02-01,9.273951530456543
2011-02-02,9.413381576538086
2011-02-03,9.458605766296387
2011-02-04,9.669631004333496
2011-02-07,9.907042503356934
2011-02-08,10.008788108825684
2011-02-09,9.997483253479004
2011-02-10,10.050237655639648
2011-02-11,10.054010391235352
2011-02-14,10.042701721191406
2011-02-15,10.099227905273438
2011-02-16,10.050237655639648
2011-02-17,10.163285255432129
2011-02-18,10.223586082458496
2011-02-22,9.940954208374023
2011-02-23,9.790223121643066
2011-02-24,9.522665023803711
2011-02-25,9.820367813110352
2011-02-28,9.797760009765625
2011-03-01,9.616873741149902
2011-03-02,9.590497016906738
2011-03-03,9.6432523727417
2011-03-04,9.500056266784668
2011-03-07,9.669631004333496
2011-03-08,9.922114372253418
2011-03-09,9.910808563232422
2011-03-10,10.423303604125977
2011-03-11,10.702165603637695
2011-03-14,10.709702491760254
2011-03-15,10.702165603637695
2011-03-16,10.641873359680176
2011-03-17,10.739850997924805
2011-03-18,10.81145191192627
2011-03-21,10.871747016906738
2011-03-22,11.124223709106445
2011-03-23,11.718891143798828
2011-03-24,11.813703536987305
2011-03-25,11.753024101257324
2011-03-28,11.70372486114502
2011-03-29,11.91610336303711
2011-03-30,11.855424880981445
2011-03-31,11.844043731689453
2011-04-01,11.957818984985352
2011-04-04,12.302939414978027
2011-04-05,12.420515060424805
2011-04-06,12.712532043457031
2011-04-07,12.591175079345703
2011-04-08,12.655644416809082
2011-04-11,12.507737159729004
2011-04-12,12.450845718383789
2011-04-13,12.500152587890625
2011-04-14,13.125920295715332
2011-04-15,13.095576286315918
2011-04-18,12.856646537780762
2011-04-19,13.2359037399292
2011-04-20,12.515320777893066
2011-04-21,12.056426048278809
2011-04-25,12.037464141845703
2011-04-26,12.064009666442871
2011-04-27,12.010917663574219
2011-04-28,12.010917663574219
2011-04-29,12.079180717468262
2011-05-02,12.211917877197266
2011-05-03,12.208125114440918
2011-05-04,12.173993110656738
2011-05-05,12.037464141845703
2011-05-06,12.007122993469238
2011-05-09,12.211917877197266
2011-05-10,12.363615989685059
2011-05-11,12.378792762756348
2011-05-12,12.507737159729004
2011-05-13,12.299145698547363
2011-05-16,12.386381149291992
2011-05-17,12.492563247680664
2011-05-18,12.583587646484375
2011-05-19,12.46981143951416
2011-05-20,12.515320777893066
2011-05-23,12.473607063293457
2011-05-24,12.4584321975708
2011-05-25,12.545658111572266
2011-05-26,12.784592628479004
2011-05-27,12.88698959350586
2011-05-31,12.898367881774902
2011-06-01,12.579794883728027
2011-06-02,12.594964027404785
2011-06-03,12.382582664489746
2011-06-06,12.162617683410645
2011-06-07,12.211917877197266
2011-06-08,12.181577682495117
2011-06-09,12.299145698547363
2011-06-10,12.101937294006348
2011-06-13,12.23088264465332
2011-06-14,12.344658851623535
2011-06-15,12.234674453735352
2011-06-16,12.189166069030762
2011-06-17,12.344658851623535
2011-06-20,12.4584321975708
2011-06-21,12.644264221191406
2011-06-22,12.61369800567627
2011-06-23,12.671013832092285
2011-06-24,12.544919967651367
2011-06-27,12.625163078308105
2011-06-28,12.785648345947266
2011-06-29,12.858256340026855
2011-06-30,13.026385307312012
2011-07-01,13.141016006469727
2011-07-05,13.232726097106934
2011-07-06,13.374109268188477
2011-07-07,13.526959419250488
2011-07-08,13.523133277893066
2011-07-11,13.408504486083984
2011-07-12,13.458172798156738
2011-07-13,13.504034042358398
2011-07-14,13.416145324707031
2011-07-15,13.190691947937012
2011-07-18,13.037850379943848
2011-07-19,13.232726097106934
2011-07-20,13.179230690002441
2011-07-21,13.282402992248535
2011-07-22,13.251835823059082
2011-07-25,13.232726097106934
2011-07-26,13.129555702209473
2011-07-27,12.785648345947266
2011-07-28,12.10930347442627
2011-07-29,12.086379051208496
2011-08-01,12.006132125854492
2011-08-02,11.780686378479004
2011-08-03,11.944992065429688
2011-08-04,11.643115043640137
2011-08-05,11.662224769592285
2011-08-08,10.668722152709961
2011-08-09,11.203685760498047
2011-08-10,10.955310821533203
2011-08-11,11.704258918762207
2011-08-12,11.89149284362793
2011-08-15,12.246870040893555
2011-08-16,12.22775936126709
2011-08-17,12.201010704040527
2011-08-18,11.547590255737305
2011-08-19,11.497915267944336
2011-08-22,11.593439102172852
2011-08-23,12.116944313049316
2011-08-24,12.23158073425293
2011-08-25,11.918246269226074
2011-08-26,12.06344985961914
2011-08-29,12.380603790283203
2011-08-30,12.418816566467285
2011-08-31,12.434102058410645
