Date,BJRI
2010-01-04,18.243986129760742
2010-01-05,18.448320388793945
2010-01-06,18.4385929107666
2010-01-07,18.292638778686523
2010-01-08,20.092710494995117
2010-01-11,20.20947265625
2010-01-12,20.38461685180664
2010-01-13,21.231138229370117
2010-01-14,21.873323440551758
2010-01-15,21.54250144958496
2010-01-19,21.746835708618164
2010-01-20,21.892786026000977
2010-01-21,21.581422805786133
2010-01-22,21.357627868652344
2010-01-25,20.69597816467285
2010-01-26,20.75436019897461
2010-01-27,20.900312423706055
2010-01-28,20.540298461914062
2010-01-29,20.569488525390625
2010-02-01,20.871122360229492
2010-02-02,21.114376068115234
2010-02-03,20.978151321411133
2010-02-04,20.335968017578125
2010-02-05,19.849458694458008
2010-02-08,19.829999923706055
2010-02-09,20.345693588256836
2010-02-10,20.38461685180664
2010-02-11,20.588947296142578
2010-02-12,20.199743270874023
2010-02-16,20.540298461914062
2010-02-17,20.79328155517578
2010-02-18,20.37488555908203
2010-02-19,20.890581130981445
2010-02-22,20.76409149169922
2010-02-23,20.96842384338379
2010-02-24,21.104642868041992
2010-02-25,20.95869255065918
2010-02-26,20.822473526000977
2010-03-01,21.221403121948242
2010-03-02,21.425737380981445
2010-03-03,21.50358009338379
2010-03-04,21.48412322998047
2010-03-05,21.406278610229492
2010-03-08,21.96089744567871
2010-03-09,22.418212890625
2010-03-10,22.817150115966797
2010-03-11,23.00201988220215
2010-03-12,23.469064712524414
2010-03-15,23.634477615356445
2010-03-16,23.459335327148438
2010-03-17,23.439876556396484
2010-03-18,23.6539363861084
2010-03-19,23.050670623779297
2010-03-22,23.439876556396484
2010-03-23,23.634477615356445
2010-03-24,23.57609748840332
2010-03-25,23.245269775390625
2010-03-26,23.2550048828125
2010-03-29,23.186893463134766
2010-03-30,22.77822494506836
2010-03-31,22.671194076538086
2010-04-01,22.427936553955078
2010-04-05,22.36956214904785
2010-04-06,22.817150115966797
2010-04-07,23.20635414123535
2010-04-08,23.90692138671875
2010-04-09,23.74150848388672
2010-04-12,24.0917911529541
2010-04-13,24.403160095214844
2010-04-14,24.879932403564453
2010-04-15,25.123184204101562
2010-04-16,25.31778907775879
2010-04-19,25.4637393951416
2010-04-20,26.290803909301758
2010-04-21,26.028087615966797
2010-04-22,26.388099670410156
2010-04-23,26.78704261779785
2010-04-26,25.668071746826172
2010-04-27,25.31778907775879
2010-04-28,23.74150848388672
2010-04-29,24.20855140686035
2010-04-30,23.478796005249023
2010-05-03,24.325315475463867
2010-05-04,23.20635414123535
2010-05-05,22.758766174316406
2010-05-06,22.272260665893555
2010-05-07,21.951162338256836
2010-05-10,23.147972106933594
2010-05-11,23.118783950805664
2010-05-12,23.37176513671875
2010-05-13,23.177162170410156
2010-05-14,22.729576110839844
2010-05-17,22.924177169799805
2010-05-18,22.564165115356445
2010-05-19,22.427936553955078
2010-05-20,21.581422805786133
2010-05-21,22.457134246826172
2010-05-24,22.70038604736328
2010-05-25,22.37929344177246
2010-05-26,22.427936553955078
2010-05-27,22.807416915893555
2010-05-28,22.564165115356445
2010-06-01,22.71011734008789
2010-06-02,24.22801399230957
2010-06-03,23.9555721282959
2010-06-04,22.924177169799805
2010-06-07,21.912246704101562
2010-06-08,21.513309478759766
2010-06-09,21.883054733276367
2010-06-10,22.671194076538086
2010-06-11,23.37176513671875
2010-06-14,23.780431747436523
2010-06-15,23.89719009399414
2010-06-16,23.819347381591797
2010-06-17,24.54910659790039
2010-06-18,24.938312530517578
2010-06-21,24.41288948059082
2010-06-22,23.819347381591797
2010-06-23,23.858274459838867
2010-06-24,23.469064712524414
2010-06-25,23.73177719116211
2010-06-28,23.751239776611328
2010-06-29,23.30365753173828
2010-06-30,22.963098526000977
2010-07-01,22.398752212524414
2010-07-02,22.08738899230957
2010-07-06,20.861392974853516
2010-07-07,21.513309478759766
2010-07-08,21.999814987182617
2010-07-09,22.564165115356445
2010-07-12,22.476591110229492
2010-07-13,23.595556259155273
2010-07-14,23.556636810302734
2010-07-15,23.585826873779297
2010-07-16,23.147972106933594
2010-07-19,22.447402954101562
2010-07-20,22.846336364746094
2010-07-21,22.496051788330078
2010-07-22,24.033411026000977
2010-07-23,24.802095413208008
2010-07-26,25.697261810302734
2010-07-27,25.32752227783203
2010-07-28,25.14264678955078
2010-07-29,24.928585052490234
2010-07-30,24.81182098388672
2010-08-02,24.879932403564453
2010-08-03,24.909122467041016
2010-08-04,25.249677658081055
2010-08-05,24.83128547668457
2010-08-06,24.870201110839844
2010-08-09,25.26913833618164
2010-08-10,25.0258846282959
2010-08-11,24.14044189453125
2010-08-12,23.6539363861084
2010-08-13,23.00201988220215
2010-08-16,23.30365753173828
2010-08-17,23.936113357543945
2010-08-18,24.325315475463867
2010-08-19,23.66366958618164
2010-08-20,23.624746322631836
2010-08-23,23.624746322631836
2010-08-24,23.099319458007812
2010-08-25,23.829082489013672
2010-08-26,23.84853744506836
2010-08-27,24.373964309692383
2010-08-30,23.702587127685547
2010-08-31,23.29392433166504
2010-09-01,25.10372543334961
2010-09-02,26.232421875
2010-09-03,26.738384246826172
2010-09-07,26.5340576171875
2010-09-08,26.582706451416016
2010-09-09,26.42702293395996
2010-09-10,26.057281494140625
2010-09-13,26.971912384033203
2010-09-14,26.68973731994629
2010-09-15,26.641084671020508
2010-09-16,26.086467742919922
2010-09-17,26.057281494140625
2010-09-20,26.242149353027344
2010-09-21,26.67027473449707
2010-09-22,26.855148315429688
2010-09-23,26.261611938476562
2010-09-24,27.35138702392578
2010-09-27,28.061681747436523
2010-09-28,27.536256790161133
2010-09-29,27.516799926757812
2010-09-30,27.40003776550293
2010-10-01,27.701669692993164
2010-10-04,27.88654136657715
2010-10-05,28.53845977783203
2010-10-06,28.042224884033203
2010-10-07,28.295209884643555
2010-10-08,28.518997192382812
2010-10-11,28.791444778442383
2010-10-12,28.03249168395996
2010-10-13,28.081148147583008
2010-10-14,28.35358428955078
2010-10-15,28.12979507446289
2010-10-18,27.750324249267578
2010-10-19,27.55571937561035
2010-10-20,27.808698654174805
2010-10-21,28.090877532958984
2010-10-22,33.0240478515625
2010-10-25,34.04571533203125
2010-10-26,34.18193817138672
2010-10-27,32.19698715209961
2010-10-28,32.16780090332031
2010-10-29,32.25537109375
2010-11-01,31.72994613647461
2010-11-02,31.72994613647461
2010-11-03,32.21644973754883
2010-11-04,33.41325378417969
2010-11-05,33.71489334106445
2010-11-08,35.04791259765625
2010-11-09,34.34734344482422
2010-11-10,34.68790054321289
2010-11-11,35.56361389160156
2010-11-12,34.52248764038086
2010-11-15,34.34734344482422
2010-11-16,33.31595993041992
2010-11-17,33.68570327758789
2010-11-18,33.81219482421875
2010-11-19,34.22085189819336
2010-11-22,34.05543899536133
2010-11-23,34.464111328125
2010-11-24,35.55388259887695
2010-11-26,35.69983673095703
2010-11-29,36.069580078125
2010-11-30,35.660919189453125
2010-12-01,36.33229064941406
2010-12-02,37.071781158447266
2010-12-03,37.12043762207031
2010-12-06,37.00366973876953
2010-12-07,37.65559005737305
2010-12-08,37.28584671020508
2010-12-09,37.57775115966797
2010-12-10,37.898841857910156
2010-12-13,37.100975036621094
2010-12-14,35.99174118041992
2010-12-15,35.8652458190918
2010-12-16,36.44905471801758
2010-12-17,37.081504821777344
2010-12-20,37.363685607910156
2010-12-21,37.4025993347168
2010-12-22,36.25444793701172
2010-12-23,35.68037033081055
2010-12-27,35.62199401855469
2010-12-28,35.20359802246094
2010-12-29,34.97981262207031
2010-12-30,35.37873840332031
2010-12-31,34.47384262084961
2011-01-03,34.65871047973633
2011-01-04,32.6932258605957
2011-01-05,32.75160598754883
2011-01-06,32.722415924072266
2011-01-07,32.8294563293457
2011-01-10,33.21865463256836
2011-01-11,32.654300689697266
2011-01-12,33.403526306152344
2011-01-13,33.617584228515625
2011-01-14,34.07490158081055
2011-01-18,34.81439208984375
2011-01-19,34.327884674072266
2011-01-20,34.4932975769043
2011-01-21,34.639251708984375
2011-01-24,34.81439208984375
2011-01-25,34.75601577758789
2011-01-26,34.824119567871094
2011-01-27,35.466312408447266
2011-01-28,34.12355041503906
2011-01-31,34.37654113769531
2011-02-01,35.25225067138672
2011-02-02,35.27170944213867
2011-02-03,35.91389465332031
2011-02-04,35.56361389160156
2011-02-07,36.16688537597656
2011-02-08,35.81659698486328
