Date,SNDR
2017-04-06,15.673043251037598
2017-04-07,15.673043251037598
2017-04-10,15.928763389587402
2017-04-11,15.417319297790527
2017-04-12,15.640047073364258
2017-04-13,15.656545639038086
2017-04-17,15.673043251037598
2017-04-18,15.565807342529297
2017-04-19,15.549317359924316
2017-04-20,15.392578125
2017-04-21,15.508064270019531
2017-04-24,15.91226577758789
2017-04-25,15.821526527404785
2017-04-26,15.706037521362305
2017-04-27,15.697786331176758
2017-04-28,15.656545639038086
2017-05-01,15.747284889221191
2017-05-02,15.813271522521973
2017-05-03,15.681293487548828
2017-05-04,15.664795875549316
2017-05-05,15.673043251037598
2017-05-08,15.524563789367676
2017-05-09,15.318336486816406
2017-05-10,15.17810344696045
2017-05-11,15.697786331176758
2017-05-12,15.334834098815918
2017-05-15,15.359583854675293
2017-05-16,15.49156379699707
2017-05-17,15.293591499328613
2017-05-18,15.532812118530273
2017-05-19,15.359583854675293
2017-05-22,15.301839828491211
2017-05-23,15.739030838012695
2017-05-24,16.192729949951172
2017-05-25,16.596925735473633
2017-05-26,16.176231384277344
2017-05-30,16.37420654296875
2017-05-31,16.38245391845703
2017-06-01,16.506189346313477
2017-06-02,16.464946746826172
2017-06-05,16.54743194580078
2017-06-06,16.431943893432617
2017-06-07,16.85264778137207
2017-06-08,17.34758186340332
2017-06-09,17.628047943115234
2017-06-12,17.883760452270508
2017-06-13,17.999248504638672
2017-06-14,17.743539810180664
2017-06-15,17.512563705444336
2017-06-16,17.463069915771484
2017-06-19,17.619802474975586
2017-06-20,17.430076599121094
2017-06-21,17.289838790893555
2017-06-22,17.207351684570312
2017-06-23,17.32284164428711
2017-06-26,17.289838790893555
2017-06-27,17.41357421875
2017-06-28,17.909690856933594
2017-06-29,18.290040969848633
2017-06-30,18.49675941467285
2017-07-03,19.050756454467773
2017-07-05,18.67039680480957
2017-07-06,18.223894119262695
2017-07-07,18.38926887512207
2017-07-10,17.82699966430664
2017-07-11,17.562414169311523
2017-07-12,17.8187313079834
2017-07-13,17.52107048034668
2017-07-14,17.711246490478516
2017-07-17,17.297815322875977
2017-07-18,17.049762725830078
2017-07-19,16.96707534790039
2017-07-20,16.91745948791504
2017-07-21,17.3226261138916
2017-07-24,17.5706787109375
2017-07-25,18.099868774414062
2017-07-26,18.13294219970703
2017-07-27,17.479726791381836
2017-07-28,17.90142059326172
2017-07-31,17.876617431640625
2017-08-01,17.52933692932129
2017-08-02,17.628557205200195
2017-08-03,17.99237060546875
2017-08-04,17.64509391784668
2017-08-07,17.694704055786133
2017-08-08,17.52933692932129
2017-08-09,17.438385009765625
2017-08-10,17.049762725830078
2017-08-11,17.297815322875977
2017-08-14,17.67816734313965
2017-08-15,17.777393341064453
2017-08-16,17.61202049255371
2017-08-17,17.496265411376953
2017-08-18,17.661632537841797
2017-08-21,17.5376033782959
2017-08-22,18.182554244995117
2017-08-23,17.926223754882812
2017-08-24,17.719512939453125
2017-08-25,17.893152236938477
2017-08-28,18.579439163208008
2017-08-29,19.017681121826172
2017-08-30,18.70346450805664
2017-08-31,18.397541046142578
2017-09-01,18.918453216552734
2017-09-05,18.852304458618164
2017-09-06,18.77788734436035
2017-09-07,18.80268669128418
2017-09-08,19.191314697265625
2017-09-11,19.17478370666504
2017-09-12,19.331880569458008
2017-09-13,18.893646240234375
2017-09-14,19.108633041381836
2017-09-15,19.373228073120117
2017-09-18,19.81146240234375
2017-09-19,19.57117462158203
2017-09-20,20.176040649414062
2017-09-21,20.540611267089844
2017-09-22,20.200895309448242
2017-09-25,19.861177444458008
2017-09-26,20.275466918945312
2017-09-27,20.53232765197754
2017-09-28,20.37489128112793
2017-09-29,20.963191986083984
2017-10-02,20.664899826049805
2017-10-03,20.805757522583008
2017-10-04,20.540611267089844
2017-10-05,20.548898696899414
2017-10-06,20.524036407470703
2017-10-09,20.292036056518555
2017-10-10,20.217466354370117
2017-10-11,20.217466354370117
2017-10-12,20.56546974182129
2017-10-13,20.134611129760742
2017-10-16,19.69545555114746
2017-10-17,20.325178146362305
2017-10-18,20.457752227783203
2017-10-19,20.606901168823242
2017-10-20,21.311193466186523
2017-10-23,21.294626235961914
2017-10-24,21.882919311523438
2017-10-25,21.849773406982422
2017-10-26,22.5540714263916
2017-10-27,22.23092269897461
2017-10-30,21.543197631835938
2017-10-31,21.700637817382812
2017-11-01,21.518339157104492
2017-11-02,21.36091423034668
2017-11-03,21.12061882019043
2017-11-06,21.128908157348633
2017-11-07,20.548898696899414
2017-11-08,20.722904205322266
2017-11-09,20.772615432739258
2017-11-10,20.56546974182129
2017-11-13,20.358325958251953
2017-11-14,20.39975357055664
2017-11-15,19.894319534301758
2017-11-16,20.325178146362305
2017-11-17,19.877744674682617
2017-11-20,20.225753784179688
2017-11-21,20.457752227783203
2017-11-22,20.606901168823242
2017-11-24,20.615184783935547
2017-11-27,20.664899826049805
2017-11-28,21.16205406188965
2017-11-29,21.443769454956055
2017-11-30,21.733776092529297
2017-12-01,21.99892234802246
2017-12-04,22.172922134399414
2017-12-05,21.89948844909668
2017-12-06,22.0734920501709
2017-12-07,22.512643814086914
2017-12-08,22.38835906982422
2017-12-11,22.048635482788086
2017-12-12,22.098350524902344
2017-12-13,22.711503982543945
2017-12-14,22.28815269470215
2017-12-15,22.76131248474121
2017-12-18,22.869218826293945
2017-12-19,23.12655258178711
2017-12-20,23.425386428833008
2017-12-21,23.151458740234375
2017-12-22,23.608009338378906
2017-12-26,23.657814025878906
2017-12-27,24.039657592773438
2017-12-28,23.691020965576172
2017-12-29,23.70762062072754
2018-01-02,23.865341186523438
2018-01-03,23.50010108947754
2018-01-04,23.109954833984375
2018-01-05,22.99374008178711
2018-01-08,23.46689224243164
2018-01-09,23.50840187072754
2018-01-10,23.54990005493164
2018-01-11,24.139270782470703
2018-01-12,24.05626678466797
2018-01-16,23.217863082885742
2018-01-17,23.284273147583008
2018-01-18,23.59140396118164
2018-01-19,24.24718475341797
2018-01-22,24.703737258911133
2018-01-23,24.5045166015625
2018-01-24,24.1558780670166
2018-01-25,23.989858627319336
2018-01-26,24.2720890045166
2018-01-29,24.305295944213867
2018-01-30,23.566509246826172
2018-01-31,24.305295944213867
2018-02-01,24.894662857055664
2018-02-02,24.139270782470703
2018-02-05,22.53718376159668
2018-02-06,22.528879165649414
2018-02-07,23.20956039428711
2018-02-08,22.230039596557617
2018-02-09,22.130434036254883
2018-02-12,21.947816848754883
2018-02-13,22.74470329284668
2018-02-14,22.313060760498047
2018-02-15,22.25495147705078
2018-02-16,22.25495147705078
2018-02-20,21.931209564208984
2018-02-21,22.113828659057617
2018-02-22,22.39606285095215
2018-02-23,22.379465103149414
2018-02-26,22.68659782409668
2018-02-27,22.080629348754883
2018-02-28,21.46635627746582
2018-03-01,21.54936408996582
2018-03-02,21.441455841064453
2018-03-05,21.258831024169922
2018-03-06,21.765188217163086
2018-03-07,22.279855728149414
2018-03-08,22.39606285095215
2018-03-09,22.811115264892578
2018-03-12,22.437572479248047
2018-03-13,22.562084197998047
2018-03-14,22.30418586730957
2018-03-15,22.537126541137695
2018-03-16,22.811670303344727
2018-03-19,22.686878204345703
2018-03-20,22.77838706970215
2018-03-21,22.761751174926758
2018-03-22,22.42897605895996
2018-03-23,22.129478454589844
2018-03-26,21.638633728027344
2018-03-27,21.122840881347656
2018-03-28,21.472251892089844
2018-03-29,21.680227279663086
2018-04-02,21.106197357177734
2018-04-03,21.66360092163086
2018-04-04,21.472251892089844
2018-04-05,21.49720573425293
2018-04-06,20.71518898010254
2018-04-09,20.881572723388672
2018-04-10,21.380739212036133
2018-04-11,21.280902862548828
2018-04-12,21.414016723632812
2018-04-13,21.50552749633789
2018-04-16,22.51216697692871
