Date,TCBX
2021-11-09,25.010000228881836
2021-11-10,25.0
2021-11-11,25.0
2021-11-12,25.049999237060547
2021-11-15,26.899999618530273
2021-11-16,27.350000381469727
2021-11-17,27.920000076293945
2021-11-18,27.860000610351562
2021-11-19,28.0
2021-11-22,27.8700008392334
2021-11-23,27.8700008392334
2021-11-24,27.690000534057617
2021-11-26,27.06999969482422
2021-11-29,26.239999771118164
2021-11-30,26.790000915527344
2021-12-01,26.68000030517578
2021-12-02,26.899999618530273
2021-12-03,27.299999237060547
2021-12-06,28.459999084472656
2021-12-07,28.360000610351562
2021-12-08,28.229999542236328
2021-12-09,28.09000015258789
2021-12-10,28.440000534057617
2021-12-13,27.31999969482422
2021-12-14,27.200000762939453
2021-12-15,27.420000076293945
2021-12-16,26.450000762939453
2021-12-17,25.219999313354492
2021-12-20,26.0
2021-12-21,26.329999923706055
2021-12-22,26.5
2021-12-23,25.8799991607666
2021-12-27,26.479999542236328
2021-12-28,26.479999542236328
2021-12-29,26.389999389648438
2021-12-30,25.979999542236328
2021-12-31,25.979999542236328
2022-01-03,26.0
2022-01-04,26.0
2022-01-05,25.940000534057617
2022-01-06,25.889999389648438
2022-01-07,25.760000228881836
2022-01-10,25.579999923706055
2022-01-11,25.690000534057617
2022-01-12,25.350000381469727
2022-01-13,25.040000915527344
2022-01-14,25.0
2022-01-18,24.950000762939453
2022-01-19,24.950000762939453
2022-01-20,24.860000610351562
2022-01-21,24.360000610351562
2022-01-24,24.489999771118164
2022-01-25,24.959999084472656
2022-01-26,24.68000030517578
2022-01-27,24.079999923706055
2022-01-28,23.850000381469727
2022-01-31,23.979999542236328
2022-02-01,24.700000762939453
2022-02-02,23.940000534057617
2022-02-03,23.8799991607666
2022-02-04,23.920000076293945
2022-02-07,23.850000381469727
2022-02-08,23.979999542236328
2022-02-09,23.670000076293945
2022-02-10,23.65999984741211
2022-02-11,23.670000076293945
2022-02-14,23.670000076293945
2022-02-15,23.829999923706055
2022-02-16,23.850000381469727
2022-02-17,23.110000610351562
2022-02-18,23.520000457763672
2022-02-22,23.360000610351562
2022-02-23,22.790000915527344
2022-02-24,22.540000915527344
2022-02-25,23.139999389648438
2022-02-28,23.270000457763672
2022-03-01,22.530000686645508
2022-03-02,23.459999084472656
2022-03-03,23.3700008392334
2022-03-04,22.479999542236328
2022-03-07,22.1200008392334
2022-03-08,22.079999923706055
2022-03-09,23.299999237060547
2022-03-10,23.309999465942383
2022-03-11,23.3799991607666
2022-03-14,22.549999237060547
2022-03-15,22.700000762939453
2022-03-16,23.280000686645508
2022-03-17,23.5
2022-03-18,22.790000915527344
2022-03-21,22.899999618530273
2022-03-22,23.3700008392334
2022-03-23,22.5
2022-03-24,22.75
2022-03-25,22.959999084472656
2022-03-28,22.950000762939453
2022-03-29,23.489999771118164
2022-03-30,22.989999771118164
2022-03-31,23.100000381469727
2022-04-01,23.3799991607666
2022-04-04,23.06999969482422
2022-04-05,22.65999984741211
2022-04-06,22.729999542236328
2022-04-07,22.420000076293945
2022-04-08,22.290000915527344
2022-04-11,22.459999084472656
2022-04-12,22.350000381469727
2022-04-13,22.549999237060547
2022-04-14,22.270000457763672
2022-04-18,22.219999313354492
2022-04-19,22.639999389648438
2022-04-20,22.59000015258789
2022-04-21,22.809999465942383
2022-04-22,22.540000915527344
2022-04-25,22.5
2022-04-26,22.1200008392334
2022-04-27,22.489999771118164
2022-04-28,23.0
2022-04-29,22.670000076293945
2022-05-02,23.030000686645508
2022-05-03,23.0
2022-05-04,23.010000228881836
2022-05-05,23.399999618530273
2022-05-06,23.209999084472656
2022-05-09,23.43000030517578
2022-05-10,23.25
2022-05-11,23.170000076293945
2022-05-12,22.75
2022-05-13,22.950000762939453
2022-05-16,22.899999618530273
2022-05-17,23.15999984741211
2022-05-18,23.139999389648438
2022-05-19,23.15999984741211
2022-05-20,23.399999618530273
2022-05-23,23.399999618530273
2022-05-24,23.579999923706055
2022-05-25,23.350000381469727
2022-05-26,23.579999923706055
2022-05-27,23.75
2022-05-31,24.84000015258789
2022-06-01,25.200000762939453
2022-06-02,25.40999984741211
2022-06-03,25.440000534057617
2022-06-06,25.649999618530273
2022-06-07,25.530000686645508
2022-06-08,25.469999313354492
2022-06-09,24.329999923706055
2022-06-10,23.81999969482422
2022-06-13,22.809999465942383
2022-06-14,22.8799991607666
2022-06-15,23.84000015258789
2022-06-16,22.8799991607666
2022-06-17,23.600000381469727
2022-06-21,24.040000915527344
2022-06-22,24.079999923706055
2022-06-23,23.209999084472656
2022-06-24,22.899999618530273
2022-06-27,22.889999389648438
2022-06-28,22.3700008392334
2022-06-29,21.600000381469727
2022-06-30,21.899999618530273
2022-07-01,22.149999618530273
2022-07-05,22.09000015258789
2022-07-06,21.739999771118164
2022-07-07,22.020000457763672
2022-07-08,21.639999389648438
2022-07-11,21.459999084472656
2022-07-12,21.540000915527344
2022-07-13,21.239999771118164
2022-07-14,21.280000686645508
2022-07-15,21.729999542236328
2022-07-18,21.520000457763672
2022-07-19,21.649999618530273
2022-07-20,21.469999313354492
2022-07-21,21.315000534057617
2022-07-22,21.360000610351562
2022-07-25,21.459999084472656
2022-07-26,21.209999084472656
2022-07-27,21.510000228881836
2022-07-28,19.510000228881836
2022-07-29,18.760000228881836
2022-08-01,19.0
2022-08-02,18.850000381469727
2022-08-03,18.860000610351562
2022-08-04,18.600000381469727
2022-08-05,18.81999969482422
2022-08-08,18.739999771118164
2022-08-09,18.829999923706055
2022-08-10,18.889999389648438
2022-08-11,18.850000381469727
2022-08-12,18.889999389648438
2022-08-15,19.280000686645508
2022-08-16,20.09000015258789
2022-08-17,19.68000030517578
2022-08-18,19.700000762939453
2022-08-19,19.969999313354492
2022-08-22,19.389999389648438
2022-08-23,19.18000030517578
2022-08-24,19.219999313354492
2022-08-25,19.540000915527344
2022-08-26,19.350000381469727
2022-08-29,19.149999618530273
2022-08-30,18.6200008392334
2022-08-31,18.200000762939453
2022-09-01,18.200000762939453
2022-09-02,18.139999389648438
2022-09-06,18.3799991607666
2022-09-07,19.049999237060547
2022-09-08,19.260000228881836
2022-09-09,18.93000030517578
2022-09-12,19.190000534057617
2022-09-13,18.760000228881836
2022-09-14,18.56999969482422
2022-09-15,18.65999984741211
2022-09-16,18.65999984741211
2022-09-19,18.6200008392334
2022-09-20,18.729999542236328
2022-09-21,18.6200008392334
2022-09-22,18.139999389648438
2022-09-23,17.93000030517578
2022-09-26,17.610000610351562
2022-09-27,17.489999771118164
2022-09-28,17.790000915527344
2022-09-29,17.469999313354492
2022-09-30,17.110000610351562
2022-10-03,17.360000610351562
2022-10-04,17.510000228881836
2022-10-05,17.5
2022-10-06,17.31999969482422
2022-10-07,16.829999923706055
2022-10-10,16.719999313354492
2022-10-11,16.889999389648438
2022-10-12,16.559999465942383
2022-10-13,16.959999084472656
2022-10-14,17.040000915527344
2022-10-17,17.329999923706055
2022-10-18,17.239999771118164
2022-10-19,17.139999389648438
2022-10-20,16.84000015258789
2022-10-21,17.0
2022-10-24,17.079999923706055
2022-10-25,17.06999969482422
2022-10-26,16.93000030517578
2022-10-27,16.920000076293945
2022-10-28,19.540000915527344
2022-10-31,19.399999618530273
2022-11-01,19.860000610351562
2022-11-02,19.56999969482422
2022-11-03,19.670000076293945
2022-11-04,20.299999237060547
2022-11-07,19.399999618530273
2022-11-08,18.770000457763672
2022-11-09,18.760000228881836
2022-11-10,19.270000457763672
2022-11-11,19.1200008392334
2022-11-14,18.829999923706055
2022-11-15,19.06999969482422
2022-11-16,19.06999969482422
2022-11-17,19.1299991607666
2022-11-18,19.170000076293945
2022-11-21,19.229999542236328
2022-11-22,19.270000457763672
2022-11-23,19.25
2022-11-25,19.5
2022-11-28,19.299999237060547
2022-11-29,19.3700008392334
2022-11-30,19.639999389648438
2022-12-01,19.559999465942383
2022-12-02,19.604999542236328
2022-12-05,19.450000762939453
2022-12-06,19.459999084472656
2022-12-07,19.350000381469727
2022-12-08,19.350000381469727
2022-12-09,19.209999084472656
2022-12-12,19.049999237060547
2022-12-13,19.309999465942383
2022-12-14,19.309999465942383
2022-12-15,18.950000762939453
2022-12-16,19.389999389648438
2022-12-19,18.670000076293945
2022-12-20,18.3799991607666
2022-12-21,18.420000076293945
2022-12-22,18.350000381469727
2022-12-23,18.530000686645508
2022-12-27,18.719999313354492
2022-12-28,18.8799991607666
2022-12-29,18.639999389648438
2022-12-30,18.43000030517578
2023-01-03,17.979999542236328
2023-01-04,18.09000015258789
