Date,GEO
2010-01-04,6.092888832092285
2010-01-05,6.1009697914123535
2010-01-06,6.119823932647705
2010-01-07,6.130600452423096
2010-01-08,6.049790859222412
2010-01-11,5.904336929321289
2010-01-12,5.7858195304870605
2010-01-13,5.826224327087402
2010-01-14,5.7912068367004395
2010-01-15,5.664608478546143
2010-01-19,5.726560592651367
2010-01-20,5.680770397186279
2010-01-21,5.459897041320801
2010-01-22,5.362926483154297
2010-01-25,5.387167453765869
2010-01-26,5.190537929534912
2010-01-27,5.217473030090332
2010-01-28,5.037003993988037
2010-01-29,4.9831318855285645
2010-02-01,5.053165912628174
2010-02-02,5.072020530700684
2010-02-03,5.152828216552734
2010-02-04,4.980438709259033
2010-02-05,5.004680156707764
2010-02-08,4.853839874267578
2010-02-09,4.888856887817383
2010-02-10,4.9831318855285645
2010-02-11,5.096261501312256
2010-02-12,5.209392547607422
2010-02-16,5.225554466247559
2010-02-17,5.209392547607422
2010-02-18,5.179762840270996
2010-02-19,5.163601398468018
2010-02-22,5.282118797302246
2010-02-23,5.260571479797363
2010-02-24,5.292895317077637
2010-02-25,5.290202617645264
2010-02-26,5.325217247009277
2010-03-01,5.4141058921813965
2010-03-02,4.977744102478027
2010-03-03,4.910405158996582
2010-03-04,5.088183403015137
2010-03-05,5.128583908081055
2010-03-08,5.133972644805908
2010-03-09,5.195925235748291
2010-03-10,5.230941295623779
2010-03-11,5.239023208618164
2010-03-12,5.317134857177734
2010-03-15,5.252490520477295
2010-03-16,5.279425144195557
2010-03-17,5.33060359954834
2010-03-18,5.325217247009277
2010-03-19,5.195925235748291
2010-03-22,5.150134563446045
2010-03-23,5.214780330657959
2010-03-24,5.247102737426758
2010-03-25,5.300973892211914
2010-03-26,5.300973892211914
2010-03-29,5.33060359954834
2010-03-30,5.379088401794434
2010-03-31,5.338684558868408
2010-04-01,5.300973892211914
2010-04-05,5.349458694458008
2010-04-06,5.300973892211914
2010-04-07,5.3144426345825195
2010-04-08,5.362926483154297
2010-04-09,5.36831521987915
2010-04-12,5.427573204040527
2010-04-13,5.139359951019287
2010-04-14,5.125891208648682
2010-04-15,5.096261501312256
2010-04-16,5.160907745361328
2010-04-19,5.093570232391357
2010-04-20,5.3521528244018555
2010-04-21,5.397943496704102
2010-04-22,5.575718879699707
2010-04-23,5.764272212982178
2010-04-26,5.901643753051758
2010-04-27,5.723866939544678
2010-04-28,5.783125877380371
2010-04-29,5.815450191497803
2010-04-30,5.705013275146484
2010-05-03,5.769659042358398
2010-05-04,5.723866939544678
2010-05-05,5.796594142913818
2010-05-06,5.5568647384643555
2010-05-07,5.4572014808654785
2010-05-10,5.718479633331299
2010-05-11,5.783125877380371
2010-05-12,5.877400875091553
2010-05-13,5.898949146270752
2010-05-14,5.810062885284424
2010-05-17,5.912417888641357
