Date,CRAI
2010-01-04,24.3151912689209
2010-01-05,23.326126098632812
2010-01-06,22.643407821655273
2010-01-07,23.51868438720703
2010-01-08,23.11606216430664
2010-01-11,23.019773483276367
2010-01-12,22.958507537841797
2010-01-13,23.457416534423828
2010-01-14,23.61496925354004
2010-01-15,23.028526306152344
2010-01-19,24.297679901123047
2010-01-20,23.52743911743164
2010-01-21,23.264854431152344
2010-01-22,23.081052780151367
2010-01-25,23.48367691040039
2010-01-26,22.34581756591797
2010-01-27,23.19483757019043
2010-01-28,22.485855102539062
2010-01-29,22.713430404663086
2010-02-01,22.547130584716797
2010-02-02,22.669673919677734
2010-02-03,22.748443603515625
2010-02-04,22.170759201049805
2010-02-05,23.247350692749023
2010-02-08,21.978199005126953
2010-02-09,22.79221534729004
2010-02-10,22.634658813476562
2010-02-11,22.58213996887207
2010-02-12,21.916933059692383
2010-02-16,22.58213996887207
2010-02-17,23.291120529174805
2010-02-18,23.501176834106445
2010-02-19,23.632474899291992
2010-02-22,23.67623519897461
2010-02-23,23.632474899291992
2010-02-24,23.82503890991211
2010-02-25,23.48367691040039
2010-02-26,23.282360076904297
2010-03-01,23.632474899291992
2010-03-02,23.501176834106445
2010-03-03,23.212339401245117
2010-03-04,23.439912796020508
2010-03-05,23.92131233215332
2010-03-08,23.72875213623047
2010-03-09,24.507749557495117
2010-03-10,24.75283432006836
2010-03-11,25.26924705505371
2010-03-12,24.446487426757812
2010-03-15,24.000093460083008
2010-03-16,24.271421432495117
2010-03-17,24.52526092529297
2010-03-18,19.75499725341797
2010-03-19,19.684972763061523
2010-03-22,19.361122131347656
2010-03-23,19.982572555541992
2010-03-24,20.148868560791016
2010-03-25,20.087602615356445
2010-03-26,20.23640251159668
2010-03-29,20.201391220092773
2010-03-30,20.26266098022461
2010-03-31,20.061344146728516
2010-04-01,20.481477737426758
2010-04-05,20.77031707763672
2010-04-06,20.61277198791504
2010-04-07,20.71780014038086
2010-04-08,21.006643295288086
2010-04-09,21.041650772094727
2010-04-12,21.067909240722656
2010-04-13,21.14668083190918
2010-04-14,21.304229736328125
2010-04-15,21.20795440673828
2010-04-16,21.19045639038086
2010-04-19,20.569007873535156
2010-04-20,21.19045639038086
2010-04-21,20.822837829589844
2010-04-22,20.980388641357422
2010-04-23,21.251718521118164
2010-04-26,21.08542251586914
2010-04-27,20.542747497558594
2010-04-28,20.910362243652344
2010-04-29,21.260475158691406
2010-04-30,20.33268165588379
2010-05-03,20.980388641357422
2010-05-04,20.28891372680664
2010-05-05,19.9300479888916
2010-05-06,19.369873046875
2010-05-07,19.221071243286133
2010-05-10,20.0788516998291
2010-05-11,20.849092483520508
2010-05-12,21.216711044311523
2010-05-13,21.20795440673828
2010-05-14,21.164186477661133
2010-05-17,20.551494598388672
2010-05-18,20.95412826538086
2010-05-19,20.674039840698242
2010-05-20,19.26483917236328
2010-05-21,19.43989372253418
2010-05-24,19.57994270324707
2010-05-25,20.008834838867188
2010-05-26,19.47490882873535
2010-05-27,20.28016471862793
2010-05-28,19.448654174804688
2010-06-01,19.746244430541992
2010-06-02,20.47272300720215
2010-06-03,20.542747497558594
2010-06-04,19.509916305541992
2010-06-07,19.15105628967285
2010-06-08,18.687156677246094
2010-06-09,18.232011795043945
2010-06-10,19.623703002929688
2010-06-11,20.13136863708496
2010-06-14,19.614953994750977
2010-06-15,20.061344146728516
2010-06-16,19.571189880371094
2010-06-17,19.12479591369629
2010-06-18,19.632457733154297
2010-06-21,19.851272583007812
2010-06-22,17.97818374633789
2010-06-23,18.17950439453125
2010-06-24,17.523042678833008
2010-06-25,18.748430252075195
2010-06-28,18.520854949951172
2010-06-29,17.899412155151367
2010-06-30,16.481456756591797
2010-07-01,15.842510223388672
2010-07-02,15.579925537109375
2010-07-06,15.66745662689209
2010-07-07,17.811878204345703
2010-07-08,16.989126205444336
2010-07-09,17.094160079956055
2010-07-12,16.901592254638672
2010-07-13,17.24295425415039
2010-07-14,17.234203338623047
2010-07-15,17.085403442382812
2010-07-16,16.210121154785156
2010-07-19,16.437698364257812
2010-07-20,16.6039981842041
2010-07-21,16.131349563598633
2010-07-22,16.945362091064453
2010-07-23,17.16417694091797
2010-07-26,17.382999420166016
2010-07-27,17.05914878845215
2010-07-28,16.44645118713379
2010-07-29,16.770305633544922
2010-07-30,16.82282066345215
2010-08-02,17.21669578552246
2010-08-03,16.67402458190918
2010-08-04,16.831575393676758
2010-08-05,16.23638343811035
2010-08-06,16.20137596130371
2010-08-09,16.621505737304688
2010-08-10,15.912532806396484
2010-08-11,14.888457298278809
2010-08-12,14.275761604309082
2010-08-13,14.68714714050293
2010-08-16,15.028508186340332
2010-08-17,15.098526000976562
2010-08-18,14.870955467224121
2010-08-19,14.477082252502441
2010-08-20,14.345784187316895
2010-08-23,13.54928207397461
2010-08-24,13.505520820617676
2010-08-25,14.870955467224121
2010-08-26,14.69589900970459
2010-08-27,14.704643249511719
2010-08-30,14.11821460723877
2010-08-31,13.916899681091309
2010-09-01,14.170732498168945
2010-09-02,14.730911254882812
2010-09-03,14.967238426208496
2010-09-07,15.063514709472656
2010-09-08,14.83594036102295
2010-09-09,14.485828399658203
2010-09-10,14.652134895324707
2010-09-13,15.369856834411621
2010-09-14,15.098526000976562
2010-09-15,15.203560829162598
2010-09-16,15.221060752868652
2010-09-17,14.844696044921875
2010-09-20,15.553666114807129
2010-09-21,14.98473834991455
2010-09-22,14.590869903564453
2010-09-23,14.275761604309082
