Date,CLMB
2010-01-04,4.356597423553467
2010-01-05,4.362077713012695
2010-01-06,4.307278156280518
2010-01-07,4.356597423553467
2010-01-08,4.383996486663818
2010-01-11,4.329198360443115
2010-01-12,4.301798343658447
2010-01-13,4.449756145477295
2010-01-14,4.329198360443115
2010-01-15,4.329198360443115
2010-01-19,4.246998310089111
2010-01-20,4.3237175941467285
2010-01-21,4.356597423553467
2010-01-22,4.416877746582031
2010-01-25,4.526476860046387
2010-01-26,4.345636367797852
2010-01-27,4.471678733825684
2010-01-28,4.499076843261719
2010-01-29,4.570318698883057
2010-02-01,4.60319709777832
2010-02-02,4.68539571762085
2010-02-03,4.614160060882568
2010-02-04,4.625116348266602
2010-02-05,4.531957626342773
2010-02-08,4.553877830505371
2010-02-09,4.696358680725098
2010-02-10,4.612693786621094
2010-02-11,4.757712364196777
2010-02-12,4.657314300537109
2010-02-16,4.584805488586426
2010-02-17,4.757712364196777
2010-02-18,4.752133846282959
2010-02-19,4.573650360107422
2010-02-22,4.623849868774414
2010-02-23,4.601536750793457
2010-02-24,4.763291358947754
2010-02-25,4.607116222381592
2010-02-26,4.473252773284912
2010-03-01,4.635003089904785
2010-03-02,4.629425048828125
2010-03-03,4.657314300537109
2010-03-04,4.718669891357422
2010-03-05,4.740977764129639
2010-03-08,4.662890911102295
2010-03-09,4.835798263549805
2010-03-10,4.746557235717773
2010-03-11,4.880420684814453
2010-03-12,4.774445533752441
2010-03-15,4.774445533752441
2010-03-16,4.874841690063477
2010-03-17,4.93061637878418
2010-03-18,4.852530002593994
2010-03-19,4.908307075500488
2010-03-22,4.947349548339844
2010-03-23,5.014280796051025
2010-03-24,5.1035237312316895
2010-03-25,5.047746658325195
2010-03-26,5.136991500854492
2010-03-29,5.203921794891357
2010-03-30,5.1035237312316895
2010-03-31,5.097946643829346
2010-04-01,5.086791038513184
2010-04-05,5.1481451988220215
2010-04-06,5.153721809387207
2010-04-07,5.019859313964844
2010-04-08,5.003126621246338
2010-04-09,5.075636863708496
2010-04-12,5.1202569007873535
2010-04-13,5.109101295471191
2010-04-14,5.047746658325195
2010-04-15,5.019859313964844
2010-04-16,5.019859313964844
2010-04-19,5.025436878204346
2010-04-20,5.025436878204346
2010-04-21,5.086791038513184
2010-04-22,4.99197244644165
2010-04-23,5.064480304718018
2010-04-26,5.159299373626709
2010-04-27,5.31547212600708
2010-04-28,5.410293102264404
2010-04-29,5.4995341300964355
2010-04-30,5.42702579498291
2010-05-03,5.560891151428223
2010-05-04,5.477224349975586
2010-05-05,5.393560886383057
2010-05-06,5.075636863708496
2010-05-07,5.404715538024902
2010-05-10,5.665320873260498
2010-05-11,5.670984745025635
2010-05-12,5.665320873260498
2010-05-13,5.58034086227417
2010-05-14,5.569009780883789
2010-05-17,5.512354373931885
2010-05-18,5.523688316345215
2010-05-19,5.569009780883789
2010-05-20,5.4557061195373535
2010-05-21,5.3423991203308105
2010-05-24,5.291408538818359
2010-05-25,5.382054805755615
2010-05-26,5.353724956512451
2010-05-27,5.450036525726318
2010-05-28,5.461368560791016
2010-06-01,5.38771915435791
2010-06-02,5.4670329093933105
2010-06-03,5.438706874847412
2010-06-04,5.382054805755615
2010-06-07,5.410379886627197
2010-06-08,5.382054805755615
2010-06-09,5.484030723571777
2010-06-10,5.563345432281494
2010-06-11,5.6596550941467285
2010-06-14,5.761631965637207
2010-06-15,5.976912498474121
2010-06-16,5.676651477813721
2010-06-17,5.693647384643555
2010-06-18,5.642660617828369
2010-06-21,5.625662803649902
2010-06-22,5.421710968017578
2010-06-23,5.38771915435791
2010-06-24,5.5010247230529785
2010-06-25,5.353724956512451
2010-06-28,5.353724956512451
2010-06-29,5.444371223449707
2010-06-30,5.138445854187012
2010-07-01,5.155442237854004
2010-07-02,5.10445499420166
2010-07-06,4.9005022048950195
2010-07-07,4.906167507171631
2010-07-08,4.838184356689453
2010-07-09,4.951491355895996
2010-07-12,4.86084508895874
2010-07-13,4.9005022048950195
2010-07-14,5.076126575469971
2010-07-15,5.064796447753906
2010-07-16,5.081793308258057
2010-07-19,4.9854817390441895
2010-07-20,5.087456226348877
2010-07-21,5.013808727264404
2010-07-22,5.087456226348877
2010-07-23,5.206429481506348
2010-07-26,5.268748760223389
2010-07-27,5.325399398803711
2010-07-28,5.297074794769287
2010-07-29,5.325399398803711
2010-07-30,5.670984745025635
2010-08-02,5.61433219909668
2010-08-03,5.636992931365967
2010-08-04,5.636992931365967
2010-08-05,5.58034086227417
2010-08-06,5.58034086227417
2010-08-09,5.636992931365967
2010-08-10,5.59672737121582
2010-08-11,5.4989447593688965
2010-08-12,5.3896565437316895
2010-08-13,5.245854377746582
2010-08-16,5.309126853942871
2010-08-17,5.458680152893066
2010-08-18,5.464433670043945
2010-08-19,5.567969799041748
2010-08-20,5.746282577514648
2010-08-23,5.723274230957031
2010-08-24,5.700266361236572
2010-08-25,5.636991024017334
2010-08-26,5.683009147644043
2010-08-27,5.579472064971924
2010-08-30,5.521951675415039
2010-08-31,5.521951675415039
2010-09-01,5.59672737121582
2010-09-02,5.740529537200928
2010-09-03,5.671504497528076
2010-09-07,5.660002708435059
2010-09-08,5.734779357910156
2010-09-09,5.746282577514648
2010-09-10,5.780794620513916
2010-09-13,5.757786750793457
2010-09-14,5.792298793792725
2010-09-15,5.752035617828369
2010-09-16,5.855572700500488
2010-09-17,5.8958330154418945
2010-09-20,5.98211669921875
2010-09-21,5.780794620513916
2010-09-22,5.913089752197266
2010-09-23,5.855572700500488
2010-09-24,5.752035617828369
2010-09-27,5.723274230957031
2010-09-28,5.683009147644043
2010-09-29,5.608234882354736
2010-09-30,5.757786750793457
2010-10-01,5.5334553718566895
2010-10-04,5.539210796356201
2010-10-05,5.585223197937012
2010-10-06,5.585223197937012
2010-10-07,5.5507121086120605
2010-10-08,5.5507121086120605
2010-10-11,5.648498058319092
2010-10-12,5.792298793792725
2010-10-13,5.636991024017334
2010-10-14,5.683009147644043
2010-10-15,5.872825622558594
2010-10-18,5.660002708435059
2010-10-19,5.752035617828369
2010-10-20,5.798048496246338
2010-10-21,5.8958330154418945
2010-10-22,5.918844223022461
2010-10-25,5.838315010070801
2010-10-26,5.740529537200928
2010-10-27,5.746282577514648
2010-10-28,5.752035617828369
2010-10-29,6.281221389770508
2010-11-01,6.476790428161621
2010-11-02,6.436526775360107
2010-11-03,6.384758472442627
2010-11-04,6.655104637145996
2010-11-05,6.672603130340576
2010-11-08,6.5617828369140625
2010-11-09,6.3693013191223145
2010-11-10,6.4159626960754395
2010-11-11,6.357637882232666
2010-11-12,6.270146369934082
2010-11-15,6.275979995727539
2010-11-16,6.246813774108887
2010-11-17,6.427628040313721
2010-11-18,6.532614707946777
2010-11-19,6.707596302032471
2010-11-22,6.643436908721924
2010-11-23,6.7134318351745605
2010-11-24,6.719264507293701
2010-11-26,6.5617828369140625
2010-11-29,6.503453254699707
2010-11-30,6.45679235458374
2010-12-01,7.016729354858398
2010-12-02,6.987565994262695
2010-12-03,6.655102252960205
2010-12-06,6.684267520904541
2010-12-07,6.6959309577941895
2010-12-08,6.678434371948242
2010-12-09,6.625941753387451
2010-12-10,6.742595195770264
2010-12-13,6.655102252960205
2010-12-14,6.806756973266602
2010-12-15,6.649271488189697
2010-12-16,6.620109558105469
2010-12-17,6.806756973266602
2010-12-20,6.643436908721924
2010-12-21,6.6959309577941895
2010-12-22,6.690099716186523
2010-12-23,6.608442306518555
2010-12-27,6.579279899597168
2010-12-28,6.579279899597168
2010-12-29,6.555948734283447
2010-12-30,6.573446750640869
2010-12-31,6.567614555358887
2011-01-03,6.5909423828125
2011-01-04,6.777589797973633
2011-01-05,6.649271488189697
