Date,TWI
2010-01-04,8.266027450561523
2010-01-05,8.50024700164795
2010-01-06,8.705191612243652
2010-01-07,9.144355773925781
2010-01-08,9.35905647277832
2010-01-11,9.466407775878906
2010-01-12,9.046762466430664
2010-01-13,9.046762466430664
2010-01-14,9.24194622039795
2010-01-15,8.939412117004395
2010-01-19,9.124836921691895
2010-01-20,9.02724552154541
2010-01-21,8.871097564697266
2010-01-22,8.539281845092773
2010-01-25,8.275790214538574
2010-01-26,8.21723461151123
2010-01-27,8.002530097961426
2010-01-28,7.885417461395264
2010-01-29,7.573127269744873
2010-02-01,7.826866626739502
2010-02-02,7.797587871551514
2010-02-03,7.807348251342773
2010-02-04,7.338906288146973
2010-02-05,7.368183135986328
2010-02-08,7.290111064910889
2010-02-09,7.37794303894043
2010-02-10,7.202276706695557
2010-02-11,7.319386959075928
2010-02-12,7.573127269744873
2010-02-16,7.807348251342773
2010-02-17,8.392901420593262
2010-02-18,8.334341049194336
2010-02-19,8.422176361083984
2010-02-22,8.256265640258789
2010-02-23,8.022048950195312
2010-02-24,7.953736305236816
2010-02-25,8.148919105529785
2010-02-26,8.05133056640625
2010-03-01,8.285548210144043
2010-03-02,8.617361068725586
2010-03-03,8.558806419372559
2010-03-04,8.490490913391113
2010-03-05,8.724711418151855
2010-03-08,8.627116203308105
2010-03-09,8.558806419372559
2010-03-10,8.597841262817383
2010-03-11,8.529525756835938
2010-03-12,8.86133861541748
2010-03-15,8.90037727355957
2010-03-16,8.958931922912598
2010-03-17,8.86133861541748
2010-03-18,8.646638870239258
2010-03-19,8.314826011657715
2010-03-22,8.441695213317871
2010-03-23,8.529525756835938
2010-03-24,8.519765853881836
2010-03-25,8.597841262817383
2010-03-26,8.578320503234863
2010-03-29,8.876148223876953
2010-03-30,8.798028945922852
2010-03-31,8.524614334106445
2010-04-01,8.7394380569458
2010-04-05,9.217911720275879
2010-04-06,9.305795669555664
2010-04-07,9.247206687927246
2010-04-08,9.276498794555664
2010-04-09,9.647561073303223
2010-04-12,10.155329704284668
2010-04-13,10.663095474243164
2010-04-14,11.414978981018066
2010-04-15,11.288036346435547
2010-04-16,11.053685188293457
2010-04-19,10.594741821289062
2010-04-20,10.946270942687988
2010-04-21,11.092742919921875
2010-04-22,11.131802558898926
2010-04-23,11.200154304504395
2010-04-26,12.508628845214844
2010-04-27,11.502862930297852
2010-04-28,11.678629875183105
2010-04-29,12.166863441467285
2010-04-30,12.118041038513184
2010-05-03,12.391451835632324
2010-05-04,11.912980079650879
2010-05-05,11.717683792114258
2010-05-06,11.424744606018066
2010-05-07,10.643566131591797
2010-05-10,11.297802925109863
2010-05-11,11.502862930297852
2010-05-12,11.893448829650879
2010-05-13,11.649333000183105
2010-05-14,11.06344985961914
2010-05-17,11.268508911132812
2010-05-18,10.819330215454102
2010-05-19,10.79003620147705
2010-05-20,9.891681671142578
2010-05-21,10.10650634765625
2010-05-24,9.66709041595459
2010-05-25,9.862383842468262
2010-05-26,9.901442527770996
2010-05-27,10.497093200683594
2010-05-28,10.32132625579834
2010-06-01,9.637795448303223
2010-06-02,10.331092834472656
2010-06-03,10.555684089660645
2010-06-04,9.764738082885742
