Date,PLPC
2010-01-04,35.9195671081543
2010-01-05,35.9195671081543
2010-01-06,35.76495361328125
2010-01-07,34.609397888183594
2010-01-08,34.764007568359375
2010-01-11,33.99094009399414
2010-01-12,33.22600173950195
2010-01-13,32.461063385009766
2010-01-14,32.1925163269043
2010-01-15,31.826332092285156
2010-01-19,32.25761413574219
2010-01-20,31.826332092285156
2010-01-21,32.04603576660156
2010-01-22,32.387821197509766
2010-01-25,32.20065689086914
2010-01-26,31.386882781982422
2010-01-27,29.979082107543945
2010-01-28,29.417577743530273
2010-01-29,29.33620262145996
2010-02-01,30.369686126708984
2010-02-02,29.791919708251953
2010-02-03,29.816328048706055
2010-02-04,28.245765686035156
2010-02-05,28.40037727355957
2010-02-08,28.351545333862305
2010-02-09,28.15625762939453
2010-02-10,28.59568214416504
2010-02-11,28.424789428710938
2010-02-12,28.587543487548828
2010-02-16,28.78285026550293
2010-02-17,28.43292999267578
2010-02-18,28.904911041259766
2010-02-19,29.092079162597656
2010-02-22,28.538713455200195
2010-02-23,29.08392906188965
2010-02-24,29.108348846435547
2010-02-25,29.60476303100586
2010-02-26,29.173452377319336
2010-03-01,29.596614837646484
2010-03-02,29.458271026611328
2010-03-03,29.30366325378418
2010-03-04,28.717741012573242
2010-03-05,29.401294708251953
2010-03-08,29.68613624572754
2010-03-09,30.385955810546875
2010-03-10,30.955608367919922
2010-03-11,30.898635864257812
2010-03-12,30.556842803955078
2010-03-15,30.564985275268555
2010-03-16,31.00442123413086
2010-03-17,31.60661506652832
2010-03-18,31.655445098876953
2010-03-19,31.826332092285156
2010-03-22,31.541505813598633
2010-03-23,31.354339599609375
2010-03-24,31.248559951782227
2010-03-25,30.662626266479492
2010-03-26,30.678918838500977
2010-03-29,29.873294830322266
2010-03-30,30.773330688476562
2010-03-31,31.215185165405273
2010-04-01,31.25607681274414
2010-04-05,31.796127319335938
2010-04-06,31.599746704101562
2010-04-07,31.32972526550293
2010-04-08,31.043344497680664
2010-04-09,31.2888240814209
2010-04-12,31.747018814086914
2010-04-13,31.959758758544922
2010-04-14,31.550647735595703
2010-04-15,31.542461395263672
2010-04-16,31.206993103027344
2010-04-19,31.059707641601562
2010-04-20,30.716062545776367
2010-04-21,30.527873992919922
2010-04-22,31.092443466186523
2010-04-23,30.23331069946289
2010-04-26,30.503324508666992
2010-04-27,29.676910400390625
2010-04-28,30.26603889465332
2010-04-29,30.192399978637695
2010-04-30,24.546667098999023
2010-05-03,27.852283477783203
2010-05-04,27.099517822265625
2010-05-05,27.18134117126465
2010-05-06,26.993146896362305
2010-05-07,27.009510040283203
2010-05-10,27.844097137451172
2010-05-11,27.508617401123047
2010-05-12,28.065017700195312
2010-05-13,28.24502944946289
2010-05-14,27.287710189819336
2010-05-17,27.09133529663086
2010-05-18,27.164976119995117
2010-05-19,27.173152923583984
2010-05-20,27.001323699951172
2010-05-21,26.993146896362305
2010-05-24,26.633129119873047
2010-05-25,26.584035873413086
2010-05-26,27.369524002075195
2010-05-27,27.01769256591797
2010-05-28,25.626720428466797
2010-06-01,25.037593841552734
2010-06-02,25.57761573791504
2010-06-03,25.19305992126465
2010-06-04,23.67934799194336
2010-06-07,23.703899383544922
2010-06-08,23.163869857788086
2010-06-09,23.245695114135742
2010-06-10,24.03936767578125
2010-06-11,24.153907775878906
2010-06-14,24.99669075012207
2010-06-15,25.53670883178711
2010-06-16,25.17669677734375
2010-06-17,25.258516311645508
2010-06-18,25.356700897216797
2010-06-21,25.561260223388672
2010-06-22,24.4566593170166
2010-06-23,24.620304107666016
2010-06-24,24.162097930908203
2010-06-25,24.718486785888672
2010-06-28,24.227558135986328
2010-06-29,23.5108642578125
2010-06-30,23.024831771850586
2010-07-01,23.07425308227539
2010-07-02,22.9836368560791
2010-07-06,22.736501693725586
2010-07-07,22.65411949157715
2010-07-08,22.893022537231445
2010-07-09,22.991878509521484
2010-07-12,22.917734146118164
2010-07-13,23.996896743774414
2010-07-14,23.77447509765625
2010-07-15,23.461435317993164
2010-07-16,23.230777740478516
2010-07-19,23.667381286621094
2010-07-20,23.379051208496094
2010-07-21,23.650909423828125
2010-07-22,24.771251678466797
2010-07-23,25.43852996826172
2010-07-26,26.57534408569336
2010-07-27,26.608299255371094
2010-07-28,26.33644676208496
2010-07-29,26.608299255371094
2010-07-30,26.740108489990234
2010-08-02,27.283796310424805
2010-08-03,27.07785987854004
2010-08-04,27.679208755493164
2010-08-05,28.338245391845703
2010-08-06,28.64305305480957
2010-08-09,29.359743118286133
2010-08-10,28.181730270385742
2010-08-11,27.432079315185547
2010-08-12,27.918128967285156
2010-08-13,27.48974609375
2010-08-16,27.83573341369629
2010-08-17,28.091108322143555
2010-08-18,27.984012603759766
2010-08-19,27.712177276611328
2010-08-20,27.415603637695312
2010-08-23,27.06961441040039
2010-08-24,26.51768684387207
2010-08-25,26.61653709411621
2010-08-26,26.22111701965332
2010-08-27,27.876924514770508
2010-08-30,26.65772819519043
2010-08-31,27.028427124023438
2010-09-01,28.25586700439453
2010-09-02,28.189973831176758
2010-09-03,27.82750129699707
2010-09-07,26.89661979675293
2010-09-08,27.21790885925293
2010-09-09,26.937814712524414
2010-09-10,27.119047164916992
2010-09-13,27.382654190063477
2010-09-14,27.39912986755371
2010-09-15,27.333227157592773
2010-09-16,27.21790885925293
2010-09-17,27.48151206970215
2010-09-20,28.46181869506836
2010-09-21,27.234376907348633
2010-09-22,27.843975067138672
2010-09-23,27.82750129699707
2010-09-24,28.53595542907715
2010-09-27,27.942827224731445
2010-09-28,28.00874137878418
2010-09-29,28.38163948059082
2010-09-30,28.89539909362793
2010-10-01,27.843000411987305
2010-10-04,28.017024993896484
2010-10-05,29.003131866455078
2010-10-06,28.24076271057129
2010-10-07,27.967300415039062
2010-10-08,28.16618537902832
2010-10-11,28.149608612060547
2010-10-12,28.398212432861328
2010-10-13,28.35677146911621
2010-10-14,28.323625564575195
2010-10-15,28.737964630126953
2010-10-18,30.56100845336914
2010-10-19,30.619007110595703
2010-10-20,31.88686180114746
2010-10-21,32.069175720214844
2010-10-22,32.86469650268555
2010-10-25,33.2707405090332
2010-10-26,33.59391784667969
2010-10-27,34.306556701660156
2010-10-28,35.358970642089844
2010-10-29,35.4086799621582
2010-11-01,35.831295013427734
2010-11-02,35.99705123901367
2010-11-03,35.45840072631836
2010-11-04,38.947059631347656
2010-11-05,39.22880935668945
2010-11-08,39.029930114746094
2010-11-09,37.944374084472656
2010-11-10,38.267574310302734
2010-11-11,38.1266975402832
2010-11-12,37.50519943237305
2010-11-15,38.168121337890625
2010-11-16,37.74550247192383
2010-11-17,38.35871505737305
2010-11-18,38.11838912963867
2010-11-19,38.110111236572266
2010-11-22,38.44157791137695
2010-11-23,38.13497543334961
2010-11-24,38.44157791137695
2010-11-26,38.43328857421875
2010-11-29,38.300697326660156
2010-11-30,38.53274917602539
2010-12-01,38.938777923583984
2010-12-02,38.85590362548828
2010-12-03,38.85590362548828
2010-12-06,39.15422821044922
2010-12-07,39.253662109375
2010-12-08,41.01871109008789
2010-12-09,43.1732177734375
2010-12-10,43.438392639160156
2010-12-13,43.2478141784668
2010-12-14,43.62070846557617
2010-12-15,43.1732177734375
2010-12-16,43.579254150390625
2010-12-17,45.78351593017578
2010-12-20,51.40184020996094
2010-12-21,51.443267822265625
2010-12-22,51.40184020996094
2010-12-23,49.603641510009766
2010-12-27,49.9599609375
2010-12-28,51.095218658447266
2010-12-29,51.492984771728516
2010-12-30,49.65573501586914
2010-12-31,48.65813064575195
2011-01-03,50.761409759521484
2011-01-04,49.85525131225586
2011-01-05,51.5428581237793
2011-01-06,50.736454010009766
2011-01-07,51.5428581237793
2011-01-10,50.736454010009766
2011-01-11,53.197235107421875
2011-01-12,53.47157287597656
2011-01-13,52.997711181640625
2011-01-14,52.997711181640625
2011-01-18,52.11649703979492
2011-01-19,50.71152877807617
2011-01-20,49.16524887084961
2011-01-21,49.29825210571289
2011-01-24,50.029823303222656
2011-01-25,50.478759765625
2011-01-26,52.95613479614258
2011-01-27,53.496498107910156
2011-01-28,51.1355094909668
2011-01-31,50.802974700927734
2011-02-01,53.52145004272461
2011-02-02,54.485809326171875
2011-02-03,57.12944793701172
2011-02-04,58.64247131347656
2011-02-07,57.79450607299805
2011-02-08,57.56175231933594
2011-02-09,57.12944793701172
2011-02-10,57.079566955566406
2011-02-11,58.72559356689453
2011-02-14,58.442962646484375
2011-02-15,58.51777267456055
2011-02-16,59.55694580078125
2011-02-17,60.07240295410156
2011-02-18,59.91442108154297
2011-02-22,57.48692321777344
2011-02-23,56.25653839111328
2011-02-24,55.80762481689453
2011-02-25,57.686431884765625
2011-02-28,59.00828170776367
2011-03-01,57.686431884765625
2011-03-02,56.87173843383789
2011-03-03,57.00475311279297
2011-03-04,55.86581802368164
2011-03-07,53.62953186035156
2011-03-08,54.2779655456543
2011-03-09,54.24470901489258
2011-03-10,50.0048828125
2011-03-11,50.570194244384766
2011-03-14,49.489471435546875
2011-03-15,49.08210372924805
2011-03-16,48.84103775024414
2011-03-17,49.02391815185547
2011-03-18,50.42888641357422
2011-03-21,52.21623229980469
2011-03-22,51.476356506347656
2011-03-23,52.31599807739258
2011-03-24,54.1865119934082
2011-03-25,54.45252990722656
2011-03-28,54.41096115112305
2011-03-29,54.71857833862305
2011-03-30,56.08612060546875
2011-03-31,57.67880630493164
2011-04-01,59.92190933227539
2011-04-04,64.3331069946289
2011-04-05,63.507572174072266
2011-04-06,62.55694580078125
2011-04-07,63.315773010253906
2011-04-08,59.87189483642578
2011-04-11,59.646724700927734
2011-04-12,58.05404281616211
2011-04-13,57.28689956665039
2011-04-14,57.87060546875
2011-04-15,57.73717498779297
2011-04-18,56.22788619995117
2011-04-19,55.694210052490234
2011-04-20,55.82761001586914
2011-04-21,55.227230072021484
2011-04-25,55.9693717956543
2011-04-26,56.99502182006836
2011-04-27,58.3792610168457
2011-04-28,60.430572509765625
2011-04-29,59.91358184814453
2011-05-02,58.40427780151367
2011-05-03,56.55308151245117
2011-05-04,56.92831802368164
2011-05-05,57.47869110107422
2011-05-06,58.62944412231445
