Date,NBBK
2024-05-03,14.560775756835938
2024-05-06,14.909358024597168
2024-05-07,14.8595609664917
2024-05-08,15.108548164367676
2024-05-09,15.218101501464844
2024-05-10,15.457130432128906
2024-05-13,15.357535362243652
2024-05-14,15.63640022277832
2024-05-15,15.556724548339844
2024-05-16,15.666278839111328
2024-05-17,15.885387420654297
2024-05-20,15.825631141662598
2024-05-21,15.62644100189209
2024-05-22,15.417291641235352
2024-05-23,15.068709373474121
2024-05-24,15.377453804016113
2024-05-28,15.078669548034668
2024-05-29,14.829682350158691
2024-05-30,14.939236640930176
2024-05-31,15.05875015258789
2024-06-03,14.88943862915039
2024-06-04,14.899398803710938
2024-06-05,14.799802780151367
2024-06-06,14.8595609664917
2024-06-07,14.789844512939453
2024-06-10,14.53089714050293
2024-06-11,14.421341896057129
2024-06-12,14.53089714050293
2024-06-13,14.53089714050293
2024-06-14,14.510977745056152
2024-06-17,14.441262245178223
2024-06-18,14.441262245178223
2024-06-20,14.3516263961792
2024-06-21,14.640451431274414
2024-06-24,14.491059303283691
2024-06-25,14.301828384399414
2024-06-26,14.5209379196167
2024-06-27,14.70020866394043
2024-06-28,15.018912315368652
2024-07-01,15.068709373474121
2024-07-02,15.158345222473145
2024-07-03,15.03883171081543
2024-07-05,14.849600791931152
2024-07-08,14.989033699035645
2024-07-09,15.27785873413086
2024-07-10,15.287818908691406
2024-07-11,15.915266036987305
2024-07-12,16.09453773498535
2024-07-15,16.53275489807129
2024-07-16,17.439067840576172
2024-07-17,17.54862403869629
2024-07-18,17.140283584594727
2024-07-19,17.329513549804688
2024-07-22,17.797611236572266
2024-07-23,18.056556701660156
2024-07-24,17.707975387573242
2024-07-25,18.225868225097656
2024-07-26,18.584409713745117
2024-07-29,18.395179748535156
2024-07-30,19.08238410949707
2024-07-31,19.04254722595215
2024-08-01,18.19598960876465
2024-08-02,17.21000099182129
2024-08-05,16.87137794494629
2024-08-06,17.21000099182129
2024-08-07,17.190080642700195
2024-08-08,17.429109573364258
2024-08-09,17.020771026611328
2024-08-12,17.299636840820312
2024-08-13,17.538663864135742
2024-08-14,17.41914939880371
2024-08-15,17.767732620239258
2024-08-16,17.947002410888672
2024-08-19,17.986839294433594
2024-08-20,17.82748794555664
2024-08-21,17.80756950378418
2024-08-22,17.82748794555664
2024-08-23,18.57444953918457
2024-08-26,18.70392417907715
2024-08-27,18.57444953918457
2024-08-28,18.544572830200195
2024-08-29,18.6939640045166
2024-08-30,18.803518295288086
2024-09-03,18.564491271972656
2024-09-04,18.38521957397461
2024-09-05,18.26570701599121
2024-09-06,17.97688102722168
2024-09-09,17.99679946899414
2024-09-10,17.907163619995117
2024-09-11,17.648216247558594
2024-09-12,17.707975387573242
2024-09-13,18.086435317993164
2024-09-16,18.40513801574707
2024-09-17,18.33542251586914
2024-09-18,18.23582649230957
2024-09-19,18.474855422973633
2024-09-20,18.285625457763672
2024-09-23,18.474855422973633
2024-09-24,18.285625457763672
2024-09-25,17.99679946899414
2024-09-26,18.156150817871094
2024-09-27,18.26570701599121
2024-09-30,18.484813690185547
2024-10-01,18.156150817871094
2024-10-02,17.707975387573242
2024-10-03,17.678096771240234
2024-10-04,17.877286911010742
2024-10-07,17.668136596679688
2024-10-08,17.63825798034668
2024-10-09,17.648216247558594
2024-10-10,17.58846092224121
2024-10-11,18.056556701660156
2024-10-14,18.19598960876465
2024-10-15,18.564491271972656
2024-10-16,18.84335708618164
2024-10-17,18.733802795410156
2024-10-18,18.484813690185547
2024-10-21,18.23582649230957
2024-10-22,18.33542251586914
2024-10-23,18.325462341308594
2024-10-24,18.255746841430664
2024-10-25,17.877286911010742
2024-10-28,18.345382690429688
2024-10-29,18.38521957397461
2024-10-30,18.664085388183594
2024-10-31,18.813478469848633
2024-11-01,18.60433006286621
2024-11-04,18.77364158630371
2024-11-05,19.142141342163086
2024-11-06,20.855175018310547
2024-11-07,19.909021377563477
2024-11-08,20.018577575683594
2024-11-11,20.6261043548584
2024-11-12,20.60618782043457
2024-11-13,20.43687629699707
2024-11-14,20.197847366333008
2024-11-15,19.899063110351562
2024-11-18,19.729751586914062
2024-11-19,19.909021377563477
2024-11-20,19.849266052246094
2024-11-21,20.09825325012207
2024-11-22,20.526512145996094
2024-11-25,20.367158889770508
2024-11-26,20.207807540893555
2024-11-27,20.09825325012207
2024-11-29,20.058414459228516
2024-12-02,19.97873878479004
2024-12-03,19.669994354248047
2024-12-04,19.899063110351562
2024-12-05,19.799467086791992
2024-12-06,19.59031867980957
2024-12-09,19.77954864501953
2024-12-10,20.008617401123047
2024-12-11,20.446834564208984
2024-12-12,20.078332901000977
2024-12-13,20.277524948120117
2024-12-16,20.55638885498047
2024-12-17,20.008617401123047
2024-12-18,18.982789993286133
2024-12-19,18.634206771850586
2024-12-20,18.654125213623047
2024-12-23,18.484813690185547
2024-12-24,18.6939640045166
2024-12-26,18.57444953918457
2024-12-27,18.275665283203125
2024-12-30,18.156150817871094
2024-12-31,17.986839294433594
2025-01-02,17.678096771240234
2025-01-03,17.777690887451172
2025-01-06,17.48886489868164
2025-01-07,17.458988189697266
2025-01-08,17.24983787536621
2025-01-10,16.622390747070312
2025-01-13,16.89129638671875
2025-01-14,17.369352340698242
2025-01-15,17.75777244567871
2025-01-16,17.528703689575195
2025-01-17,17.54862403869629
2025-01-21,17.668136596679688
2025-01-22,17.598421096801758
2025-01-23,18.325462341308594
2025-01-24,18.932992935180664
2025-01-27,19.30149269104004
2025-01-28,18.972829818725586
2025-01-29,19.002708435058594
2025-01-30,19.13218116760254
2025-01-31,19.08238410949707
2025-02-03,18.753721237182617
2025-02-04,19.221817016601562
2025-02-05,19.25169563293457
2025-02-06,19.411046981811523
2025-02-07,19.112262725830078
2025-02-10,19.092344284057617
2025-02-11,19.25169563293457
2025-02-12,19.241735458374023
2025-02-13,19.23177719116211
2025-02-14,19.2018985748291
2025-02-18,19.291534423828125
2025-02-19,19.191940307617188
2025-02-20,19.072423934936523
2025-02-21,18.803518295288086
2025-02-24,18.684005737304688
2025-02-25,19.102304458618164
2025-02-26,18.942951202392578
2025-02-27,18.91307258605957
2025-02-28,19.241735458374023
2025-03-03,19.271615982055664
2025-03-04,18.87323570251465
2025-03-05,18.70392417907715
2025-03-06,18.524654388427734
2025-03-07,18.156150817871094
2025-03-10,17.877286911010742
2025-03-11,17.538663864135742
2025-03-12,17.80756950378418
2025-03-13,17.71793556213379
2025-03-14,18.494773864746094
2025-03-17,18.644166946411133
2025-03-18,18.70392417907715
2025-03-19,18.713884353637695
2025-03-20,18.793560028076172
2025-03-21,18.544572830200195
2025-03-24,18.972829818725586
2025-03-25,18.903112411499023
2025-03-26,18.823436737060547
2025-03-27,18.803518295288086
2025-03-28,18.713884353637695
2025-03-31,17.99679946899414
2025-04-01,17.897205352783203
2025-04-02,17.867326736450195
2025-04-03,16.343524932861328
2025-04-04,15.696157455444336
2025-04-07,15.865468978881836
2025-04-08,15.915266036987305
2025-04-09,16.552675247192383
2025-04-10,15.845549583435059
2025-04-11,15.935185432434082
2025-04-14,15.865468978881836
2025-04-15,16.22401237487793
2025-04-16,16.29372787475586
2025-04-17,16.343524932861328
2025-04-21,16.23396873474121
2025-04-22,16.562631607055664
2025-04-23,17.18012237548828
2025-04-24,16.931135177612305
2025-04-25,17.020771026611328
2025-04-28,16.98093032836914
2025-04-29,17.31955337524414
2025-04-30,17.08052635192871
2025-05-01,17.06060791015625
2025-05-02,17.389270782470703
2025-05-05,17.289676666259766
2025-05-06,17.100446701049805
2025-05-07,17.339473724365234
2025-05-08,17.668136596679688
2025-05-09,17.359392166137695
2025-05-12,17.707975387573242
2025-05-13,17.71793556213379
2025-05-14,17.558582305908203
2025-05-15,17.68805694580078
2025-05-16,17.48886489868164
2025-05-19,17.508785247802734
2025-05-20,17.359392166137695
2025-05-21,16.84149932861328
2025-05-22,16.821578979492188
2025-05-23,16.712026596069336
2025-05-27,17.070566177368164
2025-05-28,16.74190330505371
2025-05-29,16.811620712280273
2025-05-30,16.781742095947266
2025-06-02,16.60247230529785
2025-06-03,16.80166244506836
2025-06-04,16.552675247192383
2025-06-05,16.582551956176758
2025-06-06,16.004901885986328
2025-06-09,16.154293060302734
2025-06-10,16.453079223632812
2025-06-11,16.57259178161621
2025-06-12,16.552675247192383
2025-06-13,16.154293060302734
2025-06-16,16.104496002197266
2025-06-17,16.004901885986328
2025-06-18,16.144332885742188
2025-06-20,16.204092025756836
2025-06-23,16.881338119506836
2025-06-24,17.01081085205078
2025-06-25,17.01081085205078
2025-06-26,17.409189224243164
2025-06-27,17.707975387573242
2025-06-30,17.78765106201172
2025-07-01,18.16611099243164
2025-07-02,18.55453109741211
2025-07-03,18.684005737304688
2025-07-07,18.50473403930664
2025-07-08,18.898134231567383
2025-07-09,18.84335708618164
2025-07-10,18.942951202392578
2025-07-11,18.903112411499023
2025-07-14,19.18198013305664
2025-07-15,18.72384262084961
2025-07-16,18.205949783325195
2025-07-17,18.375261306762695
2025-07-18,18.305543899536133
2025-07-21,18.46489715576172
2025-07-22,18.395179748535156
2025-07-23,18.046598434448242
2025-07-24,18.713884353637695
2025-07-25,18.38521957397461
2025-07-28,18.275665283203125
2025-07-29,17.917123794555664
2025-07-30,17.399229049682617
2025-07-31,17.160202026367188
2025-08-01,16.821578979492188
2025-08-04,17.100446701049805
2025-08-05,17.21000099182129
2025-08-06,17.06999969482422
2025-08-07,17.100000381469727
2025-08-08,17.1200008392334
2025-08-11,17.389999389648438
2025-08-12,18.170000076293945
2025-08-13,18.559999465942383
2025-08-14,18.440000534057617
2025-08-15,18.049999237060547
2025-08-18,18.1299991607666
2025-08-19,18.190000534057617
2025-08-20,18.170000076293945
2025-08-21,18.1200008392334
2025-08-22,18.829999923706055
2025-08-25,18.65999984741211
2025-08-26,19.030000686645508
2025-08-27,19.0
2025-08-28,18.899999618530273
2025-08-29,18.889999389648438
2025-09-02,18.90999984741211
2025-09-03,18.81999969482422
2025-09-04,19.1299991607666
2025-09-05,18.850000381469727
2025-09-08,18.809999465942383
2025-09-09,18.610000610351562
2025-09-10,18.59000015258789
2025-09-11,18.75
2025-09-12,18.5
2025-09-15,18.600000381469727
2025-09-16,18.3799991607666
2025-09-17,18.440000534057617
2025-09-18,18.959999084472656
2025-09-19,18.450000762939453
