Date,FTV
2016-07-05,30.01268768310547
2016-07-06,29.48777198791504
2016-07-07,29.481603622436523
2016-07-08,31.00075912475586
2016-07-11,31.568904876708984
2016-07-12,31.229249954223633
2016-07-13,31.26012420654297
2016-07-14,31.846803665161133
2016-07-15,31.6368408203125
2016-07-18,31.673887252807617
2016-07-19,31.834455490112305
2016-07-20,31.087217330932617
2016-07-21,31.02546501159668
2016-07-22,30.506729125976562
2016-07-25,30.247360229492188
2016-07-26,30.432626724243164
2016-07-27,30.210302352905273
2016-07-28,30.043560028076172
2016-07-29,29.771846771240234
2016-08-01,29.51865577697754
2016-08-02,29.333391189575195
2016-08-03,30.432626724243164
2016-08-04,30.895774841308594
2016-08-05,31.23542594909668
2016-08-08,30.908124923706055
2016-08-09,31.16132354736328
2016-08-10,31.155149459838867
2016-08-11,32.45199203491211
2016-08-12,32.55079650878906
2016-08-15,33.13746643066406
2016-08-16,33.06954574584961
2016-08-17,32.983070373535156
2016-08-18,32.82868957519531
2016-08-19,32.06293487548828
2016-08-22,31.655359268188477
2016-08-23,32.050594329833984
2016-08-24,31.72328758239746
2016-08-25,31.8776798248291
2016-08-26,32.03205871582031
2016-08-29,32.365543365478516
2016-08-30,32.48904037475586
2016-08-31,32.526100158691406
2016-09-01,32.501399993896484
2016-09-02,32.96455764770508
2016-09-06,32.56315231323242
2016-09-07,32.69283676147461
2016-09-08,32.316123962402344
2016-09-09,31.216899871826172
2016-09-12,31.624486923217773
2016-09-13,30.901954650878906
2016-09-14,30.889604568481445
2016-09-15,31.179847717285156
2016-09-16,31.037818908691406
2016-09-19,31.35894012451172
2016-09-20,31.03163719177246
2016-09-21,31.48244285583496
2016-09-22,31.89002799987793
2016-09-23,31.42069435119629
2016-09-26,31.630661010742188
2016-09-27,31.87149429321289
2016-09-28,31.93943214416504
2016-09-29,31.30953598022461
2016-09-30,31.43304443359375
2016-10-03,31.735637664794922
2016-10-04,31.377460479736328
2016-10-05,31.457748413085938
2016-10-06,31.30953598022461
2016-10-07,30.834022521972656
2016-10-10,30.84637451171875
2016-10-11,30.395565032958984
2016-10-12,30.25353240966797
2016-10-13,30.148548126220703
2016-10-14,30.543777465820312
2016-10-17,30.296762466430664
2016-10-18,30.315284729003906
2016-10-19,30.500551223754883
2016-10-20,30.07444190979004
2016-10-21,30.05591583251953
2016-10-24,29.981809616088867
2016-10-25,29.592756271362305
2016-10-26,29.5001277923584
2016-10-27,29.327207565307617
2016-10-28,31.006935119628906
2016-10-31,31.525676727294922
2016-11-01,31.179847717285156
2016-11-02,31.074861526489258
2016-11-03,31.48244285583496
2016-11-04,31.56272315979004
2016-11-07,31.98265838623047
2016-11-08,32.513755798339844
2016-11-09,33.013954162597656
2016-11-10,33.470943450927734
2016-11-11,32.97690200805664
2016-11-14,33.236270904541016
2016-11-15,33.421546936035156
2016-11-16,33.619144439697266
2016-11-17,33.65620422363281
2016-11-18,33.736480712890625
2016-11-21,33.8599853515625
2016-11-22,34.237186431884766
2016-11-23,34.50307083129883
2016-11-25,34.608184814453125
2016-11-28,34.37321472167969
2016-11-29,34.1815299987793
2016-11-30,34.0022087097168
2016-12-01,33.50754928588867
2016-12-02,33.68687057495117
2016-12-05,33.33441162109375
2016-12-06,33.390052795410156
2016-12-07,33.53847122192383
2016-12-08,33.192195892333984
2016-12-09,33.390052795410156
2016-12-12,33.383880615234375
2016-12-13,33.29730224609375
2016-12-14,33.54464340209961
2016-12-15,33.89091491699219
2016-12-16,33.90327072143555
2016-12-19,33.98366165161133
2016-12-20,34.039306640625
2016-12-21,33.464263916015625
2016-12-22,33.44570541381836
2016-12-23,33.705413818359375
2016-12-27,33.674495697021484
2016-12-28,33.235477447509766
2016-12-29,33.396244049072266
2016-12-30,33.161277770996094
2017-01-03,33.223106384277344
2017-01-04,33.54464340209961
2017-01-05,33.35295867919922
2017-01-06,33.30967330932617
2017-01-09,33.223106384277344
2017-01-10,33.266395568847656
2017-01-11,33.179832458496094
2017-01-12,33.18601608276367
2017-01-13,33.85999298095703
2017-01-17,33.4704475402832
2017-01-18,33.47663116455078
2017-01-19,33.557010650634766
2017-01-20,33.71159744262695
2017-01-23,33.45807647705078
2017-01-24,33.82289123535156
2017-01-25,34.11350631713867
2017-01-26,34.43504333496094
2017-01-27,34.58344268798828
2017-01-30,34.28046417236328
2017-01-31,34.2000732421875
2017-02-01,34.088783264160156
2017-02-02,34.138240814208984
2017-02-03,34.63909912109375
2017-02-06,34.50924301147461
2017-02-07,34.40412902832031
2017-02-08,34.7380256652832
2017-02-09,35.25743103027344
2017-02-10,35.33781433105469
2017-02-13,35.572776794433594
2017-02-14,35.424381256103516
2017-02-15,35.60369873046875
2017-02-16,35.48621368408203
2017-02-17,35.671714782714844
2017-02-21,35.94378662109375
2017-02-22,35.7147216796875
2017-02-23,35.44851303100586
2017-02-24,35.77662658691406
2017-02-27,35.689964294433594
2017-02-28,35.689964294433594
2017-03-01,36.46999740600586
2017-03-02,36.296661376953125
2017-03-03,36.35856246948242
2017-03-06,36.110939025878906
2017-03-07,36.03044891357422
2017-03-08,36.011878967285156
2017-03-09,35.91901779174805
2017-03-10,36.09856033325195
2017-03-13,36.383331298828125
2017-03-14,36.24713134765625
2017-03-15,36.959068298339844
2017-03-16,36.84144973754883
2017-03-17,36.88478088378906
2017-03-20,36.525718688964844
2017-03-21,36.22236633300781
2017-03-22,36.209983825683594
2017-03-23,36.234745025634766
2017-03-24,36.71763610839844
2017-03-27,36.57523727416992
2017-03-28,36.89097595214844
2017-03-29,36.92810821533203
2017-03-30,36.909542083740234
2017-03-31,37.28098678588867
2017-04-03,37.22527313232422
2017-04-04,37.15718460083008
2017-04-05,37.299564361572266
2017-04-06,37.49767303466797
2017-04-07,37.43576431274414
2017-04-10,37.76388168334961
2017-04-11,37.621482849121094
2017-04-12,37.4543342590332
2017-04-13,37.349098205566406
2017-04-17,37.441959381103516
2017-04-18,37.311954498291016
2017-04-19,37.15098571777344
2017-04-20,37.52242660522461
2017-04-21,37.15098571777344
2017-04-24,38.03007888793945
2017-04-25,38.587257385253906
2017-04-26,38.537723541259766
2017-04-27,38.581058502197266
2017-04-28,39.16299819946289
2017-05-01,38.593441009521484
2017-05-02,38.49439239501953
2017-05-03,38.79773712158203
2017-05-04,38.89059829711914
2017-05-05,39.088706970214844
2017-05-08,38.93394470214844
2017-05-09,38.81631088256836
2017-05-10,38.73583221435547
2017-05-11,38.76677322387695
2017-05-12,38.49439239501953
2017-05-15,38.5191535949707
2017-05-16,38.587257385253906
2017-05-17,37.88770294189453
2017-05-18,37.86292266845703
2017-05-19,38.283905029296875
2017-05-22,38.63058853149414
2017-05-23,38.760597229003906
2017-05-24,39.051570892333984
2017-05-25,39.39824676513672
2017-05-26,39.31776809692383
2017-05-30,39.218719482421875
2017-05-31,38.66154098510742
2017-06-01,38.995845794677734
2017-06-02,39.255855560302734
2017-06-05,39.200138092041016
2017-06-06,39.12584686279297
2017-06-07,39.22489547729492
2017-06-08,39.43539047241211
2017-06-09,39.0577507019043
2017-06-12,38.6677360534668
2017-06-13,39.16919708251953
2017-06-14,38.97107696533203
2017-06-15,39.026798248291016
2017-06-16,39.65206527709961
2017-06-19,40.11017990112305
2017-06-20,39.91208267211914
2017-06-21,39.85018539428711
2017-06-22,39.683021545410156
2017-06-23,39.683021545410156
2017-06-26,39.68921661376953
2017-06-27,39.23109436035156
2017-06-28,39.87493896484375
2017-06-29,38.915367126464844
2017-06-30,39.218719482421875
2017-07-03,39.20633316040039
2017-07-05,39.379676818847656
2017-07-06,39.20633316040039
2017-07-07,39.52824783325195
2017-07-10,39.992557525634766
2017-07-11,39.60254669189453
2017-07-12,40.05447769165039
2017-07-13,39.8625602722168
2017-07-14,39.967811584472656
2017-07-17,39.707786560058594
2017-07-18,39.466346740722656
2017-07-19,39.60254669189453
2017-07-20,39.31157302856445
2017-07-21,39.156803131103516
2017-07-24,39.18157196044922
2017-07-25,39.045379638671875
2017-07-26,38.49439239501953
2017-07-27,38.742027282714844
2017-07-28,39.91208267211914
2017-07-31,40.07923126220703
2017-08-01,40.3640022277832
2017-08-02,41.032615661621094
2017-08-03,41.18738555908203
2017-08-04,41.58359909057617
2017-08-07,41.61455154418945
2017-08-08,41.428836822509766
2017-08-09,41.36691665649414
2017-08-10,40.56830596923828
2017-08-11,40.61164474487305
2017-08-14,41.01404571533203
2017-08-15,40.933563232421875
2017-08-16,40.952144622802734
2017-08-17,40.33924102783203
2017-08-18,40.258766174316406
2017-08-21,40.500205993652344
2017-08-22,40.77260971069336
2017-08-23,40.30160140991211
2017-08-24,40.208641052246094
2017-08-25,40.09089660644531
2017-08-28,39.96694564819336
2017-08-29,39.94834899902344
2017-08-30,40.15906524658203
2017-08-31,40.26441955566406
2017-09-01,40.34497833251953
2017-09-05,40.33879852294922
2017-09-06,40.115684509277344
2017-09-07,40.63627243041992
2017-09-08,41.200218200683594
2017-09-11,41.844757080078125
2017-09-12,42.0616569519043
2017-09-13,42.569847106933594
2017-09-14,42.87970733642578
2017-09-15,42.98506546020508
2017-09-18,43.57381820678711
2017-09-19,43.43128204345703
2017-09-20,43.487060546875
2017-09-21,43.33831787109375
2017-09-22,43.40030288696289
2017-09-25,43.40030288696289
2017-09-26,43.28874588012695
2017-09-27,43.51185607910156
2017-09-28,43.33212661743164
2017-09-29,43.871299743652344
2017-10-02,44.34230041503906
2017-10-03,44.298919677734375
2017-10-04,44.565399169921875
2017-10-05,44.35468673706055
2017-10-06,44.34230041503906
2017-10-09,44.559207916259766
2017-10-10,44.57160568237305
2017-10-11,44.838096618652344
2017-10-12,45.17275619506836
2017-10-13,44.838096618652344
2017-10-16,44.633567810058594
2017-10-17,44.305110931396484
2017-10-18,44.385677337646484
2017-10-19,44.06341552734375
2017-10-20,44.62738037109375
2017-10-23,44.676963806152344
2017-10-24,45.43304443359375
2017-10-25,44.9124641418457
2017-10-26,45.532203674316406
2017-10-27,45.922630310058594
2017-10-30,44.9062614440918
2017-10-31,44.78230285644531
2017-11-01,45.15415954589844
2017-11-02,45.43304443359375
2017-11-03,45.63755798339844
2017-11-06,45.15415954589844
2017-11-07,45.532203674316406
2017-11-08,45.09838104248047
2017-11-09,45.01161575317383
2017-11-10,45.024009704589844
2017-11-13,44.993019104003906
2017-11-14,45.03640365600586
2017-11-15,44.528221130371094
2017-11-16,44.89387512207031
2017-11-17,44.776123046875
2017-11-20,45.123165130615234
2017-11-21,44.90005874633789
2017-11-22,44.621185302734375
2017-11-24,44.701744079589844
2017-11-27,45.092185974121094
2017-11-28,45.42063903808594
2017-11-29,45.50121307373047
2017-11-30,46.263484954833984
2017-12-01,46.22010803222656
2017-12-04,46.00320053100586
2017-12-05,45.209938049316406
2017-12-06,45.42063903808594
2017-12-07,45.612770080566406
2017-12-08,45.668540954589844
2017-12-11,45.24711227416992
2017-12-12,44.943443298339844
2017-12-13,44.875274658203125
2017-12-14,44.24934768676758
2017-12-15,44.65836715698242
2017-12-18,45.0735969543457
2017-12-19,45.0735969543457
2017-12-20,45.2347297668457
2017-12-21,45.116981506347656
2017-12-22,44.9124641418457
