Date,ADTN
2010-01-04,17.21869659423828
2010-01-05,17.423500061035156
2010-01-06,17.393157958984375
2010-01-07,17.82552146911621
2010-01-08,17.696563720703125
2010-01-11,17.286962509155273
2010-01-12,16.960792541503906
2010-01-13,17.355226516723633
2010-01-14,17.400739669799805
2010-01-15,17.12767219543457
2010-01-19,17.347646713256836
2010-01-20,17.089744567871094
2010-01-21,17.52210235595703
2010-01-22,16.877357482910156
2010-01-25,16.51325798034668
2010-01-26,16.680126190185547
2010-01-27,16.854595184326172
2010-01-28,16.520843505859375
2010-01-29,16.08089256286621
2010-02-01,16.225017547607422
2010-02-02,16.369747161865234
2010-02-03,16.26310157775879
2010-02-04,15.96602725982666
2010-02-05,16.141223907470703
2010-02-08,16.103137969970703
2010-02-09,16.369747161865234
2010-02-10,16.46116065979004
2010-02-11,16.8267879486084
2010-02-12,17.13909912109375
2010-02-16,17.18480682373047
2010-02-17,17.116249084472656
2010-02-18,17.428552627563477
2010-02-19,17.740873336791992
2010-02-22,17.740873336791992
2010-02-23,17.626615524291992
2010-02-24,18.03032684326172
2010-02-25,18.03032684326172
2010-02-26,17.809425354003906
2010-03-01,18.0227108001709
2010-03-02,18.060794830322266
2010-03-03,18.609256744384766
2010-03-04,18.693056106567383
2010-03-05,18.88348388671875
2010-03-08,19.081527709960938
2010-03-09,19.29482078552246
2010-03-10,19.44716453552246
2010-03-11,19.3481388092041
2010-03-12,19.2338809967041
2010-03-15,19.134864807128906
2010-03-16,19.2338809967041
2010-03-17,19.866121292114258
2010-03-18,20.36125373840332
2010-03-19,19.942296981811523
2010-03-22,20.147968292236328
2010-03-23,20.23175621032715
2010-03-24,20.00324058532715
2010-03-25,20.224132537841797
2010-03-26,20.20890235900879
2010-03-29,20.528833389282227
2010-03-30,20.307933807373047
2010-03-31,20.071788787841797
2010-04-01,20.186052322387695
2010-04-05,20.704036712646484
2010-04-06,20.772594451904297
2010-04-07,20.902090072631836
2010-04-08,20.810684204101562
2010-04-09,20.871614456176758
2010-04-12,21.252490997314453
2010-04-13,20.810684204101562
2010-04-14,22.395090103149414
2010-04-15,22.54744529724121
2010-04-16,22.29606819152832
2010-04-19,21.94567108154297
2010-04-20,22.250370025634766
2010-04-21,22.257980346679688
2010-04-22,21.016342163085938
2010-04-23,20.92494010925293
2010-04-26,20.97825813293457
2010-04-27,20.74134635925293
2010-04-28,20.733701705932617
2010-04-29,20.993545532226562
2010-04-30,20.45858383178711
2010-05-03,21.085254669189453
2010-05-04,20.44329833984375
2010-05-05,20.588502883911133
2010-05-06,19.564422607421875
2010-05-07,19.5415096282959
2010-05-10,20.43565559387207
2010-05-11,20.473865509033203
2010-05-12,20.848342895507812
2010-05-13,20.321016311645508
2010-05-14,20.152883529663086
2010-05-17,20.206384658813477
2010-05-18,19.6561336517334
2010-05-19,19.786048889160156
2010-05-20,19.373367309570312
2010-05-21,19.60263442993164
2010-05-24,19.594999313354492
2010-05-25,20.6267147064209
2010-05-26,20.66493034362793
2010-05-27,21.001192092895508
2010-05-28,20.96297836303711
2010-06-01,20.183456420898438
2010-06-02,21.253389358520508
2010-06-03,21.902990341186523
2010-06-04,20.557924270629883
2010-06-07,20.160524368286133
2010-06-08,20.336305618286133
2010-06-09,20.366872787475586
2010-06-10,20.8407039642334
2010-06-11,20.91712188720703
2010-06-14,20.756635665893555
2010-06-15,21.207530975341797
2010-06-16,21.039403915405273
2010-06-17,21.283960342407227
2010-06-18,21.46737289428711
2010-06-21,21.520872116088867
2010-06-22,21.184602737426758
2010-06-23,21.29159927368164
2010-06-24,21.146385192871094
2010-06-25,21.176965713500977
2010-06-28,21.375667572021484
2010-06-29,20.91712188720703
2010-06-30,20.8407039642334
2010-07-01,21.069961547851562
2010-07-02,20.817777633666992
2010-07-06,20.66493034362793
2010-07-07,21.4826602935791
2010-07-08,21.551433563232422
2010-07-09,21.81891632080078
2010-07-12,21.62785530090332
2010-07-13,22.055837631225586
2010-07-14,23.87471580505371
2010-07-15,24.096343994140625
2010-07-16,23.538454055786133
2010-07-19,24.01991844177246
2010-07-20,24.126911163330078
2010-07-21,23.569026947021484
2010-07-22,24.516672134399414
2010-07-23,24.677156448364258
2010-07-26,25.15862464904785
2010-07-27,24.514911651611328
2010-07-28,24.353979110717773
2010-07-29,24.323333740234375
2010-07-30,24.20071792602539
2010-08-02,24.384639739990234
2010-08-03,24.25436019897461
2010-08-04,24.6221923828125
2010-08-05,24.216039657592773
2010-08-06,24.10875701904297
2010-08-09,24.39995574951172
2010-08-10,24.30799674987793
2010-08-11,23.150842666625977
2010-08-12,22.74468994140625
2010-08-13,22.69871711730957
2010-08-16,23.058883666992188
2010-08-17,23.373079299926758
2010-08-18,23.763904571533203
2010-08-19,23.449716567993164
2010-08-20,23.518678665161133
2010-08-23,23.25813102722168
2010-08-24,23.14318084716797
2010-08-25,23.127851486206055
2010-08-26,22.97458267211914
2010-08-27,24.24669647216797
2010-08-30,23.825220108032227
2010-08-31,24.08576774597168
2010-09-01,24.599212646484375
2010-09-02,24.752479553222656
2010-09-03,24.90574073791504
2010-09-07,24.652849197387695
2010-09-08,25.1739501953125
2010-09-09,25.74870491027832
2010-09-10,25.80234718322754
2010-09-13,25.947952270507812
2010-09-14,25.756366729736328
2010-09-15,25.74870491027832
2010-09-16,25.794681549072266
2010-09-17,26.139530181884766
2010-09-20,26.553356170654297
2010-09-21,26.515039443969727
2010-09-22,25.886640548706055
2010-09-23,25.6567440032959
2010-09-24,26.039907455444336
2010-09-27,25.924951553344727
2010-09-28,25.932626724243164
2010-09-29,26.645307540893555
2010-09-30,27.051448822021484
2010-10-01,27.365665435791016
2010-10-04,27.212392807006836
2010-10-05,27.794809341430664
2010-10-06,27.626211166381836
2010-10-07,27.112770080566406
2010-10-08,27.066795349121094
2010-10-11,27.013145446777344
2010-10-12,27.220060348510742
2010-10-13,25.57244300842285
2010-10-14,25.01302719116211
2010-10-15,24.7294864654541
2010-10-18,24.94405174255371
2010-10-19,25.02069091796875
2010-10-20,25.043682098388672
2010-10-21,25.059003829956055
2010-10-22,25.219938278198242
2010-10-25,26.055234909057617
2010-10-26,24.772066116333008
2010-10-27,24.510826110839844
2010-10-28,24.549243927001953
2010-10-29,24.810487747192383
2010-11-01,24.99489402770996
2010-11-02,25.0179443359375
2010-11-03,25.225406646728516
2010-11-04,25.386751174926758
2010-11-05,25.893875122070312
2010-11-08,25.233091354370117
2010-11-09,25.01025390625
2010-11-10,25.302234649658203
2010-11-11,24.633764266967773
2010-11-12,24.449352264404297
2010-11-15,24.33409881591797
2010-11-16,24.072856903076172
2010-11-17,24.06517219543457
2010-11-18,24.326417922973633
2010-11-19,24.426301956176758
2010-11-22,24.45703125
2010-11-23,23.788557052612305
2010-11-24,24.295684814453125
2010-11-26,24.1881103515625
2010-11-29,23.9114990234375
2010-11-30,23.926856994628906
2010-12-01,24.649137496948242
