Date,WS
2024-10-03,31.66888999938965
2024-10-04,32.73627471923828
2024-10-07,32.8048210144043
2024-10-08,32.95170974731445
2024-10-09,33.1573486328125
2024-10-10,32.50124740600586
2024-10-11,33.04962921142578
2024-10-14,33.392364501953125
2024-10-15,32.94191360473633
2024-10-16,33.79385757446289
2024-10-17,34.939579010009766
2024-10-18,34.56745910644531
2024-10-21,33.96033477783203
2024-10-22,34.361820220947266
2024-10-23,33.901573181152344
2024-10-24,34.773101806640625
2024-10-25,35.78173065185547
2024-10-28,38.97407913208008
2024-10-29,38.807613372802734
2024-10-30,37.94586944580078
2024-10-31,37.44645309448242
2024-11-01,36.83932113647461
2024-11-04,37.377906799316406
2024-11-05,38.553001403808594
2024-11-06,43.782188415527344
2024-11-07,44.08576202392578
2024-11-08,45.36857604980469
2024-11-11,45.55462646484375
2024-11-12,43.83115005493164
2024-11-13,42.68543243408203
2024-11-14,42.4210319519043
2024-11-15,42.32311248779297
2024-11-18,42.40144729614258
2024-11-19,42.84211349487305
2024-11-20,43.0379638671875
2024-11-21,43.0379638671875
2024-11-22,44.20326614379883
2024-11-25,44.09554672241211
2024-11-26,43.14567947387695
2024-11-27,43.762603759765625
2024-11-29,43.90949630737305
2024-12-02,44.63413619995117
2024-12-03,43.782188415527344
2024-12-04,43.439456939697266
2024-12-05,43.05754852294922
2024-12-06,42.861698150634766
2024-12-09,43.527587890625
2024-12-10,43.41007614135742
2024-12-11,43.21422576904297
2024-12-12,42.58750915527344
2024-12-13,41.39824295043945
2024-12-16,40.356407165527344
2024-12-17,38.705196380615234
2024-12-18,37.270206451416016
2024-12-19,31.903772354125977
2024-12-20,33.51566696166992
2024-12-23,31.107650756835938
2024-12-24,32.17897415161133
2024-12-26,31.98240089416504
2024-12-27,31.46148109436035
2024-12-30,30.783308029174805
2024-12-31,31.27474021911621
2025-01-02,30.861934661865234
2025-01-03,29.859413146972656
2025-01-06,30.213245391845703
2025-01-07,30.203414916992188
2025-01-08,29.6825008392334
2025-01-10,28.65049171447754
2025-01-13,28.738948822021484
2025-01-14,29.191068649291992
2025-01-15,30.46879005432129
2025-01-16,29.672670364379883
2025-01-17,29.810272216796875
2025-01-21,30.54741859436035
2025-01-22,30.06581687927246
2025-01-23,29.476099014282227
2025-01-24,29.279525756835938
2025-01-27,28.473575592041016
2025-01-28,29.564556121826172
2025-01-29,30.055986404418945
2025-01-30,29.6825008392334
2025-01-31,28.55220603942871
2025-02-03,27.667625427246094
2025-02-04,27.598827362060547
2025-02-05,27.36294174194336
2025-02-06,27.765913009643555
2025-02-07,27.51036834716797
2025-02-10,28.965007781982422
2025-02-11,28.85689353942871
2025-02-12,27.58899688720703
2025-02-13,28.01163101196289
2025-02-14,28.257347106933594
2025-02-18,29.033809661865234
2025-02-19,28.473575592041016
2025-02-20,28.41460418701172
2025-02-21,27.903514862060547
2025-02-24,27.618484497070312
2025-02-25,27.402254104614258
2025-02-26,27.490711212158203
2025-02-27,26.714250564575195
2025-02-28,26.212989807128906
2025-03-03,25.495498657226562
2025-03-04,24.95492172241211
2025-03-05,25.849328994750977
2025-03-06,26.16384506225586
2025-03-07,25.7018985748291
2025-03-10,24.296401977539062
2025-03-11,25.682241439819336
2025-03-12,25.475841522216797
2025-03-13,25.446353912353516
2025-03-14,26.33643341064453
2025-03-17,25.911174774169922
2025-03-18,25.812274932861328
2025-03-19,26.583675384521484
2025-03-20,27.562763214111328
2025-03-21,25.891393661499023
2025-03-24,26.415550231933594
2025-03-25,26.04962921142578
2025-03-26,25.861724853515625
2025-03-27,26.26720428466797
2025-03-28,25.327678680419922
2025-03-31,25.050762176513672
2025-04-01,25.10021209716797
2025-04-02,25.614479064941406
2025-04-03,23.211267471313477
2025-04-04,22.68711280822754
2025-04-07,23.11237144470215
2025-04-08,22.331079483032227
2025-04-09,24.358478546142578
2025-04-10,23.300275802612305
2025-04-11,23.69586753845215
2025-04-14,23.54751968383789
2025-04-15,23.794763565063477
2025-04-16,23.80465316772461
2025-04-17,23.972780227661133
2025-04-21,23.3497257232666
2025-04-22,24.20024299621582
2025-04-23,24.655174255371094
2025-04-24,25.46613311767578
2025-04-25,25.446353912353516
2025-04-28,25.39690589904785
2025-04-29,25.46613311767578
2025-04-30,25.377124786376953
2025-05-01,25.39690589904785
2025-05-02,26.26720428466797
2025-05-05,25.891393661499023
2025-05-06,25.95073127746582
2025-05-07,25.772716522216797
2025-05-08,25.871614456176758
2025-05-09,25.7232666015625
2025-05-12,27.04849624633789
2025-05-13,27.681438446044922
2025-05-14,26.771581649780273
2025-05-15,26.603456497192383
2025-05-16,26.979267120361328
2025-05-19,26.939708709716797
2025-05-20,26.732023239135742
2025-05-21,26.059518814086914
2025-05-22,25.812274932861328
2025-05-23,25.41668701171875
2025-05-27,25.970510482788086
2025-05-28,25.29800796508789
2025-05-29,25.307897567749023
2025-05-30,24.625503540039062
2025-06-02,25.46613311767578
2025-06-03,26.019960403442383
2025-06-04,25.970510482788086
2025-06-05,25.04087257385254
2025-06-06,25.673818588256836
2025-06-09,25.88150405883789
2025-06-10,26.01007080078125
2025-06-11,24.971647262573242
2025-06-12,25.22878074645996
2025-06-13,24.48236656188965
2025-06-16,24.860549926757812
2025-06-17,25.567155838012695
2025-06-18,25.099401473999023
2025-06-20,24.372892379760742
2025-06-23,24.979976654052734
2025-06-24,25.567155838012695
2025-06-25,26.134429931640625
2025-06-26,31.48870277404785
2025-06-27,31.8768367767334
2025-06-30,29.68735694885254
2025-07-01,30.60295867919922
2025-07-02,31.817123413085938
2025-07-03,32.26497268676758
2025-07-07,31.19013786315918
2025-07-08,31.598176956176758
2025-07-09,31.61808204650879
2025-07-10,32.42420959472656
2025-07-11,32.69291687011719
2025-07-14,32.15549850463867
2025-07-15,31.468799591064453
2025-07-16,31.538463592529297
2025-07-17,32.095787048339844
2025-07-18,31.767364501953125
2025-07-21,31.558366775512695
2025-07-22,31.747459411621094
2025-07-23,33.100955963134766
2025-07-24,31.468799591064453
2025-07-25,31.677793502807617
2025-07-28,31.21004295349121
2025-07-29,30.443723678588867
2025-07-30,30.493484497070312
2025-07-31,30.37405776977539
2025-08-01,29.677404403686523
2025-08-04,29.50821876525879
2025-08-05,30.17501449584961
2025-08-06,29.68735694885254
2025-08-07,29.557979583740234
2025-08-08,29.796833038330078
2025-08-11,29.68735694885254
2025-08-12,31.438941955566406
2025-08-13,32.58344268798828
2025-08-14,32.13559341430664
2025-08-15,31.498653411865234
2025-08-18,31.468799591064453
2025-08-19,31.996265411376953
2025-08-20,31.478750228881836
2025-08-21,31.249849319458008
2025-08-22,33.05119323730469
2025-08-25,33.031288146972656
2025-08-26,33.429378509521484
2025-08-27,33.160667419433594
2025-08-28,33.22038269042969
2025-08-29,33.14076232910156
2025-09-02,32.2152099609375
2025-09-03,31.95645523071289
2025-09-04,32.51377487182617
2025-09-05,32.87205505371094
2025-09-08,31.817123413085938
2025-09-09,30.802001953125
2025-09-10,31.83702850341797
2025-09-11,33.29999923706055
2025-09-12,33.33000183105469
2025-09-15,33.380001068115234
2025-09-16,33.54999923706055
2025-09-17,33.09000015258789
2025-09-18,33.63999938964844
2025-09-19,33.56999969482422
