Date,WTS
2010-01-04,27.119747161865234
2010-01-05,26.59183120727539
2010-01-06,26.395992279052734
2010-01-07,26.821735382080078
2010-01-08,27.307077407836914
2010-01-11,27.46886444091797
2010-01-12,27.255992889404297
2010-01-13,27.409252166748047
2010-01-14,27.307077407836914
2010-01-15,27.49441146850586
2010-01-19,27.97123908996582
2010-01-20,27.36668586730957
2010-01-21,27.000539779663086
2010-01-22,26.634401321411133
2010-01-25,26.395992279052734
2010-01-26,25.73183250427246
2010-01-27,25.82550621032715
2010-01-28,25.212438583374023
2010-01-29,24.633420944213867
2010-02-01,24.7696533203125
2010-02-02,24.86331558227539
2010-02-03,24.68450927734375
2010-02-04,24.1821346282959
2010-02-05,24.25025177001953
2010-02-08,23.807483673095703
2010-02-09,24.26727867126465
2010-02-10,23.95223045349121
2010-02-11,24.23322296142578
2010-02-12,24.25876235961914
2010-02-16,24.582334518432617
2010-02-17,25.01659393310547
2010-02-18,25.384103775024414
2010-02-19,25.341371536254883
2010-02-22,25.384103775024414
2010-02-23,25.153339385986328
2010-02-24,25.119144439697266
2010-02-25,25.059324264526367
2010-02-26,24.92257308959961
2010-03-01,25.39264678955078
2010-03-02,25.657604217529297
2010-03-03,25.683237075805664
2010-03-04,25.78579330444336
2010-03-05,26.520832061767578
2010-03-08,26.392627716064453
2010-03-09,26.60629653930664
2010-03-10,26.631942749023438
2010-03-11,26.700315475463867
2010-03-12,26.64903450012207
2010-03-15,26.272968292236328
2010-03-16,26.580663681030273
2010-03-17,26.854154586791992
2010-03-18,27.21312141418457
2010-03-19,26.392627716064453
2010-03-22,26.537921905517578
2010-03-23,26.896894454956055
2010-03-24,26.81142234802246
2010-03-25,26.529386520385742
2010-03-26,26.785789489746094
2010-03-29,26.751590728759766
2010-03-30,26.956716537475586
2010-03-31,26.54646873474121
2010-04-01,26.580663681030273
2010-04-05,27.102018356323242
2010-04-06,27.30714225769043
2010-04-07,27.67466163635254
2010-04-08,27.862680435180664
2010-04-09,28.067808151245117
2010-04-12,28.02507972717285
2010-04-13,28.76865005493164
2010-04-14,29.238727569580078
2010-04-15,29.230180740356445
2010-04-16,29.119070053100586
2010-04-19,29.06778335571289
2010-04-20,29.213085174560547
2010-04-21,29.71735954284668
2010-04-22,30.546398162841797
2010-04-23,30.89681625366211
2010-04-26,30.794246673583984
2010-04-27,30.19597816467285
2010-04-28,30.78569984436035
2010-04-29,31.21305274963379
2010-04-30,30.32416534423828
2010-05-03,31.110492706298828
2010-05-04,30.794246673583984
2010-05-05,29.72588539123535
2010-05-06,28.47805404663086
2010-05-07,27.520811080932617
2010-05-10,30.21304702758789
2010-05-11,30.44382095336914
2010-05-12,31.238677978515625
2010-05-13,31.161760330200195
2010-05-14,30.40109634399414
2010-05-17,30.606224060058594
2010-05-18,29.153255462646484
2010-05-19,28.09345054626465
2010-05-20,26.918594360351562
2010-05-21,27.18444061279297
2010-05-24,26.75566291809082
2010-05-25,26.84142303466797
2010-05-26,27.321653366088867
2010-05-27,28.162052154541016
2010-05-28,27.784727096557617
2010-06-01,26.90145492553711
2010-06-02,28.024845123291016
2010-06-03,28.25638771057129
2010-06-04,26.121068954467773
2010-06-07,25.91526222229004
2010-06-08,25.91526222229004
2010-06-09,25.486486434936523
2010-06-10,26.369766235351562
2010-06-11,26.798542022705078
2010-06-14,26.601306915283203
2010-06-15,27.501739501953125
2010-06-16,27.14156150817871
2010-06-17,26.90145492553711
2010-06-18,27.064382553100586
2010-06-21,26.609867095947266
2010-06-22,25.83808708190918
2010-06-23,26.524118423461914
2010-06-24,26.146808624267578
2010-06-25,26.24112892150879
2010-06-28,25.966716766357422
2010-06-29,24.877628326416016
2010-06-30,24.57748794555664
2010-07-01,24.11440086364746
2010-07-02,24.191579818725586
2010-07-06,23.81425666809082
2010-07-07,24.971956253051758
2010-07-08,25.109163284301758
2010-07-09,25.21207046508789
2010-07-12,24.94622802734375
2010-07-13,26.129648208618164
2010-07-14,25.958141326904297
2010-07-15,25.632265090942383
2010-07-16,24.500293731689453
2010-07-19,25.006250381469727
2010-07-20,25.537939071655273
2010-07-21,25.632265090942383
2010-07-22,26.83284568786621
2010-07-23,27.37310218811035
2010-07-26,27.698978424072266
2010-07-27,27.338794708251953
2010-07-28,27.193016052246094
2010-07-29,27.62178611755371
2010-07-30,27.61322021484375
2010-08-02,28.393600463867188
2010-08-03,27.793302536010742
2010-08-04,30.048681259155273
2010-08-05,29.90288734436035
2010-08-06,28.856674194335938
2010-08-09,29.062471389770508
2010-08-10,28.642282485961914
2010-08-11,27.55318832397461
2010-08-12,27.33022689819336
2010-08-13,26.98720359802246
2010-08-16,27.012928009033203
2010-08-17,27.99912452697754
2010-08-18,27.561767578125
2010-08-19,26.94220542907715
2010-08-20,27.02825355529785
2010-08-23,26.56358528137207
2010-08-24,26.038686752319336
2010-08-25,26.27102279663086
2010-08-26,25.703086853027344
2010-08-27,26.641033172607422
2010-08-30,25.995656967163086
2010-08-31,25.849376678466797
2010-09-01,27.097089767456055
2010-09-02,27.208961486816406
2010-09-03,27.72526741027832
2010-09-07,27.217565536499023
2010-09-08,27.587575912475586
2010-09-09,27.656421661376953
2010-09-10,27.37245750427246
2010-09-13,28.413660049438477
2010-09-14,28.069456100463867
2010-09-15,28.28458023071289
2010-09-16,27.905973434448242
2010-09-17,28.25876808166504
2010-09-20,28.895549774169922
2010-09-21,29.1020565032959
2010-09-22,28.97297477722168
2010-09-23,28.28458023071289
2010-09-24,29.386014938354492
2010-09-27,29.343002319335938
2010-09-28,29.45486068725586
2010-09-29,29.308589935302734
2010-09-30,29.299976348876953
2010-10-01,29.549503326416016
2010-10-04,28.835298538208008
2010-10-05,29.799053192138672
2010-10-06,29.876502990722656
2010-10-07,29.429039001464844
2010-10-08,29.936735153198242
2010-10-11,29.81627655029297
2010-10-12,29.678600311279297
2010-10-13,30.255126953125
2010-10-14,30.031402587890625
2010-10-15,29.65277671813965
2010-10-18,30.14324188232422
2010-10-19,29.64417266845703
2010-10-20,30.031402587890625
2010-10-21,30.2723331451416
2010-10-22,30.461641311645508
2010-10-25,30.573511123657227
2010-10-26,30.556306838989258
2010-10-27,30.547698974609375
2010-10-28,30.410024642944336
2010-10-29,30.263715744018555
2010-11-01,30.160476684570312
2010-11-02,30.6423397064209
2010-11-03,29.953950881958008
2010-11-04,30.194896697998047
2010-11-05,29.98838233947754
2010-11-08,29.64417266845703
2010-11-09,28.714832305908203
2010-11-10,28.86972999572754
2010-11-11,28.241561889648438
2010-11-12,28.25016975402832
2010-11-15,27.99201011657715
2010-11-16,28.39645004272461
2010-11-17,28.39645004272461
2010-11-18,28.77632713317871
2010-11-19,28.74179458618164
2010-11-22,28.508682250976562
2010-11-23,28.25830078125
2010-11-24,29.11305046081543
2010-11-26,29.035341262817383
2010-11-29,28.63819694519043
2010-11-30,28.10289764404297
2010-12-01,28.733156204223633
2010-12-02,28.983552932739258
2010-12-03,29.277103424072266
2010-12-06,29.57927131652832
2010-12-07,29.81238555908203
2010-12-08,29.786487579345703
2010-12-09,30.114578247070312
2010-12-10,30.30451202392578
2010-12-13,30.131839752197266
2010-12-14,30.4771785736084
2010-12-15,30.882978439331055
2010-12-16,31.072919845581055
2010-12-17,31.513256072998047
2010-12-20,31.599573135375977
2010-12-21,31.616844177246094
2010-12-22,31.642751693725586
2010-12-23,31.944910049438477
2010-12-27,31.98808479309082
2010-12-28,32.048526763916016
2010-12-29,31.953567504882812
2010-12-30,31.996736526489258
2010-12-31,31.590944290161133
2011-01-03,32.00535202026367
2011-01-04,32.30754852294922
2011-01-05,32.359352111816406
2011-01-06,32.083065032958984
2011-01-07,31.69454002380371
2011-01-10,31.798145294189453
2011-01-11,31.124717712402344
2011-01-12,31.116092681884766
2011-01-13,31.133352279663086
2011-01-14,31.86720848083496
2011-01-18,31.470056533813477
2011-01-19,31.2110595703125
2011-01-20,30.78798484802246
2011-01-21,30.26998519897461
2011-01-24,31.038379669189453
2011-01-25,31.047012329101562
2011-01-26,31.539140701293945
2011-01-27,31.893123626708984
2011-01-28,30.831174850463867
2011-01-31,31.055644989013672
2011-02-01,32.21257019042969
2011-02-02,31.513256072998047
2011-02-03,31.962182998657227
2011-02-04,32.2557373046875
2011-02-07,32.532020568847656
2011-02-08,32.29027557373047
2011-02-09,32.22119903564453
2011-02-10,33.991111755371094
2011-02-11,34.56096649169922
2011-02-14,34.63002014160156
2011-02-15,34.37101364135742
