Date,LADR
2014-02-06,6.474277019500732
2014-02-07,6.592405796051025
2014-02-10,6.6648077964782715
2014-02-11,6.592405796051025
2014-02-12,6.432360649108887
2014-02-13,6.607649326324463
2014-02-14,6.573351860046387
2014-02-18,6.466653823852539
2014-02-19,6.459033966064453
2014-02-20,6.3447160720825195
2014-02-21,6.451413631439209
2014-02-24,6.516194820404053
2014-02-25,6.592405796051025
2014-02-26,6.409494876861572
2014-02-27,6.451413631439209
2014-02-28,6.47808837890625
2014-03-03,6.413308620452881
2014-03-04,6.497138977050781
2014-03-05,6.417119026184082
2014-03-06,6.584786415100098
2014-03-07,7.087789058685303
2014-03-10,7.080167770385742
2014-03-11,7.1449480056762695
2014-03-12,7.183054447174072
2014-03-13,7.087789058685303
2014-03-14,7.221162796020508
2014-03-17,7.042063236236572
2014-03-18,7.221162796020508
2014-03-19,7.190677165985107
2014-03-20,7.171624183654785
2014-03-21,6.9772796630859375
2014-03-24,7.198296070098877
2014-03-25,7.240211486816406
2014-03-26,7.015389442443848
2014-03-27,7.0344414710998535
2014-03-28,7.083978652954102
2014-03-31,7.19448709487915
2014-04-01,7.365967750549316
2014-04-02,7.324046611785889
2014-04-03,7.377398490905762
2014-04-04,7.285945415496826
2014-04-07,7.076356887817383
2014-04-08,7.045873165130615
2014-04-09,7.419315814971924
2014-04-10,7.202106952667236
2014-04-11,6.908689022064209
2014-04-14,6.912499904632568
2014-04-15,6.874394416809082
2014-04-16,7.026818752288818
2014-04-17,7.026818752288818
2014-04-21,6.988712787628174
2014-04-22,6.935365676879883
2014-04-23,6.916312217712402
2014-04-24,6.821049213409424
2014-04-25,6.733399868011475
2014-04-28,6.725777626037598
2014-04-29,6.752453327178955
2014-04-30,6.817235469818115
2014-05-01,6.7486419677734375
2014-05-02,6.832478046417236
2014-05-05,6.965850353240967
2014-05-06,6.8096137046813965
2014-05-07,6.7486419677734375
2014-05-08,6.6648077964782715
2014-05-09,6.603837490081787
2014-05-12,6.600028038024902
2014-05-13,6.638134479522705
2014-05-14,6.516194820404053
2014-05-15,6.447602272033691
2014-05-16,6.493330478668213
2014-05-19,6.539059162139893
2014-05-20,6.3409037590026855
2014-05-21,6.394252777099609
2014-05-22,6.535246849060059
2014-05-23,6.573351860046387
2014-05-27,6.69529390335083
2014-05-28,6.840099811553955
2014-05-29,6.710535049438477
2014-05-30,7.0687360763549805
2014-06-02,7.247838020324707
2014-06-03,7.331667900085449
2014-06-04,7.423125743865967
2014-06-05,7.48028564453125
2014-06-06,7.52601432800293
2014-06-09,7.4726643562316895
2014-06-10,7.445989608764648
2014-06-11,7.476473808288574
2014-06-12,7.430746555328369
2014-06-13,7.44980001449585
2014-06-16,7.316429138183594
2014-06-17,7.385019779205322
2014-06-18,7.343103408813477
2014-06-19,7.251648902893066
2014-06-20,7.1525726318359375
2014-06-23,7.114462852478027
2014-06-24,6.8972578048706055
2014-06-25,6.965850353240967
2014-06-26,6.923933506011963
2014-06-27,6.901068687438965
2014-06-30,6.885824680328369
2014-07-01,7.11065149307251
2014-07-02,7.331667900085449
2014-07-03,7.270698547363281
2014-07-07,7.156381130218506
2014-07-08,7.19448709487915
2014-07-09,7.19448709487915
2014-07-10,7.190677165985107
2014-07-11,7.164001941680908
2014-07-14,7.11065149307251
2014-07-15,7.103031635284424
2014-07-16,7.118274688720703
2014-07-17,7.011577606201172
2014-07-18,7.190677165985107
2014-07-21,7.103031635284424
2014-07-22,7.09160041809082
2014-07-23,7.072547912597656
2014-07-24,7.09160041809082
2014-07-25,6.981092929840088
2014-07-28,6.840099811553955
2014-07-29,6.832478046417236
2014-07-30,6.847719192504883
2014-07-31,6.706727027893066
2014-08-01,6.680052280426025
2014-08-04,6.817235469818115
2014-08-05,6.6876726150512695
2014-08-06,6.5771636962890625
2014-08-07,6.47808837890625
2014-08-08,6.4361724853515625
2014-08-11,6.565731525421143
2014-08-12,6.607649326324463
2014-08-13,6.767696857452393
2014-08-14,6.794371604919434
2014-08-15,6.885824680328369
2014-08-18,6.984902858734131
2014-08-19,7.011577606201172
2014-08-20,6.962039470672607
2014-08-21,7.049683094024658
2014-08-22,7.103031635284424
2014-08-25,7.179244041442871
2014-08-26,7.125899314880371
2014-08-27,7.129707336425781
2014-08-28,7.030630588531494
2014-08-29,7.087789058685303
2014-09-02,6.832478046417236
2014-09-03,7.000144004821777
2014-09-04,6.992522716522217
2014-09-05,6.916312217712402
2014-09-08,7.030630588531494
2014-09-09,7.190677165985107
2014-09-10,7.118274688720703
2014-09-11,7.244027614593506
2014-09-12,7.224973678588867
2014-09-15,7.259267807006836
2014-09-16,7.266889572143555
2014-09-17,7.312617301940918
2014-09-18,7.392640590667725
2014-09-19,7.2897539138793945
2014-09-22,7.343103408813477
2014-09-23,7.484094142913818
2014-09-24,7.266889572143555
2014-09-25,7.251648902893066
2014-09-26,7.2630791664123535
2014-09-29,7.285945415496826
2014-09-30,7.202106952667236
2014-10-01,7.198296070098877
2014-10-02,7.247838020324707
2014-10-03,7.2897539138793945
2014-10-06,7.285945415496826
2014-10-07,7.198296070098877
2014-10-08,7.29356575012207
2014-10-09,7.083978652954102
2014-10-10,7.015389442443848
2014-10-13,7.106844425201416
2014-10-14,7.240211486816406
2014-10-15,7.1449480056762695
2014-10-16,7.217350959777832
2014-10-17,7.1449480056762695
2014-10-20,7.259267807006836
2014-10-21,7.259267807006836
2014-10-22,7.19448709487915
2014-10-23,7.186866283416748
2014-10-24,7.2135419845581055
2014-10-27,7.217350959777832
2014-10-28,7.369777679443359
2014-10-29,7.324046611785889
2014-10-30,7.274515151977539
2014-10-31,7.236405372619629
