Date,TRUE
2014-05-16,10.0600004196167
2014-05-19,9.899999618530273
2014-05-20,9.5
2014-05-21,9.625
2014-05-22,9.3100004196167
2014-05-23,9.220000267028809
2014-05-27,10.199999809265137
2014-05-28,10.4399995803833
2014-05-29,10.5600004196167
2014-05-30,10.960000038146973
2014-06-02,11.25
2014-06-03,12.220000267028809
2014-06-04,12.079999923706055
2014-06-05,12.010000228881836
2014-06-06,14.539999961853027
2014-06-09,14.020000457763672
2014-06-10,13.640000343322754
2014-06-11,13.649999618530273
2014-06-12,12.920000076293945
2014-06-13,13.670000076293945
2014-06-16,13.920000076293945
2014-06-17,13.380000114440918
2014-06-18,13.609999656677246
2014-06-19,13.579999923706055
2014-06-20,13.489999771118164
2014-06-23,13.289999961853027
2014-06-24,13.079999923706055
2014-06-25,12.850000381469727
2014-06-26,13.140000343322754
2014-06-27,13.289999961853027
2014-06-30,14.779999732971191
2014-07-01,14.5
2014-07-02,14.510000228881836
2014-07-03,15.039999961853027
2014-07-07,14.630000114440918
2014-07-08,14.300000190734863
2014-07-09,14.390000343322754
2014-07-10,13.449999809265137
2014-07-11,13.270000457763672
2014-07-14,13.399999618530273
2014-07-15,13.149999618530273
2014-07-16,13.069999694824219
2014-07-17,12.380000114440918
2014-07-18,12.40999984741211
2014-07-21,12.510000228881836
2014-07-22,13.0
2014-07-23,13.479999542236328
2014-07-24,13.399999618530273
2014-07-25,13.579999923706055
2014-07-28,13.789999961853027
2014-07-29,13.420000076293945
2014-07-30,13.800000190734863
2014-07-31,13.569999694824219
2014-08-01,13.390000343322754
2014-08-04,13.539999961853027
2014-08-05,13.9399995803833
2014-08-06,14.329999923706055
2014-08-07,14.65999984741211
2014-08-08,13.520000457763672
2014-08-11,13.84000015258789
2014-08-12,15.869999885559082
2014-08-13,15.180000305175781
2014-08-14,16.389999389648438
2014-08-15,15.760000228881836
2014-08-18,16.459999084472656
2014-08-19,16.90999984741211
2014-08-20,17.049999237060547
2014-08-21,18.729999542236328
2014-08-22,20.899999618530273
2014-08-25,20.040000915527344
2014-08-26,19.809999465942383
2014-08-27,19.43000030517578
2014-08-28,19.399999618530273
2014-08-29,20.670000076293945
2014-09-02,23.850000381469727
2014-09-03,22.5
2014-09-04,21.84000015258789
2014-09-05,24.149999618530273
2014-09-08,23.469999313354492
2014-09-09,22.790000915527344
2014-09-10,21.200000762939453
2014-09-11,20.010000228881836
2014-09-12,19.75
2014-09-15,18.75
2014-09-16,19.850000381469727
2014-09-17,19.420000076293945
2014-09-18,18.770000457763672
2014-09-19,18.100000381469727
2014-09-22,17.649999618530273
2014-09-23,16.950000762939453
2014-09-24,17.540000915527344
2014-09-25,17.889999389648438
2014-09-26,17.899999618530273
2014-09-29,17.450000762939453
2014-09-30,17.950000762939453
2014-10-01,18.43000030517578
2014-10-02,20.06999969482422
2014-10-03,21.100000381469727
2014-10-06,20.850000381469727
2014-10-07,20.760000228881836
2014-10-08,23.059999465942383
2014-10-09,21.75
2014-10-10,19.670000076293945
2014-10-13,18.510000228881836
2014-10-14,18.639999389648438
2014-10-15,20.700000762939453
2014-10-16,20.389999389648438
2014-10-17,20.31999969482422
2014-10-20,19.84000015258789
2014-10-21,18.670000076293945
2014-10-22,17.780000686645508
2014-10-23,18.399999618530273
2014-10-24,18.0
2014-10-27,17.139999389648438
2014-10-28,17.260000228881836
2014-10-29,16.90999984741211
2014-10-30,16.450000762939453
2014-10-31,16.799999237060547
2014-11-03,17.510000228881836
2014-11-04,17.190000534057617
2014-11-05,16.6200008392334
2014-11-06,16.34000015258789
2014-11-07,16.420000076293945
2014-11-10,16.559999465942383
2014-11-11,17.489999771118164
2014-11-12,17.43000030517578
2014-11-13,16.889999389648438
2014-11-14,17.75
2014-11-17,17.600000381469727
2014-11-18,17.420000076293945
2014-11-19,17.579999923706055
2014-11-20,18.049999237060547
2014-11-21,17.959999084472656
2014-11-24,19.0
2014-11-25,19.530000686645508
2014-11-26,19.139999389648438
2014-11-28,19.15999984741211
2014-12-01,18.959999084472656
2014-12-02,20.309999465942383
2014-12-03,21.0
2014-12-04,20.940000534057617
2014-12-05,21.5
2014-12-08,20.75
2014-12-09,21.579999923706055
2014-12-10,22.010000228881836
2014-12-11,23.030000686645508
2014-12-12,21.350000381469727
2014-12-15,20.899999618530273
2014-12-16,19.31999969482422
2014-12-17,20.989999771118164
2014-12-18,21.219999313354492
2014-12-19,21.290000915527344
2014-12-22,22.229999542236328
2014-12-23,23.190000534057617
2014-12-24,23.5
2014-12-26,23.950000762939453
2014-12-29,22.75
2014-12-30,23.360000610351562
2014-12-31,22.899999618530273
2015-01-02,21.760000228881836
2015-01-05,21.6299991607666
2015-01-06,21.670000076293945
2015-01-07,20.940000534057617
2015-01-08,20.25
2015-01-09,21.25
2015-01-12,20.799999237060547
2015-01-13,21.100000381469727
2015-01-14,19.610000610351562
2015-01-15,18.540000915527344
2015-01-16,18.739999771118164
2015-01-20,18.030000686645508
2015-01-21,17.65999984741211
2015-01-22,18.149999618530273
2015-01-23,17.950000762939453
2015-01-26,18.15999984741211
2015-01-27,17.6200008392334
2015-01-28,17.93000030517578
2015-01-29,17.809999465942383
2015-01-30,17.579999923706055
2015-02-02,18.389999389648438
2015-02-03,19.290000915527344
2015-02-04,18.8799991607666
2015-02-05,19.979999542236328
2015-02-06,19.270000457763672
2015-02-09,18.739999771118164
2015-02-10,18.350000381469727
2015-02-11,19.489999771118164
2015-02-12,19.43000030517578
2015-02-13,19.549999237060547
2015-02-17,19.65999984741211
