Date,LIF
2024-06-06,27.0
2024-06-07,27.139999389648438
2024-06-10,27.25
2024-06-11,26.989999771118164
2024-06-12,27.18000030517578
2024-06-13,28.8799991607666
2024-06-14,30.290000915527344
2024-06-17,30.389999389648438
2024-06-18,31.25
2024-06-20,30.5
2024-06-21,31.209999084472656
2024-06-24,31.489999771118164
2024-06-25,31.25
2024-06-26,32.150001525878906
2024-06-27,31.889999389648438
2024-06-28,32.38999938964844
2024-07-01,31.729999542236328
2024-07-02,31.270000457763672
2024-07-03,32.63999938964844
2024-07-05,32.20000076293945
2024-07-08,32.900001525878906
2024-07-09,32.439998626708984
2024-07-10,33.75
2024-07-11,34.20000076293945
2024-07-12,35.08000183105469
2024-07-15,34.939998626708984
2024-07-16,34.099998474121094
2024-07-17,33.540000915527344
2024-07-18,32.84000015258789
2024-07-19,33.45000076293945
2024-07-22,32.4900016784668
2024-07-23,32.869998931884766
2024-07-24,32.40999984741211
2024-07-25,30.790000915527344
2024-07-26,31.559999465942383
2024-07-29,32.380001068115234
2024-07-30,31.93000030517578
2024-07-31,33.54999923706055
2024-08-01,33.4900016784668
2024-08-02,32.86000061035156
2024-08-05,29.81999969482422
2024-08-06,30.559999465942383
2024-08-07,29.0
2024-08-08,32.099998474121094
2024-08-09,35.029998779296875
2024-08-12,33.9900016784668
2024-08-13,35.72999954223633
2024-08-14,36.56999969482422
2024-08-15,36.400001525878906
2024-08-16,36.650001525878906
2024-08-19,37.31999969482422
2024-08-20,37.61000061035156
2024-08-21,39.459999084472656
2024-08-22,39.119998931884766
2024-08-23,40.2400016784668
2024-08-26,38.869998931884766
2024-08-27,39.41999816894531
2024-08-28,38.27000045776367
2024-08-29,39.38999938964844
2024-08-30,39.43000030517578
2024-09-03,37.25
2024-09-04,37.25
2024-09-05,37.599998474121094
2024-09-06,37.5
2024-09-09,33.7400016784668
2024-09-10,33.150001525878906
2024-09-11,32.79999923706055
2024-09-12,34.099998474121094
2024-09-13,34.150001525878906
2024-09-16,34.0
2024-09-17,33.88999938964844
2024-09-18,33.900001525878906
2024-09-19,35.70000076293945
2024-09-20,36.25
2024-09-23,38.560001373291016
2024-09-24,39.630001068115234
2024-09-25,39.04999923706055
2024-09-26,39.470001220703125
2024-09-27,38.810001373291016
2024-09-30,39.349998474121094
2024-10-01,41.0099983215332
2024-10-02,39.9900016784668
2024-10-03,39.54999923706055
2024-10-04,40.02000045776367
2024-10-07,41.58000183105469
2024-10-08,40.95000076293945
2024-10-09,42.06999969482422
2024-10-10,42.06999969482422
2024-10-11,42.72999954223633
2024-10-14,43.70000076293945
2024-10-15,43.709999084472656
2024-10-16,45.869998931884766
2024-10-17,43.72999954223633
2024-10-18,44.099998474121094
2024-10-21,44.47999954223633
2024-10-22,44.790000915527344
2024-10-23,43.630001068115234
2024-10-24,43.33000183105469
2024-10-25,42.81999969482422
2024-10-28,43.93000030517578
2024-10-29,44.439998626708984
2024-10-30,44.099998474121094
2024-10-31,42.869998931884766
2024-11-01,44.25
2024-11-04,44.369998931884766
2024-11-05,44.650001525878906
2024-11-06,45.790000915527344
2024-11-07,47.040000915527344
2024-11-08,47.470001220703125
2024-11-11,48.189998626708984
2024-11-12,48.099998474121094
2024-11-13,44.150001525878906
2024-11-14,43.880001068115234
2024-11-15,41.95000076293945
2024-11-18,40.310001373291016
2024-11-19,41.599998474121094
2024-11-20,42.22999954223633
2024-11-21,42.470001220703125
2024-11-22,40.95000076293945
2024-11-25,43.40999984741211
2024-11-26,46.33000183105469
2024-11-27,49.45000076293945
2024-11-29,49.310001373291016
2024-12-02,52.0
2024-12-03,52.47999954223633
2024-12-04,51.70000076293945
2024-12-05,51.20000076293945
2024-12-06,48.0099983215332
2024-12-09,43.810001373291016
2024-12-10,43.630001068115234
2024-12-11,43.52000045776367
2024-12-12,43.5
2024-12-13,43.810001373291016
2024-12-16,43.4900016784668
2024-12-17,43.439998626708984
2024-12-18,41.43000030517578
2024-12-19,42.060001373291016
2024-12-20,40.72999954223633
2024-12-23,42.029998779296875
2024-12-24,42.130001068115234
2024-12-26,42.369998931884766
2024-12-27,42.099998474121094
2024-12-30,41.83000183105469
2024-12-31,41.27000045776367
2025-01-02,41.88999938964844
2025-01-03,42.540000915527344
2025-01-06,43.16999816894531
2025-01-07,43.2400016784668
2025-01-08,42.97999954223633
2025-01-10,42.75
2025-01-13,40.47999954223633
2025-01-14,39.849998474121094
2025-01-15,40.630001068115234
2025-01-16,40.56999969482422
2025-01-17,43.369998931884766
2025-01-21,44.75
2025-01-22,46.119998931884766
2025-01-23,46.869998931884766
2025-01-24,47.43000030517578
2025-01-27,46.22999954223633
2025-01-28,46.40999984741211
2025-01-29,47.34000015258789
2025-01-30,47.70000076293945
2025-01-31,45.720001220703125
2025-02-03,44.709999084472656
2025-02-04,45.95000076293945
2025-02-05,46.18000030517578
2025-02-06,42.880001068115234
2025-02-07,44.54999923706055
2025-02-10,45.189998626708984
2025-02-11,45.0099983215332
2025-02-12,44.90999984741211
2025-02-13,46.400001525878906
2025-02-14,46.459999084472656
2025-02-18,47.08000183105469
2025-02-19,47.91999816894531
2025-02-20,46.86000061035156
2025-02-21,45.310001373291016
2025-02-24,43.529998779296875
2025-02-25,42.099998474121094
2025-02-26,41.810001373291016
2025-02-27,40.58000183105469
2025-02-28,45.20000076293945
2025-03-03,41.63999938964844
2025-03-04,41.56999969482422
2025-03-05,43.09000015258789
2025-03-06,41.790000915527344
2025-03-07,43.939998626708984
2025-03-10,42.22999954223633
2025-03-11,40.709999084472656
2025-03-12,40.630001068115234
2025-03-13,39.59000015258789
2025-03-14,40.29999923706055
2025-03-17,41.13999938964844
2025-03-18,40.060001373291016
2025-03-19,41.20000076293945
2025-03-20,41.4900016784668
2025-03-21,38.119998931884766
2025-03-24,40.25
2025-03-25,41.400001525878906
2025-03-26,39.880001068115234
2025-03-27,38.95000076293945
2025-03-28,38.630001068115234
2025-03-31,38.38999938964844
2025-04-01,38.380001068115234
2025-04-02,39.47999954223633
2025-04-03,36.75
2025-04-04,31.780000686645508
2025-04-07,32.189998626708984
2025-04-08,31.6200008392334
2025-04-09,36.61000061035156
2025-04-10,33.95000076293945
2025-04-11,34.939998626708984
2025-04-14,36.02000045776367
2025-04-15,37.02000045776367
2025-04-16,36.29999923706055
2025-04-17,37.38999938964844
2025-04-21,36.34000015258789
2025-04-22,37.900001525878906
2025-04-23,38.36000061035156
2025-04-24,39.95000076293945
2025-04-25,40.13999938964844
2025-04-28,40.18000030517578
2025-04-29,41.63999938964844
2025-04-30,42.900001525878906
2025-05-01,43.31999969482422
2025-05-02,44.58000183105469
2025-05-05,43.560001373291016
2025-05-06,44.060001373291016
2025-05-07,44.84000015258789
2025-05-08,45.189998626708984
2025-05-09,45.720001220703125
2025-05-12,49.5099983215332
2025-05-13,59.619998931884766
2025-05-14,58.27000045776367
2025-05-15,58.56999969482422
2025-05-16,60.2599983215332
2025-05-19,60.369998931884766
2025-05-20,60.88999938964844
2025-05-21,60.80500030517578
2025-05-22,60.650001525878906
2025-05-23,61.36000061035156
2025-05-27,62.650001525878906
2025-05-28,62.79999923706055
2025-05-29,63.040000915527344
2025-05-30,63.54999923706055
2025-06-02,61.11000061035156
2025-06-03,63.0099983215332
2025-06-04,64.01000213623047
2025-06-05,65.04000091552734
2025-06-06,63.849998474121094
2025-06-09,64.58000183105469
2025-06-10,62.5
2025-06-11,62.7599983215332
2025-06-12,63.209999084472656
2025-06-13,61.09000015258789
2025-06-16,62.72999954223633
2025-06-17,62.220001220703125
2025-06-18,62.66999816894531
2025-06-20,61.970001220703125
2025-06-23,61.779998779296875
2025-06-24,62.27000045776367
2025-06-25,60.220001220703125
2025-06-26,61.15999984741211
2025-06-27,62.1150016784668
2025-06-30,65.25
2025-07-01,64.37999725341797
2025-07-02,63.91999816894531
2025-07-03,65.58000183105469
2025-07-07,64.45999908447266
2025-07-08,64.48999786376953
