Date,MOV
2010-01-04,6.306015968322754
2010-01-05,6.287283897399902
2010-01-06,6.174901008605957
2010-01-07,6.3247456550598145
2010-01-08,6.318503379821777
2010-01-11,6.730578422546387
2010-01-12,7.105194091796875
2010-01-13,7.286255836486816
2010-01-14,7.304986953735352
2010-01-15,7.3112311363220215
2010-01-19,7.373664379119873
2010-01-20,7.304986953735352
2010-01-21,7.136409282684326
2010-01-22,7.142654895782471
2010-01-25,6.999051570892334
2010-01-26,6.9553446769714355
2010-01-27,7.0802202224731445
2010-01-28,6.880422115325928
2010-01-29,6.824231147766113
2010-02-01,6.730578422546387
2010-02-02,6.892910003662109
2010-02-03,6.668142318725586
2010-02-04,6.480834007263184
2010-02-05,6.430887222290039
2010-02-08,6.524538993835449
2010-02-09,6.768038272857666
2010-02-10,6.892910003662109
2010-02-11,7.142654895782471
2010-02-12,7.292500019073486
2010-02-16,7.598435878753662
2010-02-17,7.629652500152588
2010-02-18,7.87939453125
2010-02-19,8.066701889038086
2010-02-22,8.023001670837402
2010-02-23,8.204061508178711
2010-02-24,8.135380744934082
2010-02-25,8.172844886779785
2010-02-26,7.991780757904053
2010-03-01,8.22903823852539
2010-03-02,8.16659927368164
2010-03-03,8.160358428955078
2010-03-04,8.391373634338379
2010-03-05,8.491267204284668
2010-03-08,8.516241073608398
2010-03-09,8.784714698791504
2010-03-10,8.809687614440918
2010-03-11,8.628623962402344
2010-03-12,8.759743690490723
2010-03-15,8.803444862365723
2010-03-16,7.130170822143555
2010-03-17,6.936618804931641
2010-03-18,7.111435890197754
2010-03-19,6.97407865524292
2010-03-22,7.148896217346191
2010-03-23,7.361179828643799
2010-03-24,7.361179828643799
2010-03-25,7.329962253570557
2010-03-26,7.273770332336426
2010-03-29,7.0989484786987305
2010-03-30,7.180116176605225
2010-03-31,7.042757034301758
2010-04-01,6.9428606033325195
2010-04-05,8.023001670837402
2010-04-06,8.191574096679688
2010-04-07,8.35390853881836
2010-04-08,8.347664833068848
2010-04-09,8.40385913848877
2010-04-12,8.441319465637207
2010-04-13,8.366393089294434
2010-04-14,8.503751754760742
2010-04-15,8.378880500793457
2010-04-16,8.210307121276855
2010-04-19,8.110410690307617
2010-04-20,8.14162826538086
2010-04-21,8.085431098937988
2010-04-22,8.079190254211426
2010-04-23,8.22903823852539
2010-04-26,8.03548812866211
2010-04-27,7.93558931350708
2010-04-28,8.066701889038086
2010-04-29,8.491267204284668
2010-04-30,7.748282432556152
2010-05-03,8.129140853881836
2010-05-04,7.685846328735352
2010-05-05,7.560974597930908
2010-05-06,7.230063438415527
2010-05-07,6.886668682098389
2010-05-10,7.492292881011963
2010-05-11,7.973051071166992
2010-05-12,8.204061508178711
2010-05-13,8.079190254211426
2010-05-14,7.966805934906006
2010-05-17,8.528728485107422
2010-05-18,7.841933727264404
2010-05-19,7.829447269439697
2010-05-20,7.0490007400512695
2010-05-21,7.211333751678467
2010-05-24,6.949103355407715
2010-05-25,7.017781734466553
2010-05-26,6.91788387298584
2010-05-27,7.929344177246094
2010-05-28,7.667118549346924
2010-06-01,7.473564147949219
2010-06-02,7.548487186431885
2010-06-03,7.635896682739258
2010-06-04,7.280012607574463
2010-06-07,7.0802202224731445
2010-06-08,7.011538982391357
2010-06-09,7.017781734466553
2010-06-10,7.34244966506958
2010-06-11,7.304986953735352
2010-06-14,7.548487186431885
2010-06-15,7.723306655883789
2010-06-16,7.710818767547607
2010-06-17,7.692090034484863
2010-06-18,7.623412132263184
2010-06-21,7.404885292053223
2010-06-22,6.949103355407715
2010-06-23,6.999051570892334
2010-06-24,6.799258708953857
2010-06-25,6.842961311340332
2010-06-28,6.842961311340332
2010-06-29,6.6556549072265625
2010-06-30,6.668142318725586
2010-07-01,6.743062973022461
2010-07-02,6.4558610916137695
2010-07-06,6.206115245819092
2010-07-07,6.174901008605957
2010-07-08,6.443371772766113
2010-07-09,6.724335193634033
2010-07-12,6.493319988250732
2010-07-13,6.736822128295898
2010-07-14,6.674387454986572
2010-07-15,6.599463939666748
2010-07-16,6.368449687957764
2010-07-19,6.387181758880615
2010-07-20,6.668142318725586
2010-07-21,6.817989349365234
2010-07-22,7.0989484786987305
2010-07-23,7.280012607574463
2010-07-26,7.592191219329834
2010-07-27,7.642139911651611
2010-07-28,7.211333751678467
2010-07-29,7.173872947692871
2010-07-30,7.092703819274902
2010-08-02,7.255041122436523
2010-08-03,7.148896217346191
2010-08-04,7.386153697967529
2010-08-05,7.280012607574463
2010-08-06,7.242552757263184
2010-08-09,7.21757698059082
2010-08-10,6.936618804931641
2010-08-11,6.84920597076416
2010-08-12,6.761793613433838
2010-08-13,6.711845397949219
2010-08-16,6.924129486083984
2010-08-17,7.086460590362549
2010-08-18,7.0240254402160645
2010-08-19,6.842961311340332
2010-08-20,6.817989349365234
2010-08-23,6.462105751037598
2010-08-24,6.368449687957764
2010-08-25,6.418398857116699
2010-08-26,6.318503379821777
2010-08-27,6.649410724639893
2010-08-30,6.58697509765625
2010-08-31,6.330990314483643
2010-09-01,6.730578422546387
2010-09-02,6.3934245109558105
2010-09-03,6.593220233917236
2010-09-07,6.306015968322754
2010-09-08,6.524538993835449
2010-09-09,6.61195182800293
2010-09-10,6.743062973022461
2010-09-13,6.999051570892334
2010-09-14,6.817989349365234
2010-09-15,6.874179840087891
2010-09-16,6.817989349365234
2010-09-17,6.830475330352783
2010-09-20,7.255041122436523
2010-09-21,7.061488151550293
2010-09-22,6.824231147766113
2010-09-23,6.86793851852417
2010-09-24,7.255041122436523
