Date,BBY
2010-01-04,24.08624267578125
2010-01-05,24.69753646850586
2010-01-06,24.50576400756836
2010-01-07,24.89531707763672
2010-01-08,23.918437957763672
2010-01-11,23.510900497436523
2010-01-12,23.528884887695312
2010-01-13,23.810558319091797
2010-01-14,23.58283042907715
2010-01-15,23.331113815307617
2010-01-19,23.43299674987793
2010-01-20,23.235225677490234
2010-01-21,22.875646591186523
2010-01-22,22.26435089111328
2010-01-25,22.492082595825195
2010-01-26,22.210405349731445
2010-01-27,22.126508712768555
2010-01-28,21.784889221191406
2010-01-29,21.964691162109375
2010-02-01,22.030611038208008
2010-02-02,22.342260360717773
2010-02-03,22.192424774169922
2010-02-04,21.329416275024414
2010-02-05,21.467266082763672
2010-02-08,21.257509231567383
2010-02-09,21.563156127929688
2010-02-10,21.215551376342773
2010-02-11,21.365381240844727
2010-02-12,21.431303024291992
2010-02-16,21.83285140991211
2010-02-17,21.742942810058594
2010-02-18,21.665037155151367
2010-02-19,21.778905868530273
2010-02-22,21.916744232177734
2010-02-23,21.814861297607422
2010-02-24,22.13848304748535
2010-02-25,22.09653663635254
2010-02-26,21.874792098999023
2010-03-01,22.054588317871094
2010-03-02,21.844829559326172
2010-03-03,21.904754638671875
2010-03-04,22.26435089111328
2010-03-05,23.157310485839844
2010-03-08,23.58283042907715
2010-03-09,23.319128036499023
2010-03-10,23.349102020263672
2010-03-11,23.654747009277344
2010-03-12,24.04429054260254
2010-03-15,23.732650756835938
2010-03-16,23.720664978027344
2010-03-17,24.03830909729004
2010-03-18,24.2420654296875
2010-03-19,24.565702438354492
2010-03-22,24.691553115844727
2010-03-23,24.877330780029297
2010-03-24,24.679561614990234
2010-03-25,25.56654167175293
2010-03-26,25.866195678710938
2010-03-29,25.770313262939453
2010-03-30,25.542570114135742
2010-03-31,25.494626998901367
2010-04-01,25.512605667114258
2010-04-05,25.992055892944336
2010-04-06,26.435546875
2010-04-07,26.48948097229004
2010-04-08,26.76515769958496
2010-04-09,26.902992248535156
2010-04-12,27.106761932373047
2010-04-13,26.866291046142578
2010-04-14,27.39532470703125
2010-04-15,27.587696075439453
2010-04-16,27.287111282348633
2010-04-19,26.986536026000977
2010-04-20,27.172893524169922
2010-04-21,27.76203727722168
2010-04-22,28.36922836303711
2010-04-23,29.204849243164062
2010-04-26,29.042539596557617
2010-04-27,27.948402404785156
2010-04-28,27.954402923583984
2010-04-29,28.663795471191406
2010-04-30,27.365272521972656
2010-05-03,27.7199649810791
2010-05-04,26.782121658325195
2010-05-05,25.790205001831055
2010-05-06,24.954572677612305
2010-05-07,24.666013717651367
2010-05-10,26.18096923828125
2010-05-11,26.709999084472656
2010-05-12,27.11878776550293
2010-05-13,26.289165496826172
2010-05-14,25.892404556274414
2010-05-17,25.994598388671875
2010-05-18,25.59783172607422
2010-05-19,25.29724884033203
2010-05-20,24.4976806640625
2010-05-21,25.128908157348633
2010-05-24,24.75017738342285
2010-05-25,24.641969680786133
2010-05-26,24.383464813232422
2010-05-27,25.393436431884766
2010-05-28,25.399436950683594
2010-06-01,24.479646682739258
2010-06-02,24.167049407958984
2010-06-03,24.209123611450195
2010-06-04,23.37349510192871
2010-06-07,22.790359497070312
2010-06-08,23.271303176879883
2010-06-09,23.445634841918945
2010-06-10,24.19109344482422
2010-06-11,24.768217086791992
2010-06-14,24.678041458129883
2010-06-15,23.18111801147461
2010-06-16,22.95267105102539
2010-06-17,22.73625946044922
2010-06-18,22.742271423339844
2010-06-21,22.29138946533203
2010-06-22,22.008846282958984
2010-06-23,22.02086639404297
2010-06-24,21.485820770263672
2010-06-25,21.13714599609375
2010-06-28,21.25136947631836
2010-06-29,20.535972595214844
2010-06-30,20.355627059936523
2010-07-01,20.59708595275879
2010-07-02,20.440141677856445
2010-07-06,19.999467849731445
2010-07-07,20.78422737121582
2010-07-08,20.766115188598633
2010-07-09,20.748004913330078
2010-07-12,20.60312843322754
2010-07-13,21.381853103637695
2010-07-14,21.09813690185547
2010-07-15,21.381853103637695
2010-07-16,20.723857879638672
2010-07-19,20.748004913330078
2010-07-20,20.856666564941406
2010-07-21,20.428062438964844
2010-07-22,21.0860538482666
2010-07-23,21.60521125793457
2010-07-26,22.275291442871094
2010-07-27,21.39995765686035
2010-07-28,21.21282386779785
2010-07-29,20.856666564941406
2010-07-30,20.923067092895508
2010-08-02,21.635400772094727
2010-08-03,21.067943572998047
2010-08-04,21.224905014038086
2010-08-05,21.206796646118164
2010-08-06,21.07398223876953
2010-08-09,21.47844123840332
2010-08-10,20.868732452392578
2010-08-11,20.096050262451172
2010-08-12,20.180561065673828
2010-08-13,20.005495071411133
2010-08-16,19.95116424560547
2010-08-17,19.860618591308594
2010-08-18,20.029647827148438
2010-08-19,19.71573829650879
2010-08-20,19.61914825439453
2010-08-23,19.45012664794922
2010-08-24,19.124141693115234
2010-08-25,19.607078552246094
2010-08-26,19.275062561035156
2010-08-27,19.232803344726562
2010-08-30,18.991334915161133
2010-08-31,18.949079513549805
2010-09-01,19.71573829650879
2010-09-02,20.19866943359375
2010-09-03,20.748004913330078
2010-09-07,20.337512969970703
2010-09-08,20.246963500976562
2010-09-09,20.259035110473633
2010-09-10,20.452213287353516
2010-09-13,20.917034149169922
2010-09-14,22.172649383544922
2010-09-15,22.190765380859375
2010-09-16,22.287355422973633
2010-09-17,22.426193237304688
2010-09-20,23.13248634338379
2010-09-21,22.969493865966797
2010-09-22,23.120418548583984
2010-09-23,23.319623947143555
2010-09-24,23.905179977416992
2010-09-27,23.808591842651367
2010-09-28,24.255300521850586
2010-09-29,24.370006561279297
2010-09-30,24.6476993560791
2010-10-01,24.696149826049805
2010-10-04,24.387161254882812
2010-10-05,24.768875122070312
2010-10-06,24.732515335083008
2010-10-07,24.956695556640625
2010-10-08,24.89610481262207
2010-10-11,24.756746292114258
2010-10-12,24.677982330322266
2010-10-13,24.859752655029297
2010-10-14,24.82946014404297
2010-10-15,25.538352966308594
2010-10-18,25.76859474182129
2010-10-19,25.465646743774414
2010-10-20,25.617115020751953
2010-10-21,25.665586471557617
2010-10-22,25.895828247070312
2010-10-25,26.101835250854492
2010-10-26,26.004894256591797
2010-10-27,25.968538284301758
2010-10-28,25.992773056030273
2010-10-29,26.041248321533203
2010-11-01,25.550474166870117
2010-11-02,25.829179763793945
2010-11-03,25.901885986328125
2010-11-04,26.465362548828125
2010-11-05,27.113670349121094
2010-11-08,27.162145614624023
2010-11-09,26.750133514404297
2010-11-10,26.950082778930664
2010-11-11,26.901609420776367
2010-11-12,26.41084098815918
2010-11-15,26.168487548828125
2010-11-16,25.90794563293457
2010-11-17,25.974597930908203
2010-11-18,26.101835250854492
2010-11-19,26.38054847717285
2010-11-22,27.180322647094727
2010-11-23,26.76225471496582
2010-11-24,27.150020599365234
2010-11-26,27.113670349121094
2010-11-29,26.301773071289062
2010-11-30,25.883710861206055
2010-12-01,25.714061737060547
2010-12-02,26.39266586303711
2010-12-03,25.95036506652832
2010-12-06,25.804935455322266
2010-12-07,25.199045181274414
2010-12-08,25.229345321655273
2010-12-09,25.44745445251465
2010-12-10,25.32628059387207
2010-12-13,25.265701293945312
2010-12-14,21.521284103393555
2010-12-15,20.90328025817871
2010-12-16,20.963869094848633
2010-12-17,20.7639217376709
2010-12-20,20.5821533203125
2010-12-21,20.273151397705078
2010-12-22,20.30950164794922
2010-12-23,20.812393188476562
2010-12-27,20.733623504638672
2010-12-28,20.630626678466797
2010-12-29,20.776033401489258
2010-12-30,20.78209114074707
2010-12-31,20.867290496826172
2011-01-03,20.976835250854492
2011-01-04,21.32979965209961
2011-01-05,21.725358963012695
2011-01-06,21.451509475708008
2011-01-07,21.524534225463867
2011-01-10,21.853153228759766
2011-01-11,21.719270706176758
2011-01-12,21.707096099853516
2011-01-13,21.62799072265625
2011-01-14,21.676677703857422
2011-01-18,21.37848472595215
2011-01-19,21.238510131835938
2011-01-20,21.494108200073242
2011-01-21,21.366310119628906
2011-01-24,21.463674545288086
2011-01-25,21.384567260742188
2011-01-26,21.293292999267578
2011-01-27,21.17157745361328
2011-01-28,20.757762908935547
2011-01-31,20.69081687927246
2011-02-01,20.934240341186523
2011-02-02,21.110721588134766
2011-02-03,21.31154441833496
2011-02-04,21.445423126220703
2011-02-07,21.293292999267578
2011-02-08,20.903810501098633
2011-02-09,20.59952735900879
2011-02-10,20.727323532104492
