Date,KRMN
2025-02-13,30.049999237060547
2025-02-14,32.0
2025-02-18,31.530000686645508
2025-02-19,31.0
2025-02-20,29.139999389648438
2025-02-21,29.329999923706055
2025-02-24,29.3799991607666
2025-02-25,30.0
2025-02-26,30.139999389648438
2025-02-27,30.229999542236328
2025-02-28,31.540000915527344
2025-03-03,33.43000030517578
2025-03-04,32.0
2025-03-05,31.190000534057617
2025-03-06,28.15999984741211
2025-03-07,28.780000686645508
2025-03-10,28.420000076293945
2025-03-11,29.670000076293945
2025-03-12,30.100000381469727
2025-03-13,30.739999771118164
2025-03-14,33.15999984741211
2025-03-17,34.02000045776367
2025-03-18,34.5
2025-03-19,37.08000183105469
2025-03-20,35.9900016784668
2025-03-21,34.939998626708984
2025-03-24,37.5099983215332
2025-03-25,37.38999938964844
2025-03-26,36.290000915527344
2025-03-27,36.540000915527344
2025-03-28,35.08000183105469
2025-03-31,33.41999816894531
2025-04-01,33.63999938964844
2025-04-02,34.599998474121094
2025-04-03,32.849998474121094
2025-04-04,27.979999542236328
2025-04-07,26.770000457763672
2025-04-08,27.799999237060547
2025-04-09,30.459999084472656
2025-04-10,30.170000076293945
2025-04-11,31.030000686645508
2025-04-14,32.5
2025-04-15,34.13999938964844
2025-04-16,34.43000030517578
2025-04-17,34.88999938964844
2025-04-21,32.33000183105469
2025-04-22,33.81999969482422
2025-04-23,33.689998626708984
2025-04-24,35.130001068115234
2025-04-25,34.79999923706055
2025-04-28,35.52000045776367
2025-04-29,34.849998474121094
2025-04-30,35.75
2025-05-01,36.29999923706055
2025-05-02,37.88999938964844
2025-05-05,39.08000183105469
2025-05-06,38.34000015258789
2025-05-07,38.099998474121094
2025-05-08,38.599998474121094
2025-05-09,38.79999923706055
2025-05-12,39.2599983215332
2025-05-13,40.15999984741211
2025-05-14,43.369998931884766
2025-05-15,44.560001373291016
2025-05-16,44.31999969482422
2025-05-19,44.31999969482422
2025-05-20,43.86000061035156
2025-05-21,42.970001220703125
2025-05-22,42.66999816894531
2025-05-23,41.849998474121094
2025-05-27,45.290000915527344
2025-05-28,43.22999954223633
2025-05-29,43.61000061035156
2025-05-30,42.86000061035156
2025-06-02,44.189998626708984
2025-06-03,43.709999084472656
2025-06-04,43.15999984741211
2025-06-05,46.0099983215332
2025-06-06,46.45000076293945
2025-06-09,46.68000030517578
2025-06-10,44.150001525878906
2025-06-11,45.9900016784668
2025-06-12,47.470001220703125
2025-06-13,47.40999984741211
2025-06-16,47.5099983215332
2025-06-17,47.880001068115234
2025-06-18,46.0
2025-06-20,46.2400016784668
2025-06-23,47.150001525878906
2025-06-24,48.279998779296875
2025-06-25,48.88999938964844
2025-06-26,49.9900016784668
2025-06-27,50.470001220703125
2025-06-30,50.369998931884766
2025-07-01,44.90999984741211
2025-07-02,45.2400016784668
2025-07-03,45.02000045776367
2025-07-07,45.2400016784668
2025-07-08,45.029998779296875
2025-07-09,47.56999969482422
2025-07-10,47.439998626708984
2025-07-11,48.7599983215332
2025-07-14,49.40999984741211
2025-07-15,48.310001373291016
2025-07-16,53.7400016784668
2025-07-17,56.29999923706055
2025-07-18,55.7400016784668
2025-07-21,56.220001220703125
2025-07-22,51.959999084472656
2025-07-23,49.099998474121094
2025-07-24,49.40999984741211
2025-07-25,50.45000076293945
2025-07-28,50.290000915527344
2025-07-29,51.40999984741211
2025-07-30,50.38999938964844
2025-07-31,51.70000076293945
2025-08-01,50.220001220703125
2025-08-04,51.40999984741211
2025-08-05,50.38999938964844
2025-08-06,48.599998474121094
2025-08-07,48.209999084472656
2025-08-08,45.779998779296875
2025-08-11,46.70000076293945
2025-08-12,49.029998779296875
2025-08-13,51.83000183105469
2025-08-14,50.90999984741211
2025-08-15,50.599998474121094
2025-08-18,51.779998779296875
2025-08-19,49.869998931884766
2025-08-20,50.7599983215332
2025-08-21,52.22999954223633
2025-08-22,52.2400016784668
2025-08-25,53.040000915527344
2025-08-26,54.689998626708984
2025-08-27,54.650001525878906
2025-08-28,55.45000076293945
2025-08-29,53.40999984741211
2025-09-02,53.88999938964844
2025-09-03,53.2599983215332
2025-09-04,53.380001068115234
2025-09-05,62.52000045776367
2025-09-08,62.36000061035156
2025-09-09,62.5099983215332
2025-09-10,62.220001220703125
2025-09-11,63.79999923706055
2025-09-12,64.33000183105469
2025-09-15,63.79999923706055
2025-09-16,64.86000061035156
2025-09-17,64.11000061035156
2025-09-18,65.44999694824219
2025-09-19,66.12000274658203
