Date,STKL
2010-01-04,3.359999895095825
2010-01-05,3.3399999141693115
2010-01-06,3.2100000381469727
2010-01-07,3.1600000858306885
2010-01-08,3.1500000953674316
2010-01-11,3.1500000953674316
2010-01-12,3.069999933242798
2010-01-13,3.2100000381469727
2010-01-14,3.1700000762939453
2010-01-15,3.190000057220459
2010-01-19,3.1500000953674316
2010-01-20,3.0999999046325684
2010-01-21,3.1500000953674316
2010-01-22,3.2300000190734863
2010-01-25,3.130000114440918
2010-01-26,3.059999942779541
2010-01-27,3.130000114440918
2010-01-28,2.990000009536743
2010-01-29,2.9100000858306885
2010-02-01,2.950000047683716
2010-02-02,2.950000047683716
2010-02-03,2.9000000953674316
2010-02-04,2.75
2010-02-05,2.7799999713897705
2010-02-08,2.7699999809265137
2010-02-09,2.75
2010-02-10,2.7100000381469727
2010-02-11,2.9000000953674316
2010-02-12,2.809999942779541
2010-02-16,2.8399999141693115
2010-02-17,2.880000114440918
2010-02-18,3.0
2010-02-19,2.869999885559082
2010-02-22,2.9800000190734863
2010-02-23,3.0399999618530273
2010-02-24,3.0999999046325684
2010-02-25,3.049999952316284
2010-02-26,3.0
2010-03-01,3.049999952316284
2010-03-02,3.1600000858306885
2010-03-03,3.1500000953674316
2010-03-04,3.259999990463257
2010-03-05,3.369999885559082
2010-03-08,3.299999952316284
2010-03-09,3.3299999237060547
2010-03-10,3.640000104904175
2010-03-11,3.950000047683716
2010-03-12,3.9100000858306885
2010-03-15,3.9600000381469727
2010-03-16,3.950000047683716
2010-03-17,3.950000047683716
2010-03-18,3.9200000762939453
2010-03-19,3.9100000858306885
2010-03-22,3.930000066757202
2010-03-23,3.880000114440918
2010-03-24,3.890000104904175
2010-03-25,4.03000020980835
2010-03-26,4.090000152587891
2010-03-29,4.170000076293945
2010-03-30,4.210000038146973
2010-03-31,4.150000095367432
2010-04-01,4.159999847412109
2010-04-05,4.090000152587891
2010-04-06,4.119999885559082
2010-04-07,4.260000228881836
2010-04-08,4.210000038146973
2010-04-09,4.400000095367432
2010-04-12,4.550000190734863
2010-04-13,4.570000171661377
2010-04-14,4.610000133514404
2010-04-15,4.659999847412109
2010-04-16,4.610000133514404
2010-04-19,4.559999942779541
2010-04-20,4.599999904632568
2010-04-21,4.599999904632568
2010-04-22,4.639999866485596
2010-04-23,4.679999828338623
2010-04-26,4.650000095367432
2010-04-27,4.519999980926514
2010-04-28,4.550000190734863
2010-04-29,4.579999923706055
2010-04-30,4.53000020980835
2010-05-03,4.730000019073486
2010-05-04,4.489999771118164
2010-05-05,4.440000057220459
2010-05-06,4.199999809265137
2010-05-07,3.950000047683716
2010-05-10,4.099999904632568
2010-05-11,4.449999809265137
2010-05-12,4.559999942779541
2010-05-13,4.809999942779541
2010-05-14,4.860000133514404
2010-05-17,4.929999828338623
2010-05-18,4.960000038146973
2010-05-19,4.730000019073486
2010-05-20,4.800000190734863
2010-05-21,4.829999923706055
2010-05-24,4.769999980926514
2010-05-25,4.599999904632568
2010-05-26,4.639999866485596
2010-05-27,4.75
2010-05-28,4.71999979019165
2010-06-01,4.989999771118164
2010-06-02,4.869999885559082
2010-06-03,4.920000076293945
2010-06-04,4.75
2010-06-07,4.75
2010-06-08,4.75
2010-06-09,4.800000190734863
2010-06-10,4.949999809265137
2010-06-11,5.050000190734863
2010-06-14,5.03000020980835
2010-06-15,5.159999847412109
2010-06-16,5.130000114440918
2010-06-17,5.050000190734863
2010-06-18,4.889999866485596
2010-06-21,4.630000114440918
2010-06-22,4.78000020980835
2010-06-23,4.710000038146973
2010-06-24,4.820000171661377
2010-06-25,4.789999961853027
2010-06-28,4.71999979019165
2010-06-29,4.320000171661377
2010-06-30,4.380000114440918
2010-07-01,4.260000228881836
2010-07-02,4.170000076293945
2010-07-06,4.019999980926514
2010-07-07,4.25
2010-07-08,4.440000057220459
2010-07-09,4.489999771118164
2010-07-12,4.369999885559082
2010-07-13,4.690000057220459
2010-07-14,4.670000076293945
2010-07-15,4.559999942779541
2010-07-16,4.510000228881836
2010-07-19,4.579999923706055
2010-07-20,4.869999885559082
2010-07-21,4.800000190734863
2010-07-22,4.920000076293945
2010-07-23,5.039999961853027
2010-07-26,5.099999904632568
2010-07-27,5.010000228881836
2010-07-28,5.050000190734863
2010-07-29,5.070000171661377
2010-07-30,5.03000020980835
2010-08-02,5.059999942779541
2010-08-03,5.400000095367432
2010-08-04,5.400000095367432
2010-08-05,5.309999942779541
2010-08-06,5.5
2010-08-09,5.619999885559082
2010-08-10,5.610000133514404
2010-08-11,5.300000190734863
2010-08-12,5.590000152587891
2010-08-13,5.619999885559082
2010-08-16,5.679999828338623
2010-08-17,5.769999980926514
2010-08-18,5.96999979019165
2010-08-19,5.880000114440918
2010-08-20,5.570000171661377
2010-08-23,5.739999771118164
2010-08-24,5.610000133514404
2010-08-25,5.349999904632568
2010-08-26,5.190000057220459
2010-08-27,5.380000114440918
2010-08-30,5.21999979019165
2010-08-31,5.239999771118164
2010-09-01,5.71999979019165
2010-09-02,5.760000228881836
2010-09-03,5.849999904632568
2010-09-07,5.849999904632568
2010-09-08,5.809999942779541
2010-09-09,5.829999923706055
2010-09-10,5.75
2010-09-13,5.860000133514404
2010-09-14,5.829999923706055
2010-09-15,5.900000095367432
2010-09-16,5.809999942779541
2010-09-17,5.71999979019165
2010-09-20,5.829999923706055
2010-09-21,5.820000171661377
2010-09-22,5.769999980926514
2010-09-23,5.739999771118164
2010-09-24,5.760000228881836
2010-09-27,5.789999961853027
2010-09-28,5.809999942779541
2010-09-29,5.860000133514404
2010-09-30,6.090000152587891
2010-10-01,6.260000228881836
2010-10-04,6.159999847412109
2010-10-05,6.239999771118164
2010-10-06,6.28000020980835
2010-10-07,6.190000057220459
2010-10-08,6.199999809265137
2010-10-11,6.289999961853027
2010-10-12,5.809999942779541
2010-10-13,5.96999979019165
2010-10-14,5.920000076293945
2010-10-15,5.909999847412109
2010-10-18,5.929999828338623
2010-10-19,5.989999771118164
2010-10-20,6.179999828338623
2010-10-21,6.079999923706055
2010-10-22,6.210000038146973
2010-10-25,6.300000190734863
2010-10-26,6.289999961853027
2010-10-27,6.269999980926514
2010-10-28,6.320000171661377
2010-10-29,6.460000038146973
2010-11-01,6.5
2010-11-02,6.610000133514404
2010-11-03,6.849999904632568
2010-11-04,7.090000152587891
2010-11-05,7.190000057220459
2010-11-08,7.329999923706055
2010-11-09,7.389999866485596
2010-11-10,7.489999771118164
2010-11-11,7.03000020980835
2010-11-12,6.659999847412109
2010-11-15,6.889999866485596
2010-11-16,6.889999866485596
2010-11-17,6.679999828338623
2010-11-18,6.909999847412109
2010-11-19,6.769999980926514
2010-11-22,6.699999809265137
2010-11-23,6.579999923706055
2010-11-24,6.980000019073486
2010-11-26,7.0
2010-11-29,6.820000171661377
2010-11-30,6.929999828338623
2010-12-01,6.949999809265137
2010-12-02,6.96999979019165
2010-12-03,7.150000095367432
2010-12-06,7.199999809265137
2010-12-07,7.170000076293945
2010-12-08,7.260000228881836
2010-12-09,7.510000228881836
2010-12-10,7.519999980926514
2010-12-13,7.739999771118164
2010-12-14,7.760000228881836
2010-12-15,7.96999979019165
2010-12-16,8.039999961853027
2010-12-17,8.199999809265137
2010-12-20,8.710000038146973
2010-12-21,8.460000038146973
2010-12-22,8.079999923706055
2010-12-23,7.929999828338623
2010-12-27,8.0600004196167
2010-12-28,7.96999979019165
2010-12-29,7.900000095367432
2010-12-30,7.75
2010-12-31,7.820000171661377
2011-01-03,7.71999979019165
2011-01-04,7.610000133514404
2011-01-05,7.980000019073486
2011-01-06,7.880000114440918
2011-01-07,8.180000305175781
2011-01-10,8.039999961853027
2011-01-11,8.390000343322754
2011-01-12,8.430000305175781
2011-01-13,8.4399995803833
2011-01-14,8.420000076293945
2011-01-18,8.199999809265137
2011-01-19,7.829999923706055
2011-01-20,7.550000190734863
2011-01-21,7.690000057220459
2011-01-24,7.570000171661377
2011-01-25,7.409999847412109
2011-01-26,7.489999771118164
2011-01-27,7.449999809265137
2011-01-28,7.050000190734863
2011-01-31,7.349999904632568
2011-02-01,7.369999885559082
2011-02-02,6.710000038146973
2011-02-03,6.940000057220459
2011-02-04,7.059999942779541
2011-02-07,7.199999809265137
2011-02-08,7.21999979019165
2011-02-09,7.139999866485596
2011-02-10,7.199999809265137
2011-02-11,6.949999809265137
2011-02-14,7.139999866485596
2011-02-15,7.03000020980835
2011-02-16,7.21999979019165
2011-02-17,7.289999961853027
2011-02-18,7.320000171661377
2011-02-22,7.070000171661377
2011-02-23,6.820000171661377
2011-02-24,6.71999979019165
2011-02-25,6.849999904632568
2011-02-28,6.869999885559082
2011-03-01,6.940000057220459
2011-03-02,7.130000114440918
2011-03-03,7.119999885559082
2011-03-04,7.0
2011-03-07,7.019999980926514
2011-03-08,7.230000019073486
2011-03-09,6.989999771118164
2011-03-10,6.860000133514404
2011-03-11,6.699999809265137
2011-03-14,6.619999885559082
2011-03-15,6.480000019073486
2011-03-16,6.460000038146973
2011-03-17,6.349999904632568
2011-03-18,6.46999979019165
2011-03-21,6.619999885559082
2011-03-22,6.639999866485596
2011-03-23,6.739999771118164
2011-03-24,6.730000019073486
2011-03-25,6.840000152587891
2011-03-28,7.039999961853027
2011-03-29,7.150000095367432
2011-03-30,7.260000228881836
2011-03-31,7.429999828338623
2011-04-01,7.650000095367432
2011-04-04,7.559999942779541
2011-04-05,7.670000076293945
2011-04-06,7.869999885559082
2011-04-07,7.949999809265137
2011-04-08,7.889999866485596
2011-04-11,7.730000019073486
2011-04-12,7.389999866485596
2011-04-13,7.25
2011-04-14,7.349999904632568
2011-04-15,7.199999809265137
2011-04-18,7.050000190734863
2011-04-19,7.059999942779541
2011-04-20,7.159999847412109
2011-04-21,7.150000095367432
2011-04-25,7.050000190734863
2011-04-26,7.019999980926514
2011-04-27,7.059999942779541
2011-04-28,7.059999942779541
2011-04-29,7.059999942779541
2011-05-02,7.0
2011-05-03,7.010000228881836
