Date,OZK
2010-01-04,5.021587371826172
2010-01-05,4.962170124053955
2010-01-06,4.865405082702637
2010-01-07,5.03347110748291
2010-01-08,5.075911521911621
2010-01-11,5.035167694091797
2010-01-12,5.013099193572998
2010-01-13,5.089491844177246
2010-01-14,5.251524448394775
2010-01-15,5.051969528198242
2010-01-19,5.1474833488464355
2010-01-20,5.149188041687012
2010-01-21,5.195239543914795
2010-01-22,5.185006141662598
2010-01-25,5.055380344390869
2010-01-26,4.968395233154297
2010-01-27,5.0468525886535645
2010-01-28,5.022974014282227
2010-01-29,5.053675651550293
2010-02-01,5.0468525886535645
2010-02-02,5.031502723693848
2010-02-03,5.005918502807617
2010-02-04,4.963277816772461
2010-02-05,5.065614223480225
2010-02-08,4.9701008796691895
2010-02-09,5.014446258544922
2010-02-10,5.005918502807617
2010-02-11,4.97180700302124
2010-02-12,4.988863945007324
2010-02-16,5.004213809967041
2010-02-17,4.946223735809326
2010-02-18,5.02808952331543
2010-02-19,5.048559188842773
2010-02-22,5.101430892944336
2010-02-23,5.171360969543457
2010-02-24,5.220823287963867
2010-02-25,5.2549333572387695
2010-02-26,5.239586353302002
2010-03-01,5.451077938079834
2010-03-02,5.517596244812012
2010-03-03,5.56705904006958
2010-03-04,5.59093713760376
2010-03-05,5.694977283477783
2010-03-08,5.62163782119751
2010-03-09,5.488603591918945
2010-03-10,5.558531284332275
2010-03-11,5.619931697845459
2010-03-12,5.655749797821045
2010-03-15,5.691568374633789
2010-03-16,5.708623886108398
2010-03-17,5.882593154907227
2010-03-18,5.766613960266113
2010-03-19,5.877477645874023
2010-03-22,5.865536689758301
2010-03-23,5.867243766784668
2010-03-24,5.7802581787109375
2010-03-25,5.75808572769165
2010-03-26,5.746147155761719
2010-03-29,5.926939487457275
2010-03-30,6.063387393951416
2010-03-31,6.001986026763916
2010-04-01,5.961050510406494
2010-04-05,6.0565643310546875
2010-04-06,6.317521572113037
2010-04-07,6.334576606750488
2010-04-08,6.315814971923828
2010-04-09,6.307286262512207
2010-04-12,6.344810485839844
2010-04-13,6.343103885650635
2010-04-14,6.45612907409668
2010-04-15,6.466403007507324
2010-04-16,6.4270172119140625
2010-04-19,6.41331672668457
2010-04-20,6.50236701965332
2010-04-21,6.558879375457764
2010-04-22,6.553741455078125
2010-04-23,6.613678455352783
2010-04-26,6.363656044006348
2010-04-27,6.274602890014648
2010-04-28,6.180416584014893
2010-04-29,6.7643818855285645
2010-04-30,6.587993144989014
2010-05-03,6.59312629699707
2010-05-04,6.411606311798096
2010-05-05,6.363656044006348
2010-05-06,6.105066299438477
2010-05-07,6.07766580581665
2010-05-10,6.310567378997803
2010-05-11,6.317415714263916
2010-05-12,6.334542274475098
2010-05-13,6.461270332336426
2010-05-14,6.373928070068359
2010-05-17,6.3705034255981445
2010-05-18,6.320842266082764
2010-05-19,6.302005290985107
2010-05-20,6.004028797149658
2010-05-21,6.074245929718018
2010-05-24,5.92525577545166
2010-05-25,5.856754779815674
2010-05-26,5.861891269683838
2010-05-27,6.08622932434082
2010-05-28,6.043415069580078
2010-06-01,5.957791805267334
2010-06-02,6.137606143951416
2010-06-03,6.151303291320801
2010-06-04,5.855041980743408
2010-06-07,5.764277935028076
2010-06-08,5.889290809631348
2010-06-09,5.909840106964111
2010-06-10,6.081088542938232
2010-06-11,6.190690517425537
2010-06-14,6.274602890014648
2010-06-15,6.296866416931152
2010-06-16,6.334542274475098
2010-06-17,6.284879207611084
2010-06-18,6.290017604827881
2010-06-21,6.19582986831665
2010-06-22,6.134179592132568
2010-06-23,6.185554027557373
2010-06-24,6.2043914794921875
2010-06-25,6.286591529846191
2010-06-28,6.322552680969238
2010-06-29,6.137606143951416
2010-06-30,6.074245929718018
2010-07-01,5.964641094207764
2010-07-02,5.8927178382873535
2010-07-06,5.947515964508057
2010-07-07,6.139317035675049
2010-07-08,6.146165370941162
2010-07-09,6.247203826904297
2010-07-12,6.344817638397217
2010-07-13,6.507503986358643
2010-07-14,6.52641487121582
2010-07-15,6.426696300506592
2010-07-16,6.153332710266113
2010-07-19,6.304628372192383
2010-07-20,6.349328994750977
2010-07-21,6.160207271575928
2010-07-22,6.357924461364746
2010-07-23,6.514381408691406
2010-07-26,6.62441349029541
2010-07-27,6.651923656463623
2010-07-28,6.442171096801758
2010-07-29,6.4799933433532715
2010-07-30,6.4387335777282715
2010-08-02,6.519540309906006
2010-08-03,6.529855251312256
2010-08-04,6.710378646850586
2010-08-05,6.6983442306518555
2010-08-06,6.6897478103637695
2010-08-09,6.763676643371582
2010-08-10,6.626132965087891
2010-08-11,6.333854675292969
2010-08-12,6.330418109893799
2010-08-13,6.228978633880615
2010-08-16,6.330418109893799
2010-08-17,6.3923115730285645
2010-08-18,6.397468090057373
2010-08-19,6.149894714355469
2010-08-20,6.110348701477051
2010-08-23,6.031261444091797
2010-08-24,6.144735813140869
2010-08-25,6.325259208679199
2010-08-26,6.335577011108398
2010-08-27,6.406065464019775
2010-08-30,6.235856533050537
2010-08-31,6.316665172576904
2010-09-01,6.490312576293945
2010-09-02,6.521260738372803
2010-09-03,6.471399784088135
2010-09-07,6.335577011108398
2010-09-08,6.339013576507568
2010-09-09,6.356208801269531
2010-09-10,6.294312953948975
2010-09-13,6.4301371574401855
2010-09-14,6.3424530029296875
2010-09-15,6.330418109893799
2010-09-16,6.232418537139893
2010-09-17,6.187717437744141
2010-09-20,6.24101448059082
2010-09-21,6.168807029724121
2010-09-22,6.106911659240723
2010-09-23,6.094874858856201
2010-09-24,6.277120113372803
2010-09-27,6.277120113372803
2010-09-28,6.337295055389404
2010-09-29,6.366522312164307
2010-09-30,6.376837730407715
2010-10-01,6.376837730407715
2010-10-04,6.426696300506592
2010-10-05,6.648483753204346
2010-10-06,6.612379550933838
2010-10-07,6.574556827545166
2010-10-08,6.590029716491699
2010-10-11,6.552203178405762
2010-10-12,6.424977779388428
2010-10-13,6.5579328536987305
2010-10-14,6.542392730712891
2010-10-15,6.428431987762451
2010-10-18,6.547573566436768
2010-10-19,6.516493320465088
2010-10-20,6.533758640289307
2010-10-21,6.523399829864502
2010-10-22,6.4923176765441895
2010-10-25,6.552751541137695
2010-10-26,6.530303955078125
2010-10-27,6.533758640289307
2010-10-28,6.530303955078125
2010-10-29,6.5631103515625
2010-11-01,6.481958389282227
2010-11-02,6.585561275482178
2010-11-03,6.639086723327637
2010-11-04,6.835927963256836
2010-11-05,6.780673980712891
2010-11-08,6.756500244140625
2010-11-09,6.678802490234375
2010-11-10,6.739232540130615
2010-11-11,6.694343090057373
2010-11-12,6.6270012855529785
2010-11-15,6.639086723327637
2010-11-16,6.575198650360107
2010-11-17,6.518219470977783
2010-11-18,6.5700178146362305
2010-11-19,6.561387062072754
2010-11-22,6.587285041809082
2010-11-23,6.549300670623779
2010-11-24,6.595920562744141
2010-11-26,6.573472499847412
2010-11-29,6.5441179275512695
2010-11-30,6.542392730712891
2010-12-01,6.6977949142456055
2010-12-02,6.730599880218506
2010-12-03,6.79966926574707
2010-12-06,6.822113513946533
2010-12-07,6.8704609870910645
2010-12-08,6.915358543395996
2010-12-09,6.986148357391357
2010-12-10,7.072481632232666
2010-12-13,7.046584606170654
2010-12-14,7.037949562072754
2010-12-15,7.024137496948242
2010-12-16,7.101837158203125
2010-12-17,7.355658531188965
2010-12-20,7.486889362335205
2010-12-21,7.6250224113464355
2010-12-22,7.669915199279785
2010-12-23,7.607754707336426
2010-12-27,7.697544574737549
2010-12-28,7.675093650817871
2010-12-29,7.66473388671875
2010-12-30,7.631927967071533
2010-12-31,7.485159873962402
2011-01-03,7.676821708679199
2011-01-04,7.552497863769531
2011-01-05,7.581854343414307
2011-01-06,7.592217445373535
2011-01-07,7.433361053466797
2011-01-10,7.424727916717529
2011-01-11,7.426454544067383
2011-01-12,7.35884428024292
2011-01-13,7.312039852142334
2011-01-14,7.471524238586426
2011-01-18,7.461124420166016
2011-01-19,7.331110000610352
2011-01-20,7.265233516693115
2011-01-21,7.3345770835876465
2011-01-24,7.325911998748779
2011-01-25,7.644878387451172
2011-01-26,7.608476161956787
2011-01-27,7.587671756744385
2011-01-28,7.440321445465088
2011-01-31,7.476726055145264
2011-02-01,7.625810146331787
2011-02-02,7.589404582977295
2011-02-03,7.610207557678223
2011-02-04,7.572070121765137
2011-02-07,7.605008125305176
2011-02-08,7.540868759155273
2011-02-09,7.454190254211426
2011-02-10,7.393517017364502
2011-02-11,7.566868305206299
2011-02-14,7.530465126037598
2011-02-15,7.440321445465088
2011-02-16,7.4299211502075195
2011-02-17,7.370980262756348
2011-02-18,7.459387302398682
2011-02-22,7.325911998748779
2011-02-23,7.332841873168945
2011-02-24,7.298171520233154
2011-02-25,7.4507222175598145
2011-02-28,7.462857246398926
2011-03-01,7.41258430480957
2011-03-02,7.4299211502075195
2011-03-03,7.587671756744385
2011-03-04,7.579001426696777
2011-03-07,7.4957966804504395
2011-03-08,7.67261266708374
2011-03-09,7.670878887176514
2011-03-10,7.570334434509277
2011-03-11,7.509662628173828
2011-03-14,7.497528553009033
2011-03-15,7.419517993927002
2011-03-16,7.360579490661621
2011-03-17,7.36577844619751
2011-03-18,7.4680609703063965
2011-03-21,7.532198429107666
2011-03-22,7.573802471160889
2011-03-23,7.518330097198486
2011-03-24,7.471524238586426
2011-03-25,7.52179479598999
2011-03-28,7.488861083984375
2011-03-29,7.497528553009033
2011-03-30,7.528733253479004
2011-03-31,7.577272891998291
2011-04-01,7.641409873962402
2011-04-04,7.757557392120361
2011-04-05,7.755824089050293
2011-04-06,7.832098484039307
2011-04-07,7.778360843658447
2011-04-08,7.7488861083984375
2011-04-11,7.7488861083984375
2011-04-12,7.761026382446289
2011-04-13,7.686183452606201
2011-04-14,7.922895908355713
2011-04-15,7.995996475219727
2011-04-18,7.874157428741455
2011-04-19,7.795837879180908
2011-04-20,7.825424671173096
2011-04-21,7.731435298919678
2011-04-25,7.7122907638549805
2011-04-26,7.797578811645508
2011-04-27,7.774945259094238
2011-04-28,7.762763023376465
2011-04-29,7.750580787658691
2011-05-02,8.04124927520752
2011-05-03,8.274481773376465
2011-05-04,8.217041969299316
2011-05-05,8.178752899169922
2011-05-06,8.269257545471191
2011-05-09,8.279701232910156
2011-05-10,8.434612274169922
2011-05-11,8.418946266174316
2011-05-12,8.431129455566406
2011-05-13,8.378912925720215
2011-05-16,8.28840446472168
2011-05-17,8.347585678100586
2011-05-18,8.295366287231445
2011-05-19,8.27622127532959
2011-05-20,8.253594398498535
2011-05-23,8.203120231628418
2011-05-24,8.18571662902832
2011-05-25,8.24663257598877
2011-05-26,8.271001815795898
2011-05-27,8.347585678100586
2011-05-31,8.46072006225586
2011-06-01,8.312775611877441
2011-06-02,8.359768867492676
2011-06-03,8.279701232910156
2011-06-06,8.297107696533203
2011-06-07,8.279701232910156
2011-06-08,8.248371124267578
2011-06-09,8.237931251525879
2011-06-10,8.373695373535156
2011-06-13,8.438095092773438
2011-06-14,8.514673233032227
2011-06-15,8.46072006225586
2011-06-16,8.478126525878906
2011-06-17,8.572108268737793
2011-06-20,8.568633079528809
2011-06-21,8.761829376220703
2011-06-22,8.746166229248047
2011-06-23,8.782715797424316
2011-06-24,8.735721588134766
2011-06-27,8.913257598876953
2011-06-28,8.98809814453125
2011-06-29,8.981136322021484
2011-06-30,9.061202049255371
2011-07-01,9.19173812866211
2011-07-05,9.26484489440918
2011-07-06,9.355350494384766
2011-07-07,9.348386764526367
2011-07-08,9.26484489440918
2011-07-11,8.981136322021484
2011-07-12,9.080349922180176
2011-07-13,9.293468475341797
2011-07-14,9.141491889953613
2011-07-15,9.158961296081543
2011-07-18,9.085589408874512
2011-07-19,9.223590850830078
2011-07-20,9.345876693725586
2011-07-21,9.41225814819336
2011-07-22,9.358104705810547
2011-07-25,9.373826026916504
2011-07-26,9.199136734008789
2011-07-27,8.989507675170898
2011-07-28,8.95107650756836
2011-07-29,9.075108528137207
2011-08-01,9.207867622375488
2011-08-02,9.019207000732422
